Itemcode,Itemcode Description,HCPCS Code,Average Price
39060,HISTOLOGY PROCESSING GROUP 2,88302,60.00
39061,SURGICAL PATH III,88304,214.00
39062,SURGICAL PATH IV,88305,265.00
39063,SURGICAL PATH V,88307,337.00
39064,SURGICAL PATH VI,88309,360.00
39066,DECALCIFICATION,88311,41.00
39076,IMMUNOCYTOCHEMISTRY STAIN,88342,306.00
39077,"SPECIAL STAIN, GROUP I",88312,183.00
39078,"SPECIAL STAIN, GROUP II",88313,160.00
39080,IMMUNOCYTOCHEMISTRY ADDITIONAL,88341,200.00
39085,"CYTOPATH FL NONGYN, SM/FLTR",88104,92.00
39088,"CYTOPATH, CELL ENHANCE TECH",88112,170.00
39094,CO CERV/VAG ATL AUTO/MAN SCRN,88175,162.00
39098,EVAL OF FNA; INT & REP,88173,110.00
39099,BETA STREP B ANTIGEN,87802,185.00
40022,ROOM & BOARD ISOLATION ROOM,,392.00
40023,ROOM & BOARD SPECIALTY BED,,442.00
40024,ROOM & BOARD PEDIATRIC,,392.00
40025,R&B GEN NURSING PRI,,342.00
40026,R&B GEN NURSING PRI (PCU),,342.00
40027,R & B PCU - SPECIALTY BED,,542.00
40028,R & B PCU - ISOLATION ROOM,,442.00
40031,R&B PEDIATRIC ISOLATION,,442.00
40052,R&B MATERNITY SUITES,,342.00
40053,R&B MATERNITY SUITES -SPEC BED,,542.00
40054,R & B MEDICAL OVERFLOW PRIV,,342.00
40056,R&B MATERNITY SUITES-ISOLATION,,442.00
40057,ROOM & BOARD PEDIATRIC,,392.00
40080,R&B MPS P-OB,,342.00
40096,R&B MPS TEL UNIT,,872.00
40099,MPS TELEMETRY SPECIALTY BED,,"1,072.00"
40200,R&B PCU TEL UNIT,,872.00
40205,R & B TELEMETRY SPECIALTY BED,,"1,072.00"
40208,PCU TELEMETRY ISOLATION,,972.00
40210,R&B PCU-STEPDOWN,,965.00
40215,R&B - PCU STEPDOWN SPEC BED,,"1,165.00"
40220,PCU STEPDOWN ISOLATION,,"1,065.00"
40300,R&B INTENSIVE CARE,,"1,062.00"
40303,ICU PRIVATE ROOM,,342.00
40304,ICU PRIVATE ISOLATION,,442.00
40305,INTENSIVE CARE SPECIALTY BED,,"1,262.00"
40307,ICU ISOLATION,,"1,162.00"
40320,PERM ATRIAL PACEMAKER INSERT,33206,"12,021.00"
40325,TILT TABLE STUDY,93660,"1,027.00"
40344,PERICARDIOCENTESIS; INITIAL,33010,"1,245.00"
40360,TEMPORARY PACEMAKER-SING CHAMB,33210,"13,120.00"
40370,TEMPORARY PACEMAKER-DUAL CHAMB,33211,"13,120.00"
40400,NEWBORN CARE,,318.00
40402,NURSERY LEVEL I,,400.00
40403,NEWBORN LEVEL II,,600.00
41000,MPS TELEMETRY ISOLATION,,972.00
41019,GLUCOSE BLOOD FINGER STICK,82962,20.00
41020,OR TIME LEVEL 2B,,"1,029.00"
41025,OR TIME LEVEL 2C,,"1,300.00"
41030,OR TIME LEVEL 2D,,"1,671.00"
41035,OR LEVEL 2 TIME,,55.00
41045,OR TIME LEVEL 3B,,"1,269.00"
41050,OR TIME LEVEL 3C,,"1,541.00"
41055,OR TIME LEVEL 3D,,"1,850.00"
41060,OR TIME LEVEL 3E,,"2,043.00"
41065,OR TIME LEVEL 3F,,"2,414.00"
41070,OR LEVEL 3 TIME,,66.00
41075,PACU 0-60 MINUTES,,275.00
41080,PACU EACH ADDL 15 MIN,,70.00
41085,ANESTHESIA OP 0-30 MINUTES,,891.00
41090,ANESTHESIA OP EACH ADDL 15 MIN,,64.00
41091,C ARM 1 HOUR,76000,376.00
43760,GASTROSTOMY TUBE CHANGE,43760,392.00
45000,VAGINAL DELIVERY,59410,"2,364.00"
45001,CIRCUMCISION NEWBORN,54150,"3,400.00"
45002,SIMPLE REPAIR S/N/A/G/T/E >2.5,12001,340.00
45005,SCALPLEAD,59050,204.00
45010,FETAL CONTRACTION STRESS TEST,59020,333.00
45011,LABOR CARE LEVEL I,,30.00
45012,LABOR CARE LEVEL II,,60.00
45014,HIGH RISK DELIVERY ASSISTANCE,,500.00
45016,MATERNITY PHASE I RECOVERY,,10.00
45017,MATERNITY RECOVERY PHASE II,,5.00
45018,LEVEL I DELIVERY RECOVERY,,350.00
45019,LEVEL II DELIVERY RECOVERY,,500.00
45030,LACTATION CONSULT FIRST 30 MIN,99211,153.00
45031,LACTATION CONSULT ADDL 15 MIN,99211,153.00
45340,NB HEARING SCREEN-INITIAL 1HR,92620,140.00
45341,NEWBORN CPR,99465,880.00
45345,CENTRAL AUDITORY FCN INIT 60 M,92620,32.00
45350,"NB HEARING SCREEN, ADDL 15 MIN",92621,32.00
46050,EAR IRRIGATION W/WATER PIK,69799,"1,589.00"
46060,ARC: ABO/Rh (572),,33.00
46063,ANTIBODY SCREEN SR 86850,86850,50.00
46064,"ANTIBODY ID EA, PANEL SR 86870",86870,99.00
46065,"BLD TYPING, DONOR TEST/UNIT/AG",86902,59.00
46071,URINALYSIS DIP STICK,81002,23.00
46072,PH BODY FLUID,83986,31.00
46073,FERN TEST,Q0114,30.00
46075,FETAL MONITOR NST,59025,192.00
46076,TRANSCUTANEOUS BILIRUBIN LEVEL,88720,80.00
46077,LOKA 633 ULTRASOUND,76815,796.00
46079,TREATMENT RM PT W/O NST/HOUR,G0378,271.00
46080,GLUCOSE BLOOD FINGER STICK,82962,20.00
46081,FRENECTOMY,41115,"2,280.00"
46082,OB CHECK LEVEL 1,G0463,100.00
46083,OB CHECK LEVEL 2,G0463,105.00
46084,OB CHECK LEVEL 3,G0463,110.00
46086,OB CHECK LEVEL 4,G0463,115.00
46087,OB CHECK LEVEL 5,G0463,120.00
46088,AMNIOINFUSION,59070,540.00
46089,INSERTION OF CERVICAL DILATOR,59200,540.00
46092,EMERGENCY INTUBATION,31500,358.00
46093,LUMBAR PUNCTURE,62270,"1,090.00"
46094,NG TUBE PLACEMENT,43752,660.00
46096,THORACENTESIS W/O IMAGING,32554,"1,225.00"
46097,THORACENTESIS W/IMAGING,32555,"1,225.00"
46098,"CATH OF UMBILICAL VEIN,NEWBORN",36510,100.00
46099,WOUND VAC THERAPY,97605,338.00
46101,THORACENTESIS W/O IMAGING,32554,"1,225.00"
46141,NUTR CLASS PULM REHAB,99499,95.00
46142,NUTR ASSESSMENT PULM REHAB,99499,74.00
46147,DIET ANALYSIS,99499,68.00
46150,NUTRITIONAL ASSESSMENT,99499,29.00
46159,MED NUTR THER GROUP COUNSELING,99078,74.00
46162,CARDIOVERSION,92960,658.00
46164,US GUIDED IV ACCESS,76937,100.00
46166,CO2 MONITOR,94770,422.00
46167,CHEST TUBE INSERTION,32551,"1,970.00"
46168,PARACENTESIS WITH IMAGING GUID,49083,"1,360.00"
46169,"LUMBAR PUNCTURE, DIAGNOSTIC",62270,"1,000.00"
46200,OP MED NUT THERAPY 30 MIN,G0108,109.00
46205,OP MED NUT THERAPY 45 MIN,97803,137.00
46206,BCBS OP MED NUT THERAPY 45 MIN,97803,137.00
46210,OP MED NUT THERAPY 60 MIN,97803,200.00
46215,OP MED NUT THERAPY F/U 25 MIN,G0270,109.00
46216,BCBS OP MED NUT THER F/U 25 MI,97803,109.00
46220,OP MED NUT THER F/U 40 MIN,97803,137.00
46240,INITIAL MED NUTR THER EA 15MIN,97802,41.00
46245,FOLLOWUP MED NUTR THER EA 15MI,97803,41.00
46250,GROUP MED NUTR THER EA 30 MIN,97804,78.00
46288,ELUTION SR 86860,86860,93.00
46290,ARC: RED CELL ANTIGEN 1/UNIT,86902,66.00
46291,ARC:  RED CELL ANTIGEN 2/UNIT,86902,180.00
46292,ARC:  RED CELL ANTIGEN 3/UNIT,86902,279.00
46293,ARC:  RED CELL ANTIGEN 4/UNIT,86902,398.00
46294,ARC:  RED CELL ANTIGEN 5/UNIT,86902,549.00
46296,ARC:  ANTIGEN/HIGH INCIDENCE,86902,495.00
46297,RED CELL ANTIGEN [6/UNIT],86902,695.00
46298,RED CELL ANTIGEN [7/UNIT],86902,875.00
46299,RED CELL ANTIGEN [8/UNIT],86902,"1,081.00"
46301,c SURGCHARGE/UNIT SUR9,86902,28.00
46302,e SURCHARGE/UNIT SUR5,86902,102.00
46331,"ARC:  RED BLOOD CELLS,LEUKODEP",P9016,600.00
46346,ARC:INDIRECT TITER,86850,114.00
46369,RH PHENOTYPING SR86906,86906,83.00
46373,"PHENOTYPE NON ABO/D,EA SR86905",86905,40.00
46374,RH TYPING SR86901,86901,32.00
46376,ABO,86900,36.00
46377,PRESELECTED UNITS,86904,72.00
46396,"ARC: PLATELET PHER,PRE LEUKORE",P9035,689.00
46460,ARC:IRRADIATON (#542),86945,67.00
46510,ARC: SICKLE TRAIT (#780),85660,76.00
46520,"ARC: PLASMA,FRESH FROZEN <24HR",P9059,121.00
46525,ARC:CRYOPRECIPITATED AHF #075,P9012,107.00
46526,POOLED CRYOPRECIPITATED AHF,P9012,660.00
48000,"LITHOTRIPSY, EXTRACORPOREAL SH",50590,"6,719.00"
48045,PACU LITHOTRIPSY,50590,685.00
48500,NEW PATIENT LEVEL I,G0463,158.00
48510,NEW PATIENT LEVEL II,G0463,110.00
48520,NEW PATIENT LEVEL III,G0463,160.00
48530,NEW PATIENT LEVEL IV,G0463,245.00
48540,ESTABLISHED PATIENT LEVEL I,99211,102.00
48550,ESTABLISHED PATIENT LEVEL II,G0463,100.00
48560,ESTABLISHED PATIENT LEVEL III,G0463,108.00
48570,ESTABLISHED PATIENT LEVEL IV,G0463,166.00
48585,NEW PATIENT LEVEL V,G0463,366.00
48590,ESTABLISHED PATIENT LEVEL V,G0463,215.00
49500,PSYCH DX INTERVIEW,90792,416.00
51005,"FLUORO, UP TO 1 HOUR",76000,376.00
51010,OR1 - FLAT RATE,,345.00
51015,OR2099 - 0-99,,516.00
51016,PR2099 0-99,,372.00
51020,OR2299 - 100-299,,"1,029.00"
51021,PR2299 - 100 - 299,,744.00
51025,OR2499 - 300-499,,"1,300.00"
51030,OR2500 - 500-UP,,"1,671.00"
51035,OR2T - LEVEL 2 TIME,,55.00
51036,PR2T - Level 2 time,,40.00
51040,OR3099 - 0-99,,516.00
51045,OR3299 - 100-299,,"1,269.00"
51050,OR3499 - 300-499,,"1,541.00"
51055,OR3749 - 500-749,,"1,850.00"
51060,OR3999 - 750-999,,"2,043.00"
51065,OR31000 - MORE THAN 1000,,"2,414.00"
51070,OR3T - LEVEL 3 TIME,,66.00
51075,OR4299 - 1-299,,"1,500.00"
51080,OR4499 - 300-499,,"1,743.00"
51085,OR4500 - MORE THAN 500,,"2,086.00"
51090,OR4T - LEVEL 4 TIME,,78.00
51091,CATARACT REM W/LENS PROSTHESIS,66984,"4,243.49"
51092,POST CHAMBER INTRAOCULAR LENS,V2632,587.06
51093,"TYMPANOSTOMY, GENERAL ANESTHES",69436,"3,709.65"
51094,LESION EXCISION CORNEA,65400,"3,094.02"
51096,BLOOD PATCH,62273,"1,146.00"
51097,CARDIOVERSION,92960,875.00
51098,THORACENTESIS W/IMAGING GUIDAN,32555,"1,033.00"
51099,CATARACT REM W/LENS PROSTHESIS,,"4,830.55"
51101,EEG NONINTRACRANIAL SURGERY,95955,150.00
51102,IV PUSH INITIAL,96374,327.00
51103,HYDRATION INFUSION INITIAL HR,96360,327.00
51104,"IV INFUSION, INITIAL HOUR",96365,327.00
51106,"IV HYDRATION, EA ADDL HOUR",96361,64.00
51107,"IV INFUSION, EA ADDL HOUR",96366,64.00
51108,IV PUSH SAME DRUG ADD ON,96376,64.00
51109,IV PUSH EA ADDL NEW DRUG,96375,64.00
51111,IV CONCURRENT INFUSION,96368,64.00
51112,IV INF ADDL SEQ INF NEW DRUG,96367,64.00
51113,REM FB FROM EXT AUDITORY CANAL,69205,"3,709.65"
52001,"INSERT ANTERIOR STENT,INITIAL",0191T,"7,200.00"
55000,PACU 0-60 MINUTES,,275.00
55001,RECOVERY ROOM PHASE 1,,10.00
55002,RECOVERY ROOM PHASE 2,,5.00
55005,PACU EACH ADDL 15 MIN,,70.00
55020,PACU:  IP 0-60 MINUTES,,358.00
55030,PACU:  OP 0-60 MINUTES,,329.00
55040,PACU:  IP EACH ADD'L 15 MIN,,84.00
55050,PACU:  OP EACH ADD'L 15 MIN,,77.00
55051,"IV PUSH, INITIAL",96374,327.00
55052,HYDRATION INFUSION INITIAL HR,96360,327.00
55053,"IV INFUSION, INITIAL HOUR",96365,327.00
55054,IV HYDRATION EA ADDL HOUR,96361,64.00
55055,"IF INFUSION, EA ADDL HOUR",96366,64.00
55056,IV PUSH SAME DRUG ADD ON,96376,64.00
55057,IV PUSH EA ADDL NEW DRUG,96375,64.00
55058,IV CONCURRENT INFUSION,96368,64.00
55059,IV INF ADDL SEQ INF NEW DRUG,96367,64.00
58001,SMPL REP F/E/E/N/L/MM <2.5CM,12011,202.00
66984,CATARACT REM W/LENS PROSTHESIS,66984,"4,243.49"
70502,PT RE-EVAL,97164,105.00
70503,INITIAL PT EVAL LOW COMPLEXITY,97161,150.00
70504,INITIAL PT EVAL MOD COMPLEXITY,97162,200.00
70506,INITIAL PT EVAL HGH COMPLEXITY,97163,250.00
70525,MUSCLE TEST; EXTREM OR TRUNK,95831,90.00
70530,MUSCLE TEST; HAND,95832,83.00
70535,ROM; EA EXTREMTTRUNK (NOT HAND,95851,90.00
70550,MODALITY - MECHANICAL TRACTION,97012,90.00
70555,ELECTRICAL STIM UNATTENDED,G0283,90.00
70560,MODALITY - VASOPNEUMATIC DEVIC,97016,90.00
70570,FLUIDOTHERAPY DRY WHIRLPOOL,97022,94.00
70580,RMVL DEVITAL TIS FIRST 20CM,97597,120.00
70585,RMVL DEVITAL TIS EA ADDL 20CM,97598,120.00
70590,NSW DEBRIDEM WO A/SESSION,97602,97.00
70595,ELEC STIM MAN/NEUROPR EA 15MIN,97032,90.00
70600,"MODALITY - IONTOPHORESIS, EA 1",97033,90.00
70610,"MODALITY - ULTRASOUND, EA 15M",97035,90.00
70625,"THERAP EXERCISE - ROM , EA 15M",97110,90.00
70630,"NEUROMUSCLE RE-EDUC, EA 15 MIN",97112,90.00
70640,"GAIT TRAINING THERAPY, EA 15 M",97116,90.00
70645,"MASSAGE THERAPY, EA 15 MIN",97124,90.00
70650,MYOFASCIAL REL/SOFT TISS EA 15,97140,90.00
70655,JOINT MOBILIZATION EA 15 MIN,97140,90.00
70660,"WHEELCHAIR MGMT, EA 15M",97542,90.00
70661,APPLICATION OF UNA BOOT,29580,300.00
70670,"THERAPEUTIC ACTIVITY, DIR EA 1",97530,90.00
70680,"ADL/SELF CARE TR, EA 15 M",97535,90.00
70685,"COMMUNITY/WORK TRAING, EA 15M",97537,71.00
70690,TENS EVAL/EDUCATION TREATMENT,64550,91.00
70695,TENS CHECK-UP,64550,90.00
70706,"PHYSICAL PERFORM, EA 15M",97750,90.00
70725,C/O FOR ORTHOTIC/PROSTH USE EA,97763,90.00
70730,PROSTHETIC TRAINING EA 15 MINU,97761,90.00
70735,"ORTHOTIC FIT & TRAIN, EA 15M",97760,90.00
70745,THERAPEUTIC REHAB GROUP,97150,90.00
70770,"NEG PRESS WOUND TX, < 50 CM",97605,306.00
70775,"NEG PRESS WOUND TX, > 50 CM",97606,600.00
71002,OT RE_EVAL,97168,105.00
71003,INITIAL OT EVAL LOW COMPLEXITY,97165,150.00
71004,INITIAL OT EVAL MOD COMPLEXITY,97166,200.00
71007,INITIAL OT EVAL HGH COMPLEXITY,97167,250.00
71020,MUSCLE TEST; EXTREM OR TRUNK,95831,90.00
71025,MUSCLE TEST; HAND,95832,90.00
71045,MODALITY - ELECTRICAL STIM (UN,G0283,90.00
71055,MODALITY - PARAFFIN BATH,97018,90.00
71060,FLUIDOTHERAPY DRY WHIRLPOOL,97022,94.00
71080,NSW DEBRIDEM WO A/SESSION,97602,97.00
71085,"MODALITY - M ELECTR STIM, EA 1",97032,90.00
71090,"MODALITY - IONTOPHORESIS, EA 1",97033,90.00
71100,"MODALITY - ULTRASOUND, EA 15M",97035,90.00
71105,OT ULTRASOUND/E STIM EA 15 MIN,97039,90.00
71110,OT THERAPEUTIC EXERCISE 15 MIN,97110,90.00
71115,"NEUROMUSCLE RE-EDUC, EA 15 MIN",97112,90.00
71125,OT MYOFASCIAL RELEASE 15 MIN,97140,90.00
71130,OT JOINT MOBILIZATION 15 MIN,97140,90.00
71135,"WHEELCHAIR MGMT, EA 15M",97542,90.00
71145,OT THER ACTIV/ISOKIN EX 15 MIN,97530,90.00
71150,BIOFEEDBACK ANY MODALITY,90901,90.00
71155,"ADL/SELF CARE TR, EA 15 M",97535,90.00
71160,"COMMUNITY/WORK TRAING, EA 15M",97537,90.00
71195,C/O FOR ORTHOTIC/PROSTH USE EA,97763,90.00
71200,"PROSTHETIC TRAIN,  EA 15M",97761,90.00
71205,ORTHOTIC MGMT AND TRAINING EA,97760,90.00
71220,THERAPEUTIC REHAB GROUP,97150,90.00
71265,ASSTV TECHN ASSMNT EA 15 MIN,97755,90.00
71280,"DEV COGNITIVE SKILLS,EA 15 MIN",97532,90.00
71285,"SENSORY INTEGRATION,EA 15 MIN",97533,90.00
72001,EVALUATION OF STUTTERING,92521,230.00
72002,EVALUATION OF SPEECH,92522,185.00
72003,EVALUATION OF SPEECH/LANGUAGE,92523,385.00
72010,SPEECH THERAPY EVAL-VOICE,92524,195.00
72020,EVALUATE SWALLOWING FUNCTION,92611,230.00
72025,EVALUATE SWALLOWING FUNCTION,92610,205.00
72026,MCR COGNITIVE TREATMENT 15 MIN,G0515,60.00
72030,APHASIA ASSESSMENT PER HOUR,96105,205.00
72041,"ADL/SELF CARE TR, EA 15 M",97535,90.00
72051,SPEECH TX; INDIVIDUAL,92507,161.00
72070,TREAT SWALLOWING DYSFUNCTION,92526,176.00
72080,EVAL TO USE/FIT VOICE PROSTH,92597,150.00
72082,COGNITIVE TEST BY HC PROW RPT,96125,230.00
72085,VOICE PROSTHESIS RECHECK,92609,225.00
72088,TX SERV SPEECH GEN DEVICE,92609,225.00
72096,SPEECH TX; IND PEDIATRIC,92507,161.00
72097,FEES DIAGNOSTIC EVALUATION,92612,135.00
72100,NASOPHARYNGOSCOPY,92511,92.00
72125,DEVELOP COGNITIVE SKILLS,97127,200.00
72155,EVAL FOR NONSPEECH DEVICE RX,92605,120.00
72160,NON-SPEECH DEVICE TX,92606,110.00
72165,"EVAL FOR SPEECH DEVICE RX, 1HR",92607,260.00
72170,EVAL FOR SPEECH DEVICE RX ADDL,92608,110.00
80000TF,DG FACIAL BONES COMPLETE 3+V,70150,385.00
80003TF,SP FLUORO RM 1-60 MIN,76000,376.00
80004TF,DG I&D HEMATOMA/SEROMA/FLUID,10140,"1,846.00"
80005TF,DG MANDIBLE 4+V,70110,490.00
80006TF,DG PUNC ASP ABSC/HEMA/BULLA/CY,10160,441.00
80008TF,DG FACIAL BONES 1-2V,70140,294.00
80009TF,DG FB PEDS NOSE TO RECTUM 1V,76010,190.00
80011TF,DG NEPHROSTOGRAM,74425,690.00
80012TF,HIP BILATERAL W/PELVIS 3-4VIEW,73522,350.00
80013TF,HIP BILATERAL W/PELVIS 5 VIEWS,73523,415.00
80018TF,DG MASTOID 1-2V,70120,490.00
80020TF,DG NASAL BONES 3+V,70160,251.00
80021TF,DG CONS SEDATION INITIAL 15 MI,G0500,185.00
80022TF,DG CONS SED EA ADDL 15 MIN,99153,80.00
80030TF,DG ORBITS COMPLETE 4+V,70200,385.00
80035TF,DG ORBITS FOR FOREIGN BODY,70030,126.00
80055TF,DG SINUSES COMPLETE 3+V,70220,392.00
80056TF,DG SINUSES 1-2V,70210,212.00
80059TF,SP VENTRICULOPERITSHUNT EV/INJ,61070,614.00
80060TF,DG SKULL COMPLETE 4+V,70260,383.00
80065TF,DG SKULL 1-3V,70250,296.00
80070BTF,DG TMJ OPEN & CLOSE-BILAT,70330,355.00
80080TF,DG CHEST 1V,71045,209.00
80081TF,US GUIDANCE NEEDLE PLACEMENT,76942,886.00
80085TF,DG CHEST 2V,71046,262.00
80086TF,DG CHEST 3 VIEWS,71047,300.00
80087TF,DG CHEST 4+ VIEWS,71048,350.00
80095TF,CHEST (FLUORO),71046,251.00
80096TF,IMMIGRATION CHEST X-RAY 1 VIEW,71045,19.00
80097TF,IMMIGRATION CHEST X-RAY 2 VIEW,71046,29.00
80100TF,DG CHEST W/ LORDOTIC,71046,225.00
80101TF,"DG TEETH COMPLETE, FULL MOUTH",70320,375.00
80112LTF,DG CHEST DECUBITUS-L,71046,285.00
80112RTF,DG CHEST DECUBITUS-R,71046,285.00
80112TF,DG CHEST DECUBITUS BILATERAL,71046,570.00
80115LTF,DG RIBS W/ CHEST 3+V-L,71101,362.00
80115RTF,DG RIBS W/ CHEST 3+V-R,71101,362.00
80116BTF,DG RIBS 3V-BILAT,71110,557.00
80116LTF,DG RIBS 2V-L,71100,557.00
80116RTF,DG RIBS 2V-R,71100,557.00
80120BTF,DG RIBS W/ CHEST 4+V-BILAT,71111,511.00
80125TF,DG STERNUM 2+V,71120,298.00
80131TF,BILAT STERNOCLAVICULAR JOINTS,71130,199.50
80135TF,DG CERVICAL SPINE 1V,72020,236.00
80140TF,DG NECK SOFT TISSUE,70360,164.00
80141TF,DG CERVICAL SPINE 2-3V,72040,238.00
80145TF,DG CERVICAL SPINE COMPLETE 4+V,72050,438.00
80150TF,DG CERVICAL SPINE W/ FLEX&EXT,72052,573.00
80210TF,DG SACRUM/COCCYX 2+V,72220,305.00
80214TF,DG EPIDUROGRAPHY,72275,194.00
80215TF,DG LUMBAR SPINE 2-3V,72100,321.00
80220TF,DG LUMBAR SPINE COMPLETE 4+V,72110,454.00
80221TF,DG LUMBAR SPINE BEND ONLY 2-3V,72120,299.00
80222TF,DG LUMB SPINE W/BEND 6+ VIEWS,72114,577.00
80223TF,SP LUMBAR PUNCTURE DIAGNOSTIC,62270,"1,146.00"
80224TF,SP LUMBAR PUNCTURE THERAPEUTIC,62272,"1,146.00"
80225TF,DG PELVIS 1-2V,72170,283.00
80226TF,DG PELVIS 3+V JUDET,72190,301.00
80235TF,DG SI JOINTS 3+V,72202,321.00
80236TF,DG SI JOINTS 1-2V,72200,312.00
80240TF,DG THORACOLUMBAR STAND SCOLIOS,72081,204.00
80250TF,DG THORACOLUMB SPINE SCOLIO 2V,72082,381.00
80254TF,DG THORACIC SPINE 1V,72020,236.00
80255TF,DG THORACIC SPINE 2V,72070,317.00
80256TF,DG LUMBAR SPINE 1V,72020,236.00
80257TF,DG THOR SPINE W/ SWIMMERS 3V,72072,381.00
80260BTF,DG AC JOINTS-BILAT,73050,268.00
80265LTF,DG CLAVICLE-L,73000,270.00
80265RTF,DG CLAVICLE-R,73000,270.00
80265TF,DG CLAVICLE BILATERAL,73000,540.00
80270LTF,DG ELBOW COMPLETE 3+V-L,73080,217.00
80270RTF,DG ELBOW COMPLETE 3+V-R,73080,217.00
80270TF,BIL ELBOW MIN THREE VIEWS,73080,434.00
80272LTF,DG ELBOW 2V-L,73070,210.00
80272RTF,DG ELBOW 2V-R,73070,210.00
80275LTF,DG FINGERS 2+V-L,73140,204.00
80275RTF,DG FINGERS 2+V-R,73140,204.00
80275TF,DG FINGERS 2+V BILATERAL,73140,408.00
80280LTF,DG FOREARM 2V-L,73090,217.00
80280RTF,DG FOREARM 2V-R,73090,217.00
80280TF,DG FOREARM 2V BILATERAL,73090,434.00
80284LTF,DG HAND 2V-L,73120,210.00
80284RTF,DG HAND 2V-R,73120,210.00
80284TF,DG HAND 2V-BILATERAL,73120,420.00
80285LTF,DG HAND COMPLETE 3+V-L,73130,217.00
80285RTF,DG HAND COMPLETE 3+V-R,73130,217.00
80285TF,DG HAND COMPLETE BILATERAL,73130,434.00
80290LTF,DG HUMERUS 2V-L,73060,219.00
80290RTF,DG HUMERUS 2V-R,73060,219.00
80290TF,DG HUMERUS 2VIEW BILATERAL,73060,438.00
80295LTF,DG SCAPULA-LEFT,73010,337.00
80295RTF,DG SCAPULA - RIGHT,73010,337.00
80299LTF,DG SHOULDER 1V-L,73020,240.00
80299RTF,DG SHOULDER 1V-R,73020,240.00
80301LTF,DG SHOULDER 2+V-L,73030,453.00
80301RTF,DG SHOULDER 2+V-R,73030,453.00
80301TF,DG BIL SHOULDERS MIN 2 VIEW,73030,906.00
80305LTF,DG WRIST COMPLETE 3+V-L,73110,217.00
80305RTF,DG WRIST COMPLETE 3+V-R,73110,217.00
80305TF,DG BIL WRIST MIN THREE VIEWS,73110,434.00
80307LTF,DG WRIST 2V-L,73100,200.00
80307RTF,DG WRIST 2V-R,73100,200.00
80307TF,DG BILATERAL WRIST 2 VIEW,73100,400.00
80308LTF,DG ANKLE 2V-L,73600,237.00
80308RTF,DG ANKLE 2V-R,73600,237.00
80310LTF,DG ANKLE COMPLETE 3+V-L,73610,388.00
80310RTF,DG ANKLE COMPLETE 3+V-R,73610,388.00
80310TF,DG ANKLE COMPLETE 3+V BILATERA,73610,776.00
80315LTF,DG FEMUR 2V-L,73552,304.00
80315RTF,DG FEMUR 2V-R,73552,304.00
80315TF,DG FEMUR 2V BILATERAL,73552,608.00
80320LTF,DG FOOT COMPLETE 3+V-L,73630,220.00
80320RTF,DG FOOT COMPLETE 3+V-R,73630,220.00
80320TF,DG COMPLETE FOOT BILATERAL,73630,440.00
80321BTF,DG BILATERAL HIP/PELVIS 4+VIEW,73522,350.00
80322BTF,DG BILATERAL HIP 3-4 VIEWS,73522,200.00
80323BTF,DG HIP COMPLETE 2+V-BILAT,73521,324.00
80324LTF,DG HIP 1V-L,73501,296.00
80324RTF,DG HIP 1V-R,73501,296.00
80325LTF,DG HIP COMPLETE 2+V-L,73502,296.00
80325RTF,DG HIP COMPLETE 2+V-R,73502,296.00
80325TF,BILATERAL HIP COMPLETE 2+VIEW,73521,592.00
80326BTF,DG HIP 1V-BILAT,73501,324.00
80327LTF,DG FOOT 2V-L,73620,220.00
80327RTF,DG FOOT 2V-R,73620,220.00
80327TF,DG FOOT 2 VIEW BILATERAL,73620,440.00
80329LTF,DG KNEE 3 VIEW LEFT,73562,120.00
80329RTF,DG KNEE 3 VIEW RIGHT,73562,120.00
80329TF,DG KNEE 3 VIEW BILATERAL,73562,240.00
80332BTF,DG KNEE STANDING AP-BILAT,73565,251.00
80333LTF,DG KNEE 4+V-L,73564,317.00
80333RTF,DG KNEE 4+V-R,73564,317.00
80333TF,DG KNEE 4+V BILATERAL,73564,634.00
80335LTF,DG OS CALCIS 2+V-L,73650,217.00
80335RTF,DG OS CALCIS 2+V-R,73650,217.00
80335TF,DG OS CALCIS 2+V BILATERAL,73650,434.00
80340LTF,DG KNEE 1-2V-L,73560,215.00
80340RTF,DG KNEE 1-2V-R,73560,215.00
80340TF,DG KNEE 1-2V BILATERAL,73560,430.00
80345LTF,DG TIBIA/FIBULA 2V-L,73590,288.00
80345RTF,DG TIBIA/FIBULA 2V-R,73590,288.00
80345TF,DG TIBIA/FIBULA 2V BILATERAL,73590,576.00
80350LTF,DG TOES 2+V-L,73660,224.00
80350RTF,DG TOES 2+V-L,73660,224.00
80350TF,DG TOES 2+V BILATERAL,73660,448.00
80360TF,DG ABDOMEN 2V,74019,244.00
80361TF,DG ABDOMEN 3+ VIEWS,74021,275.00
80370TF,DG ABDOMEN ACUTE 2V W/1V CHEST,74022,291.00
80380TF,DG BE W/ GASTROGRAFIN,74270,375.00
80381TF,DG BE THERAPEUTIC,74283,391.00
80385TF,DG BE W/ AIR HIGH DENSITY,74280,489.00
80390TF,BARIUM SWALLOW,74220,237.00
80391TF,BARIUM SWALLOW--MODIFIED,74230,278.00
80395TF,DG CYSTOGRAM 3+V,74430,323.00
80399TF,DG UGI W/O KUB,74240,271.00
80402TF,DG UGI W/ SMALL BOWEL,74245,411.00
80404TF,DG UGI W/ KUB,74241,334.00
