BRONSON HEALTHCARE GROUP,,,
PHARMACY CHARGEMASTER,,,
"AS OF JANUARY 1, 2019",,,
,,,
Medication,11 Digit NDC Code,Charge Per 1 Unit,
CYCLOBENZAPRINE 5 MG TABLET,50268019015, 2.98 ,BLH
CYCLOBENZAPRINE 5 MG TABLET,50268019011, 2.98 ,BLH
CYCLOPENTOLATE 1 % EYE DROPS,24208073501, 19.81 ,BLH
CYCLOSPORINE 0.05 % EYE DROPS IN A DROPPERETTE,00023916330, 32.15 ,BLH
CYCLOSPORINE MODIFIED 25 MG CAPSULE,51862045801, 3.39 ,BLH
CYCLOSPORINE MODIFIED 50 MG CAPSULE,00093574165, 5.22 ,BLH
DABIGATRAN ETEXILATE 75 MG CAPSULE,00597014960, 16.70 ,BLH
DANTROLENE 20 MG INTRAVENOUS SOLUTION,27505000367, 218.92 ,BLH
DAPTOMYCIN 500 MG INTRAVENOUS SOLUTION,67919001101," 1,333.35 ",BLH
DARBEPOETIN ALFA 25 MCG/0.42 ML IN POLYSORBATE INJECTION SYRINGE,55513005704," 1,469.64 ",BLH
DARBEPOETIN ALFA 25 MCG/0.42 ML IN POLYSORBATE INJECTION SYRINGE,55513005701," 1,469.64 ",BLH
DARBEPOETIN ALFA 40 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,55513002101," 2,468.98 ",BLH
DARBEPOETIN ALFA 40 MCG/0.4 ML IN POLYSORBATE INJECTION SYRINGE,55513002104," 2,468.98 ",BLH
DARBEPOETIN ALFA 60 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002301," 4,451.13 ",BLH
DARBEPOETIN ALFA 60 MCG/0.3 ML IN POLYSORBATE INJECTION SYRINGE,55513002304," 4,451.13 ",BLH
DEIONIZED WATER,09900000039, 0.24 ,BLH
DENOSUMAB 60 MG/ML SUBCUTANEOUS SYRINGE,55513071001," 3,544.96 ",BLH
DERMABOND SKIN ADHESIVE,9900000199, 172.32 ,BLH
DESIPRAMINE 25 MG TABLET,45963034202, 5.03 ,BLH
DESMOPRESSIN 0.2 MG TABLET,68084060411, 8.15 ,BLH
DESMOPRESSIN 0.2 MG TABLET,68084060421, 8.15 ,BLH
DESMOPRESSIN 0.2 MG TABLET,60687012011, 8.83 ,BLH
DESMOPRESSIN 0.2 MG TABLET,60687012021, 8.83 ,BLH
DESOXIMETASONE 0.05 % TOPICAL CREAM,51672127101, 8.03 ,BLH
"DESVENLAFAXINE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",63304019130, 14.26 ,BLH
"DESVENLAFAXINE SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",00008121130, 44.03 ,BLH
DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,00641036721, 11.84 ,BLH
DEXAMETHASONE 10 MG/ML ORAL SOLUTION,9900000170, 11.84 ,BLH
DEXAMETHASONE 4 MG TABLET,00054817525, 3.93 ,BLH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016501, 14.03 ,BLH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,67457042300, 10.53 ,BLH
DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,63323016530, 6.13 ,BLH
DEXAMETHASONE SODIUM PHOSPHATE (PF) 10 MG/ML INJECTION SOLUTION,63323050601, 23.81 ,BLH
DEXTROMETHORPHAN 20 MG-QUINIDINE 10 MG CAPSULE,64597030160, 63.33 ,BLH
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,09900000386, 0.12 ,BLH
DEXTROMETHORPHAN-GUAIFENESIN 10 MG-100 MG/5 ML SYRUP,00121063805, 1.02 ,BLH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00409793002, 0.30 ,BLH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00409793003, 0.18 ,BLH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00338002304, 0.07 ,BLH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION,00338002302, 0.27 ,BLH
DEXTROSE 10 % IN WATER (D10W) INTRAVENOUS SOLUTION MAXIMUM RATE 250 MR,00338002304, 0.07 ,BLH
DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE,00409177510, 3.27 ,BLH
DEXTROSE 40 % ORAL GEL,00574006930, 0.47 ,BLH
DEXTROSE 40 % ORAL GEL,00574006915, 0.41 ,BLH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008504, 0.07 ,BLH
DEXTROSE 5 % AND 0.45 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008503, 0.13 ,BLH
DEXTROSE 5 % AND 0.9 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008904, 0.07 ,BLH
DEXTROSE 5 % AND LACTATED RINGERS INTRAVENOUS SOLUTION,00338012504, 0.07 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001704, 0.07 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001703, 0.13 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00409792313, 1.19 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001702, 0.22 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001718, 0.54 ,BLH
DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,00338001711, 1.03 ,BLH
DEXTROSE 5% AND 0.3 % SODIUM CHLORIDE INTRAVENOUS SOLUTION,00338008103, 0.07 ,BLH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SOLUTION,00409664802, 1.64 ,BLH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,00409490234, 0.64 ,BLH
DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,00409751716, 0.63 ,BLH
DEXTROSE 50% IN WATER (D50W) IV SYRINGE (CODE),00409490234, 1.32 ,BLH
DEXTROSE 70 % IN WATER (D70W) INTRAVENOUS SOLUTION,00409712007, 0.06 ,BLH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,09900000321, 0.73 ,BLH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,00270044540, 0.53 ,BLH
DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,00270044540, 0.53 ,BLH
DIAZEPAM 2 MG TABLET,51079028401, 1.30 ,BLH
DIAZEPAM 5 MG TABLET,63739007310, 0.87 ,BLH
DIAZEPAM 5 MG TABLET,00904588061, 0.87 ,BLH
DIAZEPAM 5 MG/ML INJECTION SYRINGE,00409127332, 39.00 ,BLH
DIBUCAINE 1 % TOPICAL OINTMENT,54162001101, 0.88 ,BLH
DICLOFENAC 1 % TOPICAL GEL,63481068447, 1.77 ,BLH
DICLOFENAC 1 % TOPICAL GEL,65162083366, 0.82 ,BLH
DICLOFENAC EPOLAMINE 1.3 % TRANSDERMAL 12 HOUR PATCH,60793041105, 42.60 ,BLH
DICLOFENAC EPOLAMINE 1.3 % TRANSDERMAL 12 HOUR PATCH,60793041130, 42.60 ,BLH
"DICLOFENAC SODIUM 50 MG TABLET,DELAYED RELEASE",61442010260, 4.16 ,BLH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",68084033301, 3.64 ,BLH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",68084033311, 3.64 ,BLH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",51079022420, 3.61 ,BLH
"DICLOFENAC SODIUM 75 MG TABLET,DELAYED RELEASE",51079022401, 3.61 ,BLH
DICYCLOMINE 10 MG CAPSULE,51079011820, 4.20 ,BLH
DICYCLOMINE 10 MG CAPSULE,51079011801, 4.20 ,BLH
DICYCLOMINE 10 MG CAPSULE,60687036901, 3.07 ,BLH
DICYCLOMINE 10 MG CAPSULE,60687036911, 3.07 ,BLH
DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,58914008052, 139.56 ,BLH
DICYCLOMINE 20 MG TABLET,51079011901, 4.20 ,BLH
DIGOXIN 125 MCG TABLET,68084036611, 4.30 ,BLH
DIGOXIN 125 MCG TABLET,68084036601, 4.30 ,BLH
DIGOXIN 125 MCG TABLET,00904592161, 3.76 ,BLH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641141031, 11.19 ,BLH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641141035, 11.19 ,BLH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641618425, 11.19 ,BLH
DIGOXIN 250 MCG/ML INJECTION SOLUTION,00641618401, 11.19 ,BLH
DIGOXIN IMMUNE FAB 40 MG INTRAVENOUS SOLUTION,50633012011," 8,849.26 ",BLH
DIHYDROERGOTAMINE 1 MG/ML INJECTION SOLUTION,00574085005, 257.96 ,BLH
DILTIAZEM 1MG/1 ML INFUSION (IV PREMIX),09900000302, 1.25 ,BLH
DILTIAZEM 30 MG TABLET,63739007910, 2.61 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093705, 13.13 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00641601310, 7.05 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00641601301, 7.05 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00641921910, 4.78 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,00641921901, 4.78 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093726, 9.35 ,BLH
DILTIAZEM 5 MG/ML INTRAVENOUS SOLUTION,17478093725, 10.20 ,BLH
DILTIAZEM 60 MG TABLET,51079074601, 4.45 ,BLH
DILTIAZEM 60 MG TABLET,00093031901, 4.51 ,BLH
"DILTIAZEM CD 120 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005201, 2.94 ,BLH
"DILTIAZEM CD 120 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005211, 2.94 ,BLH
"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005301, 2.15 ,BLH
"DILTIAZEM CD 180 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005311, 2.15 ,BLH
"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005411, 3.09 ,BLH
"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR",68084005401, 3.09 ,BLH
"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR",60687021711, 3.09 ,BLH
"DILTIAZEM CD 240 MG CAPSULE,EXTENDED RELEASE 24 HR",60687021701, 3.09 ,BLH
"DILTIAZEM ER (XR/XT) 180 MG CAPSULE,EXTENDED RELEASE 24 HR, CONTROLLED",60505001506, 4.01 ,BLH
DIMENHYDRINATE 50 MG TABLET,00904205112, 1.84 ,BLH
DIMENHYDRINATE 50 MG TABLET,09629520033, 1.21 ,BLH
DIMENHYDRINATE 50 MG TABLET,00904205159, 0.82 ,BLH
DIMERCAPROL 100 MG/ML INTRAMUSCULAR SOLUTION,17478052603, 187.35 ,BLH
"DIPH,PERTUS(ACEL),TET PEDI (PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SUSP",58160081001, 192.34 ,BLH
DIPHENHYDRAMINE 12.5 MG/5 ML ORAL ELIXIR,00121097800, 0.79 ,BLH
DIPHENHYDRAMINE 12.5 MG/5 ML ORAL ELIXIR,00121097810, 0.79 ,BLH
DIPHENHYDRAMINE 25 MG TABLET,00904555159, 0.88 ,BLH
DIPHENHYDRAMINE 50 MG/ML INJECTION (CODE),00641037621, 13.53 ,BLH
DIPHENHYDRAMINE 50 MG/ML INJECTION SOLUTION,00641037621, 13.53 ,BLH
DIPHENHYDRAMINE-ZINC ACETATE 1 %-0.1 % TOPICAL CREAM,12547017162, 0.63 ,BLH
DIPHENOXYLATE-ATROPINE 2.5 MG-0.025 MG TABLET,00378041501, 2.57 ,BLH
"DIPHTH,PERTUS(AC)TETANUS(PF)2 LF-(2.5-5-3-5MCG)-5 LF/0.5 ML IM SYRINGE",49281040089, 284.98 ,BLH
"DIPHTH,PERTUS(AC)TETANUS(PF)2 LF-(2.5-5-3-5MCG)-5 LF/0.5 ML IM SYRINGE",49281040020, 284.98 ,BLH
"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE",68084031311, 3.23 ,BLH
"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE",68084031301, 3.23 ,BLH
"DIVALPROEX 125 MG CAPSULE,DELAYED RELEASE SPRINKLE",68382010601, 4.09 ,BLH
"DIVALPROEX 125 MG TABLET,DELAYED RELEASE",57237004601, 1.65 ,BLH
"DIVALPROEX 125 MG TABLET,DELAYED RELEASE",00832712211, 3.88 ,BLH
"DIVALPROEX 125 MG TABLET,DELAYED RELEASE",62756079688, 1.01 ,BLH
"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",57237004701, 2.73 ,BLH
"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",62756079788, 1.39 ,BLH
"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",68084077601, 3.22 ,BLH
"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",68084077611, 3.22 ,BLH
"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",68084078211, 2.30 ,BLH
"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",68084078201, 2.58 ,BLH
"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",00832712401, 2.57 ,BLH
"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",00832712489, 2.58 ,BLH
"DIVALPROEX ER 250 MG TABLET,EXTENDED RELEASE 24 HR",55111053301, 3.82 ,BLH
"DIVALPROEX ER 250 MG TABLET,EXTENDED RELEASE 24 HR",00074382611, 11.61 ,BLH
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR",00904636461, 5.85 ,BLH
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR",68084041501, 5.86 ,BLH
"DIVALPROEX ER 500 MG TABLET,EXTENDED RELEASE 24 HR",68084041511, 5.86 ,BLH
DOBUTAMINE 250 MG/250 ML (1 MG/ML) IN 5 % DEXTROSE INTRAVENOUS,00338107302, 0.30 ,BLH
"DOBUTAMINE 500 MG/250 ML (2,000 MCG/ML) IN 5 % DEXTROSE IV",00409234732, 0.36 ,BLH
DOCUSATE SODIUM 100 MG CAPSULE,00904645561, 1.58 ,BLH
DOCUSATE SODIUM 100 MG CAPSULE,63739047810, 1.64 ,BLH
DOCUSATE SODIUM 50 MG/5 ML ORAL LIQUID,00121054410, 0.46 ,BLH
DONEPEZIL 10 MG TABLET,60687018201, 2.82 ,BLH
DONEPEZIL 10 MG TABLET,60687018211, 2.82 ,BLH
DONEPEZIL 10 MG TABLET,43547027609, 1.46 ,BLH
DONEPEZIL 10 MG TABLET,00904640961, 2.63 ,BLH
DONEPEZIL 10 MG TABLET,00904647861, 2.16 ,BLH
DONEPEZIL 5 MG TABLET,43547027503, 1.29 ,BLH
DONEPEZIL 5 MG TABLET,00904647761, 2.61 ,BLH
"DOPAMINE 400 MG/250 ML (1,600 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN",00338100702, 0.43 ,BLH
DORZOLAMIDE 2 % EYE DROPS,50383023210, 12.11 ,BLH
DORZOLAMIDE 2 % EYE DROPS,61314001910, 4.72 ,BLH
DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS,24208048610, 6.10 ,BLH
DOXAZOSIN 1 MG TABLET,67253038010, 2.99 ,BLH
DOXAZOSIN 4 MG TABLET,67253038210, 3.16 ,BLH
DOXAZOSIN 4 MG TABLET,16729021301, 3.08 ,BLH
DOXEPIN 25 MG CAPSULE,51079043720, 3.00 ,BLH
DOXEPIN 25 MG CAPSULE,51079043701, 3.00 ,BLH
DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,68180065208, 2.39 ,BLH
DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,68084074332, 4.52 ,BLH
DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,68084074333, 4.53 ,BLH
DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION,68180065701, 2.59 ,BLH
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",00002323560, 24.64 ,BLH
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",68084067511, 5.66 ,BLH
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",00904645204, 5.61 ,BLH
"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",68084067521, 5.66 ,BLH
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE",57237001830, 1.97 ,BLH
"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE",00904645361, 4.36 ,BLH
"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE",57237001930, 3.53 ,BLH
"DULOXETINE 60 MG CAPSULE,DELAYED RELEASE",00904645461, 4.06 ,BLH
DUODERM CGF DRESSING 4X4,68455010697, 10.19 ,BLH
EMOLLIENT COMBINATION NO.92 TOPICAL LOTION,52800048826, 0.07 ,BLH
EMTRICITABINE 200 MG-TENOFOVIR DISOPROXIL FUMARATE 300 MG TABLET,61958070101, 193.31 ,BLH
ENALAPRILAT 1.25 MG/ML INTRAVENOUS SOLUTION,00143978710, 27.41 ,BLH
ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,00075062300, 274.89 ,BLH
ENOXAPARIN 100 MG/ML SUBCUTANEOUS SYRINGE,63323056895, 38.00 ,BLH
ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,00781361204, 274.70 ,BLH
ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,00781361268, 274.70 ,BLH
ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,00955101210, 105.99 ,BLH
ENOXAPARIN 120 MG/0.8 ML SUBCUTANEOUS SYRINGE,63323056999, 57.03 ,BLH
ENOXAPARIN 150 MG/ML SUBCUTANEOUS SYRINGE,63323056995, 57.11 ,BLH
ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,00075062430, 344.20 ,BLH
ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,00955100310, 309.43 ,BLH
ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,00781313301, 72.40 ,BLH
ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,00781313363, 72.40 ,BLH
ENOXAPARIN 30 MG/0.3 ML SUBCUTANEOUS SYRINGE,63323056894, 66.90 ,BLH
ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,00075062040, 344.18 ,BLH
ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,63323056896, 62.83 ,BLH
ENOXAPARIN 40 MG/0.4 ML SUBCUTANEOUS SYRINGE,63323056887, 62.83 ,BLH
ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE,63323056888, 36.22 ,BLH
ENOXAPARIN 60 MG/0.6 ML SUBCUTANEOUS SYRINGE,63323056898, 36.22 ,BLH
ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,00075062280, 274.89 ,BLH
ENOXAPARIN 80 MG/0.8 ML SUBCUTANEOUS SYRINGE,63323056899, 37.99 ,BLH
ENTACAPONE 200 MG TABLET,47335000788, 13.09 ,BLH
ENTACAPONE 200 MG TABLET,60687018821, 14.25 ,BLH
ENTACAPONE 200 MG TABLET,60687018811, 14.25 ,BLH
EPHEDRINE SULFATE 50 MG/ML INJECTION WRAPPER,17478041510, 85.66 ,BLH
EPINEPHRINE 0.1 MG/ML INJECTION SYRINGE,00409492134, 2.95 ,BLH
EPINEPHRINE 0.1 MG/ML INJECTION SYRINGE,00409492120, 2.95 ,BLH
EPINEPHRINE 0.1 MG/ML INJECTION SYRINGE,76329331601, 2.40 ,BLH
"EPINEPHRINE 0.15 MG/0.3 ML INJECTION,AUTO-INJECTOR",49502050102, 901.67 ,BLH
"EPINEPHRINE 0.15 MG/0.3 ML INJECTION,AUTO-INJECTOR",49502050101," 1,000.29 ",BLH
"EPINEPHRINE 0.3 MG/0.3 ML INJECTION, AUTO-INJECTOR",49502050001," 1,000.29 ",BLH
"EPINEPHRINE 0.3 MG/0.3 ML INJECTION, AUTO-INJECTOR",49502050002, 901.67 ,BLH
EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,09900000556, 62.35 ,BLH
EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,42023015925, 62.27 ,BLH
EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,00409724101, 19.68 ,BLH
EPINEPHRINE 1 MG/ML (1 ML) INJECTION SOLUTION,00409724110, 19.68 ,BLH
EPINEPHRINE 1 MG/ML INJECTION SOLUTION,42023016801, 23.11 ,BLH
EPINEPHRINE 1 MG/ML INJECTION SOLUTION,76329906100, 6.00 ,BLH
EPINEPHRINE 1 MG/ML NASAL SOLUTION,42023010301, 22.79 ,BLH
EPINEPHRINE ANAPHYLAXIS KIT,09900000995, 62.31 ,BLH
EPINEPHRINE HCL 0.1 MG/ML SYRINGE (CODE),00409492120, 2.95 ,BLH
EPINEPHRINE HCL 0.1 MG/ML SYRINGE (CODE),00409492134, 2.95 ,BLH
EPINEPHRINE HCL 0.1 MG/ML SYRINGE (CODE),76329331601, 2.40 ,BLH
EPINEPHRINE MPF 1 ML IN BSS 2 ML (OR)(AKA SUGAR CANE),9900000184, 14.13 ,BLH
EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,00085113601, 4.34 ,BLH
EPTIFIBATIDE 0.75 MG/ML INTRAVENOUS SOLUTION,00085113602, 4.34 ,BLH
EPTIFIBATIDE 2 MG/ML INTRAVENOUS SOLUTION,00085117701, 13.37 ,BLH
"ERGOCALCIFEROL (VITAMIN D2) 50,000 UNIT CAPSULE",64380073706, 2.68 ,BLH
ERTAPENEM 1 GRAM IM SOLR CUSTOM,00006384371, 427.18 ,BLH
ERTAPENEM 1 GRAM SOLUTION FOR INJECTION,00006384371, 427.18 ,BLH
ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,24208091019, 10.78 ,BLH
ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,00574402411, 25.66 ,BLH
ERYTHROMYCIN 5 MG/GRAM (0.5 %) EYE OINTMENT,00574402450, 25.66 ,BLH
ERYTHROMYCIN ETHYLSUCCINATE 200 MG/5 ML ORAL POWDER FOR SUSPENSION,24338013402, 8.46 ,BLH
ERYTHROMYCIN LACTOBIONATE 500 MG INTRAVENOUS SOLUTION,00409648201, 231.76 ,BLH
ESCITALOPRAM 10 MG TABLET,68084061711, 3.72 ,BLH
ESCITALOPRAM 10 MG TABLET,68084061701, 3.71 ,BLH
ESCITALOPRAM 10 MG TABLET,00904642661, 2.94 ,BLH
ESCITALOPRAM 20 MG TABLET,51079054401, 2.74 ,BLH
ESCITALOPRAM 20 MG TABLET,51079054420, 2.74 ,BLH
ESCITALOPRAM 20 MG TABLET,00904642761, 3.34 ,BLH
ESCITALOPRAM 5 MG TABLET,65862037301, 1.72 ,BLH
ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,63323065210, 1.92 ,BLH
ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,67457018200, 2.92 ,BLH
ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,10019012039, 5.06 ,BLH
ESMOLOL 100 MG/10 ML (10 MG/ML) INTRAVENOUS SOLUTION,67457018210, 2.92 ,BLH
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERMAL PATCH,47781020604, 55.05 ,BLH
ESTRADIOL 0.05 MG/24 HR WEEKLY TRANSDERMAL PATCH,47781020611, 55.05 ,BLH
ESTRADIOL 0.5 MG TABLET,00555089902, 1.95 ,BLH
ESTRADIOL CYPIONATE 5 MG/ML INTRAMUSCULAR OIL,00009027101, 69.75 ,BLH
ETHYL CHLORIDE 100 % TOPICAL SPRAY,00386000111, 0.88 ,BLH
ETHYL CHLORIDE 100 % TOPICAL SPRAY,00386000103, 0.98 ,BLH
ETODOLAC 200 MG CAPSULE,51672401601, 3.25 ,BLH
ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION,00143950701, 1.33 ,BLH
ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION,00409669502, 1.33 ,BLH
ETOMIDATE 2 MG/ML INTRAVENOUS SOLUTION,00143950710, 1.33 ,BLH
ETOMIDATE 2 MG/ML IV (CODE),00409669502, 1.33 ,BLH
EXEMESTANE 25 MG TABLET,00054008013, 37.58 ,BLH
EZETIMIBE 10 MG TABLET,49884022811, 9.39 ,BLH
EZETIMIBE 10 MG TABLET,66582041431, 39.79 ,BLH
EZETIMIBE 10 MG TABLET,00781569031, 2.56 ,BLH
EZETIMIBE 10 MG TABLET,67877049030, 2.74 ,BLH
FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,67457043322, 6.04 ,BLH
FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,67457043300, 6.04 ,BLH
FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,63323073912, 6.11 ,BLH
FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,00641602225, 8.00 ,BLH
FAMOTIDINE (PF) 20 MG/2 ML INTRAVENOUS SOLUTION,00641602201, 8.00 ,BLH
FAMOTIDINE 10 MG/ML INTRAVENOUS SOLUTION,63323073809, 9.35 ,BLH
FAMOTIDINE 10 MG/ML IV (CODE),63323073809, 9.35 ,BLH
FAMOTIDINE 20 MG TABLET,51079096601, 1.30 ,BLH
FAMOTIDINE 20 MG TABLET,51079096620, 1.29 ,BLH
FAMOTIDINE 20 MG TABLET,63739064510, 1.27 ,BLH
FAT EMULSION 20 % INTRAVENOUS,00338051913, 0.40 ,BLH
FAT EMULSION-SOYBEAN OIL-MCT-OLIVE OIL-FISH OIL 20 % INTRAVENOUS,63323082074, 0.07 ,BLH
FEBUXOSTAT 40 MG TABLET,64764091830, 34.26 ,BLH
FENOFIBRATE NANOCRYSTALLIZED 145 MG TABLET,68084063695, 8.01 ,BLH
FENOFIBRATE NANOCRYSTALLIZED 145 MG TABLET,68084063625, 8.00 ,BLH
FENOFIBRATE NANOCRYSTALLIZED 48 MG TABLET,00074612290, 2.54 ,BLH
FENOFIBRATE NANOCRYSTALLIZED 48 MG TABLET,69097045905, 4.09 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00641602701, 13.31 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00641602725, 13.31 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00409909409, 11.18 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00409909411, 11.18 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00409909422, 11.18 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION (CODE),00409909425, 7.82 ,BLH
FENTANYL (PF) 50 MCG/ML INJECTION SOLUTION,00641602725, 13.31 ,BLH
