Charge Code,Charge Description,Rev Code,HCPCS/CPT Code2,Modifier,ALT CPT/HCPC DRIVER,ALT CPT/HCPC ,ALT REV DRIVER,ALT REV ,ALT REV DRIVER3,ALT REV 2,2019 Charge,2019 Tiered Pricing
48070008,"HC SELECT CATH PLACE BELO DIAPHRAGM 2ND ORDER, BILATERAL",0361,36246,50,,,,,,,"$5,024.00",
48070011,"HC OPEN FEMORAL ARTERY EXPOSURE, GROIN, UNILATERAL",0361,34812,,,,,,,,"$1,229.00",
48070012,HC INTRO OF CATH AORTA,0361,36200,,,,,,,,"$1,179.00",
48070013,HC SELECT CATH PLACE BELO DIAPHRAGM 2ND ORDER,0361,36246,,,,,,,,"$2,512.00",
48070014,HC CV MON LOOP REC REMOTE TECH SERV,0480,93299,,,,,,,,$95.00,
48070015,HC L HRT CATH W/NJX L VENTRICULOGRAPHY IMG S&I,0481,93452,,,,,,,,"$5,498.00",
48070016,HC R & L HRT CATH W/NJX L VENTRICULOG IMG S&I,0481,93453,,,,,,,,"$8,248.00",
48070017,HC INSERT SWAN CATHETER,0481,93503,,,,,,,,"$1,915.00",
51000005,HC OFFICE OP VISIT EST PATIENT 99212,0510,99212,,MCR,G0463,,,,,$137.00,
51000006,HC OFFICE OP VISIT EST PATIENT 99211,0510,99211,,MCR,G0463,,,,,$137.00,
51000007,HC OFFICE OP VISIT EST PATIENT 99213,0510,99213,,MCR,G0463,,,,,$137.00,
51000008,HC OFFICE OP VISIT EST PATIENT 99214,0510,99214,,MCR,G0463,,,,,$137.00,
51000009,HC OFFICE OP VISIT EST PATIENT 99215,0510,99215,,MCR,G0463,,,,,$137.00,
51000010,HC IRRIG DRUG DELIVERY DEVICE,0335,96523,,,,CDU,0761,ER,0450,$285.00,
51000013,HC OFFICE OP VISIT NEW 99201,0510,99201,,MCR,G0463,,,,,$137.00,
51000014,HC OFFICE OP VISIT NEW 99202,0510,99202,,MCR,G0463,,,,,$137.00,
51000015,HC OFFICE OP VISIT NEW 99203,0510,99203,,MCR,G0463,,,,,$137.00,
51000016,HC OFFICE OP VISIT NEW 99204,0510,99204,,MCR,G0463,,,,,$137.00,
51000017,HC OFFICE OP VISIT NEW 99205,0510,99205,,MCR,G0463,,,,,$137.00,
51000041,HC SMOKING CESSATION 3-10 MIN,0942,99406,,,,,,,,$55.00,
51000042,HC SMOKING CESSATION > 10 MIN,0942,99407,,,,,,,,$88.00,
51000060,HC WOUND VAC SURFACE < 50 SQ CM,0761,97605,,,,ER,0450,,,$334.00,
51000078,HC SMOKING CESSAION 3-10 MIN ASYMPTOMATIC,0942,99406,,,,,,,,$55.00,
51000079,HC SMOKING CESSATION > 10 MIN ASYMPTOMATIC,0942,99407,,,,,,,,$88.00,
51000087,HC INJECTION INTRALESIONAL <= 7 LESIONS,0361,11900,,,,,,,,$441.00,
51000089,HC TRANS CARE MGMT 14 DAY DISCH,0510,99495,,,,,,,,$197.00,
51000090,HC TRANS CARE MGMT 7 DAY DISCH,0510,99496,,,,,,,,$284.00,
51000096,"HC REMOVAL OF SKIN TAGS, UP TO 15",0361,11200,,,,ER,0450,,,$445.00,
51000097,HC INSERTION DRUG IMPLANT DEVICE,0361,11981,,,,,,,,$322.00,
51070004,HC MTMS BY PHARM EST 15 MN,0510,,,,,,,,,$28.00,
55070000,HC DIRECT SKILLED RN SRV HOSPICE EA 15M,0551,G0299,,,,,,,,$21.00,
55070002,HC DIRECT SKILLED NURSE SRV HOSPICE 15M,0551,G0299,,,,,,,,$21.00,
56070000,HC HOSPICE CLINICAL SOCIAL WORKER VISIT 15 MIN,0561,G0155,,,,,,,,$21.00,
56070001,HC HOSPICE CLINICAL SOCIAL WORKER PHONE 15 MIN,0561,G0155,,,,,,,,$21.00,
57070000,HC HOSPICE VISIT AIDE 15 MIN,0571,G0156,,,,,,,,$9.00,
61000002,HC MRI ORBIT/FACE/NECK W/WO CONT,0614,70543,,,,,,,,"$3,507.00",
61000003,HC MRI CHEST W/O CONTRAST,0614,71550,,,,,,,,"$3,038.00",
61000005,HC MRI CHEST W&W/O CONTRAST,0614,71552,,,,,,,,"$3,635.00",
61000012,HC MRI ORBIT/FACE/NECK W/O CONTRAST,0614,70540,,,,,,,,"$2,665.00",
61000013,HC MRI BRAIN W/O CONTRAST,0611,70551,,,,,,,,"$3,063.00",
61000014,HC MRI BRAIN W/CONTRAST,0611,70552,,,,,,,,"$2,222.00",
61000015,HC MRI BRAIN W&W/O CONTRAST,0611,70553,,,,,,,,"$4,490.00",
61000016,HC MRI CERVICAL SPINE W/O CONTRAST,0612,72141,,,,,,,,"$3,085.00",
61000018,HC MRI THORACIC SPINE W/O CONTRAST,0612,72146,,,,,,,,"$3,015.00",
61000020,HC MRI LUMBAR SPINE W/O CONTRAST,0612,72148,,,,,,,,"$2,995.00",
61000022,HC MRI CERVICAL SPINE W&W/O CONTRAST,0612,72156,,,,,,,,"$3,931.00",
61000023,HC MRI THORACIC SPINE W&W/O CONTRAST,0612,72157,,,,,,,,"$4,081.00",
61000024,HC MRI LUMBAR SPINE W&W/O CONTRAST,0612,72158,,,,,,,,"$4,006.00",
61000027,HC MRI TMJ(S) UNILATERAL OR BILATERAL,0614,70336,,,,MDIN,0610,,,"$2,983.00",
61000029,HC MRI UPPER EXTREMITY W/O CONTRAST,0614,73218,,,,MDIN,0610,,,"$2,922.00",
61000031,HC MRI UPPER EXTREMITY W&W/O CONTRAST,0614,73220,,,,MDIN,0610,,,"$3,635.00",
61000032,HC MRI UPPER EXTREMITY JOINT W/O CONTRAST,0614,73221,,,,MDIN,0610,,,"$3,038.00",
61000033,HC MRI UPPER EXTREMITY JOINT W/CONTRAST,0614,73222,,,,MDIN,0610,,,"$3,038.00",
61000034,HC MRI UPPER EXTREMITY JOINT W&W/O CONTRAST,0614,73223,,,,MDIN,0610,,,"$3,998.00",
61000035,HC MRI LOWER EXTREMITY W/O CONTRAST,0614,73718,,,,MDIN,0610,,,"$3,038.00",
61000037,HC MRI LOWER EXTREMITY W&W/O CONTRAST,0614,73720,,,,MDIN,0610,,,"$3,852.00",
61000038,HC MRI LOWER EXTREMITY JOINT W/O CONTRAST,0614,73721,,,,MDKY,0610,,,"$3,038.00",
61000039,HC MRI LOWER EXTREMITY JOINT W/CONTRAST,0614,73722,,,,MDIN,0610,,,"$1,377.00",
61000040,HC MRI LOWER EXTREMITY JOINT W&W/O CONTRAST,0614,73723,,,,MDIN,0610,,,"$3,998.00",
61000041,HC MRI ABDOMEN W/O CONTRAST,0614,74181,,,,MDIN,0610,,,"$3,058.00",
61000043,HC MRI ABDOMEN W&W/O CONTRAST,0614,74183,,,,MDIN,0610,,,"$4,271.00",
61000051,HC MRA HEAD W/O CONTRAST,0615,70544,,,,MDIN,0610,,,"$3,279.00",
61000052,HC MRA HEAD W/CONTRAST,0615,70545,,,,MDIN,0611,,,"$3,153.00",
61000053,HC MRA HEAD W&W/O CONTRAST,0615,70546,,,,MDIN,0611,,,"$3,314.00",
61000054,HC MRA NECK W/O CONTRAST,0615,70547,,,,MDIN,0611,,,"$3,153.00",
61000055,HC MRA NECK W/CONTRAST,0615,70548,,,,,,,,"$1,616.00",
61000056,HC MRA NECK W&W/O CONTRAST,0615,70549,,,,MDIN,0611,,,"$3,413.00",
61000063,HC MRI GUIDED NEEDLE PLACEMENT,0619,77021,,,,MDIN,0610,,,"$1,136.00",
61000065,HC MRI PELVIS W&W/O CONTRAST,0614,72197,,,,MDIN,0610,,,"$5,163.00",
61000066,HC MRI PELVIS W/O CONTRAST,0614,72195,,,,MDIN,0610,,,"$2,928.00",
61000068,HC MRI ORBIT/FACE/NECK W/WO CONT,0614,70543,,,,,,,,"$3,507.00",
61000073,HC MRA CHEST W WO CONT,0610,71555,,MCR,C8911,,,,,"$3,705.00",
61000074,HC MRA ABDOMEN W/CONTRAST,0610,74185,,MCR,C8900,,,,,"$2,895.00",
61000076,HC MRA ABDOMEN W WO CONTRAST,0618,74185,,MCR,C8902,,,,,"$2,895.00",
61000079,HC MRA LWR EXT W&WO CONTRAST,0618,73725,,MCR,C8914,,,,,"$2,895.00",
63000006,HC VACCINE INFLUENZA,0636,90658,,,,,,,,$15.60,
63000007,HC PNEUMOCOCCAL VACCINE,0636,90732,,,,,,,,$244.40,
63000354,HC FLU VACCINE NO PRES,0636,90656,,,,,,,,$104.00,
63000355,HC VACCINE INFLUENZA HIGH DOSE 65+,0636,90662,,,,,,,,$55.00,
63000356,HC VACCINE INFLUENZA PF 6-35 MONTHS,0636,90655,,,,,,,,$10.40,
63000374,HC DERMAGRAFT PER SQ CM,0636,Q4106,,,,,,,,$140.40,
63000383,HC TDAP VACCINE = > 7 IM,0636,90715,,,,,,,,$31.20,
63000391,HC PNEUMOCOCCAL VACC 13 VAL IM,0636,90670,,,,,,,,$145.60,
63000396,HC TD VACC NO PRSRV >/= 7 IM,0636,90714,,,,,,,,$19.76,
63000399,HC HEPB VACC PED/ADOL 3 DOSE IM,0636,90744,,,,,,,,$56.68,
63000401,HC ZOSTER VACC SC,0250,90736,,,,,,,,$56.68,
63000404,HC INFLUENZA VACCINE QUADRIVALENT 3 YRS PLUS IM,0636,90688,,,,,,,,$30.00,
63000405,HC INFLUENZA VACCINE QUADRIVALENT 6-35 MO IM,0636,90687,,,,,,,,$15.00,
63000413,HC INFLUENZA IIV4 VACC PRESRV FREE 0.5 ML DOS FOR IM,0636,90686,,,,,,,,$25.00,
63000415,HC INFLUENZA IIV4 VACC PRSRV FREE 0.25 ML DOS FOR IM,0636,90685,,,,,,,,$25.00,
63000417,HC IIV ADJUVANTED VACCINE FOR INTRAMUSCULAR USE,0636,90653,,,,,,,,$72.80,
63070000,HC GRAFIX PRIME AND GRAFIXPL PRIME PER SQ CM,0636,Q4133,,,,,,,,$520.00,
63070001,HC GRAFIX CORE AND GRAFIXPL CORE PER SQ CM,0636,Q4132,,,,,,,,$762.32,
63070002,HC EPIFIX MICRONIZED EA MG,0636,Q4145,,,,,,,,$70.00,
63070009,HC NU SHIELD SQ CM,0636,Q4160,,,,,,,,$333.00,
63070010,HC AFFINITY PER SQ CM,0636,Q4159,,,,,,,,$447.00,
63070014,HC BOTOX J0585 1 UNIT,0636,J0585,,,,,,,,$18.00,
65070000,HC ROOM & BOARD - RESPITE,0655,Q5005,,,,,,,,"$1,176.00",
68000001,HC TRAUMA FULL ACTIVATION,0683,,,MCR/TRI/VA,G0390,,,,,"$2,626.00",
68000002,HC TRAUMA PARTIAL ACTIVATION,0683,,,MCR/TRI/VA,G0390,,,,,"$2,626.00",
71000005,HC RECOVERY PHASE 1 CLASS I FIRST 1/2 HR,0710,,,,,,,,,$256.00,
71000006,HC RECOVERY PHASE 1 CLASS I ADDL 1/2 HR,0710,,,,,,,,,$106.00,
71000007,HC RECOVERY PHASE 1 CLASS II FIRST 1/2 HR,0710,,,,,,,,,$284.00,
71000008,HC RECOVERY PHASE 1 CLASS II ADDL 1/2 HR,0710,,,,,,,,,$117.00,
71000009,HC RECOVERY PHASE 1 CLASS III FIRST 1/2 HR,0710,,,,,,,,,$340.00,
71000010,HC RECOVERY PHASE 1 CLASS III ADDL 1/2 HR,0710,,,,,,,,,$138.00,
71000011,HC RECOVERY PHASE 1 CLASS IV FIRST 1/2 HR,0710,,,,,,,,,$655.00,
71000012,HC RECOVERY PHASE 1 CLASS IV ADDL 1/2 HR,0710,,,,,,,,,$327.00,
71000016,HC RECOVERY PHASE 2,0710,,,,,,,,,$665.00,
71000017,HC CLASS III EXTENDED RECOVERY,0710,,,,,,,,,$186.00,
71000019,HC RECOVERY PHASE 2,0710,,,,,,,,,$665.00,
71070000,HC RECOVERY BIRTHING LV 1 ADDL 15 MIN,0710,,,,,,,,,$236.00,
71070001,HC RECOVERY BIRTHING LV 2 1ST HR,0710,,,,,,,,,$859.00,
71070002,HC RECOVERY BIRTHING LV 2 ADDL 15 MIN,0710,,,,,,,,,$304.00,
71070003,HC RECOVERY BIRTHING LV 1 1ST HR,0710,,,,,,,,,$609.00,
71070004,HC IR RECOVERY PHASE 2,0710,,,,,,,,,$665.00,
72000010,HC CIRCUMCISION W/REGIONL BLOCK,0361,54150,,,,,,,,$403.00,
72070000,HC BIRTHING ROOM LV 1 1ST HR,0721,,,,,,,,,"$3,904.00",
72070001,HC BIRTHING ROOM LV 1 ADDL HR,0721,,,,,,,,,$112.00,
72070002,HC BIRTHING ROOM LV 2 1ST HR,0721,,,,,,,,,"$3,928.00",
72070003,HC BIRTHING ROOM LV 2 ADDL HR,0721,,,,,,,,,$216.00,
73000001,HC EKG,0730,93005,,,,,,,,$291.00,
73070000,HC ECG MONITOR/REPORT UP TO 48 HRS RECORDING,0731,93225,,,,,,,,$412.00,
73070001,HC ECG MONITOR/REPORT UP TO 48 HRS ANALYSIS,0731,93226,,,,,,,,$670.00,
73070002,HC ECG EVENT RECORD/HOOKUP/DISCON 24 HR UP TO 30 DAYS,0731,93270,,,,,,,,$383.00,
74000017,HC MAINT SLEEP LATENCY TEST,0920,95805,,,,,,,,"$2,388.00",
74000018,HC MAINT WAKEFULNESS TEST,0920,95805,,,,,,,,"$2,388.00",
74000023,HC SLEEP STUDY,0920,95807,,,,,,,,"$1,613.00",
74000027,HC POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND CPAP,0920,95811,,,,MDIN,0510,,,"$4,179.00",
74000028,HC POLYSOM 6/>YRS SLEEP W/CPAP 4/> ADDL PARAM ATTND SPLY,0920,95811,,,,MDIN,0510,,,"$4,179.00",
74000032,HC EEG AWAKE AND DROWSY,0740,95816,,,,,,,,$855.00,
74000033,HC EEG AWAKE AND ASLEEP,0740,95819,,,,,,,,$659.00,
74000035,HC EEG CEREBRAL DEATH EVALUATION ONLY,0740,95824,,,,,,,,"$1,001.00",
74070000,HC HST UNATTENDED W/TYPE II PORTABLE MONITOR,0920,95806,,MCR/BLU/MDIN,G0399,MCR,0920,,,$619.00,
74070001,HC EEG DIGITAL ANALYSIS,0740,95957,,,,,,,,$423.00,
75000005,HC GI TRACT CAPSULE ENDO,0750,91110,,,,,,,,"$2,335.00",
75000010,HC ESOPHAGEAL MOTILITY STUDY W/INTERP&RPT,0750,91010,,,,,,,,"$1,996.00",
75070000,HC ANORECTAL MANOMETRY,0750,91122,,,,,,,,"$1,614.00",
75070001,HC ESOPHAGEAL MOTILITY STUDY W/STIM W/INTERP&RPT,0750,91013,,,,,,,,$200.00,
75071001,HC ENDO PX TIME PER MIN LV 1,0750,,,,,,,,,$36.00,$540.00
75071002,HC ENDO PX TIME PER MIN LV 2,0750,,,,,,,,,$38.00,"$1,996.00"
75071003,HC ENDO PX TIME PER MIN LV 3,0750,,,,,,,,,$39.00,"$2,981.00"
76000039,HC OBSERVATION - SEMI PRIVATE,0762,99218,,MCR,G0378,MDIN,0760,,,$43.00,
76000050,HC THROMBECTOMY VENOUS ADD ON,0361,37188,,,,,,,,"$8,935.00",
76000053,HC THORACENTESIS W/O IMAGE GUIDANCE,0510,32554,,,,,,,,$944.00,
76000059,HC THORACENTESIS W IMAGE GUIDANCE,0510,32555,,,,,,,,"$1,269.00",
76000060,HC REMOVAL IMPACTED CERUMEN IRRIGATION/LVG UNILAT,0361,69209,,,,ER,0450,,,$159.00,
76012001,HC OBSERVATION - ANTEPARTUM I,0762,99218,,MCR,G0378,,,,,$87.00,
76012002,HC OBSERVATION - ANTEPARTUM II,0762,99218,,MCR,G0378,,,,,$97.00,
76012004,HC OBSERVATION - PRIVATE ISOLATION,0762,99218,,MCR,G0378,,,,,$70.00,
76012015,HC OBSERVATION - PRIVATE PSYCH,0762,99218,,MCR,G0378,,,,,$53.00,
76012040,HC OBSERVATION - PRIVATE,0762,99218,,MCR,G0378,MDIN,0760,,,$68.00,
76050000,HC INCISION OF LINGUAL FRENUM,0361,41010,,,,,,,,"$1,937.00",
76070000,HC APPL SKIN GRAFT SPLIT TRUNK/ARM/LEG 1ST 100CM CHLD,0361,15100,,,,WCC,0761,,,"$7,407.00",
76070001,HC OBSERVATION - TOTAL JOINT RPLMT,0762,99218,,MCR,G0378,,,,,$78.00,
76070002,HC OBSERVATION - MH DETOX,0762,99218,,MCR,G0378,,,,,$70.00,
76070003,HC OBSERVATION - PRIVATE REHAB,0762,99218,,MCR,G0378,,,,,$43.00,
76070004,HC TENOTOMY TOE MULTI PERC,0361,28011,,,,WCC,0761,,,"$3,482.00",
76070005,HC OBSERVATION - ICU LV I,0762,99218,,MCR,G0378,,,,,$111.00,
76070006,HC OBSERVATION - ICU LV II,0762,99218,,MCR,G0378,,,,,$90.00,
76070007,HC APPLICATION CAST LEG RIGID TOTAL CONTACT,0361,29445,,,,WCC,0761,ER,0450,$620.00,
76070008,HC TRIM NAIL(S) ANY NUMBER,0361,11719,,,,WCC,0761,ER,0450,$82.00,
77000001,HC VACCINE ADMIN INFLUENZA,0771,90471,,MCR,G0008,,,,,$73.00,
77000002,HC VACCINE ADMIN PNEUMONCOCCAL,0771,90471,,MCR,G0009,,,,,$73.00,
77000003,HC VACCINE ADMIN HEPATITIS B,0771,90471,,MCR,G0010,,,,,$73.00,
77000004,HC VACCINE ADMIN SINGLE,0771,90471,,,,,,,,$73.00,
77000005,HC VACCINE ADMIN EA ADDL,0771,90472,,,,,,,,$68.00,
77000009,HC VACCINE ADMIN EA ADD W COUNSELING,0771,90461,,,,,,,,$43.00,
80000001,HC DIALYSIS PERITONEAL,0800,90945,,,,,,,,$968.00,
80000002,HC DAILY CRRT,0801,,,,,,,,,"$1,794.00",
88000003,HC HEMODIALYSIS,0801,G0257,,,,OP Status,0829,,,"$1,260.00",
92000002,HC EMG ONE EXTREMITY,0922,95860,,,,,,,,$104.00,
92000008,HC EMG TWO EXTREMITIES,0922,95861,,,,,,,,$104.00,
92000010,HC PPM DUAL INTERROGATION REPROGRAMMING,0480,93280,,,,,,,,$55.00,
92000014,HC NCS 1 TO 2 STUDIES,0922,95907,,,,,,,,$407.00,
92000015,HC NCS 3 TO 4 STUDIES,0922,95908,,,,,,,,$814.00,
92000016,HC NCS 5 OR 6 STUDIES,0922,95909,,,,,,,,"$1,222.00",
92000017,HC NCS 7 OR 8 STUDIES,0922,95910,,,,,,,,"$1,629.00",
92000018,HC NCS 9 TO 10 STUDIES,0922,95911,,,,,,,,"$2,036.00",
92000019,HC NCS 11 TO 12 STUDIES,0922,95912,,,,,,,,"$2,819.00",
92000020,HC NCS 13 OR MORE STUDIES,0922,95913,,,,,,,,"$3,227.00",
92000100,HC EMG AT TIME OF NCS,0922,95886,,,,,,,,"$1,027.00",
92000131,HC SLEEP STUDY UNATTEND RESP EFFT,0920,95806,,,,MDIN,0510,,,$619.00,
92070000,HC DOPPLER ARTERIAL EXTREMITY W/STRESS BILAT,0921,93924,,,,,,,,"$1,193.00",
92070001,HC HST UNATTENDED W/ TYPE IV PORTABLE MONITOR,0920,95800,,MCR/ BLU/ MDIN,G0400,MCR,0920,,,"$1,374.00",
92070002,HC ACTIGRAPHY TEST 72 HRS-14 CONSEC DAYS REC,0920,95803,,,,,,,,$493.00,
92070003,"HC BIOFEEDBACK, PERINEAL MUSCLES",0917,90911,,,,,,,,$224.00,
92070004,HC VASCULAR SCREENING DOPPLER ARTERIAL EXTREMITY LIMITED BILAT,0921,93922,,,,,,,,$23.00,
92070005,HC VASCULAR SCREENING DUPLEX EXTRACRANIAL/CAROTID BILAT,0920,93880,,,,,,,,$23.00,
94000002,HC CARDIAC REHAB PHASE I DAILY,0943,93798,,,,,,,,$205.00,
94000003,HC REHAB CARDIAC PHASE II,0943,93798,,,,,,,,$205.00,
94000016,HC DIABETIC GROUP CLASS 30 MINUTES EACH,0942,G0109,,,,MDIN,0510,,,$44.00,
94000017,HC DIABETIC PVT INSTRUCTION I 30 MINUTES EACH,0942,G0108,,,,,,,,$121.00,
94000018,"HC MED NUTR THER, 1ST, INDIV, EA 15 MIN",0942,97802,,,,MDIN,0510,,,$51.00,
94000020,"HC MED NUTR THER, SUBSQ, INDIV, EA 15 MIN",0942,97803,,,,MDIN,0510,,,$43.00,
94000030,HC PHLEBOTOMY THERAPEUTIC,0940,99195,,,,,,,,$206.00,
94000036,HC PULMONARY REHAB 1 HR SESSION,0948,G0424,,,,,,,,$338.00,
99001120,HC MOBILITY CURRENT STATUS,0420,G8978,,,,OT,0430,,,$0.01,
99001121,HC MOBILITY GOAL STATUS,0420,G8979,,,,OT,0430,,,$0.01,
99001122,HC MOBILITY D/C STATUS,0420,G8980,,,,OT,0430,,,$0.01,
99001124,HC BODY POS CURRENT STATUS,0420,G8981,,,,OT,0430,,,$0.01,
99001125,HC BODY POS GOAL STATUS,0420,G8982,,,,OT,0430,,,$0.01,
99001126,HC BODY POS D/C STATUS,0420,G8983,,,,OT,0430,,,$0.01,
99001127,HC CARRY CURRENT STATUS,0420,G8984,,,,OT,0430,,,$0.01,
99001128,HC CARRY GOAL STATUS,0420,G8985,,,,OT,0430,,,$0.01,
99001129,HC CARRY D/C STATUS,0420,G8986,,,,OT,0430,ST,0440,$0.01,
99001130,HC SELF CARE CURRENT STATUS,0420,G8987,,,,OT,0430,,,$0.01,
99001131,HC SELF CARE GOAL STATUS,0420,G8988,,,,OT,0430,,,$0.01,
99001132,HC SELF CARE D/C STATUS,0420,G8989,,,,OT,0430,,,$0.01,
99001133,HC OTHER PT/OT CURRENT STATUS,0420,G8990,,,,OT,0430,,,$0.01,
99001134,HC OTHER PT/OT GOAL STATUS,0420,G8991,,,,OT,0430,,,$0.01,
99001135,HC OTHER PT/OT D/C STATUS,0420,G8992,,,,OT,0430,,,$0.01,
99001136,HC SUB PT/OT CURRENT STATUS,0420,G8993,,,,OT,0430,,,$0.01,
99001137,HC SUB PT/OT GOAL STATUS,0420,G8994,,,,OT,0430,,,$0.01,
99001138,HC SUB PT/OT D/C STATUS,0420,G8995,,,,OT,0430,,,$0.01,
99001139,HC SWALLOW CURRENT STATUS,0440,G8996,,,,,,,,$0.01,
99001140,HC SWALLOW GOAL STATUS,0440,G8997,,,,ST,0440,,,$0.01,
99001141,HC SWALLOW D/C STATUS,0440,G8998,,,,ST,0440,,,$0.01,
99001142,HC MOTOR SPEECH CURRENT STATUS,0440,G8999,,,,OT,0430,ST,0440,$0.01,
99001143,HC MOTOR SPEECH GOAL STATUS,0440,G9186,,,,ST,0440,,,$0.01,
99001144,HC MOTOR SPEECH D/C STATUS,0440,G9158,,,,ST,0440,,,$0.01,
99001145,HC LANG COMP CURRENT STATUS,0440,G9159,,,,ST,0440,,,$0.01,
99001146,HC LANG COMP GOAL STATUS,0440,G9160,,,,,,,,$0.01,
99001147,HC LANG COMP D/C STATUS,0440,G9161,,,,,,,,$0.01,
99001148,HC LANG EXPRESS CURRENT STATUS,0440,G9162,,,,ST,0440,,,$0.01,
99001149,HC LANG EXPRESS GOAL STATUS,0440,G9163,,,,ST,0440,,,$0.01,
99001150,HC LANG EXPRESS D/C STATUS,0440,G9164,,,,,,,,$0.01,
99001151,HC ATTEN CURRENT STATUS,0440,G9165,,,,,,,,$0.01,
99001152,HC ATTEN GOAL STATUS,0440,G9166,,,,,,,,$0.01,
99001153,HC ATTEN D/C STATUS,0440,G9167,,,,,,,,$0.01,
99001154,HC MEMORY CURRENT STATUS,0440,G9168,,,,,,,,$0.01,
99001155,HC MEMORY GOAL STATUS,0440,G9169,,,,,,,,$0.01,
99001156,HC MEMORY D/C STATUS,0440,G9170,,,,,,,,$0.01,
99001157,HC VOICE CURRENT STATUS,0440,G9171,,,,,,,,$0.01,
99001158,HC VOICE GOAL STATUS,0440,G9172,,,,,,,,$0.01,
99001159,HC VOICE D/C STATUS,0440,G9173,,,,,,,,$0.01,
99001160,HC SPEECH LANG CURRENT STATUS,0440,G9174,,,,,,,,$0.01,
99001161,HC SPEECH LANG GOAL STATUS,0440,G9175,,,,,,,,$0.01,
99001162,HC SPEECH LANG D/C STATUS,0440,G9176,,,,,,,,$0.01,
99070000,HC CARDIAC REHAB III VISIT,9999,,,,,,,,,$5.00,
99070001,HC PULMONARY REHAB III VISIT,9999,,,,,,,,,$5.00,
99300001,HC PB 3DAY 36416,0300,,,,,,,,,$20.00,
99300003,HC PB 3DAY 81001,0300,,,,,,,,,$30.00,
99300004,HC PB 3DAY 81002,0300,,,,,,,,,$20.00,
99300005,HC PB 3DAY 81003,0300,,,,,,,,,$20.00,
99300007,HC PB 3DAY 81025,0300,,,,,,,,,$27.00,
99300008,HC PB 3DAY 82270,0300,,,,,,,,,$21.00,
99300009,HC PB 3DAY 82272,0300,,,,,,,,,$20.00,
99300010,HC PB 3DAY 83036,0300,,,,,,,,,$60.00,
99300011,HC PB 3DAY 84703,0300,,,,,,,,,$55.00,
99300012,HC PB 3DAY 86580,0300,,,,,,,,,$27.00,
99300013,HC PB 3DAY 87210,0300,,,,,,,,,$28.00,
99300015,HC PB 3DAY 87880,0300,,,,,,,,,$45.00,
99300018,HC PB 3DAY 93005,0730,,,,,,,,,$25.00,
99300019,HC PB 3DAY 93017,0482,,,,,,,,,$111.00,
99300020,HC PB 3DAY 94760,0460,,,,,,,,,$29.00,
99300021,HC PB 3DAY 94761,0460,,,,,,,,,$15.00,
99300023,HC PB 3DAY 96372,0260,,,,,,,,,$40.00,
99300024,HC PB 3DAY 96374,0260,,,,,,,,,$162.00,
99300025,HC PB 3DAY 96375,0260,,,,,,,,,$63.00,
99300026,HC PB 3DAY J0696,0250,,,,,,,,,$5.00,
99300028,HC PB 3DAY J1040,0250,,,,,,,,,$30.00,
99300029,HC PB 3DAY J1100,0250,,,,,,,,,$1.00,
99300031,HC PB 3DAY J3301,0250,,,,,,,,,$6.00,
99300034,HC PB 3DAY J7613,0250,,,,,,,,,$1.00,
99300035,HC PB 3DAY 94060TC,0460,,,,,,,,,$58.00,
99300038,HC PB 3DAY 94726TC,0460,,,,,,,,,$30.00,
99300039,HC PB 3DAY 94727TC,0460,,,,,,,,,$30.00,
99300040,HC PB 3DAY 94010TC,0460,,,,,,,,,$92.00,
99300041,HC PB 3DAY 94729TC,0460,,,,,,,,,$25.00,
99300042,HC PB 3DAY 87804,0300,,,,,,,,,$49.00,
99300044,HC PB 3DAY 76818,0402,,,,,,,,,$364.00,
99300045,HC PB 3DAY 73610,0320,,,,,,,,,$93.00,
99300047,HC PB 3DAY 76819,0402,,,,,,,,,$307.00,
99300048,HC PB 3DAY 59025,0720,,,,,,,,,$159.00,
99300049,HC PB 3DAY 73630,0320,,,,,,,,,$90.00,
99300050,HC PB 3DAY J1885,0250,,,,,,,,,$2.00,
99300051,HC PB 3DAY J2010,0250,,,,,,,,,$50.00,
51000098,HC REMOVAL DRUG IMPLANT DEVICE,0361,11982,,,,ER,0450,,,$909.00,
30070372,HC ANTI DNASE B TITER,0302,86215,,,,,,,,$187.00,
30070373,HC RIBOSOME P AB IGG S,0301,83516,,,,,,,,$59.00,
30070369,HC STREP A PCR,0306,87651,,,,,,,,$88.00,
34070004,HC INTRACCAVITY RADIATION COMPLEX APPLICATION,0342,77763,,,,,,,,"$3,283.00",
34070005,HC INTERSTITIAL RADIATION COMPLEX APPLICATION,0342,77778,,,,,,,,"$7,781.00",
25070000,HC ULTRAVIST 300MG PER 1 ML,0255,Q9967,,,,,,,,$0.50,
27070459,HC EV STENT VISIPRO 8X37X80,0278,C1876,,,,,,,,"$1,875.00",
34070006,HC INTRACAVITARY BRACHTHERAPY COMPLEX,0342,77763,,,,,,,,"$3,283.00",
30070370,HC ALPHA AMYLASE IGE,0302,86008,,,,,,,,$56.00,
36070231,HC TREATMENT SUPERFICIAL WOUND DEHINSCENCE W PACKING,0361,12021,,,,ER,0450,,,$377.00,
27070460,HC GUIDEWIRE AMPLATZ SUPER STIFF .035X180,0272,C1769,,,,,,,,$155.60,
