CDM DESCRIPTION,PRIMARY PRICE
RPR LAC SMP SCALP 7.6-12.5,$642.00 
RPR LIP COMPLEX,"$1,904.00 "
RPR LIP FULL THICK VERMILN,"$1,106.00 "
RPR LIP UP 1/2 VERTICAL HGT,"$1,540.00 "
RPR TENDON ACHILLES RUPT PRIM,"$8,261.00 "
RPR TENDON DIGIT FLEX NON-ZONE,"$5,036.00 "
RPR TENDON EXTENSOR FOOT,"$5,118.00 "
RPR TENDON FLEX FOOT W/O GFT,"$2,903.00 "
RPR TENDON FNGR EXTEN W/O GFT,"$5,410.00 "
RPR TENDON HAND EXTEN W/O GFT,"$4,661.00 "
RPR TITER,$121.00 
RSO GLENOID BASEPLATE SCREW,"$6,575.00 "
RSP BONE SCREW 26MM 5.0 LOCK,$521.00 
RSP GLENOID HEAD W/ RTNR SCR,"$5,208.00 "
RSP HUMERAL SOCKET INSERT,"$3,906.00 "
RSP MONOBLOCK STEM 10MM,"$25,183.00 "
RSRV 150UM CLSVR 5 3L PRSS RLF,$159.00 
RSRV DRN 2.5CM STD CSF FLT BTM,"$2,159.00 "
RSRV DRN HMVC PVC 100ML STRL,$56.00 
RSRV PENL PROS AMS700 100ML,"$11,580.00 "
RSRV SHNT CSF 30MM CATH RT ANG,"$2,231.00 "
RSRV SHNT CSF CNCT SD INLT 28,"$1,511.00 "
RSRV SHNT CSF CNCT SD INLT 30,"$2,829.00 "
RSRV SHNT CSF VNTRC CATH,"$1,656.00 "
RSRV SHNT HLT RKM CSF LG 15CM,"$1,757.00 "
RSRV SHNT HLT RKM CSF STD 15CM,"$1,752.00 "
RSRV SHNT NEO 10MM CSF 40MM RT,"$2,231.00 "
RSRV SHNT SLMN RCKHM CSF 15CM,"$1,826.00 "
RSRV SHNT VCTH CSF 30MM CATH,"$1,496.00 "
RSRV SHNT VCTH CSF 40MM CATH,"$2,079.00 "
RSTRC CMNT 18.5MM BUCK SM FEM,$578.00 
RSTRC CMNT 25MM BUCK LG FEM,$349.00 
RSTRC CMNT 30MM BUCK HIP,$291.00 
RSTRC CMNT 35MM BUCK HIP,$964.00 
RT PUL/ART CATH/ADD SELECTIVE,$454.00 
RT RENAL CATH ORDER-1+2+3,"$2,463.00 "
RT RENAL CATH PLAC/ORDER-1,"$1,474.00 "
RT RENAL CATH PLACE ORDER-1,"$1,735.00 "
RT RENAL CATH PLACE-ORDER-1+2,"$1,672.00 "
RTRV ROTH NET PED 1.8MM 160CM,$526.00 
RTRV SUT 10.1IN HWSN DRL GD,$429.00 
RUBELLA,$147.00 
RUBELLA IGM,$147.00 
RUBEOLA ANTIBODY,$92.00 
RUSSELL VIPER VENOM TIME DILUT,$158.00 
RV LEAD SPRNT QUATRO DF4 SNGLE,"$17,850.00 "
RV LEAD SPRNT QUATTRO DF4 DUAL,"$17,850.00 "
RV RECORDING,"$4,796.00 "
s ANTIGEN TYPING,$97.00 
S ANTIGEN TYPING,$97.00 
S PNEUMONIAE ANTIGEN,$132.00 
S. VIRIDIS,$72.00 
S/INJ/MECH/RK OVR 2D,"$2,312.00 "
SACCHAROMYCES CEREVISIAE AB,$94.00 
SACROILIAC JTS/3 VIEW MINIMUM,$531.00 
SACRUM/COCCYX/2 VIEW MINIMUM,$325.00 
SACUBITRIL/VALSARTAN 24-26 MG,$60.00 
SACUBITRIL/VALSARTAN 49-51 MG,$60.00 
SACUBITRIL/VALSARTAN 97-103 MG,$60.00 
SAFE SHEATH 6F,$195.00 
SAFE SHEATH INTRO SYSTEM,$258.00 
SAFE SHEATH INTRO SYSTEM,$309.00 
SAFESHEAT HLS-1006 6 FR,$333.00 
SAGE,$52.00 
SALICYLATE,$162.00 
"SALMONELLA,EACH",$102.00 
SANDOSTATIN LAR 20 INJ 1 MG,$835.00 
SANDOSTATIN LAR 30 INJ 1 MG,$835.00 
SBF CULTURE,$149.00 
SCAPULA-LT,$487.00 
SCAPULA-RT,$487.00 
SCLEROTHERAPY PERC FLUID/CYST,"$2,081.00 "
SCOPOLAMINE TDS 1.5 MG,$150.00 
SCR .5 THRD 36MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 40MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 50MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 60MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 65MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 70MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 75MM 4MM BIODUR ST,$884.00 
SCR .5 THRD 80MM 4MM BIODUR ST,$884.00 
SCR 1/3 THRD 38MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 40MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 42MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 44MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 46MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 50MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 55MM 4MM BIODUR,$884.00 
SCR 1/3 THRD 60MM 4MM BIODUR,$884.00 
SCR 100MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 100MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 100MM 20MM 4/3MM SS SLFDRL,$778.00 
SCR 100MM 30MM 4MM SS SLFDRL,$778.00 
SCR 100MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 100MM 32MM 7MM SS CNN,$973.00 
SCR 105MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 105MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 105MM 16MM 7MM SS CNN,$973.00 
SCR 105MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 105MM 6.5MM SS FT LC DCP,$227.00 
SCR 10MM 1.5MM SS ST DCP MN,$179.00 
SCR 10MM 1.5MM TI ST NS CORT,$190.00 
SCR 10MM 2.4MM TI CRNFCL ER BN,$248.00 
SCR 10MM 2.4MM XDR MNDB TI CD,$362.00 
SCR 10MM 2.5MM PEG ORTH BN,$396.00 
SCR 10MM 2.7MM SS ST DCP MN,$195.00 
SCR 10MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 10MM 2MM TI ST NS CORT HND,$195.00 
SCR 10MM 3.5MM CORT BN,$482.00 
SCR 10MM 3.5MM SS ST LC DCP SM,$139.00 
SCR 10MM 4MM ABC2 TI,"$1,409.00 "
SCR 10MM FA 4MM ATLNTS TI CANC,"$1,294.00 "
SCR 110MM 11MM SS 1 PC LG ITST,"$1,462.00 "
SCR 115MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 11MM 1.5MM SS ST DCP MN,$179.00 
SCR 11MM 1.5MM TI ST NS CORT,$190.00 
SCR 11MM 1MM TI ST NS CORT HND,$391.00 
SCR 11MM 2.3MM XDR MNDB TI CD,$343.00 
SCR 11MM 2MM TI ST NS CORT HND,$195.00 
SCR 11MM MN 2MM XDR MNDB TI CD,$268.00 
SCR 120MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 120MM 32MM 7MM SS CNN,$973.00 
SCR 12MM 1.5MM SS ST DCP MN,$179.00 
SCR 12MM 1.5MM TI ST NS CORT,$190.00 
SCR 12MM 2.5MM PEG ORTH BN,$455.00 
SCR 12MM 2.7MM SS ST DCP MN,$195.00 
SCR 12MM 2.7MM TI ST NS CORT,$189.00 
SCR 12MM 2MM SLFDRL,$439.00 
SCR 12MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 12MM 2MM ST LCK STRDR RCS,$435.00 
SCR 12MM 2MM TI ST NS CORT HND,$195.00 
SCR 12MM 3.5MM CORT BN,$482.00 
SCR 12MM 3.5MM SS ST LC DCP SM,$139.00 
SCR 12MM 4MM ABC2 TI,"$1,409.00 "
SCR 12MM 4MM SS P/T LC DCP SM,$45.00 
SCR 12MM CRS PTCH 2MM TI CORT,$222.00 
SCR 12MM FA 4MM ATLNTS TI CANC,"$1,337.00 "
SCR 130MM 16MM 7MM SS CNN,$973.00 
SCR 130MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 130MM 7MM SS CNN MGNFX,$973.00 
SCR 13MM 4.5MM ABC2 TI ANT,"$1,409.00 "
SCR 13MM FA 4.5MM ATLNTS TI,"$1,711.00 "
SCR 13MM FA 4MM ATLNTS TI CANC,$906.00 
SCR 13MM MN 2MM XDR MNDB TI CD,$268.00 
SCR 13MM VA 4.5MM ATLNTS TI,"$2,046.00 "
SCR 13MM VA 4MM ATLNTS TI CANC,$906.00 
SCR 14MM 1.5MM SS ST DCP MN,$179.00 
SCR 14MM 2.4MM TI ST NS CORT,$434.00 
SCR 14MM 2.5MM PEG ORTH BN,$482.00 
SCR 14MM 2.7MM SS ST DCP MN,$195.00 
SCR 14MM 2.7MM TI ST NS CORT,$189.00 
SCR 14MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 14MM 2MM ST LCK STRDR RCS,$363.00 
SCR 14MM 2MM TI ST NS CORT HND,$195.00 
SCR 14MM 3.5MM CORT BN,$482.00 
SCR 14MM 3.5MM TI ST LCP SM,$135.00 
SCR 14MM 4MM ABC2 TI,"$1,409.00 "
SCR 14MM FA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 14MM SS SPNL DSTRCT BN,$258.00 
SCR 14MM VA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 150MM 20MM 5MM SS SLFDRL,$912.00 
SCR 150MM 5MM SS BLNT TROC PNT,$455.00 
SCR 15MM 6.5MM ST CORT ACTB,$133.00 
SCR 15MM FA 4.5MM ATLNTS TI,"$1,829.00 "
SCR 15MM FA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 15MM VA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 16MM 1.5MM SS ST DCP MN,$179.00 
SCR 16MM 1.5MM TI ST NS CORT,$190.00 
SCR 16MM 2.4MM TI ST NS CORT,$88.00 
SCR 16MM 2.5MM PEG ORTH BN,$482.00 
SCR 16MM 2.7MM SS ST DCP MN,$195.00 
SCR 16MM 2.7MM TI ST NS CORT,$189.00 
SCR 16MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 16MM 2MM ST LCK STRDR RCS,$391.00 
SCR 16MM 2MM TI ST NS CORT HND,$195.00 
SCR 16MM 3.5MM CORT BN,$482.00 
SCR 16MM 3.5MM TI ST LCP SM,$135.00 
SCR 16MM 3MM ST LCK MNDB TI BN,$491.00 
SCR 16MM 4MM ABC2 TI,"$1,409.00 "
SCR 16MM 4MM SS FT FORTE NS,$274.00 
SCR 16MM 7MM BIODUR ST,"$1,094.00 "
SCR 16MM CRS PTCH 2MM TI CORT,$296.00 
SCR 16MM FA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 16MM VA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 175MM 60MM 5MM SS SLFDRL,$912.00 
SCR 17MM FA 4.5MM ATLNTS TI,"$1,159.00 "
SCR 17MM FA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 17MM VA 4MM ATLNTS TI CANC,"$1,233.00 "
SCR 18MM 1.5MM TI ST NS CORT,$190.00 
SCR 18MM 2.3MM CORT BN,$316.00 
SCR 18MM 2.4MM TI ST NS CORT,$88.00 
SCR 18MM 2.5MM PEG ORTH BN,$482.00 
SCR 18MM 2.7MM SS ST DCP MN,$195.00 
SCR 18MM 2.7MM TI ST NS CORT,$189.00 
SCR 18MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 18MM 2MM ST LCK STRDR RCS,$391.00 
SCR 18MM 2MM TI ST NS CORT HND,$195.00 
SCR 18MM 3.5MM CORT BN,$482.00 
SCR 18MM 3.5MM SS ST LCK HEX,$670.00 
SCR 18MM 3.5MM TI ST LCP SM,$135.00 
SCR 18MM FA 4MM ATLNTS TI CANC,"$1,429.00 "
SCR 18MM VA 4MM ATLNTS TI CANC,$906.00 
SCR 190MM 6MM SS SPD PNT SCHNZ,$455.00 
SCR 19MM 4.7MM SS CMPR CHS,$316.00 
SCR 19MM FA 4MM ATLNTS TI CANC,"$1,131.00 "
SCR 19MM VA 4MM ATLNTS TI CANC,"$1,005.00 "
SCR 2.7MM HD 10MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 12MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 14MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 16MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 18MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 20MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 22MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 24MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 26MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 28MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 30MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 34MM 3.5MM SS ST,$159.00 
SCR 2.7MM HD 60MM 3.5MM SS ST,$159.00 
SCR 200MM 4.5MM SS BLNT TROC,$507.00 
SCR 200MM 5MM SS BLNT TROC PNT,$529.00 
SCR 200MM 80MM 5MM SS SLFDRL,$912.00 
SCR 20MM 1.5MM TI ST NS CORT,$190.00 
SCR 20MM 2.4MM TI ST NS CORT,$88.00 
SCR 20MM 2.5MM PEG ORTH BN,$482.00 
SCR 20MM 2.7MM SS ST DCP MN,$195.00 
SCR 20MM 2.7MM TI ST NS CORT,$189.00 
SCR 20MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 20MM 2MM TI ST NS CORT HND,$195.00 
SCR 20MM 3.5MM SS ST LCK HEX,$670.00 
SCR 20MM 3.5MM TI ST LCP SM,$135.00 
SCR 20MM 4.5MM SS ST LC DCP,$135.00 
SCR 20MM 6.5MM ST CORT ACTB,$133.00 
SCR 20MM 7MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 20MM FA 4MM ATLNTS TI CANC,"$1,294.00 "
SCR 22MM 2.4MM SS ST LCK STRDR,$614.00 
SCR 22MM 2.4MM SS ST NS CORT,$257.00 
SCR 22MM 2.4MM TI ST NS CORT,$434.00 
SCR 22MM 2.5MM PEG ORTH BN,$482.00 
SCR 22MM 2.7MM SS ST DCP MN,$195.00 
SCR 22MM 2.7MM TI ST NS CORT,$189.00 
SCR 22MM 2MM TI ST NS CORT HND,$195.00 
SCR 22MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 22MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 22MM 3.5MM TI ST LCP SM,$135.00 
SCR 22MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 24MM 2.5MM PEG ORTH BN,$482.00 
SCR 24MM 2.7MM SS ST DCP MN,$195.00 
SCR 24MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 24MM 3.5MM SS ST LCK HEX,$670.00 
SCR 24MM 3.5MM TI ST LCP SM,$135.00 
SCR 25.4MM 4.7MM SS CMPR CHS,$316.00 
SCR 25MM 10MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 25MM 6.5MM SS FT LC DCP LG,$209.00 
SCR 25MM 6.5MM ST CORT ACTB,$133.00 
SCR 25MM 7MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 25MM 8MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 25MM 9MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 26MM 2.5MM PEG ORTH BN,$482.00 
SCR 26MM 2.7MM SS ST DCP MN,$195.00 
SCR 26MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 26MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 26MM 3.5MM TI ST LCP SM,$135.00 
SCR 26MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 26MM 4.5MM SS ST LC DCP,$135.00 
SCR 28MM 2.5MM PEG ORTH BN,$482.00 
SCR 28MM 2.7MM SS ST DCP MN,$195.00 
SCR 28MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 28MM 3.5MM SS ST LCK STRDR,"$1,387.00 "
SCR 28MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 28MM 4.5MM SS ST LC DCP,$135.00 
SCR 3.5MM 1.8MM XDR ER HTORQ,$256.00 
SCR 3.5MM TI,$522.00 
SCR 30MM 10MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 30MM 11MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 30MM 2.5MM PEG ORTH BN,$482.00 
SCR 30MM 2.7MM SS ST DCP MN,$195.00 
SCR 30MM 2MM TI ST NS CORT HND,$189.00 
SCR 30MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 30MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 30MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 30MM 4.5MM SS ST LC DCP,$135.00 
SCR 30MM 5MM SS CNN LCK LCP NS,"$1,073.00 "
SCR 30MM 6.5MM CD HZN LGC TI,"$4,624.00 "
SCR 30MM 6.5MM ST CORT ACTB,$133.00 
SCR 30MM 7.5MM CD HZN LGC TI,"$5,966.00 "
SCR 30MM 7MM BRC-HA ACL/PCL,"$1,194.00 "
SCR 30MM 8MM BRC-HA ACL/PCL,"$1,279.00 "
SCR 30MM 9MM BRC-HA ACL/PCL,"$1,354.00 "
SCR 32MM 2.7MM SS ST DCP MN,$195.00 
SCR 32MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 32MM 3.5MM SS LCK PERIART,$455.00 
SCR 32MM 3.5MM SS ST 71149532,$163.00 
SCR 32MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 32MM 4MM SS FT LC DCP NS,$114.00 
SCR 34MM 2.7MM SS ST DCP MN,$195.00 
SCR 34MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 34MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 34MM 4MM SS CNN LCK LCP NS,$773.00 
SCR 35MM 5MM CD HZN LGC TI,"$4,624.00 "
SCR 35MM 5MM SS CNN LCK LCP NS,$799.00 
SCR 35MM 6.5MM CD HZN LGC TI,"$5,966.00 "
SCR 35MM 6.5MM ST CORT ACTB,$133.00 
SCR 35MM 6.5MM XIA TI THORLMBR,"$6,472.00 "
SCR 35MM 7.5MM CD HZN LGC TI,"$5,966.00 "
SCR 35MM PA 5.5MM XIA TI,"$6,472.00 "
SCR 36MM 2.7MM SS ST DCP MN,$195.00 
SCR 36MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 36MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 36MM 4MM SS FT LC DCP NS,$114.00 
SCR 38MM 2.7MM SS ST DCP MN,$195.00 
SCR 38MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 38MM 3.5MM SS ST LCK HEX,"$1,387.00 "
SCR 38MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 4.0,"$1,023.00 "
SCR 40MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 40MM 2.7MM SS ST DCP MN,$195.00 
SCR 40MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 40MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 40MM 4.5MM SS ST LC DCP,$135.00 
SCR 40MM 4MM SS FT LC DCP NS,$103.00 
SCR 40MM 5.5MM CD HZN LGC TI,"$5,966.00 "
SCR 40MM 5MM CD HZN LGC TI,"$5,966.00 "
SCR 40MM 5MM SS CNN LCK LCP NS,$683.00 
SCR 40MM 6.5MM CD HZN LGC TI,"$4,630.00 "
SCR 40MM 6.5MM ST CORT ACTB,$133.00 
SCR 40MM 6.5MM XIA TI THORLMBR,"$6,472.00 "
SCR 40MM 7.5MM CD HZN LGC TI,"$5,966.00 "
SCR 40MM PA 5.5MM XIA TI,"$8,866.00 "
SCR 42MM 3.5MM SS CNN FT NS,"$1,101.00 "
SCR 42MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 42MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 42MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 44MM 2.7MM SS ST DCP MN,$195.00 
SCR 44MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 44MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 45MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 45MM 2.7MM SS ST DCP MN,$195.00 
SCR 45MM 4.5MM CD HZN LGC TI,"$6,907.00 "
SCR 45MM 5.5MM CD HZN LGC TI,"$5,672.00 "
SCR 45MM 5MM CD HZN LGC TI,"$5,966.00 "
SCR 45MM 5MM SS CNN CNCL LCP,$553.00 
SCR 45MM 5MM SS CNN LCK LCP NS,$799.00 
SCR 45MM 6.5MM CD HZN LGC TI,"$4,993.00 "
SCR 45MM 6.5MM SS FT LC DCP LG,$209.00 
SCR 45MM 6.5MM XIA TI THORLMBR,"$6,472.00 "
SCR 45MM 7.5MM CD HZN LGC TI,"$4,630.00 "
SCR 45MM PA 5.5MM XIA TI,"$8,866.00 "
SCR 45MM SS INTMD LG CHS PED,"$2,688.00 "
SCR 46MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 46MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 46MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 48MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 48MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 48MM 4.5MM SS ST LC DCP,$135.00 
SCR 49MM 2.3MM XDR ER MNDB TI,$343.00 
SCR 4MM 1.3MM TI CRNL SLFDRL,$379.00 
SCR 4MM 1.5MM SLFDRL XDR HTORQ,$248.00 
SCR 4MM 1.5MM TI CRNL SLFDRL,$211.00 
SCR 4MM 1MM TI CORT CRNFCL ST,$363.00 
SCR 4MM 2MM CORT CRNFCL RSRB,$461.00 
SCR 4MM 2MM TI CORT CRNFCL,$285.00 
SCR 4MM 2MM TI CORT CRNFCL ST,$210.00 
SCR 4MM 2MM TI CRNL ER BN NS 2,$277.00 
SCR 4MM FLUT TIP ST 1.5MM TI,$272.00 
SCR 5.5MM SS CNN LCK,$860.00 
SCR 50MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 50MM 2.7MM SS ST DCP MN,$195.00 
SCR 50MM 3.5MM SS CNN FT NS,"$1,101.00 "
SCR 50MM 3.5MM SS CNN P/T NS,"$1,101.00 "
SCR 50MM 32MM 6.5MM SS LC DCP,$109.00 
SCR 50MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 50MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 50MM 4MM SS FT LC DCP NS,$49.00 
SCR 50MM 5.5MM CD HZN LGC TI,"$5,672.00 "
SCR 50MM 5.5MM XIA TI THORLMBR,"$6,166.00 "
SCR 50MM 5MM CD HZN LGC TI,"$5,672.00 "
SCR 50MM 5MM SS CNN CNCL LCP,$946.00 
SCR 50MM 5MM SS CNN LCK LCP NS,$799.00 
SCR 50MM 6.5MM CD HZN LGC TI,"$4,630.00 "
SCR 50MM 6.5MM XIA TI THORLMBR,"$8,586.00 "
SCR 50MM 7.5MM CD HZN LGC TI,"$5,966.00 "
SCR 52MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 52MM 4.5MM SS ST LC DCP,$135.00 
SCR 54MM 3.5MM SS LCK PERIART,$455.00 
SCR 54MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 54MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 54MM 4.5MM SS ST LC DCP,$135.00 
SCR 55MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 55MM 2.7MM SS ST DCP MN,$195.00 
SCR 55MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 55MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 55MM 5.5MM CD HZN LGC TI,"$5,672.00 "
SCR 55MM 5MM SS CNN CNCL LCP,$946.00 
SCR 55MM 6.5MM CD HZN LGC TI,"$5,966.00 "
SCR 55MM 6.5MM SS CNN CHS HIP,"$1,148.00 "
SCR 55MM 7.5MM CD HZN LGC TI,"$5,672.00 "
SCR 56MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 56MM 4.5MM SS ST LC DCP,$135.00 
SCR 5MM 1.3MM TI CRNL SLFDRL,$379.00 
SCR 5MM 1.5MM SLFDRL XDR HTORQ,$258.00 
SCR 5MM 1.5MM TI CORT CRNFCL,$262.00 
SCR 5MM 1.7MM TI CRNL ER STRDR,$306.00 
SCR 5MM 1.8MM XDR ER HTORQ,$249.00 
SCR 5MM 2.3MM XDR 25-673-45-1,$343.00 
SCR 5MM 2.3MM XDR MNDB TI CD,$343.00 
SCR 5MM 2MM SLFDRL LCK STRDR,$449.00 
SCR 5MM 2MM TI CRNFCL SLFDRL,$213.00 
SCR 5MM 2MM TI CRNL SLFDRL,$311.00 
SCR 5MM 2MM XDR DRLFR MNDB TI,$291.00 
SCR 5MM MIC 1.5MM ER MNDB TI,$262.00 
SCR 5MM TI CRNFCL SLFDRL,"$1,578.00 "
SCR 60MM 16MM 6.5MM SS LC DCP,$209.00 
SCR 60MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 60MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 60MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 60MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 60MM 4.5MM SS ST LC DCP,$135.00 
SCR 60MM 4MM SS FT LC DCP NS,$114.00 
SCR 60MM 5MM SS CNN LCK LCP NS,"$1,073.00 "
SCR 60MM 6.5MM SS CNN CHS HIP,"$1,421.00 "
SCR 60MM 7MM SS CNN LCK LCP NS,"$1,105.00 "
SCR 62MM 4.5MM SS ST LC DCP,$135.00 
SCR 64MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 64MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 65MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 65MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 65MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 65MM 4.5MM SS LC DCP LG,$196.00 
SCR 65MM 5MM SS CNN LCK LCP NS,"$1,073.00 "
SCR 65MM 7.3MM SS CNN CNCL FT,$843.00 
SCR 65MM 7MM SS CNN LCK LCP NS,"$1,189.00 "
SCR 66MM 4.5MM SS ST LC DCP,$135.00 
SCR 68MM 4.5MM SS CNN FT NS,"$1,178.00 "
SCR 68MM 4.5MM SS CNN P/T NS,"$1,178.00 "
SCR 6MM 1.5MM CORT CRNFCL RSRB,$873.00 
SCR 6MM 1.5MM SS ST DCP MN,$179.00 
SCR 6MM 2.4MM TI CRNFCL ER BN,$190.00 
SCR 6MM 2.7MM SS ST DCP MN,$195.00 
SCR 6MM 2MM SLFDRL LCK STRDR,"$2,237.00 "
SCR 6MM 2MM SS ST DCP MN FRAG,$186.00 
SCR 6MM 2MM TI CORT CRNFCL,$306.00 
SCR 6MM 2MM TI CORT CRNFCL ST,$296.00 
SCR 6MM 2MM TI CRNL ER BN NS 2,$311.00 
SCR 6MM FLUT TIP ST 1.5MM TI,$190.00 
SCR 6MM STRDR RCS SLFDRL 1.5MM,$238.00 
SCR 70MM 16MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 70MM 16MM 7MM SS CNN MGNFX,$973.00 
SCR 70MM 3.5MM SS ST LOPRFL LC,$165.00 
SCR 70MM 32MM 7.3MM SS CNN NS,"$1,512.00 "
SCR 70MM 4.5MM SS LC DCP LG,$85.00 
SCR 70MM 4.5MM SS ST LC DCP,$135.00 
SCR 70MM 5MM SS CNN CNCL LCP,$647.00 
SCR 70MM 5MM SS CNN LCK LCP NS,"$1,073.00 "
