CDM DESCRIPTION,PRIMARY PRICE
SNRB TRANS C/T EA ADDL-LT,"$1,099.00 "
SNRB TRANS C/T EA ADDL-RT,"$1,099.00 "
SNRB TRANS C/T SNGLE LVL,"$2,179.00 "
SNRB TRANS C/T SNGLE LVL-LT,"$2,179.00 "
SNRB TRANS C/T SNGLE LVL-RT,"$2,179.00 "
SNRB TRANS L/S EA ADDL,"$1,099.00 "
SNRB TRANS L/S EA ADDL-LT,"$1,099.00 "
SNRB TRANS L/S EA ADDL-RT,"$1,099.00 "
SNRB TRANS L/S SNGLE LVL,"$2,245.00 "
SNRB TRANS L/S SNGLE LVL-LT,"$2,245.00 "
SNRB TRANS L/S SNGLE LVL-RT,"$2,245.00 "
SODIUM BLOOD               WMC,$54.00 
SODIUM OTHER SOURCE,$81.00 
SODIUM POC,$54.00 
SODIUM STOOL,$92.00 
SODIUM URINE-WMC,$72.00 
SP STAIN GROUP II,$184.00 
SP STAIN HISTOCHEM,$265.00 
SP STAIN I-WMC,$163.00 
SPECIAL PROCEDURE DAY HOSP-WMC,$316.00 
SPECIAL STAIN II,$184.00 
SPECIFIC GRAVITY           WMC,$52.00 
SPECIMEN HANDLING WMC,$22.00 
SPECIMEN RADIOGRAPHY,$682.00 
"SPINE,ENTIRE(C,T,L,)AP AND LAT",$734.00 
SPUTUM SPECIMEN COLLECTION,$108.00 
SPUTUM SPECIMEN COLLECTION,$122.00 
ST EVAL BEHAV QUAL ANLYS VOICE,$388.00 
ST EVAL SOUND W/ COMPR/EXPRESS,$528.00 
ST EVAL SPEECH FLUENCY,$420.00 
ST EVAL SPEECH PRODUCTION,$505.00 
STABILIZATION OF NEWBORN,$480.00 
ST-ADL EA 15MIN,$109.00 
STAIN AFB                  WMC,$90.00 
STAIN FUNGUS               WMC,$46.00 
STAIN GRAM                 WMC,$46.00 
ST-AIR INSUFF TEST/FLUROSCOPY,$244.00 
ST-APHASIA ASSES,$395.00 
ST-ASST TECH ASSESS EA 15MIN,$134.00 
ST-ASST TECH ASSESS W/MD EA15M,$91.00 
ST-COGNITIVE PERFORMACE TEST,$376.00 
ST-COMM WK/RE A TECH EA 15MN,$110.00 
ST-COMMM WK/RE W/MOD EA 15MIN,$122.00 
ST-DEV TEST EXTENDED,$295.00 
ST-DEV TEST LIMITED,$30.00 
ST-DEV TEST W/MOD EXTENDED,$295.00 
ST-DEV TEST W/MOD LIMITED,$241.00 
ST-DYSPHAGIA TREATMENT,$248.00 
ST-E STIM(ATTEN)EA 15MIN,$158.00 
ST-ELECTRICAL STIM(UNATTENDED,$145.00 
STENT PLACEMENT  1ST ARTERY,"$20,285.00 "
STENT PLACEMENT 1ST VEIN,"$17,829.00 "
STENT PLACEMENT EA ADD ARTERY,"$8,630.00 "
STENT PLACEMENT EA ADD VEIN,"$9,110.00 "
STERNO-CLAVICULAR JNTS/3VIEW,$241.00 
STERNUM/2 VIEW MINIMUN,$454.00 
ST-EVAL NON SP AUG DEV,$254.00 
ST-EVAL NON SP AUG DEV PRO/MOD,$124.00 
ST-EVAL OF CAPD EA ADD 15 MIN,$77.00 
ST-EVAL OF CAPD INITIAL 60 MIN,$230.00 
ST-EVAL ORAL/PHARYNG SWALLOW,$342.00 
ST-EVAL SP AUG DEV 1ST HOUR,$493.00 
ST-EVAL SP AUG DEV EA 30MN ADD,$208.00 
ST-EVAL VOICE PROS,$551.00 
ST-GROUP W/MOD,$106.00 
ST-HME INST W/MOD EA 15MIN,$133.00 
ST-HOME INSTRUCT EA 15MIN,$109.00 
ST-MOD/PROG SP GENERATING DEV,$311.00 
ST-NEUROBEHAV STATUS PER HR,$316.00 
ST-NEUROMUSC REED EA 15MIN,$109.00 
ST-NEUROMUSCULAR RE-ED W/MOD,$143.00 
STNT FEM/POP ART UNI W PTA,"$24,796.00 "
STNT ILIAC EADD IPSI W PTA,"$14,449.00 "
STNT ILIAC W PTA,"$18,469.00 "
STNT TIB/PER ART UNI EADD,"$18,607.00 "
STNT TIB/PER ART W PTA INI,"$35,720.00 "
STONE ANALYSIS QUANTITATIVE,$155.00 
STOOL ADDITIONAL PATHOGENS,$75.00 
STOOL O & P,$125.00 
STOOL OCCULT BLOOD PEROX QUAL,$31.00 
STOOL VRE SCREEN,$150.00 
STOOL WBC SMEAR,$64.00 
ST-ORTH/PROS MGMT;SBSQ;EA 15MI,$101.00 
ST-PURE TONE HEARING SCREEN,$95.00 
STREP A SCREEN THROAT,$94.00 
ST-SENSOR INT EA 15MIN,$100.00 
ST-SPEECH GROUP THERAPY,$106.00 
ST-SPEECH TREATMENT W/MOD,$296.00 
ST-SWALLOW FUNCTION/VIDEO,$425.00 
ST-THER IVNTJ W/FOCUS COG FUNC,$133.00 
ST-THER IVNTJ W/FOCUS COG FUNC,$133.00 
ST-THER IVNTJ W/FOCUS COG FUNC,$133.00 
ST-THER IVNTJ W/FOCUS COG FUNC,$169.00 
ST-THERA ACTIVITY W/MD EA 15MN,$133.00 
ST-THERAPEUTIC ACTIVIES EA15MN,$121.00 
ST-THERAPEUTIC EX EA 15MIN,$166.00 
ST-TREATMENT,$246.00 
ST-TYMPANOMETRY,$122.00 
SUB PAP THERAPY,$173.00 
SUGARS SINGLE QUANT,$107.00 
SUPERDIMENSION BRONCH,"$2,296.00 "
SUPERIOR VENA CAVA W/SER,"$3,041.00 "
SURFACTANT ADMINISTRATION,$173.00 
SURGPATH LEV III-WMC,$224.00 
SURGPATH LEV II-WMC,$163.00 
SURGPATH LEV IV-WMC,$347.00 
SURGPATH LEV I-WMC,$102.00 
SURGPATH LEV VI-WMC,$357.00 
SURPATH LEV V-WMC,$306.00 
SUSC DISK METHOD,$70.00 
T CELL TOTAL,$174.00 
T3  FREE,$210.00 
T3 TOTAL,$189.00 
T4 NEONATE,$28.00 
TAA DISTAL EXTEN STN(S),$131.00 
TAA PROX EXTEN STENT,$138.00 
TAA STN(S) COVER LT SUBCLV,$400.00 
TAA STN(S) NOT COVER LT SUBCLV,$420.00 
TC-99 ULTRATAG RBC/DOSE-30MCI,$449.00 
TC-99M DOSE PER 1 MCI DRUG,$51.00 
TC-99M DTPA(PENT)DOSE TO 25MCI,$163.00 
TC-99M MAA/DOSE TO 10MCI,$551.00 
TC99M MEBROFENIN/DOSE TOISMCI,$235.00 
TC-99M MEDRONATE(MDP)DOSE DRUG,$133.00 
TC-99M NEUROLITE (BICISA) DRUG,"$2,327.00 "
TC-99M SESTAMIBI DRUG,$592.00 
TC-99M SULFR COL/DOSE TO 20MCI,$653.00 
TC-99M TETROFOSMIN DRUG,$480.00 
TEE INTRAOPERATIVE,"$2,704.00 "
TEGRETOL TOTAL,$180.00 
TEMP SENSOR,$76.00 
TESTOSTERONE TOTAL,$265.00 
THEOPHYLLINE WMC,$147.00 
THERAPEUTIC PHLEBOTOMY-WMC,$337.00 
THIAMINE,$91.00 
THORACIC (AP & LAT),$568.00 
THORACIC (MIN 4 VIEWS),$657.00 
THORACIC OUTLET COMP BILAT TOS,$888.00 
THORACIC-3/VIEWS,$640.00 
THORACIS / 1 VIEW ONLY,$403.00 
THORACOLUMBAR/1 VIEW,$403.00 
THORACOLUMBAR/2 VIEWS,$576.00 
THORACOLUMBAR/STAND/SCOLIOSIS,$465.00 
THROMBECTOMY ART/VEN GRAFT,"$6,616.00 "
THROMBIN TIME,$74.00 
THYROGLOBULIN ANTIBODY,$185.00 
THYROID HORMONE T3 UPTAKE,$111.00 
THYROID STIMULATING IMMUNOGLOB,$263.00 
THYROXINE FREE T4,$126.00 
TIAGABINE,$95.00 
TIBC-WMC,$94.00 
TIBIA/FIBULA-LT/1 VIEW,$388.00 
TIBIA/FIBULA-LT/2 VIEW,$435.00 
TIBIA/FIBULA-RT/1 VIEW,$388.00 
TIBIA/FIBULA-RT/2 VIEW,$435.00 
TISSUE PREP DRUG ANALY,$61.00 
TMJ/OPEN & CLOSED/BILATERAL,$394.00 
TOBRAMYCIN,$193.00 
TOE-FIFTH DIGIT (LEFT FOOT),$345.00 
TOE-FIFTH DIGIT (RIGHT FOOT),$345.00 
TOE-FOURTH DIGIT (LEFT FOOT),$306.00 
TOE-FOURTH DIGIT (RIGHT FOOT),$345.00 
TOE-GREAT (LEFT FOOT),$345.00 
TOE-GREAT (RIGHT FOOT),$345.00 
TOE-SECOND DIGIT (LEFT FOOT),$306.00 
TOE-SECOND DIGIT (RIGHT FOOT),$345.00 
TOE-THIRD DIGIT (LEFT FOOT),$316.00 
TOE-THIRD DIGIT (RIGHT FOOT),$345.00 
TOMOGRAM (GREATER THAN=4 CUTS,$762.00 
TOMOGRAM (LIMITED-LESS 4 CUTS),$816.00 
TOPIRAMATE,$153.00 
TOTAL THYROXINE T4-WMC,$100.00 
TOXOPLASMOSIS IGG,$168.00 
TOXOPLASMOSIS IGM-WMC,$168.00 
TRACH TUBE CHANGE OUT,$551.00 
TRANSCRANIAL DOPPLER CMPL-WMC,"$1,255.00 "
TRANSCRANIAL DOPPLER LIMITED,$857.00 
TRANSFERRIN-WMC,$146.00 
TRANSFUSION REACTION       WMC,$293.00 
TRAY SPINAL ANESTHESIA-WMC,$126.00 
TRAZODONE,$172.00 
TRIGGER POINT 1/2 MUSCLES,$755.00 
TRIGGER POINT GT 3 MUSCLES,$898.00 
TRIGLYCERIDE               WMC,$55.00 
TROCHANTER INJECTION,$918.00 
TROPONIN I-WMC,$174.00 
TSH                        WMC,$165.00 
TSH NEONATE,$165.00 
TTG AB,$141.00 
TTG AG,$179.00 
TTO2 PROCEDURE,"$1,286.00 "
TUNN CATH INS PERI GUIDE/INJ,"$7,245.00 "
TUNN CATH INS PERI GUIDE/INJ,"$7,245.00 "
U/S GUIDANCE-NEEDLE PLACEMENT,"$1,092.00 "
U/S GUIDANCE-THORACEN/PARACEN,"$1,092.00 "
UGI W/AIR AND SMALL BOWELL,"$1,531.00 "
UGI W/AIR CONTRAST,"$1,117.00 "
UGI W/AIR CONTRAST W KUB,"$1,169.00 "
UGI WO AIR CONTRAST,"$1,053.00 "
UGI WO/AIR AND SMALL BOWEL,"$1,494.00 "
ULTRASOUND BREAST COMP BILATER,$561.00 
ULTRASOUND BREAST COMP LEFT,$561.00 
ULTRASOUND BREAST COMP RIGHT,$561.00 
ULTRASOUND BREAST LMT LEFT,$561.00 
ULTRASOUND BREAST LMT RIGHT,$561.00 
UNIT SICKLE SCREEN,$76.00 
UP EXT ART PHYSIO/BIL COMP,$768.00 
UPPER EXT ARTER DUP COMP/BIL,$914.00 
UPPER EXT ARTER DUP LTD/UNI/LT,$816.00 
UPPER EXT ARTER DUP LTD/UNI/RT,$816.00 
UPPER EXT VEIN MAPPING,$969.00 
UPPER EXT VENOUS DUP BILAT-WMC,"$1,408.00 "
UPPER EXT VENOUS DUP LMT-WMC,"$1,010.00 "
UPPER EXT-LT < 1YR /1 VIEW,$374.00 
UPPER EXT-LT < 1YR /2 VIEW,$327.00 
UPPER EXT-RT  < 1YR /1 VIEW,$374.00 
UPPER EXT-RT  < 1YR /2 VIEW,$369.00 
UREA BREATH TEST INFRARED,$308.00 
URETERAL STNT REMOVAL PERC,"$5,306.00 "
URETHROCYSTOGRAM/RETO,$847.00 
URETHROCYSTOGRAM/VOIDING,$847.00 
URIC ACID (FLUID)          WMC,$75.00 
URIC ACID 24 HR URINE,$75.00 
URIC ACID BLOOD            WMC,$72.00 
URINALYSIS W/MICRO-WMC,$122.00 
URINE DIPSTICK             WMC,$52.00 
URINE MAGNESIUM (RANDOM),$81.00 
URINE SODIUM 24HR-WMC,$72.00 
URINE VOLUME               WMC,$39.00 
URINE W/O MICROSCOPE-WMC,$86.00 
"URINE, PH WITH PROBE",$55.00 
UROVYSION IPHASE INSITU HYBRID,$507.00 
UROVYSION MOLECULAR CYTOGENTC,$284.00 
US ABDOMEN COMPLETE-WMC,"$1,535.00 "
US ABDOMEN/LIMITED,"$1,120.00 "
US AORTA/COMPLETE,$671.00 
US CRANIAL,$714.00 
US CRANIAL/INTRAOP,$714.00 
US EXT-SOFT TIS NON-VAS COM,"$1,098.00 "
US EXT-SOFT TIS NON-VAS/LT LTD,$780.00 
US EXT-SOFT TIS NON-VAS/RT LTD,$780.00 
US GALLBLADDER WMC,$806.00 
US GUIDE AMNIOCENTESIS-WMC,$378.00 
US GUIDE NEEDLE PLACEMENT,"$1,092.00 "
US GUIDE THORACENTESIS,"$1,092.00 "
US GUIDE VASCULAR ACCESS,$704.00 
US GUIDE/BI,"$1,092.00 "
US KIDNEY BILATERAL,$741.00 
US KIDNEY BILATERAL/BLADDER,$671.00 
US KIDNEY TRANSPLANTED-LT,$847.00 
US KIDNEY TRANSPLANTED-RT,$847.00 
US KIDNEY/LEFT,$741.00 
US KIDNEY/RIGHT,$741.00 
US LIVER WMC,$837.00 
US LOWER EXT ARTERIES/DUP/LT,$867.00 
US LOWER EXT ARTERIES/DUP/RT,$867.00 
US LUNG/CHEST,$505.00 
US NEEDLE BIOPSY WMC,"$1,092.00 "
US OB LIMITED,$589.00 
US OB SINGLE-1ST TRIMESTER,$745.00 
US OB SINGLE-POST-1ST TRI(EX),"$1,061.00 "
US OB TRANSVAGINAL,$663.00 
US PANCREASWMC,$831.00 
US PELVIS/COMPLETE NONOBSTEC,"$1,056.00 "
US PELVIS/LIMITED/FOLLOW-UP,$776.00 
US RIGHT UPPER QUADRANT,"$1,120.00 "
US SCROTAL-WMC,$857.00 
US SOFT TISSUES-HEAD/NECK,$957.00 
US SPLEEN WMC,$831.00 
US THYROID WMC,$957.00 
US TRANSRECTAL,$437.00 
US TRANSVAGINAL NON-OB,$924.00 
VALPROIC ACID-WMC,$153.00 
VANCOMYCIN,$168.00 
VAP TM CHOLESTEROL TEST,$253.00 
VAPOTHERM O2 SETUP,$805.00 
VARICELLA ZOSTER DNA QL PCR,$360.00 
VASC EMBOLIZE/OCCLUDE ARTERY,"$19,388.00 "
VASC EMBOLIZE/OCCLUDE BLEED,"$19,388.00 "
VASC EMBOLIZE/OCCLUDE ORGAN,"$19,388.00 "
VASC EMBOLIZE/OCCLUDE VENOUS,"$19,388.00 "
VASCULOGENIC IMPOT PLETHYSMOG,"$1,007.00 "
VDRL-CSF,$90.00 
VENIPUNCT P0600,$41.00 
VENOGRAM/BILATERAL,"$2,245.00 "
VENOGRAM/UNI,"$1,816.00 "
VENOUS MECH THROMBECT,"$6,612.00 "
VENT INITIAL HFV/JET,"$1,714.00 "
VENT SUBSEQUENT DAYS,"$1,408.00 "
VIDEO SWALLOW,$673.00 
VIRAL CAPSID AG IGG AB (EBVA),$190.00 
VIRAL CAPSID AG IGM AB (EBVA),$190.00 
VIRUS ISOL SHELL VIAL IF ID,$133.00 
VISAPAQUE 320 MGL 50 ML INJ,$116.00 
VISCERAL SEL/SUPRA W/WO FLUSH,"$5,449.00 "
VISCOSITY,$101.00 
VITAMIN B12                WMC,$129.00 
VITAMIN D 125 DIHYDROXY,$292.00 
VITAMIN D DYDROXY WMC,$237.00 
VITAMIN K,$226.00 
VMA,$167.00 
VOLUME MONITOR ANES-WMC,$112.00 
VWF PROTEASE ACTIVITY,$361.00 
WBC BLOOD                  WMC,$53.00 
WEST NILE VIRUS IGG,$108.00 
WEST NILE VIRUS IGM,$108.00 
WET MOUNT                  WMC,$63.00 
WET MOUNT FOR SPERM,$71.00 
WMC1,"$1,679.00 "
WMC1 OBSERVATION - U,$183.00 
WMC1-SWING BED,"$1,053.00 "
WMC2-PVT,"$1,439.00 "
WMC2-SWING BEDS,"$1,000.00 "
WOUND CARE INIT LEVEL 1,$153.00 
WOUND CARE INIT LEVEL 2,$184.00 
WOUND CARE INIT LEVEL 3,$224.00 
WOUND CARE INIT LEVEL 4,$306.00 
WOUND CARE SUBSEQ LEVEL 1,$147.00 
WOUND CARE SUBSEQ LEVEL 2,$184.00 
WOUND CARE SUBSEQ LEVEL 3,$194.00 
WOUND CARE SUBSEQ LEVEL 4,$255.00 
WRIST=RT/2 VIEW MINIMUM,$346.00 
WRIST-LT/1 VIEW,$347.00 
WRIST-LT/2 VIEW MINIMUM,$346.00 
WRIST-LT/3 VIEW MINIMUN,$451.00 
WRIST-RT/1 VIEW,$347.00 
WRIST-RT/3 VIEW MINIMUM,$451.00 
XE-133/10 MCI DRUG,$520.00 
XR CHEST 1 VIEW DHEC,$246.00 
XR CHEST 1 VIEW EXPIRE,$378.00 
XR CHEST 1 VIEW INSPIRE,$316.00 
XR CHEST 1 VIEW PORT BEDSIDE,$246.00 
XR CHEST 2 VIEWS,$307.00 
XR CHEST 2 VIEWS DHEC,$307.00 
XR CHEST 2 VIEWS W/LORDOTIC,$341.00 
XR CHEST DECUBITUS LT,$389.00 
XR CHEST DECUBITUS RT,$378.00 
XR CHEST INSPIRE AND EXPIRE,$490.00 
YEAST ISOLATE ID,$123.00 
ZINC WMC,$183.00 
ZONEGRAN,$151.00 
ZYGOMATIC ARCHES/3 VIEW MIN,$541.00 
