Supply Name,Calculated Charge
SCREW BONE L20 MM OD7 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$625.86
SCREW BONE L25 MM OD7 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$625.86
SCREW BONE L20 MM OD8 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$625.86
SCREW BONE L25 MM OD8 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$497.67
SCREW BONE L20 MM OD9 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$527.96
SCREW BONE L25 MM OD9 MM CANNULATED HEX DRIVE ACL PCL SOFTSILK 1.5 TITANIUM  STERILE,$625.86
SUBSTITUTE BONE GRAFT L25 MM X W25 MM BIOCOMPATIBLE BIO-GIDE STERILE DISPOSABLE,$800.95
GUIDEWIRE VASC .038INX150CM ANGL TP NITNL POLYURTHN HYDROPHIL COATD TAPR ZIPWIRE M00146165B1,$134.58
DISSECTOR SHAVER L13CM OD4MM COOLCUT STERILE DISPOSABLE,$244.85
BURR SHAVER L13CM OD4MM OVAL 8 FLUTE COOLCUT STERILE DISPOSABLE,$244.85
CATHETER BALLOON DILATATION L75 CM OD18 FR UROMAX ULTRA,"$1,928.92"
BRACE ORTHOPEDIC L13.25-15.75IN MEDIUM REGULAR SOFTEDGE STRAPPING BREATHABLE MESH QUICK RELEASE BUCKLE LOW PROFILE SHOULDER SMARTSLING,$294.28
SUTURE ABSORBABLE L36CM L48MM 2 VIOLET MONOFILAMENT DOUBLE ARM 1/2 CIRCLE TAPER POINT BARBED KNOTLESS POLYDIOXANONE STERILE QUILL,$83.26
MESH SURGICAL L50XW40MM BIOCOMPATIBLE RESORBABLE COLLAGEN STERILE F/ GUIDED TISSUE BONE REGENERATION BIO-GIDE,"$1,971.25"
SUTURE NONABSORBABLE L38 IN 2 HC-5 BRAIDED TAPERED NEEDLE MAXBRAID POLYETHYLENE BLUE,$75.02
MESH SURGICAL ULTRAPRO SHEET 3X6IN POLYPROPYLENE XXXXXXXXXXX UMR3,$424.93
SCREW INTERFERENCE L28MM OD9MM ROUND DELTA TAPERED STEPPED TAPERED DESIGN BIOCOMPOSITE 30% BCP 70% PLDLA,$975.25
SCREW INTERFERENCE L28MM OD10MM ROUND DELTA TAPERED STEPPED TAPERED DESIGN BIOCOMPOSITE 30% BCP 70% PLDLA,$975.25
SCREW INTERFERENCE L35MM OD11MM CANNULATED DELTA TAPERED STEPPED TAPERED DESIGN BIOCOMPOSITE 30% BCP 70% PLDLA,$975.25
SCREW INTERFERENCE L23MM OD7MM DISPOSABLE SHEATH BIOCOMPOSITE FEMORAL 70% PLDLA 30% BCP,$975.25
SUTURE ABSORBABLE L36IN L36MM 2-0 CT-1 UNDYED MONOFILAMENT 1/2 CIRCLE TAPER POINT NEEDLE TRICLOSAN POLIGLECAPRONE 25 MONOCRYL PLUS,$11.07
SUTURE ABSORBABLE L18IN L19MM 3-0 PS-2 UNDYED SILVER MONOFILAMENT NONCOATED SINGLE ARM 3/8 CIRCLE PRECISION COSMETIC PRIME REVERSE CUTTING UNIDIRECTIONAL ANTIBACTERIAL NON LOOPED NON PLEDGETED NONBARBED TRICLOSAN POLIGLECAPRONE 25 MONOCRYL PLUS,$23.91
SUTURE ABSORBABLE L18IN L19MM 4-0 PS-2 UNDYED SILVER MONOFILAMENT COATED SINGLE ARM 3/8 CIRCLE PRECISION COSMETIC PRIME REVERSE CUTTING UNIDIRECTIONAL ANTIBACTERIAL NON LOOPED NON PLEDGETED NONBARBED TRICLOSAN POLIGLECAPRONE 25 MONOCRYL PLUS,$25.28
SUTURE ABSORBABLE L54IN L65MM 2 TP-1 UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN STERILE VICRYL PLUS,$15.54
SUTURE ABSORBABLE L36IN L48MM 1 CTX UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN STERILE VICRYL PLUS,$8.68
SUTURE ABSORBABLE L36IN L36MM 1 CT-1 UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN STERILE VICRYL PLUS,$8.58
RELOAD STAPLE H2.5 MM H1 MM 45 MM LINEAR CUTTING ENDOPATH WHITE,"$1,317.38"
SHIELD EYE GARTER ASSORTED COLOR NONSTERILE,$3.65
SUTURE ABSORBABLE L27 IN L36 MM 0 CT-1 BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE VICRYL PLUS POLYGLACTIN 910 UNDYED,$8.23
SUTURE ABSORBABLE L27IN L36MM 2-0 CT-1 UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN STERILE VICRYL PLUS,$8.19
SUTURE ABSORBABLE L18 IN L16 MM 5-0 PC-3 BRAIDED COATED ANTIBACTERIAL 3/8 CIRCLE MULTIPASS PRECISION COSMETIC CONVENTIONAL CUTTING PRIME NEEDLE VICRYL PLUS POLYGLACTIN 910 UNDYED,$20.79
SUTURE ABSORBABLE L27 IN L26 MM 2-0 CT-2 BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE VICRYL PLUS POLYGLACTIN 910 UNDYED,$8.31
TROCAR LAPAROSCOPIC 12X100MM BLADELESS Z THREAD SLEEVE BLUNT TIP SNGL USE STERILE UNIVERSAL SEAL XCEL H12LP,$319.80
WRAP COOLING W/ 2 ICE INSERT KNEE DURASOFT GEL WATER,$150.17
BLADE SAW 12.5 MM CUT EDGE THK1.27 MM D81.5 MM SAGITTAL NARROW THICK W/O OFFSET,$456.50
STENT URETERAL L24CM OD5FR DOUBLE PIGTAIL FLEXIBLE TAPERED TIP THREADED RADIOPAQUE SIDE PORT W/O WIRE HYDROPLUS POLARIS ULTRA,"$1,014.05"
CATHETER BALLOON DILATATION L75 CM OD15 FR URETERAL UROMAX ULTRA,"$1,928.92"
TUBE TYMPANOPLASTY L6XW6MM ID1.14MM SHORT T VENTILATION FLANGE INNER EAR SILICONE STERILE F/ MYRINGOTOMY GOODE,$61.74
TROCAR LAPAROSCOPIC 100X12MM ABDOMINAL BLADELESS Z THREAD SLEEVE OPTICAL TIP SNGL USE STERILE UNIVERSAL SEAL XCEL ENDOPATH B12LT,$538.45
DRAPE SURGICAL L109 IN X W110 IN LAVH FENESTRATED ABSORBENT REINFORCEMENT IMPERVIOUS FLUID CONTROL POUCH ARMBOARD COVER CONVERTORS TIBURON STERILE DISPOSABLE,$64.36
PASSER SUTURE ODSEC5 10/12 MM WOUND CLOSURE 2 GUIDE THE CARTER-THOMASON CLOSESURE SYSTEM PILOT STERILE DISPOSABLE,$414.17
SUTURE NONABSORBABLE L18 IN L11 MM 6-0 G-1 MONOFILAMENT 3/ 8 CIRCLE MICROPOINT REVERSE CUTTING NEEDLE DOUBLE ARM CHROMIC GUT,$72.53
SUTURE ABSORBABLE L18IN L13MM 4-0 P-3 UNDYED MONOFILAMENT? 3/8 CIRCLE CUTTING EDGE PRIME REVERSE POINT NEEDLE POLIGLECAPRONE 25 MONOCRYL,$25.56
SUTURE ABSORBABLE L18IN L13MM 6-0 P-3 UNDYED MONOFILAMENT? 3/8 CIRCLE CUTTING EDGE PRIME REVERSE NEEDLE POLIGLECAPRONE 25 MONOCRYL,$25.56
STICK ARTHROSCOPIC 4MM SHOULDER SWITCHING SNGL USE STERILE SWIVEL X LONG AR3026,$539.50
SET CHOLANGIOGRAPHY L50 CM L52 CM OD5 FR PEEL OPEN MIXTER STERILE DISPOSABLE,$225.00
SCREW BONE CORTICAL 3.5X28MM STAINLESS STEEL FULL THREAD NSTRL FOR SMALL FRAGMENT SET LC DCP 204028,$85.59
SCREW BONE CORTICAL 3.5X32MM STAINLESS STEEL FULL THREAD NSTRL FOR SMALL FRAGMENT SET LC DCP 204032,$85.59
SCREW BONE CANCELLOUS 12.7X75MM LAG STAINLESS STEEL 12.7MM THREAD STRL CONDYLAR HIP DHS DCS 280750S,"$1,781.97"
SUTURE ABSORBABLE L27 IN L26 MM 0 SH BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE VICRYL PLUS POLYGLACTIN 910 UNDYED,$8.37
SUTURE ABSORBABLE L27IN L19MM 3-0 PS-2 UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 3/8 CIRCLE REVERSE CUTTING NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN VICRYL PLUS,$17.85
CATHETER HEMODIALYSIS L24 CM OD14 FR STRAIGHT 2 LUMEN HIGH FLOW CUFFED LONG TERM MRI COMPATIBLE SPLIT CATH III,"$1,514.75"
SPLINT ORTHOPEDIC L30 IN X W5 IN 1 STEP PRECUT FOAM PADDING SCOTCHCAST FIBERGLASS POLYURETHANE,$66.56
ANCHOR SUTURE OD2.9MM MICROMAX FLEX,"$1,535.50"
CATHETER HEMODIALYSIS L28CM OD14FR ALCOHOL IODINE COMPATIBLE BIOCOMPATIBILITY KINK RESISTANT STYLET SPLIT CATH,$302.95
PASSER SUTURE CRESCENT OD1.8MM NITINOL WIRE LOOP SUTURELASSO SD STERILE DISPOSABLE,$581.00
PIN BONE FIXATION INTRAMEDULLARY 4.8X241MM STAINLESS STEEL ROD C2 NON STERILE 00080200104,$452.31
PAD GROUNDING RADIOFREQUENCY GENERATOR F/PAIN MANAGEMENT SYSTEM,$33.75
PROBE LASER OD20GA ANGLED WHITE LIGHT ILLUMINATING DUAL FUNCTION BIMANUAL OPERATION OPTIMAL BRIGHTNESS RETINAL F/ OPTHALMOLOGY BRITELIGHT,$157.50
PROBE LASER OD20 GA STANDARD STRAIGHT L1 IN TAPERED TIP RETINAL ENDOPROBE DISPOSABLE,$126.25
POUCH DRAINAGE OD4IN POST OPERATIVE CUT TO FIT STERILE INVISICLOSE NATURA (1638416930),$11.86
KIT ENT BILLEAU WAX CURETTE NEEDLE KNIFE SICKLE BLADE CONTOURED HANDLE VENTILATION TUBE INSERTER 3 SPECULA SET-OP ADULT DISPOSABLE F/MYRINGOTOMY,$124.56
SUTURE ABSORBABLE L135 CM L65 MM 2 TP-1 BRAIDED COATED 1/2 CIRCLE TAPER POINT NEEDLE VICRYL POLYGLACTIN 910 UNDYED,$13.90
GUIDEWIRE ENDOSCOPIC 0.035INX150X3CM BILIARY STRAIGHT FLEXIBLE TIP FIXED SHAFT NITINOL HYDROPHILIC COATED ZEBRA M0066701121,$401.11
DISSECTOR SURGICAL L16MM OD7.9MM XRAY DETECTABLE KITTNER SECTO STERILE,$1.00
SOLUTION IRRIGATION 500 ML STANDARD BSS STERILE,$134.73
SUTURE ABSORBABLE L45 CM L19 MM 5-0 PS-2 MONOFILAMENT 3/8 CIRCLE PRECISION POINT REVERSE CUTTING MULTIPASS NEEDLE MONOCRYL PLUS POLIGLECAPRONE 25 UNDYED,$25.11
PACK VITRECTOMY OD23GA TOTAL PLUS,"$2,315.70"
SUTURE NONABSORBABLE L75 CM L48 MM 1 CTX MONOFILAMENT 1/2 CIRCLE TAPER POINT NEEDLE PROLENE POLYPROPYLENE BLUE,$10.35
SUTURE NONABSORBABLE L30IN L26MM 4-0 SH BLUE MONOFILAMENT 1/2 CIRCLE TAPER POINT NEEDLE POLYPROPYLENE PROLENE,$12.64
CATHETER INTRAVENOUS L76 MM OD2.8 MM ANGIOCATH FEP POLYMER LIGHT BLUE,$56.41
OBTURATOR ARTHROSCOPIC 2.8MM SHOULDER BLADELESS BLUNT TIP REUSE WITH SPEAR AND TROCAR FASTAK AR1949,"$1,535.50"
BASKET SPECIMEN RETRIEVAL L120CM OD20MM ODSEC3FR HEMISPHERE 4 WIRE TIPLESS NITINOL STERILE DISPOSABLE GEMINI ZERO TIP,"$1,316.01"
FORCEPS SURGICAL OD20 GA INTERNAL LIMITANT MEMBRANE GRIESHABER REVOLUTION STERILE DISPOSABLE,$110.25
BLADE SHAVER OD5.5 MM STRAIGHT LILAC LATCH INCISOR PLUS ELITE STERILE DISPOSABLE,$353.04
BLADE SHAVER OD4.5 MM STRAIGHT FULL RADIUS MAROON LATCH DYONICS ELITE STERILE DISPOSABLE,$259.20
BURR SURGICAL OD4.5MM 8000RPM STRAIGHT SHIELDED WHITE LATCH DYONICS STERILE,$321.71
BLADE SHAVER OD4.5MM STRAIGHT REPROCESSED INCISOR PLUS ELITE,$353.04
BURR SURGICAL OD5.5MM 10000RPM STRAIGHT ACROMIOBLASTER BRICK RED LATCH ELITE STERILE,$349.97
BLADE SHAVER OD4 MM 10000 RPM STRAIGHT TAPERED AGGRESSIVE SAGE GREEN LATCH ELITE ACROMIOBLASTER STERILE DISPOSABLE F/ARTHROSCOPY,$349.97
TIP PHACOEMULSIFICATION OD.9MM 30 DEG PURPLE ROUND LEGACY 20000 MICROTIP,$45.00
SUTURE ABSORBABLE L27IN L24MM 2-0 FS-1 UNDYED SILVER BRAIDED COATED ANTIBACTERIAL 3/8 CIRCLE REVERSE CUTTING NEEDLE UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED POLYGLACTIN 910 TRICLOSAN VICRYL PLUS,$10.95
KIT INSTRUMENT HANDLE MENISCAL STERILE DISPOSABLE SHARP SHOOTER,$136.80
FORCEPS OPHTHALMIC OD20GA END GRASPING STERILE DISPOSABLE GRIESHABER REVOLUTION,$107.25
ANCHOR SUTURE OD3.5 MM W/ ORTHOCORD PANALOCK,"$1,510.60"
SUTURE NONABSORBABLE L30 IN L40 MM 2-0 PSLX MONOFILAMENT 3/8 CIRCLE PRECISION POINT REVERSE CUTTING NEEDLE ETHILON NYLON BLACK,$16.96
WAND ARTHROSCOPIC OD3.5 MM 90 DEG ANGLED NONSUCTION,$923.29
BLADE SHAVER OD5.5MM ORANGE STRAIGHT SHAFT FULL RADIUS DYONICS SYNOVATOR,$536.64
BURR SURGICAL ROUND 4.85MMX12.5CM DIAMOND MICRO CLEARCUT AR8485CSS,$273.90
ANCHOR SUTURE L12MM OD2.4MM 2 FIBERWIRE BIO-SUTURETAK,$228.25
SUTURE ABSORBABLE L36IN L48MM 1 CTX VIOLET SILVER MONOFILAMENT NONCOATED SINGLE ARM 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL ANTIBACTERIAL NON LOOPED NON PLEDGETED NONBARBED TRICLOSAN POLYDIOXANONE PDS PLUS,$14.18
ELECTRODE NEEDLE L5.1 CM MICRO MEGAFINE PTFE STERILE DISPOSABLE,$51.08
SEAL ENDOSCOPIC CAP ASSEMBLY HAND ASSIST DEVICE F/ MINIMALLY INVASIVE ACCESS SYSTEM ENDOPATH DEXTRUS,$744.23
SUTURE ABSORBABLE L27IN L26MM 2-0 SH UNDYED SILVER MONOFILAMENT COATED SINGLE ARM 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL ANTIBACTERIAL NON LOOPED NON PLEDGETED NONBARBED TRICLOSAN POLIGLECAPRONE 25 MONOCRYL PLUS,$9.90
SUTURE ABSORBABLE L27IN L36MM 0 CT-1 VIOLET SILVER MONOFILAMENT SINGLE ARM 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL ANTIBACTERIAL NONLOOPED NONPLEDGETED NONBARBED TRICLOSAN POLYDIOXANONE PDS PLUS,$11.88
SUTURE ABSORBABLE L18 IN L19 MM 3-0 PS-2 MONOFILAMENT 3/8 CIRCLE PRECISION POINT REVERSE CUTTING MULTIPASS NEEDLE ANTIBACTERIAL PDS PLUS POLYDIOXANONE CLEAR,$24.47
KIT POSITIONING STABILIZATION LIMB POSITIONER SLEEVE DRAPE SHOULDER TENET T-MAX STERILE DISPOSABLE,$338.23
TROCAR LAPAROSCOPIC 11X150MM ABDOMINAL THORACIC BLADED THREAD DILATING SHARP TIP SNGL USE STERILE STABILITY SLEEVE ENDOPATH XCEL D11LT,$490.18
APPLICATOR TISSUE GLUE 2 ML FIBRIN SEALANT DUPLOJECT SYSTEM TISSEEL,$517.01
SUTURE ABSORBABLE L27 IN L26 MM 0 CT-2 BRAIDED COATED ANTIBACTERIAL 1/2 CIRCLE TAPER POINT NEEDLE VICRYL PLUS POLYGLACTIN 910 UNDYED,$8.13
SUTURE NONABSORBABLE L60 CM L9.3 MM 6-0 BV-1 MONOFILAMENT 3/8 CIRCLE DOUBLE ARM TAPER POINT NEEDLE PROLENE POLYPROPYLENE BLUE,$57.61
PIN BONE FIXATION INTRAMEDULLARY 3.2X165MM STAINLESS STEEL ROD F3 NON STERILE 00080300107,$367.23
SUTURE NONABSORBABLE L30IN L26MM 0 SH GREEN SILVER BRAIDED 1/2 CIRCLE TAPER POINT NEEDLE UNIDIRECTIONAL NONANTIBACTERIAL NONLOOPED NONPLEDGETED NONBARBED POLYESTER ETHIBOND EXCEL,$9.86
SUTURE ABSORBABLE L27IN L24MM 3-0 PS-1 UNDYED MONOFILAMENT 3/8 CIRCLE CUTTING EDGE PRIME REVERSE NEEDLE TRICLOSAN POLIGLECAPRONE 25 MONOCRYL PLUS,$24.32
BLADE SHAVER OD4.5 MM STRAIGHT FULL RADIUS BONE CUTTER AGGRESSIVE YELLOW LATCH DYONICS SULILLIUM STERILE DISPOSABLE,$456.13
IMMOBILIZER ORTHOPEDIC L37-41 CM LARGE REVERSIBLE TRAINING BALL WICKING KOOL SLING THUMB/PADDED SHOULDER STRAP SLINGSHOT NEUTRAL,$225.00
PIN BONE FIXATION INTRAMEDULLARY 4.8X298MM STAINLESS STEEL ROD F2 NON STERILE 00080200107,$784.35
CATHETER URETERAL L70 CM OD6 FR AXXCESS,$85.52
RELOAD STAPLE 2.5 MM LINER CUTTER ENDOPATH ETS WHITE DISPOSABLE F/35 MM THIN VASCULAR TISSUE,$27.69
BIT DRILL SURGICAL 67X2MM STAINLESS STEEL STERILE WIRE PASS CORE TPS 1608002061,$280.04
CUTTER ENDOSCOPIC L45 MM FLEX COMPACT LINEAR F/12 MM TROCAR,"$2,163.64"
STAPLER SKIN L340 MM ARTICULATING LINEAR CUTTER W/O RELOAD ENDOPATH ETS 8 FIRING,"$1,265.13"
SUTURE NONABSORBABLE L75 CM L26 MM 0 MO-6 MONOFILAMENT 1/2 CIRCLE TAPER POINT NEEDLE PROLENE POLYPROPYLENE BLUE,$14.17
PACK SURGICAL PROCEDURE HAND (CDS985350B),$180.76
PACK SURGICAL PROCEDURE KNEE ARTHROSCOPY,$523.44
IRRIGATOR SUCTION TUBING DISPOSABLE TIP,$329.14
MESH SURGICAL ULTRAPRO PLUG 5CM POLYPROPYLENE XXXXXXXXXX UPPL2,$997.95
DEVICE ENDOMETRIAL ABLATION NOVASURE DISPOSABLE,"$4,606.88"
BURR ARTHROSCOPY OD5MM BARREL 6 FLUTE HOLLOW COLOR CODED HUB FORMULA AGGRESSIVE BLUE DISPOSABLE F/RAPID DECOMPRESSION NOTCHPLASTY,"$1,227.11"
WIRE BONE FIXATION .045X4IN STAINLESS STEEL TROCAR POINT NON STERILE 13463,$20.34
WIRE BONE FIXATION .062X4IN STAINLESS STEEL TROCAR POINT NON STERILE 13465,$52.79
ANCHOR SUTURE OD2.3 MM 2 NONABSORBABLE PRELOADED W/ ULTRABRAID COBRAID BLUE TWINFIX STYLE HANDLE INSERTER W/ DEPTH STOP BIORAPTOR PK PEEK STERILE,"$1,164.66"
SUTURE ABSORBABLE L45 CM L19 MM 4-0 PS-2 MONOFILAMENT 3/8 CIRCLE PRECISION POINT REVERSE CUTTING MULTIPASS NEEDLE PDS PLUS POLYDIOXANONE UNDYED,$23.68
SUTURE ABSORBABLE L70 CM L17 MM 4-0 RB-1 MONOFILAMENT 1/2 CIRCLE TAPER POINT NEEDLE PDS PLUS POLYDIOXANONE VIOLET,$12.56
WIRE FIXATION L9 IN OD.045 IN TROCAR POINT THREADED KIRSCHNER,$47.61
WIRE FIXATION L229MM OD1.37MM SINGLE ENDED THREADED SHARP TIP TROCAR POINT STAINLESS STEEL,$175.50
WIRE BONE FIXATION 229X.062MM TIVANIUM TROCAR POINT STERILE 5500962,$175.50
SCREW BONE CORTICAL 3.5X30MM STAINLESS STEEL FULL THREAD NSTRL FOR SMALL FRAGMENT SET LC DCP 204030,$85.59
DEVICE SEALING L25 CM OD5 MM ROUND TIP SHAFT ENSEAL,"$1,326.63"
SEALANT HEMOSTATIC 4ML CLOG RESISTANT TIP HUMAN FIBRIN EVICEL,$819.79
NEEDLE SUTURE FLEXIBLE EXPRESSEW II F/E II/E III,"$1,012.60"
BLADE SAW 5.5 MM CUT EDGE THK.51 MM MICRO LONG D25 MM OSCILLATING SAGITTAL NARROW TPS,$230.12
SLEEVE CABLE BONE FIXATION 1.8MM COBALT CHROMIUM HIP NON STERILE 173918000,$652.80
SLEEVE CABLE BONE FIXATION 1.8MMX24IN COBALT CHROMIUM HIP NON STERILE 173928000,"$1,850.49"
PLATE BONE COMPRESSION CONDYLAR HIP 110MM STAINLESS STEEL 6 HOLE LOCKING STERILE STANDARD DHS DCP 281160S,"$2,517.84"
BURR SHAVER OD5MM COOLCUT EXCALIBUR STERILE DISPOSABLE,$244.85
BURR SURGICAL OVAL SHAPED FLUTED 5MMX13CM CARBIDE COOLCUT COOLCUT AR8500OBE,$244.85
BLADE SHAVER L17 MM OD4.5 MM CONCAVE PRECURVED SLATE LATCH INCISOR PLUS ELITE STERILE DISPOSABLE,$71.38
BRACE ORTHOPEDIC L16-17.5IN LARGE SOFTEDGE STRAPPING BREATHABLE MESH QUICK RELEASE BUCKLE LOW PROFILE SHOULDER SMARTSLING,$208.13
BRACE ORTHOPEDIC 27IN THIGH REGULAR FULL FOAM DELUXE PREMIUM ONE TOUCH HINGE ROM LOCK QUICK RELEASE BUCKLE GASTROC STRAP KNEE INNOVATOR DLX F/POSTOPERATIVE BRACING,$273.90
BLADE SAW 9 MM CUT EDGE THK.51 MM MICRO LONG MEDIUM D31 MM OSCILLATING TPS STERILE,$167.63
SUTURE ABSORBABLE L54IN 1 STANDARD SHORT BROWN MONOFILAMENT W/O NEEDLE NONANTIBACTERIAL UNIDIRECTIONAL NONLOOPED NONPLEDGETED NONBARBED CHROMIC GUT,$14.31
TROCAR LAPAROSCOPIC 100X11MM BLADELESS SNGL USE STERILE RADIALLY EXPANDABLE VERSASTEP VS101011P,$225.00
APPLIER CLIP L11IN OD5MM SUPER INTERLOCK DISPOSABLE ENDO CLIP,$608.00
GUIDEWIRE BONE NAIL 4X.035IN TITANIUM PARTIAL THREADED NON STERILE 3160114,$135.00
WIRE BONE FIXATION .035X6IN STAINLESS STEEL BOTH END TROCAR POINT NON STERILE ALPS 164206035,$75.75
GUIDEWIRE BONE NAIL 6X.045IN TITANIUM PARTIAL THREADED NON STERILE 3160006,$135.00
BIT DRILL SURGICAL 1.1MM TITANIUM QUICK CONNECT NON STERILE ANATOMIC LOCK PLATE SYSTEM ALPS 231220202,$282.20
SCREW BONE CORTICAL 1.5X8MM COBALT CHROMIUM NON LOCKING NON STERILE ALPS 131220508,$298.80
SCREW BONE CORTICAL 1.5X10MM COBALT CHROMIUM LOCKING NON STERILE ALPS 131220410,$298.80
SCREW BONE CORTICAL 1.5X12MM COBALT CHROMIUM NON LOCKING NON STERILE ALPS 131220512,$298.80
SCREW BONE CORTICAL 1.5X14MM COBALT CHROMIUM LOCKING NON STERILE ALPS 131220414,$298.80
SCREW BONE CORTICAL 1.5X15MM COBALT CHROMIUM LOCKING NON STERILE ALPS 131220415,$298.80
SCREW BONE CORTICAL 1.5X16MM COBALT CHROMIUM LOCKING NON STERILE ALPS 131220416,$298.80
SCREW BONE CORTICAL 1.5X16MM COBALT CHROMIUM NON LOCKING NON STERILE ALPS 131220516,$298.80
TIP DRIVER L1.5MM HEX F/ LOCKING RADIAL HEAD PLATE,$954.50
WIRE BONE FIXATION 1.6MM STAINLESS STEEL TROCAR TIP DVR KW062SS,$148.50
PLATE BONE HAND 1.5MM LOCKING CONTOURED TIMAX 131220152,"$1,774.13"
SLEEVE BONE PROTECTION SURGICAL INSTRUMENT BONE DRILL 1.6MM TITANIUM NON STERILE LCP 323055,$943.79
SLV BN PROTCTN BONE DRILL 1.6X55MM WIRE CENTERING NSTRL LCP 323023,$884.82
WIRE EXTERNAL FIXATION L400MM OD1.8MM BAYONET POINT STOPPER OLIVE STAINLESS STEEL NONSTERILE ILIZAROV,"$1,102.74"
WIRE EXTERNAL FIXATION L400MM OD1.8MM BAYONET POINT CORTICAL TITANIUM STERILE ILIZAROV,$534.35
WIRE EXTERNAL FIXATION L400MM OD1.8MM SMOOTH SINGLE BAYONET POINT STOPPER OLIVE CORTICAL TITANIUM STERILE ILIZAROV,"$1,853.39"
BLADE SAW L1/2 IN 6 THK1.9 MM SIGMA STABLECUT,$722.10
BLADE SAW L1 IN 6 THK1.9 MM SIGMA STABLECUT,$738.70
IMPLANT HIP FEMORAL STEM 10X13.5MM SOLUTION SYSTEM 157211136,"$25,615.91"
WIRE FIXATION L100MM OD1.1MM FOOT STERILE DISPOSABLE KIRSCHNER,$90.00
GRAFT BONE FILLER DEMINERALIZED BONE MATRIX 10CC PUTTY GRAFTON P43110,"$3,237.00"
BLADE SAW L50XW10MM THCK.6MM OSCILLATING AGGRESSIVE STAINLESS STEEL STERILE DISPOSABLE F/ TRAUMATOLOGY RECON,$225.68
BLADE BONE INTRAMEDULLARY 11X110MM TITANIUM CANNULATED 456307S,"$2,913.73"
BLADE BONE INTRAMEDULLARY 11X85MM TITANIUM CANNULATED 456302S,"$2,913.73"
PLATE BONE DISTAL FEMORAL 287.6MM TITANIUM 12 HOLE LOCKING STERILE LEFT POLYAXIAL POLYAX 814131112,"$9,059.70"
PLATE BONE TIBIAL 12.5MM TITANIUM NON STERILE OPEN WEDGE AR13200T125,"$2,847.00"
SCREW BONE 12.7X85MM LAG STAINLESS STEEL PARTIAL THREAD STRL CONDYLAR HIP DHS DCS 280850S,"$1,781.97"
PLATE BONE COMPRESSION CONDYLAR HIP 46MM STAINLESS STEEL 2 HOLE LOCKING STERILE STANDARD DHS DCP 281021S,"$2,517.84"
PLATE BONE 15MM STERILE RIGHT CONTOURLOCK AR13715150,"$4,485.00"
BLADE SAW L95.5XW19MM THCK1.4MM OSCILLATING AGGRESSIVE STAINLESS STEEL STERILE DISPOSABLE F/ TRAUMATOLOGY RECON,$290.58
BLADE SAW L95.5XW19MM THCK1.25MM OSCILLATING AGGRESSIVE STAINLESS STEEL STERILE DISPOSABLE F/ TRAUMATOLOGY RECON,$290.58
SCREW BONE CORTICAL 2X7MM NON CANNULATED TITANIUM FULL THREAD NSTRL FOR MODULAR HAND SYSTEM 40180796,$189.77
SCREW BONE CORTICAL 2X9MM NON CANNULATED TITANIUM FULL THREAD NSTRL FOR MODULAR HAND SYSTEM 40180996,$189.77
BIT DRILL SURGICAL 2MM STAINLESS STEEL STERILE SILVER FDB20,$522.90
GUIDEPIN BONE SHOULDER 2MM STAINLESS STEEL THREADED NON STERILE SNPG20,$209.25
GUIDEWIRE BONE KNEE 2X25/30MM NITINOL BLUNT TIP NON STERILE AR1254,$94.50
