CDM,BILLING DESCRIPTION  ,CPT   , LOURDES WCH PRICE 
797055,EXCH TRANSF BLOOD OTHER,36455," $1,707.00 "
906116,BLOOD TRANSFUSION,36430," $1,226.53 "
725050,BREAST TOMO UNI,77061, $65.98 
725052,BREAST TOMO BI,77062, $65.98 
725055,TOMOSYNTHESIS MAMMO DX,00000, $65.00 
725402,MAMMO DIAG CAD BI,77066, $509.43 
725403,MAMMO DIAG CAD UNI,77065, $337.46 
725404,MAMMO DIAG CAD UNI LT,77065, $337.46 
725405,MAMMO DIAG CAD UNI RT,77065, $337.46 
725030,US BRST UNI W AX COMP,76641, $361.25 
725031,US BRST BI W AX COMP,76641, $722.50 
725032,US BRST UNI LT W AX COMP,76641, $361.25 
725033,US BRST UNI RT W AX COMP,76641, $361.25 
725034,US BRST UNI W AX LTD,76642, $361.25 
725035,US BRST BI W AX LTD,76642, $722.50 
725036,US BRST UNI LT W AX LTD,76642, $361.25 
725037,US BRST UNI RT W AX LTD,76642, $361.25 
725041,US EXTREM NON VASC LTD,76882, $551.62 
725044,US CHST W/MEDIASTINUM,76604, $535.39 
725375,US HEAD AND NECK,76536, $549.45 
725377,US ABDOMEN LTD,76705, $605.70 
725380,US TRANSVAGINAL,76830, $721.43 
725382,US PELVIC COMPLETE,76856, $672.76 
729000,US EXTREM NON VASC COMP,76881, $311.50 
729001,US EXTREM NON VASC LTD,76882, $551.62 
729010,US BRST UNI W AX COMP,76641, $361.25 
729011,US BRST BI W AX COMP,76641, $722.50 
729012,US BRST UNI LT W AX COMP,76641, $361.25 
729013,US BRST UNI RT W AX COMP,76641, $361.25 
729014,US BRST UNI W AX LTD,76642, $361.25 
729015,US BRST BI W AX LTD,76642, $722.50 
729016,US BRST UNI LT W AX LTD,76642, $361.25 
729017,US BRST UNI RT W AX LTD,76642, $361.25 
729018,DOP VELOCMTY UMBILCL ART,76820, $575.00 
729102,US PRG AFT 1ST TRI AD,76810," $1,104.00 "
729104,USG AMNIOCENTESIS,76946, $904.00 
729106,US FETAL CARDIOVASC F/U,76826, $575.00 
729107,US FET BIO PH PR W/O NST,76819, $885.00 
729108,USG ASPIR OVA,76948," $3,417.00 "
729109,US SIS,76831, $495.00 
729110,US INFANT HIP DYNAM,76885, $690.00 
729112,US PRG 1ST TRI EA ADD,76802, $575.00 
729113,US TRANSVAGINAL,76830, $721.43 
729114,US TRANSVAGINAL,76830, $721.43 
729116,US FETAL BIOPHYS PROF,76818," $1,443.00 "
729117,US FETAL CARDIOVASC,76825, $759.00 
729118,US PREGNANCY FLW UP,76816," $1,003.00 "
729119,US SPINAL CANAL,76800, $484.00 
729120,USG INTRA FETAL,76941, $904.00 
729125,US PREG UT TRANSVAGINAL,76817," $1,004.00 "
729330,US ENCEPHALOGRAM,76506, $604.61 
729331,US RETROPERITONEAL COM,76770, $685.73 
729332,US RETRO LTD,76775, $546.21 
765355,US HEAD AND NECK,76536, $549.45 
766019,US INTRAOPERATIVE,76998, $756.08 
766040,US CHST W/MEDIASTINUM,76604, $535.39 
767005,US ABDOMEN COMPLETE,76700, $973.44 
767051,US ABDOMEN LTD,76705, $605.70 
767055,USG NDL PLACEMENT,76942, $838.24 
768052,US PELVIC COMPLETE,76856, $672.76 
768109,US PREG AFTER 1ST TRI,76805, $685.73 
768154,US PREGNANCY LTD,76815, $342.87 
768702,US SCROTUM AND CNTS,76870, $449.95 
769948,US GUIDANCE VASC ACCESS,00000, $708.00 
769961,US PELVIC LTD OR FU,76857, $469.41 
769963,US PREG 1ST TRIMTR,76801, $342.87 
787810,US OPTHALMIC CORNL PACHY,76514, $30.00 
794646,US EXTREM NON VASC COMP,76881, $311.50 
794647,US EXTREM NON VASC LTD,76882, $551.62 
794654,US BRST UNI W AX COMP,76641, $361.25 
794655,US BRST BI W AX COMP,76641, $722.50 
794656,US BRST UNI LT W AX COMP,76641, $361.25 
794657,US BRST UNI RT W AX COMP,76641, $361.25 
794658,US BRST UNI W AX LTD,76642, $361.25 
794659,US BRST BI W AX LTD,76642, $722.50 
794660,US BRST UNI LT W AX LTD,76642, $361.25 
794661,US BRST UNI RT W AX LTD,76642, $361.25 
794662,DOP VELOCMTY UMBILCL ART,76820, $575.00 
799271,US ENCEPHALOGRAM,00000, $604.61 
799275,US HEAD AND NECK,00000, $549.45 
799280,US ABDOMEN COMPLETE,00000, $973.44 
799281,US ABDOMEN LTD,00000, $605.70 
799289,US PELVIC COMPLETE,00000, $672.76 
799291,US PREG AFTER 1ST TRI,00000, $685.73 
799292,US PREGNANCY LTD,00000, $342.87 
799294,US SCROTUM AND CNTS,00000, $449.95 
799311,US PELVIC LTD OR FU,00000, $469.41 
799313,US PREG 1ST TRIMTR,00000, $342.87 
799317,US PRG AFT 1ST TRI AD,76810," $1,104.00 "
799322,US FET BIO PH PR W/O NST,00000, $885.00 
799325,US INFANT HIP DYNAM,00000, $690.00 
799328,US TRANSVAGINAL,00000, $721.43 
799329,US TRANSVAGINAL,00000, $721.43 
799333,US PREGNANCY FLW UP,00000," $1,003.00 "
799334,US SPINAL CANAL,00000, $484.00 
799336,US PREG UT TRANSVAGINAL,00000, $575.00 
725054,BREAST TOMO SCREENING,77063, $65.98 
725111,MAMMO SCR CAD BI,77067, $427.23 
725113,MAMMO SCR CAD BI,77067, $427.23 
725115,BREAST TOMO SCREENING,77063, $65.98 
725116,BREAST TOMO SCREENING,77063, $65.98 
725401,MAMMO SCR CAD BI,77067, $427.23 
603414,PET/CT TUMR WHOL BOD INI,00000," $3,475.18 "
721051,PET TUMOR LTD AREA SUBS,00000," $8,252.00 "
721052,PET TUMR SK BS MIDTHI SU,00000," $8,252.00 "
721053,PET TUMR WHOLE BODY SUBS,00000," $8,252.00 "
721055,PET/CT TM SK BS MIDTH SU,00000," $3,475.18 "
740225,CPAP VENT INIT&MGMT NB,94660," $1,250.33 "
740228,ATC DEL&INITIAL STABILIZ,00000," $1,047.00 "
740229,TRACH TUBE CHANGE,00000, $810.16 
740230,DEL RESUS PPV CHEST COMP,00000," $1,047.00 "
740249,INHALATION PENTAMIDINE,94642, $352.60 
740258,VENT MGMT INITIAL IP/OBS,94002," $1,987.98 "
740259,VENT MGMT INITIAL IP/OBS,94002," $1,987.98 "
740260,VENT MGMT IP/OBS SUB DAY,94003, $712.77 
740261,VENT MGMT IP/OBS SUB DAY,94003, $712.77 
740262,CONT INHAL TRMT 1ST HOUR,00000, $307.17 
740263,CONT IN TRMT EA ADD HOUR,00000, $307.17 
740300,INTUBATION ENDO EMERG,31500, $393.00 
740301,CATHETER ASP NASOTR,00000, $322.32 
740308,INH TX AC AWY OBST,94640, $145.60 
740309,VENT MGMT INITIAL IP/OBS,94002," $1,987.98 "
740310,VENT MGMT IP/OBS SUB DAY,94003, $712.77 
740311,CHEST WALL INITIAL,94667, $124.38 
740312,CHEST WALL SUBSEQUENT,94668, $101.67 
740486,SURFACTANT,94610, $270.00 
740943,DIFFUSING CAPACITY,94729, $379.64 
740945,BIPAP MGMT INTL IP/OBS,94660," $1,250.33 "
740946,BIPAP MGT IP/OBS SUB DAY,94660," $1,250.33 "
740947,MECH CHEST WALL OSCILL,94669, $179.92 
637244,ELEC STIMULATION/15M PT,97032, $104.92 
637530,THER PROCEDURES GROUP PT,97150, $116.81 
762206,GAIT TRAINING 15 MIN PT,97116, $109.24 
762400,EL ST UN IND NOT WC PT,97014, $117.89 
762401,CONTRAST BATHS/15 MIN PT,97034, $217.00 
762402,COMM/WORK ONE/ONE 15M PT,97537, $106.00 
762408,BF TRNG ANY MODALITY PT,90901, $393.00 
762409,BIOFEEDBACK TRAINING PT,90911, $436.00 
762411,ORTH/PROS MGT SBSQ ENCPT,97763, $112.49 
762413,ORTH MGT TRAIN EA 15M PT,97760, $109.24 
762416,THER EXERCISES 15 MIN PT,97110, $131.04 
970080,WHIRLPOOL PT,97022, $108.16 
978501,TRACTION MECHANICAL PT,97012, $117.89 
978513,IONTOPHORESIS/15 MIN PT,97033, $133.04 
978515,VASOPNEUMATIC DEVICES PT,97016, $149.26 
978518,MASSAGE 15 MIN PT,97124, $109.24 
978520,NEUROMUSC REEDUCT 15M PT,97112, $126.88 
978521,WHEELCHAIR MGT 15M PT,00000, $272.00 
978528,THER EXERCISES 15 MIN PT,97110, $131.04 
978530,THER ACTIV DIR 15 MIN PT,97530, $117.89 
978539,ULTRASOUND/15 MIN PT,97035, $107.08 
978541,MANUAL THER TECH 15M PT,97140, $117.89 
978573,SELF/HOME ONE/ONE 15M PT,97535, $112.49 
978601,REM DEVITLIZD TISS NS PT,97602, $218.48 
978610,IONTOPHORESIS/15 MIN PT,97033, $133.04 
978617,DEBRIDE WND IN 20SQCM PT,00000, $363.42 
978618,DEBRD WD EA AD 20SQCM PT,00000, $588.00 
979007,NEG PRESSRE 50CM OR < PT,97605, $334.21 
971610,EVAL PT LOW COMPLEX,97161, $414.25 
971620,EVAL PT MOD COMPLEX,97162, $414.25 
971630,EVAL PT HIGH COMPLEX,97163, $414.25 
971640,RE-EVALUATION PT,97164, $237.95 
637525,THER PROCEDURES GROUP OT,97150, $116.81 
762207,PARAFFIN BATH OT,97018, $75.71 
766201,DEBRD WD EA AD 20SQCM OT,00000, $588.00 
766202,DEBRIDE WND IN 20SQC OT,00000, $491.00 
766203,EL ST UN IND NOT WC OT,97014, $117.89 
766204,MASSAGE 15 MIN OT,97124, $109.24 
766205,THER ACTIV DIR 15 MIN OT,97530, $117.89 
766207,UL MODALITY OT,97039, $50.84 
766212,REM DEVITLIZD TISS NS OT,97602, $218.48 
766213,COMM/WORK ONE/ONE 15M OT,97537, $106.00 
766219,FLUORO EVAL OF SWALW OT,92611, $665.18 
978500,SELF/HOME ONE/ONE 15M OT,97535, $112.49 
978519,NEUROMUSC REEDUCT 15M OT,97112, $126.88 
978525,THER ACTIV DIR 15 MIN OT,97530, $117.89 
978526,THER EXERCISES 15 MIN OT,97110, $131.04 
978538,MANUAL THER TECH 15M OT,97140, $117.89 
978540,ULTRASOUND/15 MIN OT,97035, $107.08 
978544,WHEELCHAIR MGT 15M OT,00000, $272.00 
978547,IONTOPHORESIS/15 MIN OT,00000, $296.00 
978549,ELEC STIMULATION/15M OT,97032, $104.92 
978566,CONTRAST BATHS/15 MIN OT,97034, $259.00 
978596,SENSORY INTEGRATN 15M OT,00000, $259.00 
978599,COG SKLS DVLPMNT 15M OT,00000, $259.00 
971650,EVAL OT LOW COMPLEX,97165, $414.25 
971660,EVAL OT MOD COMPLEX,97166, $414.25 
971670,EVAL OT HIGH COMPLEX,97167, $414.25 
971680,RE-EVALUATION OT,97168, $237.95 
637162,EVAL ORAL/PHARYNG SWL SP,92610, $413.17 
637234,SELF/HOME ONE/ONE 15M SP,97535, $112.49 
759103,DEV TEST LTD INT&RPT SP,96110, $526.00 
759104,EVAL USE/FIT VOICE PR SP,92597, $544.04 
759107,APHASIA INT&RPT/HR SP,96105, $414.25 
759109,ELEC STIMULATION/15M SP,97032, $104.92 
978552,TX SWAL/ORAL FUNCTION SP,92526, $279.05 
978558,TX SPEECH GROUP SP,92508, $177.38 
978560,TX SPEECH INDIVIDUAL SP,92507, $389.38 
978595,SENSORY INTEGRATN 15M SP,00000, $259.00 
978598,COG SKLS DVLPMNT 15M SP,00000, $259.00 
637164,FLUORO EVAL OF SWALW SP,92611, $665.18 
759110,EV RX OF NSGD 30,92618, $484.00 
759111,EV RX OF NSGD,92605, $647.00 
759112,SP/EVAL FLUENCY,92521, $295.36 
759113,SP/EVAL SOUND PRODUCTION,92522, $256.34 
759114,SP/EVAL SND W/ LANG EVAL,92523, $533.23 
759115,BEHAV QL ANALYSIS VOICE,92524, $267.16 
099291,CRIT CARE 1ST 30-74 MINS,99291," $2,536.35 "
099292,PROCEDURE CATEGORY 1,00000, $431.00 
099293,PROCEDURE CATEGORY 2,00000, $771.00 
099294,PROCEDURE CATEGORY 3,00000," $1,418.00 "
099500,LVL 1 EMER DEPT,99281, $364.50 
099501,LVL 2 EMER DEPT,99282, $364.50 
099502,LVL 3 EMER DEPT,99283, $637.06 
099503,LVL 4 EMER DEPT,99284," $1,275.21 "
099504,LVL 5 EMER DEPT,99285," $1,369.31 "
099505,INSERT TEMP BLADDER CATH,00000, $161.16 
099507,INSERT BLADDER CATHETER,00000, $129.00 
660066,LVL 1 HOSP TYPE B ED VST,00000, $327.00 
660067,LVL 2 HOSP TYPE B ED VST,00000, $511.00 
660068,LVL 3 HOSP TYPE B ED VST,00000, $946.00 
660069,LVL 4 HOSP TYPE B ED VST,00000," $1,399.00 "
660070,LVL 5 HOSP TYPE B ED VST,00000," $1,966.00 "
780900,IV ADDL SEQ INF UP TO 1H,96367, $234.71 
780901,IV CONCURRENT INFUSION,96368, $205.50 
780904,INJECTION IM OR SQ/SD GY,96372, $127.63 
906130,NDL/INCATH VEIN,36000, $96.00 
906157,CPR,92950, $943.16 
906158,INTUBATION ENDO EMERG,00000, $912.87 
906180,COLL BLOOD IMPLANTED VAD,36591, $286.62 
906182,COLL BLOOD CATHETER NOS,36592, $230.38 
906212,IV HYDRAT INIT UP TO 1HR,96360, $432.64 
906214,IV HYDRAT EA ADD HR,96361, $147.10 
906215,IV INITIAL UP TO 1 HOUR,96365, $430.56 
906217,IV EACH ADD HOUR,96366, $167.65 
906219,INJECTION IM OR SQ,96372, $127.63 
906221,IVP SINGLE/INITIAL DRUG,96374, $233.63 
906222,IVP EA ADD SEQ NEW DRUG,96375, $204.42 
906223,IVP EA ADD SEQ SAME DRUG,96376, $178.46 
906224,IMMUNIZ ADMIN SGL,90471, $112.49 
906225,IMMUNIZ ADMIN EA ADDTL,90472, $112.49 
740302,OVERNIGHT DX PULSE OX,94762, $153.59 
740303,SINGLE DX PULSE OX,94760, $30.28 
740485,CIRC RESP REC CONT INF,94772," $2,482.00 "
740487,ARTERIAL PUNCTURE,36600, $75.71 
740488,DEM AER GEN/NEB/MDI/IPPB,94664, $145.60 
740489,NITRIC OXIDE EXPIRED GAS,95012, $383.00 
740940,PLETHYSMOGRAPHY,94726, $308.26 
940150,VITAL CAPACITY,94150, $177.38 
940700,BRONCH PROV EV MULT SPIR,94070," $1,075.11 "
943750,BRONCH EV SPIR PRE/POST,94060, $598.12 
947002,MULTIPLE DX PULSE OX,94761, $75.71 
947284,SPIROMETRY,94010, $294.20 
947285,RESP FLOW VOLUME LOOP,94375, $222.81 
947289,PULM STRESS COMPLEX,94621," $3,162.60 "
759108,SCREEN PURE TON AIR ONLY,92551, $125.00 
765100,EVO OTOAC EMIS LTD,92587, $168.00 
765102,AU EVO PO AND/OR CNS COM,00000," $1,055.64 "
765103,AU EVO PO AND/OR CNS LTD,00000, $193.00 
765106,COMP AUD THR EVAL/SP REC,92557, $508.00 
765224,EVOKE OTOACOUS EMISS,92558, $177.00 
765101,EVO OTOAC EMIS COMP/DIAG,92588, $193.00 
765104,ACOUSTIC REFLEX THRESHLD,92568, $125.00 
765107,CONDITIONING PLAY AUDIO,92582, $183.00 
765108,PURE TONE AUDIO AIR ONLY,92552, $183.00 
765109,PURE TONE AUDIO AIR/BONE,92553, $296.00 
765110,SPEECH AUDIO THRESHOLD,92555, $140.00 
765111,SPEECH AUDIO W/SP RECOG,92556, $110.00 
765114,TYMPANOMETRY,92567, $125.00 
765115,VISUAL REINFORCEMT AUDIO,92579, $183.00 
765222,ACOUSTIC IMMITTANCE TEST,00000, $265.00 
765228,TYMPNOMTRY/REFLX THRSHLD,92550, $423.00 
662110,AICD LEAD/GEN TEST INIT,93641," $4,369.00 "
740251,ECHO DOPPLER COMP,93320, $455.52 
740252,ECHO COLOR FLOW MAPPING,93325, $445.62 
740272,ECHO2D COMP W/O CF DOP,93307," $1,263.60 "
740273,ECHO2D COMP W CF DOP,93306," $2,344.91 "
740305,CPR,92950, $943.16 
744000,TILT TABLE W/WO RX,93660," $1,238.43 "
797038,CPR,92950, $943.16 
929605,CARDIOVERSION EXTERNAL,92960," $2,042.06 "
933125,TILT TABLE W/WO RX,93660," $1,238.43 "
999041,INTEROGATION EVAL PM,93288, $168.00 
999042,INTEROGATION EVAL ICD,93289, $168.00 
930160,STRESS TEST,93017," $1,019.95 "
740254,ECHO DOPPLER LTD,93321," $1,718.00 "
740255,ECHO COLOR FLOW MAPPING,93325, $445.62 
755140,OP VISIT LEVEL 1 NP,99201, $239.03 
755141,OP VISIT LEVEL 2 NP,99202, $239.03 
755142,OP VISIT LEVEL 3 NP,99203, $283.38 
755143,OP VISIT LEVEL 4 NP,99204, $400.19 
755144,OP VISIT LEVEL 5 NP,99205, $479.15 
755145,OP VISIT LEVEL 1 EST,99211, $239.03 
755146,OP VISIT LEVEL 2 EST,99212, $239.03 
755147,OP VISIT LEVEL 3 EST,99213, $283.38 
755148,OP VISIT LEVEL 4 EST,99214, $400.19 
755149,OP VISIT LEVEL 5 EST,99215, $479.15 
797009,REM/ADJ DEV/CATH ONLY NP,99201, $239.03 
797044,ANALYS  IMP PUMP W/PROG,62368, $709.53 
797053,REM/ADJ DEV/CATH ONLY EP,99211, $239.03 
797060,OP VISIT LEVEL 1 EST,99211, $239.03 
797061,OP VISIT LEVEL 2 EST,99212, $239.03 
797062,OP VISIT LEVEL 3 EST,99213, $283.38 
797063,OP VISIT LEVEL 4 EST,99214, $400.19 
797064,OP VISIT LEVEL 5 EST,99215, $479.15 
797065,OP VISIT LEVEL 1 NP,99201, $239.03 
797066,OP VISIT LEVEL 2 NP,99202, $239.03 
797067,OP VISIT LEVEL 3 NP,99203, $283.38 
797068,OP VISIT LEVEL 4 NP,99204, $400.19 
797069,OP VISIT LEVEL 5 NP,99205, $479.15 
797072,DECLOT THROM IMP VAD CTH,36593, $566.76 
705417,MRA NECK W&WO CONT,70549," $3,155.03 "
705418,MRA NECK W/CONTRAST,70548," $1,314.14 "
721494,MRI ABDOMEN W/O CONT,74181," $2,852.18 "
721982,MRI OR/FCE/NCK W&WO,70543," $3,815.88 "
725414,MRI WO FOL WCON BR UN LT,00000," $3,213.00 "
725415,MRI WO FOL WCON BR UN RT,00000," $3,213.00 "
725416,MRI W/CONT BREAST BI,00000," $3,704.00 "
725418,MRI WO FOL W/CON BRST BI,00000," $3,704.00 "
734100,MRI TMJ,70336," $2,852.18 "
734101,MRI OR/FCE/NCK W/O CONT,70540," $2,852.18 "
734107,MRI CHEST W/O CONT,71550," $2,852.18 "
734108,MRA W/CONT CHEST,71555," $2,259.46 "
734117,MRA UP EXT W/WO CONT,73225," $3,759.00 "
734118,MRI ABDOMEN W&WO CONT,74183," $3,815.88 "
734120,MRI UPPER EX W/O CONT LT,73218," $2,852.18 "
734122,MRI UP JNT W&WO CONT BI,73223," $3,783.44 "
734222,MRI SPECTROSCOPY,76390," $1,214.64 "
734600,MRI FETAL EACH ADD GEST,74713, $670.59 
734601,MRI FETAL SNGL 1ST GEST,74712, $670.59 
783031,MRI UP JNT W/O CONT BI,73221," $5,704.36 "
783051,MRI LW JNT W/O CONT BI,73721," $3,783.44 "
783061,MRI LW JNT W&WO CONT BI,73723," $5,704.36 "
783064,MRI LOW EXT W&WO CONT BI,73720," $7,631.76 "
783066,MRI LOW EXT W/O CONT BI,73718," $5,704.36 "
783077,MRA W/CONT ABD,00000," $1,900.00 "
783078,MRA W/O CONT ABD,00000," $1,900.00 "
783101,MRI UPPER EX W/O CONT RT,73218," $2,852.18 "
783102,MRI UPPER EX W/CONT LT,73219," $3,155.03 "
783103,MRI UPPER EX W/CONT RT,73219," $3,155.03 "
783105,MRI UP EX W&WO CONT LT,73220," $3,815.88 "
783106,MRI UP EX W&WO CONT RT,73220," $3,815.88 "
783107,MRI LOW EXT W/O CONT LT,73718," $2,852.18 "
783108,MRI LOW EXT W/O CONT RT,73718," $2,852.18 "
783109,MRI LOW EXT W/CONT LT,73719," $3,155.03 "
783111,MRI LOW EXT W&WO CONT LT,73720," $3,815.88 "
783112,MRI LOW EXT W&WO CONT RT,73720," $3,815.88 "
783113,MRI UP JNT W/O CONT LT,73221," $2,852.18 "
783114,MRI UP JNT W/O CONT RT,73221," $2,852.18 "
783115,MRI UP JNT W/CONT LT,73222," $2,665.06 "
783116,MRI UP JNT W/CONT RT,73222," $2,665.06 "
783118,MRI UP JNT W&WO CONT LT,73223," $1,891.72 "
783119,MRI UP JNT W&WO CONT RT,73223," $1,891.72 "
783121,MRI LW JNT W/O CONT LT,73721," $1,891.72 "
783122,MRI LW JNT W/O CONT RT,73721," $1,891.72 "
783123,MRI LW JNT W/CONTRAST LT,73722," $2,665.06 "
783124,MRI LW JNT W/CONTRAST RT,73722," $2,665.06 "
783126,MRI LW JNT W&WO CONT LT,73723," $2,852.18 "
783127,MRI LW JNT W&WO CONT RT,73723," $2,852.18 "
783129,MRI CHEST W&WO CONT,71552," $3,815.88 "
899934,MRA W/O FOL W/CONT ABD,74185," $3,802.00 "
705510,MRI BRAIN W/O CONTRAST,70551," $2,852.18 "
734105,MRI BRAIN W/CONTRAST,70552," $3,305.37 "
734106,MRI BRAIN W&WO CONT,70553," $3,815.88 "
734598,MRI BRAIN W/O CONTRAST,70551," $2,852.18 "
734599,MRI BRAIN W/CONTRAST,70552," $6,610.74 "
721435,MRI C-SPINE W/CONTRAST,72142," $3,155.03 "
721496,MRI PELVIS W/O CONT,72195," $2,852.18 "
721497,MRI PELVIS W/CONTRAST,72196," $3,337.82 "
734103,MRI PELVIS W&WO CONT,72197," $1,891.72 "
734104,MRI L-SPINE W/O CONT,72148," $2,852.18 "
734109,MRI C-SPINE W/O CONT,72141," $2,852.18 "
734111,MRI T-SPINE W/O CONT,72146," $2,852.18 "
734112,MRI T-SPINE W/CONTRAST,72147," $3,155.03 "
734113,MRI L-SPINE W/CONT,72149," $3,155.03 "
734114,MRI L-SPINE W&W/O CONT,72158," $3,815.88 "
734119,MRI T-SPINE W&W/O CONT,72157," $3,815.88 "
734123,MRI C-SPINE W&W/O CONT,00000," $3,815.88 "
705414,MRA HD W&WO CONTRAST,70546," $1,891.72 "
705415,MRA HD W/CONTRAST,70545," $3,155.03 "
705419,MRA NECK W/O CONT,70547," $1,891.72 "
734102,MRA HD W/O CONT,70544," $1,314.14 "
734116,MRA W/CONT LWR EXT,73725," $4,022.00 "
726236,DRAIN 8FR GEN PURPOSE,00000," $1,459.00 "
004190,ALBUMIN INF 25% 50 ML,00000," $1,478.00 "
004191,ALBUMIN INF 5% 250ML,00000," $1,478.00 "
004817,BLEOMYCIN SULF 15 U INJ,00000," $3,796.00 "
005203,RIFAMPIN 600 MG INJ,00000," $2,471.00 "
005793,METHYLPRED ACET 40 MG,00000, $200.00 
005794,METHYLPRED ACET 80 MG,00000, $334.00 
005886,DIG IMMUNE FAB PER VIAL,00000," $12,603.00 "
006616,HALOPERIDOL LACT 5MG INJ,00000, $174.00 
006796,SUMATRIPTAN SUCC 6MG INJ,00000, $833.00 
006903,ISOPROTERENOL 0.2MG INJ,00000, $228.00 
007124,LEUCOVORIN CA 50 MG INJ,00000, $426.00 
007477,METHOTREXATE 2.5 MG PO,00000, $111.00 
007857,FILGRASTIM 300 MCG INJ,00000," $1,379.00 "
007878,NITROPRUSSIDE 50 MG INJ,00000," $3,681.00 "
007980,VINCRISTINE SULFATE 1MG,00000, $859.00 
008106,PENTAMIDINE 300 MG INJ,00000," $2,239.00 "
008543,METOCLOPRAMIDE TO 10 MG,00000, $124.00 
008980,LEVOTHYROXINE 200MCG INJ,00000, $600.00 
009101,TETANUS IG HUMAN 250 U,00000, $508.00 
393066,ALLODERM 1SQCM,00000, $180.00 
667742,INTEGRA MESHED 1SQCM,00000, $200.00 
667743,INTEGRA WND MESH 1SQCM,00000, $200.00 
671469,SKIN SUBSTITUTE NOS,00000," $24,339.00 "
712075,AMPICIL/SULBAC 1.5 G INJ,00000, $64.00 
712077,NAFCILLIN 100 MG/ML INJ,00000, $3.00 
712105,VIT K PHYTONADIONE 1 MG,00000, $113.00 
712137,ZIDOVUDINE 10 MG INJ,00000, $52.00 
712142,PIP SOD/TAZ SOD 1.125 G,00000, $25.00 
712149,AMPICILLIN 500 MG INJ,00000, $52.00 
712161,LEUPROLIDE ACET 1 MG INJ,00000," $5,625.00 "
712213,ALBUMIN INF 5% 50ML,00000, $990.00 
712227,AMIKACIN SULFATE 100 MG,00000, $336.00 
712232,AMINOPHYLLIN UP TO 250MG,00000, $196.00 
712233,AMINOPHYLLIN UP TO 250MG,00000, $7.00 
712269,TDAP VAC >=7YRS IM,90715, $506.00 
712283,SMX3.2/TMP0.64 MG/ML INJ,00000, $3.00 
712295,BENZTROPINE 1 MG INJ,00000, $128.00 
712319,GENTAMICIN UP TO 80 MG,00000, $81.00 
712323,CASPOFUNGIN ACETATE 5 MG,00000, $464.00 
712342,LIDOCAINE HCL IV 10MG,00000, $119.00 
712344,CEFEPIME HCL 500 MG VL,00000, $27.00 
712349,CEFTAZIDIME 500 MG VL,00000, $159.00 
712368,CIPROFLXN 250/5 PO100ML,00000, $20.00 
712371,LINEZOLID 200 MG INJ,00000, $2.00 
712411,DEPOESTRAD CYP TO 5 MG,00000, $803.00 
712446,ERYTHRMYCN 200/5 PO100ML,00000, $170.00 
712454,DTAP-HEPB-IPV VAC IM,90723," $1,351.00 "
712459,ERYTHRO LACTO 500 MG INJ,00000, $128.00 
712473,FLUCONAZOLE 200 MG BAG,00000, $372.00 
712485,FUROSEMIDE UP TO 20 MG,00000, $45.00 
712486,FUROSEMIDE UP TO 20 MG,00000, $59.00 
712494,GENTAMICIN UP TO 80 MG,00000, $27.00 
712495,GENTAMICIN UP TO 80 MG,00000, $81.00 
712607,MAG SULFATE 20G INJ,00000, $35.00 
712614,FACTOR VIII VWF HUMAN 1U,00000, $3.00 
712615,FACT VIII NOVOEIGHT 1 IU,00000, $7.00 
712617,CIDOFOVIR 375 MG INJ,00000," $4,812.00 "
712618,MEDRXYPRGTRN 150MG INJ,00000, $544.00 
712622,BEVACIZUMAB 400 MG INJ,00000," $11,311.00 "
712627,FACTOR VIIA 5 MG INJ,00000," $27,483.00 "
712628,GLUCARPIDASE 10 U INJ,00000, $871.00 
712629,DMSO 50% 50 ML INJ,00000, $589.00 
712631,POTASS CL 10MEQ BAG,00000, $10.00 
712660,HEPARIN 10 U LOCK,00000, $3.00 
712664,HEPARIN 2 U LOCK,00000, $3.00 
712672,HYALURONIDASE UP TO 150U,00000, $334.00 
712700,DTAP VAC <7YRS IM,90700, $316.00 
712720,INDOMETHACIN 1MG INJ,00000," $8,868.00 "
712733,TRIAMCINOLN ACE NOS 10MG,00000, $19.00 
712765,MAG SULFATE 500 MG INJ,00000, $1.00 
712777,MEPERIDINE 100 MG INJ,00000, $143.00 
712786,METHYLERGONOV 0.2 MG INJ,00000, $44.00 
712822,NALOXONE 2 MG INJ,00000, $203.00 
712826,IBUPROFEN LYS 20MG INJ,00000," $7,867.00 "
712852,OXYTOCIN UP TO 10 UNITS,00000, $76.00 
712855,PCNG K UP TO 600000 U,00000, $52.00 
712858,PEGASPARGASE SINGL VIAL,00000," $50,669.00 "
712869,PENTOBARBITAL 50 MG INJ,00000, $237.00 
712877,PHENOBARBITAL TO 120 MG,00000, $8.00 
712882,PHENYTOIN 50 MG INJ,00000, $18.00 
712892,IPV VAC IMSQ,90713, $396.00 
712905,ESTROGEN CONJ 25 MG INJ,00000, $534.00 
712918,DIAZOXIDE 50MG/ML PO30ML,00000," $3,043.00 "
712925,RANITIDINE 2.5 MG/ML INJ,00000, $3.00 
712929,CARBOPROST 250MCG INJ,00000," $1,005.00 "
712944,PYRIDOXINE 100 MG INJ,00000, $45.00 
712968,RSV-MAB RECOM 100 MG IM,90378," $15,832.00 "
712981,HYDROCORT SUCC 100MG INJ,00000, $29.00 
712991,CEFIXIME 200/5ML PO50ML,00000," $1,355.00 "
