HOSPITAL,DESCRIPTION, STD CHARGE 
UPMC PINNACLE MEMORIAL,GRAFT CANCELLOUS CHIPS FREEZE DRIED 30CC,"$2,662.00 "
UPMC PINNACLE MEMORIAL,SCISSOR HOOK MICROLINE 12.7MM,$150.00 
UPMC PINNACLE MEMORIAL,SCISSOR LAPAROSCOPIC METZ TIP,$125.00 
UPMC PINNACLE MEMORIAL,DRILL BIT CALIBRATED QUICK COUPLING 1.8MM X 110MM,$717.50 
UPMC PINNACLE MEMORIAL,CATHETER EAGLE EYE PLATINUM 5FR,"$3,575.00 "
UPMC PINNACLE MEMORIAL,CATHETER PERIPHERAL INTRAVENOUS ANGIOCATH 3.00 X 12GA,$60.00 
UPMC PINNACLE MEMORIAL,DRILL BIT CANNULATED QUICK COUPLING 2.7MM X 160MM,"$2,099.20 "
UPMC PINNACLE MEMORIAL,BAG SPECIMEN RETRIEVAL 12MM,$186.25 
UPMC PINNACLE MEMORIAL,CATHETER ABLATION 7CM HEATING ELEMENT CLOSUREFAST 60CM X 7FR,"$2,625.00 "
UPMC PINNACLE MEMORIAL,CLIP APPLIER PREMIUM SURGICLIP II MED 11.5,$284.14 
UPMC PINNACLE MEMORIAL,CLIP APPLIER PREMIUM SURGICLIP III SM 9,$239.50 
UPMC PINNACLE MEMORIAL,CLIP APPLIER PREMIUM SURGICLIP LG 13,$251.58 
UPMC PINNACLE MEMORIAL,OBTURATOR TENSION-FREE SUPPORT GYNECARE TVT,"$7,320.20 "
UPMC PINNACLE MEMORIAL,CATHETER SUPPORT QUICK-CROSS 0.014 X 135CM X 4FR,$679.73 
UPMC PINNACLE MEMORIAL,DISSECTOR CORDLESS ULTRASONIC SONICISION 39CM,"$1,700.00 "
UPMC PINNACLE MEMORIAL,BLADE SAW SAGITTAL DUAL CUT 18MM X 90MM X 1.27MM,$233.50 
UPMC PINNACLE MEMORIAL,STAPLER RELOAD TA DST BLUE 90MM X 3.5MM,$208.80 
UPMC PINNACLE MEMORIAL,STAPLER TA DST GREEN 90MM X 4.8MM,$417.55 
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL LPS OPTION NEXGEN FLEX E LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,CATHETER INTRAVENOUS ANGIOCATH 5.25 X 14GA,$60.00 
UPMC PINNACLE MEMORIAL,BALLOON DRUG COATED ADMIRAL 6X120MM 7FR,"$7,400.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI GRAND SLAM 0.014 X 180CM,$380.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI GRAND SLAM 0.014 X 300CM,$380.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI MIRACLEBROS 3 0.014 X 300CM,$675.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI CONFIANZA 0.014 X 300CM,$380.00 
UPMC PINNACLE MEMORIAL,SI ROBOTIC PERMANENT CAUTERY HOOK,"$1,000.00 "
UPMC PINNACLE MEMORIAL,COVER ENDOWRIST HOT SHEARS TIP,$100.00 
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL DISTAL LPS XSM RT,"$34,055.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 4 LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 5 LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 6 LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 7 LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 5 RT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED ATTUNE 6 RT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR NARROW CEMENTED ATTUNE 6N RT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,STEM STRAIGHT CEMENTED LPS 17MM X 125MM,"$14,885.00 "
UPMC PINNACLE MEMORIAL,HINGE TIBIAL UNIVERSAL LPS XSM 18MM,"$11,695.00 "
UPMC PINNACLE MEMORIAL,STEM FEMORAL 12-14 TAPER 135 DEG CORAIL AMT HA COLLARED ,"$9,000.00 "
UPMC PINNACLE MEMORIAL,POLY TIBIAL FIXED BEARING CR ATTUNE ,"$4,375.00 "
UPMC PINNACLE MEMORIAL,TUBE IRRIGATION TORRENT W-ELECTRIC PUMPS 305CM,$52.50 
UPMC PINNACLE MEMORIAL,FIBERWIRE 2-0 BLUE W-NEEDLE 17.9MM X 18,$110.00 
UPMC PINNACLE MEMORIAL,FIBERWIRE 4-0 BLUE W-NEEDLE 12.3MM X 18,$110.00 
UPMC PINNACLE MEMORIAL,POLY ACETABULAR LINER +4 PINNACLE ALTRX ,"$3,000.00 "
UPMC PINNACLE MEMORIAL,POLY ACETABULAR LINER NEUTRAL PINNACLE ALTRX 36MM X 52MM,"$3,000.00 "
UPMC PINNACLE MEMORIAL,COMPONENT PATELLA MEDIALIZED DOME CEMENTED ATTUNE AOX 35MM,"$1,830.00 "
UPMC PINNACLE MEMORIAL,WIRE SUTURE PASSER,$375.00 
UPMC PINNACLE MEMORIAL,CLIP ENDOSCOPIC HEMOCLIP INSTINCT 230CM X 7FR,$629.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE ANGLED GLIDEWIRE HA 0.035 X 150CM,$153.25 
UPMC PINNACLE MEMORIAL,MARKER BREAST BIOZORB 2CM X 3CM,"$4,750.00 "
UPMC PINNACLE MEMORIAL,CEMENT BONE GENTAMICIN SIMPLEX HV,$921.83 
UPMC PINNACLE MEMORIAL,MARKER BREAST BIOZORB LP 2CM X 3CM X 1CM,"$4,750.00 "
UPMC PINNACLE MEMORIAL,DEVICE CLOSURE CARTER THOMASON,$68.00 
UPMC PINNACLE MEMORIAL,TROCAR SLEEVE UNIVERSAL VERSAONE STD 5MM,$60.25 
UPMC PINNACLE MEMORIAL,TROCAR BLADED SMOOTH VERSAONE W-CANNULA 5MM,$90.20 
UPMC PINNACLE MEMORIAL,TROCAR OPTICAL FIXATION CANNULA VERSAONE 5MM,$115.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE SPIDER FX 5MM,"$6,250.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE SPIDER FX 6MM,"$6,250.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE ANGLED GLIDEWIRE HA 0.035 X 260CM,$230.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE DISPOSABLE TROCAR TIP COMPRESSION FT 0.045,$110.00 
UPMC PINNACLE MEMORIAL,SCREW THREADED BB-TAK,$425.00 
UPMC PINNACLE MEMORIAL,BUTTON SUTURE FIXATION DOG BONE,"$1,750.00 "
UPMC PINNACLE MEMORIAL,PROBE VITRECTOMY CENTURION ULTRAVIT 23GA,$932.50 
UPMC PINNACLE MEMORIAL,LUBRICANT VIPERSLIDE,$350.00 
UPMC PINNACLE MEMORIAL,MONITOR PATIENT REVEAL LINQ,"$26,475.00 "
UPMC PINNACLE MEMORIAL,CATHETER GUIDE SLITTABLE CPS AIM SL SUB-90 59CM,$500.00 
UPMC PINNACLE MEMORIAL,LEAD DEFIBRILLATOR OPTISURE DF4 CONNECTOR 58CM 8FR,"$15,038.50 "
UPMC PINNACLE MEMORIAL,INTRODUCER PERIPHERAL PINNACLE 25CM 9FR,$118.75 
UPMC PINNACLE MEMORIAL,CATHETER BALLOON PTA CHOCOLATE .018 6X120MM 6FR,"$3,975.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER PERMANENT DUAL CHAMBER IS1 CONNECTOR ASSURITY 10.4CC,"$14,440.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER PERMANENT SINGLE CHAMBER IS1 CONNECTOR ASSURITY SR RF 10.4CC,"$13,490.00 "
UPMC PINNACLE MEMORIAL,CATHETER BALLOON PTA CHOCOLATE .014 3X120MM 5FR,"$3,975.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER PERMANENT DUAL CHAMBER ADVISA MRI DR,"$27,250.00 "
UPMC PINNACLE MEMORIAL,DRILL BIT QUICK COUPLING GOLD 2.5MM X 180MM,$389.50 
UPMC PINNACLE MEMORIAL,INTRODUCER DENNY SET PEEL-AWAY 0.018 X 65CM X 5.5FR,$266.00 
UPMC PINNACLE MEMORIAL,RECORDER REVEAL DX,"$17,750.00 "
UPMC PINNACLE MEMORIAL,CATHETER VESSEL-SIZING PERFORMA 2 BAND 100CM X 5FR,$150.00 
UPMC PINNACLE MEMORIAL,CANNULA HIP CLEAR-TRAC COMPLETE 8.5MM X 110MM,$195.40 
UPMC PINNACLE MEMORIAL,RETRACTOR WOUND RIGID RING ALEXIS LARGE,$365.00 
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED PERSONA CORE 9 STD LT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,COMPONENT FEMORAL CR CEMENTED PERSONA MID-MACRO 10 STD RT,"$7,150.00 "
UPMC PINNACLE MEMORIAL,CATHETER DIAGNOSTIC CORONARY DUAL LUMEN ANGLED PIGTAIL SIDE HOLE 110CM 6FR,$731.67 
UPMC PINNACLE MEMORIAL,DEVICE CLOSURE VASCULAR FEMORAL ARTERY PERCLOSE 6FR,$875.00 
UPMC PINNACLE MEMORIAL,WIRE ORTHOPEDIC OD1.6MM STAINLESS STEEL SMOOTH DOUBLE SHARP TIP KIRSCHNER,$140.00 
UPMC PINNACLE MEMORIAL,BUR OVAL SOLID MICRO CCA MED 4.0MM,$115.35 
UPMC PINNACLE MEMORIAL,SYRINGE PROVISC VISCOSURGICAL 0.85ML,$217.15 
UPMC PINNACLE MEMORIAL,SNARE ENDOVASCULAR ENSNARE 18-30MM X 120CM,"$1,655.00 "
UPMC PINNACLE MEMORIAL,SYSTEM MICRO-COAXIAL CONICAL ANGLED INTREPID 0.3MM,$78.75 
UPMC PINNACLE MEMORIAL,SUTURE ANCHOR KNOTLESS BIORAPTOR,"$1,740.00 "
UPMC PINNACLE MEMORIAL,NEEDLE SUTURE PASSER FLEXIBLE DISPOSABLE,$500.00 
UPMC PINNACLE MEMORIAL,SYRINGE DUOVISC VISCOAT PROVISC VISCOELASTIC,$334.52 
UPMC PINNACLE MEMORIAL,BIOPSY NEEDLE,$69.60 
UPMC PINNACLE MEMORIAL,TC99 RBC-TST,$481.75 
UPMC PINNACLE MEMORIAL,TC99M ALB-MAA-SDTO10MCI,$274.08 
UPMC PINNACLE MEMORIAL,TC99M MEBR-CHOLETEC-SDTO15MCI,$490.27 
UPMC PINNACLE MEMORIAL,TC99M MERT-MAG3-SD15MCI,$880.83 
UPMC PINNACLE MEMORIAL,TC99M OXI-HDP-SDTO30MCI,$76.00 
UPMC PINNACLE MEMORIAL,TC99M PERTECHNETATE-MCI,$39.00 
UPMC PINNACLE MEMORIAL,TC99M SESTAMIBI-CARDIOLITE-SDTO40MCI,$481.50 
UPMC PINNACLE MEMORIAL,TC99M SUL COL-SDTO20MCI,$175.00 
UPMC PINNACLE MEMORIAL,TETROFOSMIN-MYOVIEW-SD,$485.57 
UPMC PINNACLE MEMORIAL,F-18 FDG,"$2,203.76 "
UPMC PINNACLE MEMORIAL,I123 CAP - 100UCI,$162.50 
UPMC PINNACLE MEMORIAL,I131 CAP - MCI DIAGNOSTIC,$155.00 
UPMC PINNACLE MEMORIAL,IN111 PNTIDE-OCTRESCN-SDTO6MCI,"$8,899.50 "
UPMC PINNACLE MEMORIAL,IN111 WBC - SD,"$2,302.00 "
UPMC PINNACLE MEMORIAL,MEDRONATE-SDTO30MCI,$167.00 
UPMC PINNACLE MEMORIAL,ARTHROGRAM TRAY,$141.90 
UPMC PINNACLE MEMORIAL,ASP NEEDLE SOFT TISSUE,$30.80 
UPMC PINNACLE MEMORIAL,BIOPSY MARKER,$340.71 
UPMC PINNACLE MEMORIAL,BIOPSY PROBE,$972.00 
UPMC PINNACLE MEMORIAL,BIOPSY TRAY,$105.22 
UPMC PINNACLE MEMORIAL,BREAST LOCALIZATION NEEDLE,$230.66 
UPMC PINNACLE MEMORIAL,BX NEEDLE CORE TISSUE,$64.31 
UPMC PINNACLE MEMORIAL,BX SYSTEM COAX TEMNO,$234.00 
UPMC PINNACLE MEMORIAL,BX SYSTEM COAXIAL,$239.80 
UPMC PINNACLE MEMORIAL,CATHETER DISP HSG,$83.60 
UPMC PINNACLE MEMORIAL,CLIP TISSUE MARKER,$200.40 
UPMC PINNACLE MEMORIAL,MAMMOTOME PROBE W-VAC CAN 11G,"$1,095.25 "
UPMC PINNACLE MEMORIAL,MAMMOTOME SET UP,$729.34 
UPMC PINNACLE MEMORIAL,RAD TRAY,$157.04 
UPMC PINNACLE MEMORIAL,DISP BX TRAY,$92.00 
UPMC PINNACLE MEMORIAL,DRAINAGE BAG,$43.95 
UPMC PINNACLE MEMORIAL,DRAINAGE CATH,$361.55 
UPMC PINNACLE MEMORIAL,FASTNER PERCUSTAY,$45.00 
UPMC PINNACLE MEMORIAL,HYSTEROSALPING TRAY,$121.00 
UPMC PINNACLE MEMORIAL,INTRO SET CRUISER-ACCUSTICK,$344.40 
UPMC PINNACLE MEMORIAL,INTRODUCER LOC SET,$664.40 
UPMC PINNACLE MEMORIAL,MAMMOTOME GUIDE,$29.42 
UPMC PINNACLE MEMORIAL,DEFIBRILLATOR QUADRA ASSURA 40CC,"$68,400.00 "
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 2.75MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION MINI TREK II OTW 2.0MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,STEM HUMERAL 48 DEG TM 15MM X 130MM,"$11,500.00 "
UPMC PINNACLE MEMORIAL,CATHETER PERIPHERAL CLASSIC CROWN STEALTH 360 2.0MM X 145CM X 6FR,"$16,975.00 "
UPMC PINNACLE MEMORIAL,CATHETER GUIDE SLITTABLE CPS DIRECT SL II WIDE 10FR,"$1,950.00 "
UPMC PINNACLE MEMORIAL,CATHETER BALLOON PTA CHOCOLATE .014 4X120MM 5FR,"$3,975.00 "
UPMC PINNACLE MEMORIAL,DEFIBRILLATOR DF4 CONNECTOR UNIFY ASSURA 36CC,"$68,400.00 "
UPMC PINNACLE MEMORIAL,DEFIBRILLATOR DF4 CONNECTOR QUADRA ASSURA 38CC,"$68,400.00 "
UPMC PINNACLE MEMORIAL,SHEATH GUIDE FLEXOR SHUTTLE 2.2MM X 110CM X 6FR,$755.00 
UPMC PINNACLE MEMORIAL,AGENT POWDER HEMOSTATIC ABSORBABLE ARISTA 3 GRAM,$812.50 
UPMC PINNACLE MEMORIAL,CATHETER EXTRACTION BALLOON FUSION QUATTRO 12-15-18-20MM,$620.00 
UPMC PINNACLE MEMORIAL,DEVICE LAPAROSCOPIC SMOKE FILTRATION PLUMEPORT ACTIV,$70.33 
UPMC PINNACLE MEMORIAL,EXCISOR BIOPSY FISCHER CONE SM,$57.35 
UPMC PINNACLE MEMORIAL,CATHETER PERIPHERAL ATHERECTOMY LASER TURBO-ELITE OTW 2.0MM X 6FR,"$13,500.00 "
UPMC PINNACLE MEMORIAL,TUBE SET ARTHROSCOPY INFLOW-OUTFLOW,$221.45 
UPMC PINNACLE MEMORIAL,MESH CIRCLE VENTRALEX LG 3.2,"$2,855.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT HI-TORQUE PILOT 50 0.014 X 190CM,$380.00 
UPMC PINNACLE MEMORIAL,NEEDLE SCLEROTHERAPY FLEXTIP INJECTION 5MM X 25GA,$150.00 
UPMC PINNACLE MEMORIAL,TROCAR BLADED VERSAONE W-CANNULA 12MM,$107.35 
UPMC PINNACLE MEMORIAL,DRILL BIT QUICK COUPLING 3.2MM X 145MM,$336.20 
UPMC PINNACLE MEMORIAL,SUTURE TIGHT CURVE 25 DEG SUTURELASSO LT,$700.00 
UPMC PINNACLE MEMORIAL,FIBERSTICK FIBERWIRE #2 BLUE 12 X 50,$250.00 
UPMC PINNACLE MEMORIAL,SYRINGE INJECTABLE COAPTITE 1ML,"$2,027.51 "
UPMC PINNACLE MEMORIAL,NEEDLE RIGID SIDEKICK INJECTABLE COAPTITE 14.6 X 21GA,$235.44 
UPMC PINNACLE MEMORIAL,STENT CORONARY XIENCE ALPINE,"$4,500.00 "
UPMC PINNACLE MEMORIAL,INTRODUCER W-O MINIWIRE BRITE TIP 35CM 6FR,$149.50 
UPMC PINNACLE MEMORIAL,DRAPE FLUID WARMING 44 X 66,$250.86 
UPMC PINNACLE MEMORIAL,POWDER GELATIN SURGIFOAM 1 GRAM,$532.32 
UPMC PINNACLE MEMORIAL,STENT TRACHEAL BALLOON ATRIUM ICAST 7FR 7MM X 38MM X 120CM,"$12,875.00 "
UPMC PINNACLE MEMORIAL,STENT TRACHEAL BALLOON ATRIUM ICAST 7FR 7MM X 59MM X 120CM,"$11,250.00 "
UPMC PINNACLE MEMORIAL,ADHESIVE SKIN GLUE DERMABOND 0.7ML,$94.91 
UPMC PINNACLE MEMORIAL,TROCAR BLADELESS VERSAONE W-CANNULA 11MM,$123.45 
UPMC PINNACLE MEMORIAL,GUIDEWIRE PERIPHERAL VIPERWIRE ADVANCE 0.014 X 335CM,$850.00 
UPMC PINNACLE MEMORIAL,TAPE RADIOPAQUE MEASURING GLOW N TELL 30CM,$262.25 
UPMC PINNACLE MEMORIAL,SENSOR PULSE OXIMETRY NEONATAL ADHESIVE,$54.96 
UPMC PINNACLE MEMORIAL,TROCAR KII BALLOON BLUNT TIP 130MM X 12MM,$350.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ROSEN PTFE 0.035 X 260CM,$147.50 
UPMC PINNACLE MEMORIAL,BALL ELECTRODE VALLEYLAB SS 5MM,$62.30 
UPMC PINNACLE MEMORIAL,TROCAR HASSON VERSAONE W-CANNULA 12MM,$128.80 
UPMC PINNACLE MEMORIAL,CLIP LAPAROSCOPIC APPLIER MED-LG 10MM,$405.90 
UPMC PINNACLE MEMORIAL,SI ROBOTIC BLADELESS OBTURATOR 8MM,$125.00 
UPMC PINNACLE MEMORIAL,SEALER CURVED LG JAW LIGASURE IMPACT 36MM - 18CM,"$2,902.25 "
UPMC PINNACLE MEMORIAL,NEEDLE INSUFFLATION SURGINEEDLE 150MM,$66.50 
UPMC PINNACLE MEMORIAL,DEVICE INFLATION PRESTO 30CC,$125.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT HI-TORQUE PILOT 200 0.014 X 300CM,$380.00 
UPMC PINNACLE MEMORIAL,BASEPLATE TIBIAL CEMENTED TRIATHLON 8,"$4,000.00 "
UPMC PINNACLE MEMORIAL,DEVICE STABILIZATION STATLOCK IAB,$90.09 
UPMC PINNACLE MEMORIAL,STENT VASCULAR SELF-EXPANDING ABSOLUTE PRO 7MM X 40MM X 135CM,"$3,500.00 "
UPMC PINNACLE MEMORIAL,LEAD NEUROSTIMULATOR STRAIGHT INTERSTIM 33CM,"$16,575.00 "
UPMC PINNACLE MEMORIAL,BRUSH CYTOLOGY 2MM X 180CM X 5FR,$58.50 
UPMC PINNACLE MEMORIAL,CATHETER SHORT TIP IMPRESS RIM-MINI 65CM X 5FR,$56.65 
UPMC PINNACLE MEMORIAL,CATHETER PIGTAIL FLUSH IMPRESS 65CM X 5FR,$56.65 
UPMC PINNACLE MEMORIAL,STENT PERIPHERAL SUPERA 6.0MM X 150MM X 120CM,"$4,500.00 "
UPMC PINNACLE MEMORIAL,KNIFE BANANA SERRATED ACUFEX 3.0MM,$140.40 
UPMC PINNACLE MEMORIAL,BLADE SAW SAGITTAL DUAL CUT 21MM X 90MM X 1.27MM,$237.00 
UPMC PINNACLE MEMORIAL,CATHETER EKOSONIC MACH 4 106CMX18CM,"$13,641.67 "
UPMC PINNACLE MEMORIAL,CATHETER EKOSONIC MACH 4 106CMX30CM,"$13,475.00 "
UPMC PINNACLE MEMORIAL,CATHETER EKOSONIC MACH 4 135CMX50CM,"$13,725.00 "
UPMC PINNACLE MEMORIAL,CATHETER BALLOON PTA IN.PACT ADMIRAL 5MMX150MMX130CM,"$8,150.00 "
UPMC PINNACLE MEMORIAL,CATHETER BALLOON PTA IN.PACT ADMIRAL 6MMX150MMX130CM,"$7,800.00 "
UPMC PINNACLE MEMORIAL,MANIPULATOR UTERINE ADVINCULA DELINEATOR,$395.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR AMPLATZ SUPPORT 0.035 X 260CM,$116.25 
UPMC PINNACLE MEMORIAL,PROBE BIPOLAR QUICKSILVER 350CM X 10FR,$830.00 
UPMC PINNACLE MEMORIAL,CATHETER SUPPORT W-TUNGSTEN MARKER BANDS ANGIOGRAPHIC TIP CXI 150CM 2.6FR,$975.00 
UPMC PINNACLE MEMORIAL,GUIDEWIRE NITINOL PT MERIT MAK 0.018 X 60CM,$128.75 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR ASAHI FIELDER XT 0.014 X 300CM,$675.00 
UPMC PINNACLE MEMORIAL,DRILL BIT QUICK COUPLING 2.0MM X 140MM,$717.50 
UPMC PINNACLE MEMORIAL,GUIDEWIRE STRAIGHT AMPLATZ SUPER STIFF 0.035 X 145CM,$135.00 
UPMC PINNACLE MEMORIAL,SYRINGE PRE-FILLED TISSEEL FIBRIN SEALANT 2ML,$654.55 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.25MM X 15MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.25MM X 12MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER CORONARY DILATATION NC TREK RX 3.25MM X 8MM,$550.00 
UPMC PINNACLE MEMORIAL,CATHETER THROMBECTOMY SET ANGIOJET ZELANTEDVT 2.69MM X 105CM X 8FR,"$20,135.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER SINGLE CHAMBER ASSURITY MRI,"$13,490.00 "
UPMC PINNACLE MEMORIAL,PACEMAKER DUAL CHAMBER ASSURITY MRI W-MERLIN PACKAGE,"$14,440.00 "
UPMC PINNACLE MEMORIAL,LEAD PACING TENDRIL MRI 52CM,"$1,900.00 "
UPMC PINNACLE MEMORIAL,LEAD PACING TENDRIL MRI 58CM,"$1,900.00 "
UPMC PINNACLE MEMORIAL,ELECTRODE S-ICD TRIPOLAR 45CM EMBLEM,"$22,500.00 "
UPMC PINNACLE MEMORIAL,GENERATOR S-ICD EMBLEM MRI,"$95,000.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT HI-TORQUE PILOT 50 0.014 X 300CM,$380.00 
UPMC PINNACLE MEMORIAL,BALLOON DRUG COATED IN.PACT ADMIRAL 5X60MM 6FR,"$7,400.00 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT ASAHI PROWATER 0.014 X 180CM,$380.00 
UPMC PINNACLE MEMORIAL,INFLATION DEVICE KIT ENCORE 26 ADVANTAGE,$200.00 
UPMC PINNACLE MEMORIAL,CATHETER STRAIGHT TAPER GLIDECATH 65CM X 5FR,$253.25 
UPMC PINNACLE MEMORIAL,TROCAR BLADED VERSAPORT PLUS W-CANNULA 12MM,$117.70 
UPMC PINNACLE MEMORIAL,MANIFOLD PERCEPTOR MED PRESSURE RT HANDED W-2 PORTS,$122.06 
UPMC PINNACLE MEMORIAL,SHEATH GUIDING PINNACLE DESTINATION 45CM X 6FR,$522.50 
UPMC PINNACLE MEMORIAL,SHEATH GUIDING PINNACLE DESTINATION 45CM X 7FR,$522.50 
UPMC PINNACLE MEMORIAL,DEVICE SUTURE ENDO STITCH 10MM,$522.40 
UPMC PINNACLE MEMORIAL,SUTURE TAPERED END FIBERTAPE BLUE 2MM X 7,$250.00 
UPMC PINNACLE MEMORIAL,APPLIER ENDO CLIP LG 10MM,$416.40 
UPMC PINNACLE MEMORIAL,STABILIZER SHOULDER BEACH CHAIR,$407.50 
UPMC PINNACLE MEMORIAL,SNARE ENDOSCOPIC POLYPECTOMY DUCK-BILL ACUSNARE 1.5CM X 7FR,$100.00 
UPMC PINNACLE MEMORIAL,CLIP LIGATING HEMOLOK MED-LG,$173.21 
UPMC PINNACLE MEMORIAL,RETRIEVER ENDOSCOPIC PLATINUM ROTH NET 2.5MM X 230CM,$500.00 
UPMC PINNACLE MEMORIAL,SCREW CORTEX SELF-TAPPING W-T8 STARDRIVE RECESS ,$254.20 
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR STRAIGHT HI-TORQUE WHISPER MS 0.014 X 190CM,$380.00 
UPMC PINNACLE MEMORIAL,SCREW LOCKING SELF-TAPPING W-T8 STARDRIVE RECESS,$557.60 
UPMC PINNACLE MEMORIAL,BARRIER ABSORBABLE ADHESION GYNECARE INTERCEED 3 X 4,"$1,679.33 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE VASCULAR J TIP GUIDERIGHT 0.035 X 260CM,$92.50 
UPMC PINNACLE MEMORIAL,PLATE RADIUS 6-HOLE HEAD VOLAR DISTAL VA-LCP 2-HOLE SS 2.4MM X 45MM LT,"$4,411.60 "
UPMC PINNACLE MEMORIAL,PLATE RADIUS 6-HOLE HEAD VOLAR DISTAL VA-LCP 3-HOLE SS 2.4MM X 54MM LT,"$4,587.90 "
UPMC PINNACLE MEMORIAL,PLATE FIBULA DISTAL LATERAL LCP 4-HOLE SS 86MM RT,"$2,947.90 "
UPMC PINNACLE MEMORIAL,GUIDEWIRE DRILL TIP 3.2MM X 290MM,$442.80 
UPMC PINNACLE MEMORIAL,SUTURE ENDOLOOP PDS II VIOLET 0 18,$671.93 
UPMC PINNACLE MEMORIAL,STAPLER GIA BLUE 60MM X 3.8MM,$423.90 
UPMC PINNACLE MEMORIAL,STENT PERIPHERAL SELF-EXPANDING EVERFLEX 6MM X 150MM X 120CM,"$5,750.00 "
UPMC PINNACLE MEMORIAL,STAPLER RELOAD GIA BLUE 60MM X 3.8MM,$226.10 
UPMC PINNACLE MEMORIAL,STAPLER GIA BLUE 80MM X 3.8MM,$633.90 
UPMC PINNACLE MEMORIAL,STAPLER RELOAD GIA BLUE 80MM X 3.8MM,$330.55 
UPMC PINNACLE MEMORIAL,ROD FIXATION EXTERNAL CARBON FIBER 11X300MM,"$1,234.10 "
UPMC PINNACLE MEMORIAL,STAPLER TA BLUE 60MM X 3.5MM,$395.60 
UPMC PINNACLE MEMORIAL,NAIL FEMORAL R-A CANNULATED EXPERT TI 13MM X 380MM,"$7,826.90 "
UPMC PINNACLE MEMORIAL,SCREW DUAL CORE LOCKING W-T25 STARDRIVE RECESS TI 5.0MM X 50MM,$943.00 
UPMC PINNACLE MEMORIAL,PLATE RADIUS 6-HOLE HEAD VOLAR DISTAL LCP 3-HOLE TI 2.4MM X 54MM LT,"$4,587.90 "
UPMC PINNACLE MEMORIAL,SCREW LOCKING VARIABLE ANGLE W-STARDRIVE RECESS ,$619.10 
UPMC PINNACLE MEMORIAL,STENT BILLARY SYSTEM SELF EXP PROT+?óG?ç?ªG+?óG?ç?ª EVERFLEX 6 FR STD 6MM X 20MM 120CM,"$4,500.00 "
UPMC PINNACLE MEMORIAL,ROD FIXATION EXTERNAL CARBON FIBER 11X350MM,"$1,234.10 "
UPMC PINNACLE MEMORIAL,STENT PERIPHERAL SELF-EXPANDING EVERFLEX 7MM X 120MM X 120CM,"$5,750.00 "
