"Category","Department","Charge","Cost"
"PHARMACY","PHARMACY","CAPSAICIN 0.1% 56.6 GM TUBE",$16.44
"PHARMACY","PHARMACY","CARBAMAZEPINE (ER) TAB 100MG",$2.21
"PHARMACY","PHARMACY","CARBAMAZEPINE (ER) TAB 200MG",$2.49
"PHARMACY","PHARMACY","CARBAMAZEPINE SUSP 100MG/5ML",$0.94
"PHARMACY","PHARMACY","CARBAMAZEPINE SUSP 200MG/10ML",$1.89
"PHARMACY","PHARMACY","CARBAMAZEPINE SUSP 20MG/ML",$0.60
"PHARMACY","PHARMACY","CARBAMAZEPINE TAB 100MG",$0.92
"PHARMACY","PHARMACY","CARBAMAZEPINE TAB 200MG",$0.90
"PHARMACY","PHARMACY","CARBATROL CAP 200MG",$0.60
"PHARMACY","PHARMACY","CARBIDOPA-LEVODOPA TAB 10-100",$0.60
"PHARMACY","PHARMACY","CARBIDOPA-LEVODOPA TAB 25-100",$0.60
"PHARMACY","PHARMACY","CARBIDOPA-LEVODOPA TAB 25-250",$0.60
"PHARMACY","PHARMACY","CARDENE CAP 20 MG",$0.77
"PHARMACY","PHARMACY","CARDENE CAP 30 MG",$1.14
"PHARMACY","PHARMACY","CARDENE I.V. INJ 25MG/10ML",$29.70
"PHARMACY","PHARMACY","CARDIOVERSION KIT",$20.00
"PHARMACY","PHARMACY","CARDIZEM INJ 125MG/25ML VIAL",$7.18
"PHARMACY","PHARMACY","CARDIZEM INJ 50MG/10ML",$3.77
"PHARMACY","PHARMACY","CARDIZEM TAB 30 MG",$0.60
"PHARMACY","PHARMACY","CARDIZEM TAB 60 MG",$0.60
"PHARMACY","PHARMACY","CARDIZEM-CD 180 MG",$0.60
"PHARMACY","PHARMACY","CARDIZEM-CD 300 MG",$0.60
"PHARMACY","PHARMACY","CARDURA TAB 1 MG",$0.86
"PHARMACY","PHARMACY","CARDURA TAB 2 MG",$0.96
"PHARMACY","PHARMACY","CARDURA TAB 4 MG",$0.60
"PHARMACY","PHARMACY","CARTEOLOL 1 % OPTH SOL 5ML",$6.60
"PHARMACY","PHARMACY","CASODEX TAB 50MG",$0.60
"PHARMACY","PHARMACY","CASTOR OIL 30 ML",$5.34
"PHARMACY","PHARMACY","CATAPRES TTS-1",$26.41
"PHARMACY","PHARMACY","CATAPRES TTS-2",$37.95
"PHARMACY","PHARMACY","CATAPRES TTS-3",$51.70
"PHARMACY","PHARMACY","CEENU TAB 10 MG",$51.33
"PHARMACY","PHARMACY","CEENU TAB 40 MG",$205.32
"PHARMACY","PHARMACY","CEFACLOR CAP 500MG",$2.65
"PHARMACY","PHARMACY","CEFACLOR SUSP 50MG/1ML",$2.20
"PHARMACY","PHARMACY","CEFAZOLIN 1G IN D5W 50ML BAG",$6.50
"PHARMACY","PHARMACY","CEFAZOLIN 2G DUPLEX BAG",$11.77
"PHARMACY","PHARMACY","CEFAZOLIN INJ 1000MG",$1.63
"PHARMACY","PHARMACY","CEFDINIR CAP 300MG",$0.76
"PHARMACY","PHARMACY","CEFDINIR SUSP 250MG/5ML",$0.60
"PHARMACY","PHARMACY","CEFOTAXIME 1000 MG VIAL",$15.70
"PHARMACY","PHARMACY","CEFOTAXIME 2000 MG VIAL",$33.66
"PHARMACY","PHARMACY","CEFPROZIL TAB 250MG",$1.40
"PHARMACY","PHARMACY","CEFPROZIL TAB 500 MG",$2.33
"PHARMACY","PHARMACY","CEFTAZIM/AVIBAC 2.5GM/12ML VIA",$565.12
"PHARMACY","PHARMACY","CEFTIN ORAL SUSP 5 ML",$1.42
"PHARMACY","PHARMACY","CEFTIN SUSP (ML)",$2.14
"PHARMACY","PHARMACY","CEFTIN TAB 250 MG",$0.81
"PHARMACY","PHARMACY","CEFTOLOZANE/TAZOBACTAM 1.5G VI",$210.87
"PHARMACY","PHARMACY","CEFUROXIME INJ 750MG/8.33ML",$8.12
"PHARMACY","PHARMACY","CEFZIL ORAL SUSP 50MG/ML",$1.07
"PHARMACY","PHARMACY","CELEBREX 100 MG",$1.87
"PHARMACY","PHARMACY","CELEBREX 200 MG",$3.10
"PHARMACY","PHARMACY","CELEXA TAB 20MG",$0.60
"PHARMACY","PHARMACY","CELLCEPT 250MG",$0.60
"PHARMACY","PHARMACY","CELLCEPT 500 MG",$0.84
"PHARMACY","PHARMACY","CELLCEPT INJ 500 MG",$209.47
"PHARMACY","PHARMACY","CEPACOL LOZ.24",$0.60
"PHARMACY","PHARMACY","CEPASTAT LOZENGE",$0.60
"PHARMACY","PHARMACY","CEPHALEXIN 500MG H-PACK",$0.60
"PHARMACY","PHARMACY","CEPHALEXIN SUSP 25MG/ML",$0.60
"PHARMACY","PHARMACY","CEREBYX INJ 100GM/2ML",$5.20
"PHARMACY","PHARMACY","CEREBYX INJECTION 500MG",$27.68
"PHARMACY","PHARMACY","CERVADIL VAG INSERT 10MG",$679.72
"PHARMACY","PHARMACY","CETACAINE SPRAY",$102.30
"PHARMACY","PHARMACY","CETIRIZINE 10 MG TABLET",$3.69
"PHARMACY","PHARMACY","CHARCOAL ACT/SORBITOL SUSP 240",$35.66
"PHARMACY","PHARMACY","CHARCOAL SUSP 250 ML",$36.70
"PHARMACY","PHARMACY","CHERRY SYRUP PER ML",$0.60
"PHARMACY","PHARMACY","CHLORASEPTIC LIQUID 6 OZ",$2.78
"PHARMACY","PHARMACY","CHLORHEXIDINE GLUCONATE BOT",$1.13
"PHARMACY","PHARMACY","CHLORPACTIN WCS-90 IRRIG",$25.12
"PHARMACY","PHARMACY","CHLORTHALIDONE TAB 25MG",$1.64
"PHARMACY","PHARMACY","CHOLECALCIFEROL 1000 UNIT TAB",$0.60
"PHARMACY","PHARMACY","CHOLECALCIFEROL 400 UNIT TAB",$0.60
"PHARMACY","PHARMACY","CHOLECALCIFEROL(VTMN D3) 400ML",$0.60
"PHARMACY","PHARMACY","CICLOPIROX CREAM 15GM",$9.46
"PHARMACY","PHARMACY","CICLOPIROX LOTION 60ML",$118.22
"PHARMACY","PHARMACY","CILOXAN OPHTH OINT 3.5GM",$396.34
"PHARMACY","PHARMACY","CIMETIDINE 800MG TABLET",$0.58
"PHARMACY","PHARMACY","CINACALCET HCL 60 MG TAB",$104.33
"PHARMACY","PHARMACY","CINACALCET HCL 90 MG TAB",$156.50
"PHARMACY","PHARMACY","CINACALCET HCL TAB 30MG",$41.73
"PHARMACY","PHARMACY","CIPRO TAB 250 MG",$0.60
"PHARMACY","PHARMACY","CIPRO TAB 500 MG",$0.60
"PHARMACY","PHARMACY","CIPRODEX OTIC SUSP 7.5ML",$410.98
"PHARMACY","PHARMACY","CIPROFLOXACIN 0.3% OPHTH 2.5ML",$6.56
"PHARMACY","PHARMACY","CIPROFLOXACIN INJ 400MG BAG",$4.04
"PHARMACY","PHARMACY","CITALOPRAM HBR TAB 10MG",$0.60
"PHARMACY","PHARMACY","CITALOPRAM HYDROBROMIDE 2MG/ML",$0.60
"PHARMACY","PHARMACY","CITRATE OF MAGNESIA",$2.08
"PHARMACY","PHARMACY","CITRATE(SHOHLS) ORAL SOL 15ML",$2.37
"PHARMACY","PHARMACY","CITRUCEL CAN",$13.02
"PHARMACY","PHARMACY","CLARITHROMYCIN SUSP 125MG/5ML",$1.39
"PHARMACY","PHARMACY","CLARITHROMYCIN SUSP 250MG/5ML",$2.21
"PHARMACY","PHARMACY","CLARITHROMYCIN-ER TAB 500MG",$5.68
"PHARMACY","PHARMACY","CLARITIN-D (24) TAB",$0.92
"PHARMACY","PHARMACY","CLARITIN-D TAB",$0.92
"PHARMACY","PHARMACY","CLIMARA PATCH 0.06MG",$22.95
"PHARMACY","PHARMACY","CLIMARA TRANSDERMAL 0.1MG",$19.48
"PHARMACY","PHARMACY","CLIMARA TS 0.025 MG",$20.06
"PHARMACY","PHARMACY","CLIMARA TS 0.05MG",$24.92
"PHARMACY","PHARMACY","CLINDAMYCIN CAP 150MG",$0.60
"PHARMACY","PHARMACY","CLINDAMYCIN CAP 300MG",$0.60
"PHARMACY","PHARMACY","CLINDAMYCIN GEL 1% 30 G",$99.50
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 300MG PREMIX",$7.89
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 300MG/2ML",$3.20
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 600MG PREMIX",$10.45
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 600MG/4ML",$3.94
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 900MG PREMIX",$14.77
"PHARMACY","PHARMACY","CLINDAMYCIN INJ 900MG/6ML",$5.23
"PHARMACY","PHARMACY","CLINDAMYCIN SUSP (PER ML)",$0.60
"PHARMACY","PHARMACY","CLINDAMYCIN VAG CREAM 40GM",$147.04
"PHARMACY","PHARMACY","CLOBETASOL CRM 0.05% 15GM",$111.78
"PHARMACY","PHARMACY","CLONIDINE HCL INJ 100MCG/ML",$21.36
"PHARMACY","PHARMACY","CLONIDINE NICU 5MCG/ML",$3.76
"PHARMACY","PHARMACY","CLONIDINE TAB 0.1MG",$0.60
"PHARMACY","PHARMACY","CLONIDINE TAB 0.2MG",$0.60
"PHARMACY","PHARMACY","CLONIDINE TAB 0.3MG",$0.60
"PHARMACY","PHARMACY","CLOTRIMAZOLE - 15 G (TUBE)",$2.90
"PHARMACY","PHARMACY","CLOTRIMAZOLE CREAM 1% 30GM",$2.26
"PHARMACY","PHARMACY","CLOTRIMAZOLE TOP SOL 1% 30ML",$98.00
"PHARMACY","PHARMACY","CLOZARIL TAB 100 MG",$2.10
"PHARMACY","PHARMACY","CLOZARIL TAB 25 MG",$0.78
"PHARMACY","PHARMACY","COCAINE SOL 4% 4ML",$313.46
"PHARMACY","PHARMACY","COD LIVER OIL 1 CAP CAPSULE",$0.60
"PHARMACY","PHARMACY","CODEINE TAB 15 MG",$0.69
"PHARMACY","PHARMACY","COGENTIN AMP. 2 MG",$56.68
"PHARMACY","PHARMACY","COGENTIN TAB 0.5 MG",$0.60
"PHARMACY","PHARMACY","COGENTIN TAB 1 MG",$0.60
"PHARMACY","PHARMACY","COLACE CAP 100 MG",$0.60
"PHARMACY","PHARMACY","COLACE LIQ 100 MG/10ML",$0.64
"PHARMACY","PHARMACY","COLCHICINE TAB 0.6 MG",$10.45
"PHARMACY","PHARMACY","COLLAGENASE OINTMENT 30 G",$411.32
"PHARMACY","PHARMACY","COLY-MYCIN 150MG INJ VIAL",$48.00
"PHARMACY","PHARMACY","COMPAZINE 10 MG",$18.02
"PHARMACY","PHARMACY","COMPAZINE SUPP 25MG",$12.97
"PHARMACY","PHARMACY","COMPAZINE TAB 10 MG",$0.60
"PHARMACY","PHARMACY","COMPAZINE TAB 5 MG",$0.60
"PHARMACY","PHARMACY","COMTAN TAB 200MG",$1.21
"PHARMACY","PHARMACY","CORDARONE 100MG",$3.74
"PHARMACY","PHARMACY","CORDARONE TAB 200 MG",$0.73
"PHARMACY","PHARMACY","COREG CR 10MG TAB",$6.55
"PHARMACY","PHARMACY","COREG TAB 12.5MG",$0.60
"PHARMACY","PHARMACY","COREG TAB 25MG",$2.94
"PHARMACY","PHARMACY","COREG TAB 3.125MG",$0.60
"PHARMACY","PHARMACY","COREG-CR CAP 20MG",$7.21
"PHARMACY","PHARMACY","COREG-CR CAP 40MG",$6.29
"PHARMACY","PHARMACY","COREG-CR CAP 80MG",$6.29
"PHARMACY","PHARMACY","CORGARD TAB 40MG",$2.91
"PHARMACY","PHARMACY","CORGARD TAB 80MG",$0.64
"PHARMACY","PHARMACY","CORTISPORIN OINT. 15 GM",$274.40
"PHARMACY","PHARMACY","CORTISPORIN OPHTH. SUSP. 10 ML",$210.36
"PHARMACY","PHARMACY","CORTISPORIN OTIC. SUSP 10 ML",$79.64
"PHARMACY","PHARMACY","CORTROSYN AMP.",$37.61
"PHARMACY","PHARMACY","COSOPT OPHTH SOL 10ML",$19.52
"PHARMACY","PHARMACY","COZAAR 100 MG",$0.60
"PHARMACY","PHARMACY","COZAAR TAB 25 MG",$0.60
"PHARMACY","PHARMACY","COZAAR TAB 50 MG",$0.60
"PHARMACY","PHARMACY","CREON DR 12,000 UNIT CAP",$5.31
"PHARMACY","PHARMACY","CUROSURF INH 120MG/1.5ML",$767.54
"PHARMACY","PHARMACY","CUROSURF INH 240MG/3ML",$1469.06
"PHARMACY","PHARMACY","CYANIDE ANTIDOTE KIT",$670.40
"PHARMACY","PHARMACY","CYANOCOBALAMIN TAB 1000MCG",$0.60
"PHARMACY","PHARMACY","CYANOCOBALAMIN TUBEX 1000 MCG",$4.23
"PHARMACY","PHARMACY","CYCLOBENAZPRINE HCL TAB 5MG",$0.60
"PHARMACY","PHARMACY","CYCLOGEL 1% 2ML",$7.52
"PHARMACY","PHARMACY","CYCLOPHOSPHAMIDE TAB 25MG",$10.38
"PHARMACY","PHARMACY","CYCLOPHOSPHAMIDE TAB 50MG",$25.54
"PHARMACY","PHARMACY","CYCLOSPORIN AMP 250 MG",$60.17
"PHARMACY","PHARMACY","CYCLOSPORINE CAP 100 MG",$12.53
"PHARMACY","PHARMACY","CYCLOSPORINE CAP 25 MG",$4.59
"PHARMACY","PHARMACY","CYCLOSPORINE LIQUID 100MG/ML",$4.30
"PHARMACY","PHARMACY","CYCLOSPORINE NEORAL CAP 100MG",$2.99
"PHARMACY","PHARMACY","CYCLOSPORINE NEORAL CAP 25MG",$0.93
"PHARMACY","PHARMACY","CYSTEINE HCL 50 MG/ML 10ML VIA",$26.77
"PHARMACY","PHARMACY","CYTARABINE INJ 100MG/ML",$25.96
"PHARMACY","PHARMACY","CYTOMEL TAB 25 MCG",$1.17
"PHARMACY","PHARMACY","CYTOMEL TAB 5 MCG",$0.60
"PHARMACY","PHARMACY","CYTOTEC TAB 100 MCG",$0.78
"PHARMACY","PHARMACY","CYTOTEC TAB 200 MCG",$1.51
"PHARMACY","PHARMACY","D. H. E. 1 MG",$209.68
"PHARMACY","PHARMACY","D5W 0.2% NACL 100ML",$0.51
"PHARMACY","PHARMACY","DABIGATRAN ETEX MESYL 75MG CAP",$11.16
"PHARMACY","PHARMACY","DACRIOSE 15 ML",$51.76
"PHARMACY","PHARMACY","DACRIOSE 30 ML BOTTLE",$34.40
"PHARMACY","PHARMACY","DAKINS SOLUTION",$12.72
"PHARMACY","PHARMACY","DANTRIUM INJ 20 MG",$130.00
"PHARMACY","PHARMACY","DAPSONE 100 MG TABLET",$5.29
"PHARMACY","PHARMACY","DAPSONE 25MG",$4.31
"PHARMACY","PHARMACY","DAPTACEL (DTAP) VACCINE",$51.03
"PHARMACY","PHARMACY","DARBIGATRN ETESILATE 150MG CAP",$10.51
"PHARMACY","PHARMACY","DARUNAVIR ETHANOLATE 600MG TAB",$47.36
"PHARMACY","PHARMACY","DARUNAVIR ETHANOLATE 800MG TAB",$73.46
"PHARMACY","PHARMACY","DEBROX OTIC DROP",$1.90
"PHARMACY","PHARMACY","DECADRON VIAL 1 ML/4 MG",$1.22
"PHARMACY","PHARMACY","DECADRON VIAL 5 ML 4 MG/1 ML",$1.14
"PHARMACY","PHARMACY","DEFERASIROX TAB 500MG",$88.14
"PHARMACY","PHARMACY","DELAFLOXACIN MEGLUMINE 450 MG",$125.33
"PHARMACY","PHARMACY","DELSYM LIQ 30MG/5ML",$0.70
"PHARMACY","PHARMACY","DELTALIN CAPS 50,000 CC",$0.60
"PHARMACY","PHARMACY","DEMADEX TAB 10 MG",$0.58
"PHARMACY","PHARMACY","DEMADEX TAB 20 MG",$1.28
"PHARMACY","PHARMACY","DEMADEX TAB 5 MG",$0.58
"PHARMACY","PHARMACY","DEMECLOCYCLINE 150 MG",$12.66
"PHARMACY","PHARMACY","DEPACON INJ 500MG/5ML",$3.64
"PHARMACY","PHARMACY","DEPAKENE CAP 250 MG",$0.80
"PHARMACY","PHARMACY","DEPAKENE SYR 250MG/5ML UD",$0.86
"PHARMACY","PHARMACY","DEPAKENE SYRUP PER ML",$0.60
"PHARMACY","PHARMACY","DEPAKOTE 125 MG TABLET",$0.60
"PHARMACY","PHARMACY","DEPAKOTE SPRINKLE CAP 125 MG",$1.32
"PHARMACY","PHARMACY","DEPAKOTE TAB 250 MG",$0.60
"PHARMACY","PHARMACY","DEPAKOTE TAB 500 MG",$0.60
"PHARMACY","PHARMACY","DEPO TESTOSTERONE 200 MG",$17.58
"PHARMACY","PHARMACY","DEPO-MEDROL 40 MG/1 ML",$12.97
"PHARMACY","PHARMACY","DEPOMEDROL INJ 80MG/1ML",$23.49
"PHARMACY","PHARMACY","DEPO-PROVERA 400MG/ML 2.5ML",$187.34
"PHARMACY","PHARMACY","DERMOPLAST SPRAY",$8.42
"PHARMACY","PHARMACY","DESFERAL INJ 500 MG VIAL",$45.10
"PHARMACY","PHARMACY","DESLORATIDINE TAB 5MG",$4.74
"PHARMACY","PHARMACY","DESMOPRESSIN ACETATE INJ-4MCG",$74.13
"PHARMACY","PHARMACY","DESYREL TAB 100 MG",$0.60
"PHARMACY","PHARMACY","DESYREL TAB 50 MG",$0.60
"PHARMACY","PHARMACY","DEXAMETH ELIXIR 0.5MG/5ML",$0.60
"PHARMACY","PHARMACY","DEXAMETHASONE CONC .25MG/.25ML",$0.60
"PHARMACY","PHARMACY","DEXAMETHASONE INJ 10MG/1ML",$2.60
"PHARMACY","PHARMACY","DEXAMETHASONE TAB 0.5 MG",$0.60
"PHARMACY","PHARMACY","DEXAMETHASONE TAB 1 MG",$0.60
"PHARMACY","PHARMACY","DEXAMETHASONE TAB 1.5 MG",$0.60
"PHARMACY","PHARMACY","DEXAMETHASONE TAB 2 MG",$1.13
"PHARMACY","PHARMACY","DEXAMETHASONE TAB 4 MG",$0.60
"PHARMACY","PHARMACY","DEXAMTHASONE ELIX 0.5MG/5ML",$1.20
"PHARMACY","PHARMACY","DEXMEDETOMIDINE INJ 200 MCG",$17.56
"PHARMACY","PHARMACY","DEXTR0MTHPHN POLISTIREX 6MG/ML",$0.60
"PHARMACY","PHARMACY","DEXTRAN 40 10% D5W BAG",$42.98
"PHARMACY","PHARMACY","DEXTROSE 25% INJ 10ML SYR",$13.75
"PHARMACY","PHARMACY","DEXTROSE 5% INJ 250ML",$0.46
"PHARMACY","PHARMACY","DEXTROSE 5% INJ 50ML",$0.24
"PHARMACY","PHARMACY","DEXTROSE 50% INJ 25GM/50ML",$4.36
"PHARMACY","PHARMACY","DEXTROSE 50% INJ 500ML",$1.82
"PHARMACY","PHARMACY","DEXTROSE 50% INJ 50ML",$0.51
"PHARMACY","PHARMACY","DEXTROSE 50% INJ 50ML SYR",$17.96
"PHARMACY","PHARMACY","DEXTROSE 70% INJ 500ML",$0.39
"PHARMACY","PHARMACY","DEXTROSE GEL 15 GM PACKET",$3.00
"PHARMACY","PHARMACY","DIAMOX INJ 500 MG",$26.34
"PHARMACY","PHARMACY","DIAMOX TAB 250 MG",$5.63
"PHARMACY","PHARMACY","DIAZEPAM INJ 10MG/2ML (SYR)",$44.96
"PHARMACY","PHARMACY","DIAZEPAM ORAL CONC BTL",$1.96
"PHARMACY","PHARMACY","DIAZEPAM ORAL CONC UDSYR",$1.96
"PHARMACY","PHARMACY","DIAZEPAM RECTAL GEL 10MG",$212.67
"PHARMACY","PHARMACY","DIAZEPAM RECTAL GEL 20MG",$216.24
"PHARMACY","PHARMACY","DIAZEPAM TAB 2 MG",$0.60
"PHARMACY","PHARMACY","DIAZEPAM TAB 5 MG",$0.60
"PHARMACY","PHARMACY","DICLOXACILLIN SOD CAP 500MG",$0.87
"PHARMACY","PHARMACY","DIDANOSINE EC 400 MG",$14.13
"PHARMACY","PHARMACY","DIFFERIN 0.1% CREAM",$337.72
"PHARMACY","PHARMACY","DIGOXIN INJ 0.5 MG/2ML",$6.17
"PHARMACY","PHARMACY","DIGOXIN ORAL SOL 0.05MG/ML",$4.32
"PHARMACY","PHARMACY","DIGOXIN ORAL SOL 0.125MG/2.5ML",$1.60
"PHARMACY","PHARMACY","DIGOXIN TAB 0.125MG",$1.47
"PHARMACY","PHARMACY","DIGOXIN TAB 0.25 MG",$1.50
"PHARMACY","PHARMACY","DIGOXINE IMMUNE FAB VIALS",$6391.44
"PHARMACY","PHARMACY","DILANTIN CAP 100 MG",$0.60
"PHARMACY","PHARMACY","DILANTIN CAP 30 MG",$0.60
"PHARMACY","PHARMACY","DILANTIN SUSP 100MG/4ML UD",$3.24
"PHARMACY","PHARMACY","DILANTIN SUSP 125 MG/5 ML PER",$0.60
"PHARMACY","PHARMACY","DILANTIN TAB 50 MG",$1.99
"PHARMACY","PHARMACY","DILAUDID TAB 2 MG",$0.60
"PHARMACY","PHARMACY","DILAUDID TAB 4 MG",$0.60
"PHARMACY","PHARMACY","DILAUDID-HP INJ 50 MG",$12.85
"PHARMACY","PHARMACY","DILTIAZEM ADD VANTAGE VIAL",$21.74
"PHARMACY","PHARMACY","DIOVAN 160 MG",$0.60
"PHARMACY","PHARMACY","DIOVAN CAP 80 MG",$0.60
"PHARMACY","PHARMACY","DIPHENHYDRAMINE LIQ 12.5MG/5ML",$2.18
"PHARMACY","PHARMACY","DIPHENYDRAMINE INJ 50MG/1ML",$1.11
"PHARMACY","PHARMACY","DIPTHERIA TETANUS TOXOID PEDS",$93.82
"PHARMACY","PHARMACY","DIPTH-TETANUS ADULT 0.5 ML",$46.74
"PHARMACY","PHARMACY","DITROPAN TAB",$0.91
"PHARMACY","PHARMACY","DIURIL SOD VIAL 500 MG",$46.57
"PHARMACY","PHARMACY","DIVALPROEX E-R 500MG",$2.91
"PHARMACY","PHARMACY","DIVALPROEX TAB 250 MG (EXT REL",$2.38
"PHARMACY","PHARMACY","DOBUTAMINE 500 MG BAG",$18.46
"PHARMACY","PHARMACY","DOMEBORO SOL (PACK)",$1.25
"PHARMACY","PHARMACY","DONEPEZIL HCL TAB 10MG",$0.60
"PHARMACY","PHARMACY","DONEPEZIL HCL TAB 5MG",$0.60
"PHARMACY","PHARMACY","DOPAMINE-D5W INFUSION 400MG",$13.43
"PHARMACY","PHARMACY","DOPRAM INJ 400MG/20ML",$76.97
"PHARMACY","PHARMACY","DOXEPIN CAP 100MG",$0.60
"PHARMACY","PHARMACY","DOXEPIN CAP 10MG",$0.80
"PHARMACY","PHARMACY","DOXEPIN CAP 25MG",$1.04
"PHARMACY","PHARMACY","DOXEPIN CAP 50MG",$1.39
"PHARMACY","PHARMACY","DOXEPIN LIQ CONC 10MG/ML (ML)",$0.60
"PHARMACY","PHARMACY","DOXERCALCIFEROL CAP 2.5 MCG",$34.34
"PHARMACY","PHARMACY","DOXYCYCLINE CAP 100 MG",$2.40
"PHARMACY","PHARMACY","DOXYCYCLINE CAP 50 MG",$1.41
"PHARMACY","PHARMACY","DOXYCYCLINE INJ 100 MG",$34.39
"PHARMACY","PHARMACY","DR FAILINGS EYE KIT",$63.20
"PHARMACY","PHARMACY","DRONABINOL CAP 5MG",$7.65
"PHARMACY","PHARMACY","DULCOLAX SUPP",$0.60
"PHARMACY","PHARMACY","DULCOLAX TAB",$0.60
"PHARMACY","PHARMACY","DULOXETINE HCL CAP 20MG",$0.60
"PHARMACY","PHARMACY","DULOXETINE HCL CAP 30MG",$0.73
"PHARMACY","PHARMACY","DULOXTINE HCL CAP 60MG",$0.84
"PHARMACY","PHARMACY","DURICEF CAP 500 MG",$1.27
"PHARMACY","PHARMACY","DUTASTERIDE CAP 0.5MG",$8.96
"PHARMACY","PHARMACY","ECOTRIN TAB 5 MG",$0.15
"PHARMACY","PHARMACY","EFAVIRENZ CAP 200MG",$20.58
"PHARMACY","PHARMACY","EFFEXOR TAB 25 MG",$1.51
"PHARMACY","PHARMACY","EFFEXOR TAB 37.5 MG",$0.77
"PHARMACY","PHARMACY","EFFEXOR TAB 50 MG",$2.72
"PHARMACY","PHARMACY","EFFEXOR TAB 75 MG",$0.73
"PHARMACY","PHARMACY","EFFEXOR XR 150 MG",$0.68
"PHARMACY","PHARMACY","EFFEXOR-XR CAP 37.5MG",$1.00
"PHARMACY","PHARMACY","EFFEXOR-XR CAP 75MG",$0.80
"PHARMACY","PHARMACY","EFFIENT 10MG TAB",$28.43
"PHARMACY","PHARMACY","EFUDEX CREAM 5% 25 GM",$272.28
"PHARMACY","PHARMACY","ELAVIL TAB 10 MG",$0.60
"PHARMACY","PHARMACY","ELAVIL TAB 25 MG",$0.60
"PHARMACY","PHARMACY","ELAVIL TAB 50 MG",$1.21
"PHARMACY","PHARMACY","ELECTROLYTE A SOL 1,000ML BAG",$19.98
"PHARMACY","PHARMACY","ELECTROLYTE-R 1000ML BAG",$9.44
"PHARMACY","PHARMACY","ELMIRON CAPSULE",$16.75
"PHARMACY","PHARMACY","EMIRICITABINE/TENOFOVIR TABLET",$108.36
"PHARMACY","PHARMACY","EMLA CREAM KIT",$8.38
"PHARMACY","PHARMACY","EMTRICITABINE CAP 200MG",$33.79
"PHARMACY","PHARMACY","ENOXAPARIN INJ 100MG",$14.60
"PHARMACY","PHARMACY","ENOXAPARIN INJ 120MG",$17.08
"PHARMACY","PHARMACY","ENOXAPARIN INJ 150MG",$21.80
"PHARMACY","PHARMACY","ENOXAPARIN INJ 30MG",$4.20
"PHARMACY","PHARMACY","ENOXAPARIN INJ 40MG",$5.68
"PHARMACY","PHARMACY","ENOXAPARIN INJ 60MG",$8.78
"PHARMACY","PHARMACY","ENOXAPARIN INJ 80MG",$11.24
"PHARMACY","PHARMACY","EPHEDRINE SULFATE AMP 50 MG",$39.11
"PHARMACY","PHARMACY","EPIFOAM",$132.08
"PHARMACY","PHARMACY","EPIPEN INJ",$574.94
"PHARMACY","PHARMACY","EPIPEN-JR 0.15MG (2-PAK)",$574.94
"PHARMACY","PHARMACY","EPIVIR TAB 150 MG",$3.25
"PHARMACY","PHARMACY","EPLERENONE TAB 25MG",$2.64
"PHARMACY","PHARMACY","EPOPROSTENOL SOD INJ 500MCG",$40.00
"PHARMACY","PHARMACY","EPSOM SALTS PER OZ",$2.58
"PHARMACY","PHARMACY","ERGOCALCIFEROL 8000 U/ML (ML)",$0.93
"PHARMACY","PHARMACY","ERTHROMCIN SUSP 400MG/5ML",$8.12
"PHARMACY","PHARMACY","ERYTHROCIN ORAL SUSP 1 ML",$0.60
"PHARMACY","PHARMACY","ERYTHROMCIN BASE OINT 1 GM",$3.80
"PHARMACY","PHARMACY","ERYTHROMYCIN ETHYL TAB 400MG",$20.92
"PHARMACY","PHARMACY","ERYTHROMYCIN INJ 500MG",$122.83
"PHARMACY","PHARMACY","ERYTHROMYCIN SUSP 40MG/ML",$4.61
"PHARMACY","PHARMACY","ERYTHROMYCIN TOP GEL 2% 30GM",$330.20
"PHARMACY","PHARMACY","ERYTHROMYCIN-BASE TAB 250MG",$50.31
"PHARMACY","PHARMACY","ERYTHROMYCIN-BASE TAB 333MG",$15.92
"PHARMACY","PHARMACY","ESCITALOPRAM 20MG TABLET",$0.60
"PHARMACY","PHARMACY","ESCITALOPRAM OXAL TAB 10MG",$0.60
"PHARMACY","PHARMACY","ESOMEORAZOLE 20MG CAP",$6.70
"PHARMACY","PHARMACY","ESTRADIOL PATCH 0.075MG/DAY",$63.55
"PHARMACY","PHARMACY","ESTRADIOL WK TRANSDERMAL PATCH",$0.60
"PHARMACY","PHARMACY","ESTRAMUSTINE PHOS CAP - 140MG",$4.16
"PHARMACY","PHARMACY","ESTRATAB .625 MG",$4.30
"PHARMACY","PHARMACY","ESTROGEN/MEDROXYPROG 0.45/1.5",$12.05
"PHARMACY","PHARMACY","ESTROGENS,CONJUGATED 0.3 MG TB",$9.95
"PHARMACY","PHARMACY","ETOMIDATE VIAL 20 ML",$5.22
"PHARMACY","PHARMACY","ETRAVIRINE 200MG TABLET",$38.02
"PHARMACY","PHARMACY","EULEXIN CAP 125 MG",$0.60
"PHARMACY","PHARMACY","EXCEDRIN EX-ST TAB",$0.60
