CPT Code,CPT/Charge Description,List Price
,DRESSING DRAWTEX 4X4,$102.79 
,DRESSING DUODERM 4 X 4,$45.30 
,DRESSING FOAM LARGE WHITE,$174.17 
,DRESSING HEEL OPTIFOAM,$72.18 
,DRESSING ISLAND 4X10 SILVERLON,$300.00 
,DRESSING MESALT 4X4,$10.95 
,DRESSING PRIMAPORE 4X3,$32.85 
,DRESSING PRIMAPORE 4X3,$17.55 
,DRESSING PRIMAPORE 4X3,$18.49 
,DRESSING PRIMAPORE 8X4,$27.15 
,DRESSING PURACOL PLUS AG 2 X 2,$109.91 
,DRESSING SILVASORB 4X4 ANTIMICROBIAL,$122.70 
,DRESSING STABILIZER  EZ-IO,$221.00 
,DRESSING TEGADERM 2X2,$7.96 
,"DRESSING TEGADERM 6X8 , FILM FRAME",$13.04 
,DRESSING TOPIFOAM,$162.45 
,DRILL 1.75MM TWIST,"$1,850.00 "
,DRILL 1.7MM CANNULATED AO COUPLING,"$4,944.00 "
,DRILL 1.8MM BIT DEPTHMARK,"$1,295.00 "
,DRILL 11G HAND,"$1,040.90 "
,DRILL 14MM,"$4,200.00 "
,DRILL 14MM,"$4,200.00 "
,DRILL 16MM,"$4,000.00 "
,DRILL 2.0,"$1,390.00 "
,DRILL 2.0MM QUICK RELEASE,"$1,840.00 "
,DRILL 2.0X40MM SOLID SIDE CUTTING,"$1,280.00 "
,DRILL 2.1,"$1,395.00 "
,DRILL 2.1MM CANNULATED AO COUPLING,"$5,388.00 "
,DRILL 2.30MM TWIST,"$1,850.00 "
,DRILL 2.3X120MM,"$2,160.00 "
,DRILL 2.4,"$1,390.00 "
,DRILL 2.5.230/200MM,"$3,240.00 "
,DRILL 2.5MM BIT,"$4,720.00 "
,DRILL 2.5MM BIT GOLD 110MM,$630.00 
,DRILL 2.5MM FOR 3.5MM SCREWS,$10.00 
,DRILL 2.5MM FOR 3.5MM SCREWS,"$1,790.00 "
,DRILL 2.5X40MM SOLID SIDE CUTTING,"$1,280.00 "
,DRILL 2.6,"$2,736.00 "
,DRILL 2.6MM 45-35010 STRYKER,$904.00 
,DRILL 2.6MM FOR SPEEDGUIDE,"$3,580.00 "
,DRILL 2.7,"$4,256.50 "
,DRILL 2.8MM QUICK RELEASE,"$1,990.00 "
,DRILL 2.8X165MM,"$1,570.00 "
,DRILL 3.1MM BIT,"$4,650.00 "
,DRILL 3.2 X 180MM,"$3,830.00 "
,DRILL 3.5,"$2,580.00 "
,DRILL 3.5X122MM OVERDRILL AO,"$3,336.00 "
,DRILL 4.0 BIT KIT,"$1,790.00 "
,DRILL 4.0X5.1MM NUERO SOFT TOUCH,"$1,413.90 "
,DRILL 4.3 X 289MM,"$2,970.00 "
,DRILL 4.5MM CoLS,"$2,100.00 "
,DRILL 4MM,"$1,659.00 "
,DRILL AO 1.9MM SHAFT END,"$2,170.00 "
,DRILL AO SMALL 4.2 X 180MM,"$2,576.00 "
,DRILL AO SMALL 4.2 X 340MM,"$2,400.00 "
,DRILL AO SMALL 5 X 180MM,"$2,488.00 "
,DRILL BIT 1.5X65MM QC,"$1,350.00 "
,DRILL BIT 1.6X90MM,"$2,160.00 "
,DRILL BIT 12MM,"$4,357.34 "
,DRILL BIT 12MM,"$3,351.80 "
,DRILL BIT 12MM,"$1,500.00 "
,DRILL BIT 12MM,"$1,000.00 "
,DRILL BIT 13MM YNOT FLEX HARD BONE,$702.91 
,DRILL BIT 14MM,"$1,675.90 "
,DRILL BIT 18MM YNOT FLEX,$702.91 
,DRILL BIT 2.0/110MM CANNULATED,"$2,790.00 "
,DRILL BIT 2.0X100MM QC,"$1,350.00 "
,DRILL BIT 2.5MM,"$1,600.00 "
,DRILL BIT 2.5X100MM,"$1,600.00 "
,DRILL BIT 2.6MM,"$2,780.00 "
,DRILL BIT 2.6MM DISP,"$1,750.00 "
,DRILL BIT 3.2X150MM,"$2,160.00 "
,DRILL BIT 3.2X300MM,"$2,745.50 "
,DRILL BIT 3.8 DISP,"$3,900.00 "
,DRILL BIT 5.0MM,"$6,978.50 "
,DRILL BIT CANNULATED 2.4MM DEPTH STOP,"$2,725.00 "
,DRILL BIT CENTRAL SCREW,"$2,200.00 "
,DRILL BIT CENTRAL SCREW 2.7,"$2,900.00 "
,DRILL BIT COUNTERSINK,"$1,900.00 "
,DRILL BIT LUPINE STABILIZE 2.9 REUSABLE,"$2,440.00 "
,DRILL CANNULATED 3MM,"$3,930.00 "
,DRILL HAND 10G,"$1,040.90 "
,DRILL OPENING REAMER,"$7,386.00 "
,DRILL QUICK COUPLING 2.7X2  L85,"$8,699.40 "
,DRILL QUICK COUPLING 2X1.7  L85,"$8,699.40 "
,DRILL TWIST 2X110 LT BLUE,"$3,300.00 "
,DRILL TWIST 2X150 LT BLUE,"$3,300.00 "
,DRILL TWIST 3.5X70MM,"$1,700.00 "
,DRIVER 2.7 TWIST,"$2,400.00 "
,DRIVER 2MM AO CONNECTION SQUARE TIP,"$1,040.00 "
,DRIVER 3.5 TWIST,"$2,400.00 "
,DSG 4X4 HYDROFERA  BLUE,$95.40 
,DSG GUAZE XEROFORM 5 X9,$17.03 
,DSG PURACOL PLUS AG 2 X 2,$98.41 
,DSG TEGADERM ROLL 4  X 11,$363.74 
,DURASEAL SEALANT 5ML,"$12,136.00 "
,EGD FLEX W/SPECIMEN COLLECTION,"$5,230.00 "
,ELASTIC BANDA (DONT USE),$17.98 
,ELECTRODE 1.5X.7 RADIUS LOOP LARGE,$294.84 
,ELECTRODE 1.5X1.5 RADIUS LOOP LARGE,$294.84 
,ELECTRODE 1X RADIUS LOOP LARGE,$294.84 
,ELECTRODE 2.5X1 RADIUS LOOP LARGE,$294.84 
,ELECTRODE 2X.8 RADIUS LOOP LARGE,$294.84 
,ELECTRODE 2X2 RADIUS LOOP LARGE,$294.84 
,ELECTRODE 30DEG HF LOOP BIPOLAR,"$4,832.00 "
,ELECTRODE BLADE 2.75  XL STERILE,$69.96 
,ELECTRODE BLADE 4  E-Z CLEAN MODIFIED,$96.15 
,ELECTRODE HF BUTTON BIPOLAR,"$4,662.50 "
,ELECTRODE NDL 6.5  E-Z CLEAN MODIFIED,$100.05 
,ELECTRODE NEEDLE 2.75  E-Z CLEAN,$89.70 
,ELECTRODE NEEDLE 2.75  E-Z CLEAN MODIFIE,$93.90 
,ELECTRODE NEEDLE 6  E-Z CLEAN MODIFIED,$100.05 
,ELECTRODE ZOLL ADULT,$320.10 
,ELECTRODES LEEP 1X.4 SQUARE,$297.44 
,ELECTRODES LEEP 1X.7 SQUARE,$297.44 
,ELECTRODES LEEP 1X1 SQUARE,$297.44 
,ENDO 4.5MM TUBE UNCUFFED ORAL RAE,$145.05 
,ENDO CARPAL TUNNEL BLADES,"$2,288.33 "
,ENDO GIA XL STAPLER 12MM,"$2,990.00 "
,ENDO3.0MM TUBE UNCUFFED ORAL RAE,$145.05 
,ENDOBUTTON 20MM CL ULTRA,"$3,297.00 "
,ENDOJAW DISP. BIOPSY FORCEPS,$358.93 
,ENDOSCOPIC TUNNEL RELEASE SYSTEM,"$2,350.00 "
,ENEMA SALINE PNG,$21.45 
,ENSPIRE FLEX MICRODISECTOMY SYSTEM,"$29,950.00 "
,ENSPIRE MICRODISECTOMY SYSTEM,"$24,000.00 "
,EPIDURAL CATHETER GUIDE,$131.28 
,EPUIDURAL SINGLE SHOT TRAY,$103.98 
,EVACUATOR 4.0 SMOKE PLUME AWAY,$150.00 
,EVACUATOR KITS PVC 400CC,$133.51 
,EXCHANGER HEAT/MOISTURE W/ PORT,$18.75 
,EXPRESSEW AUTOCAPTURE RETENTION PLATE,$530.00 
,EXTREMITY DRAPE,$87.90 
,EYE PROTECTOR ADULT STRL,$107.55 
,E-Z WRAP NASAL CANNULA EAR CUSHION SET,$26.40 
,EZLOC FEMORAL FIXATION,"$4,750.00 "
,EZLOC STANDARD 9-10MM FEMORAL FIX,"$3,100.00 "
,EZPAP SYSTEM W/ MOUTHPIECE,$224.25 
,FASTENER TUBE ORAL ENDOTRACHEAL,$112.19 
,FEMOR COMPONENT SZ3 RIGHT,"$9,000.00 "
,FEMORAL 10MM ROD,"$1,855.00 "
,FEMORAL 3X10MM POSTERIOR AUGMENT,"$8,051.25 "
,FEMORAL APERFIX IMPLANT,"$12,500.00 "
,FEMORAL CEMENTED SZ5 RIGHT,"$10,000.00 "
,FEMORAL CEMENTED SZ7 LEFT,"$10,000.00 "
,FEMORAL CEMENTED SZ7 RIGHT,"$10,000.00 "
,FEMORAL COMPONENT,"$6,250.00 "
,FEMORAL COMPONENT SZ2 RIGHT,"$10,000.00 "
,FEMORAL COMPONENT SZ3 LEFT,"$9,000.00 "
,FEMORAL COMPONENT SZ3 RIGHT,"$9,000.00 "
,FEMORAL COMPONENT SZ4 LEFT,"$10,000.00 "
,FEMORAL COMPONENT SZ4 RIGHT,"$10,000.00 "
,FEMORAL HEAD 28MM MED,"$6,000.00 "
,FEMORAL HEAD 32X-5MM,$0.05 
,FEMORAL HEAD SZ 36MM +0MM MED,"$6,000.00 "
,FEMORAL HEAD SZ 36MM +3.5MM LONG,"$5,915.00 "
,FEMORAL HEAD SZ 36MM -3.5MM MED,"$6,000.00 "
,FEMORAL MEMENTED SZ6 LEFT,"$10,000.00 "
,FEMORAL SZ3 LEFT TOTAL STABILIZER,"$44,568.75 "
,FEMORAL TROCAR LONG RIGIDFIX,"$1,970.00 "
,FEMOSTOP GOLD COMPRESSION ASSIST DEVICE,"$10,500.00 "
,FEMUR POLY CEMENTED SZ 5 RIGHT,"$6,875.00 "
,FEMUR POLY CEMENTED SZ 6 LEFT,"$11,386.25 "
,FEMUR POLY CEMENTED SZ 7 LEFT,"$11,386.25 "
,FIBER HOLMIUM LASER,$560.84 
,FIBERLINK # 2 26,$395.00 
,FIBERLOOP #2 BLUE,$500.00 
,FIBERSTICK #2 FIBERWIRE #2,$357.50 
,FIBERTAPE 2MM 7,$357.50 
,FIBERWIRE # 1 38,$240.50 
,FIBERWIRE # 2,$240.50 
,FIBERWIRE TIGERLINK 26IN CLOSED LOOP,$395.00 
,FILLER 10CC,"$14,500.00 "
,FILLER 10CC DEMINERALIZED CANCELLOUS,"$8,550.00 "
,FILLER 2.5CC CANCELLOUS,"$4,250.00 "
,FILLER 5CC,"$10,000.00 "
,FILM BARRIER NO STING CAVILON SPRAY,$109.80 
,FILTER BACTERIA F/ RESP THRPY,$12.30 
,FILTER WATERTRAP AVEA,$133.30 
,FILTERED EXTENSION SET,$46.40 
,FIXATION ABSTACK 5MM SHORT 20 TACKS,"$5,841.40 "
,FIXATION DEVICE ULTRABUTTON ADJUSTABLE,"$4,250.00 "
,FLUID WARMER DRAPES ECOLAB,$390.00 
,FOLEY CATH 18FR 30CC 3-WAY,$19.20 
,FOLEY CATH 20FR 30CC,$16.35 
,FOLEY CATH 20FR 30CC 3-WAY,$63.00 
,FOLEY TRAY 16FR 100% SILICONE,$134.10 
,FORCEP BIOPSY 2300MM 2.8MM DSIP,$127.50 
,FORCEP BIOPSY ALLIGATOR JAW,$127.50 
,FORCEP BIOSPY 2.8 HOT ALLIGATOR JAW,$252.85 
,FORCEPS RJ4 240CM LRG. CAPCITY,$352.90 
,FRAZIER 10 FR SUCTION TUBE CTRL VENT,$35.10 
,GENERATOR PULSE INPLANTABLE WAVEWRITTER,"$110,000.00 "
,GLENOID BASEPLATE 28MM,"$13,550.00 "
,GLENOSPHERE STANDARD 36MM VERSA DIAL,"$12,750.00 "
,GLIDESCOPE DISP SHEATH BARIATRIC # 3,$234.00 
,GLIDESCOPE DISP SHEATH BARIATRIC # 4,$234.00 
,GLOVE BIOGEL 8.0 SURGEON,$38.50 
,GLOVE BIOGEL 8.0 ULTRATOUCH NON-LTX,$32.55 
,GLOVE BIOGEL PI INDICATOR SZ 7.5,$45.40 
,GLOVE BIOGEL PI INDICATOR SZ 8.0,$27.75 
,GLOVE BIOGEL SURGICAL PF(DONT USE),$39.00 
,GLOVE DERMASSURE 7.5 NON-LTX NON-POWDER,$22.50 
,GLOVE DERMASSURE 8.0 NON-LTX NON-POWDER,$22.50 
,GLOVE DERMASSURE 8.5 NON-LTX NON-POWDER,$22.50 
,GLOVE DERMASSURE 9.0 NON-LTX NON-POWDER,$22.50 
,GLOVE ENCORE ACCLAIM 7.5,$2.18 
,GLOVE GAMMEX 8.0 ORTHO DERMA PRENE,$16.96 
,GLOVE RADION-X 7.5 LATEX,$30.28 
,GLOVE SENSICARE 6.0 PI LF SURG.,$25.50 
,GLOVE SENSICARE 6.5 PI LF SURG.,$25.50 
,GLOVE SENSICARE 7.0 PI LF SURG.,$25.50 
,GLOVE SENSICARE 7.5 PI LF SURG.,$25.50 
,GLOVE SENSICARE 8.5 PI LF SURG.,$25.50 
,GLOVE SENSICARE 9.0 PI LF SURG.,$25.50 
,GOWN SURGICAL XL,$31.52 
,GOWN SURGICAL XXL NON REINF,$34.95 
,GRAFT 2X2 DURAGEN,"$2,268.45 "
,GRAFT 6MMX10CM STRAIGHT FLIXENE,"$4,806.55 "
,GRAFT 6MMX30CM STRAIGHT FLIXENE,"$4,821.40 "
,GRAFT 6MMX40CM STRAIGHT FLIXENE,"$1,601.11 "
,GRAFT 6MMX50CM STRAIGHT FLIXENE,"$4,806.55 "
,GRAFT VASCULAR 6MMX50CM PTFE,"$6,225.40 "
,GRAFTJACKET MAX FORCE NOMESH EXTR 4X7CM,"$23,050.00 "
,GREEN I.V DELIVERY MODULE PEDI,$653.60 
,GREEN INTUBATION MODULE PEDI,$461.50 
,GROUNDING PAD,$56.00 
,GUAZE PACKING STRIP PLAIN 1 X5 YD,$47.10 
,GUAZE PAD 4X4,$1.10 
,GUIDE 22395 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE 22499 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE 22931 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE 23007 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE 23417 ALIGNMENT NYLON,"$2,500.00 "
,GUIDE 23465 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE 23515 ALIGNMENT NYLON,"$5,000.00 "
,GUIDE BLOCK PROPHECY SZ 4 LEFT,"$4,800.00 "
,GUIDE PIN THREADED,"$2,300.00 "
,GUIDE SPEED 2.6,"$6,780.00 "
,GUIDE SZ1 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2  ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2  ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ2 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3  ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ3  ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ3  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ3 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4  ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ4 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ5 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ5 ALIGNMENT RIGHT,"$4,800.00 "
,GUIDE SZ6 ALIGNMENT LEFT,"$4,800.00 "
,GUIDE WIRE .014X335CM VIPERWIRE,"$1,500.00 "
,GUIDE WIRE .062 MM TROCAR TIP,$322.50 
,GUIDE WIRE .062X6 MM,$230.00 
,GUIDE WIRE 1.35MM TROCAR TIP,$435.00 
,GUIDE WIRE 2.2X711MM,"$2,300.00 "
,GUIDE WIRE 2MMX70CM BALL NOSE,"$3,600.00 "
,GUIDE WIRE 3X300MM BALL-TIPPED,"$2,640.00 "
,GUIDE WIRE KIT,"$1,200.00 "
,GUIDE WIRE NITINOL,"$3,150.00 "
,GUIDEWIRE .014X300CM STRAIGHT CORONARY,$690.90 
,GUIDEWIRE 0.035 260CM STRGHT STARTER,"$1,125.50 "
,GUIDEWIRE 300CM FLOPPY STRGHT CHOICE,"$4,897.00 "
,GUIDEWIRE COATED PERI. ANGLE 3CM,"$2,220.00 "
,GUIDEWIRE PERI. DISTAL 25CM .014  ANGLE,"$3,004.10 "
,GUIDEWIRE PERI. DISTAL 25CM .035  ANGLED,"$1,800.00 "
,GUIDEWIRE TROCAR TIP THREADED 1.35X150MM,$200.00 
,HANDLE LARYNGOSCOPE LED GREEN MED 30,"$1,255.80 "
,HARMONIC +7 SHEARS,"$5,490.00 "
,HEAD 22MM RIGHT RADIAL,"$26,930.00 "
,HEAD FEMORAL 28MM +0MM,"$5,584.50 "
,HEAD UNIVERSAL 48MM X 28MM,"$7,542.00 "
,HEAD UNIVERSAL 55MM X 28MM,"$6,560.00 "
,HEART NEBULIZER KIT LRG VOLUME ADULT,$439.66 
,HIBICLENS LIQUID 4OZ,$35.85 
,HOLMIUM LASER,$651.48 
,HOOD COVER SURGERY,$2.48 
,HOOD FLYTE W/ PEELAWAY,$572.70 
,HOOK SCISSOR TIP DISP MICROLINE,$518.88 
,HUMERAL BEARING STANDARD E1,"$13,200.00 "
,HUMERAL STEM MINI,"$35,400.00 "
,HUMERAL TRAY W LOCKING TRAY,"$14,900.00 "
,ICU ROOM,"$2,200.00 "
,ILLUMINATOR ASPIRATION TAPER TIP PHOTON,"$3,950.00 "
,ILLUMINATOR SUCTION LONG ROUND PHOTON F,"$3,750.00 "
,IMMOBILIZER KNEE 16  TRI-PANEL,$145.00 
,IMMOBILIZER KNEE 20  TRI-PANEL,$170.00 
,IMMOBILIZER KNEE 24  TRI-PANEL,$183.80 
,INFANT CANNULA TUBING 7,$69.15 
,INFANT RESUSCITATOR BAG MASK,$87.23 
,INFLATION DEVICE 26 ENCORE,$675.00 
,INFLATION DEVICE DISP,$624.00 
,INJECTION PROBE GOLD 7FR,"$4,557.40 "
,INJECTOR 25G SINGLE USE,"$1,286.90 "
,INNER CANNULA SZ 8 DISPOSABLE,$130.95 
,INNOVIN,$484.20 
,INSTRUMENTATION SET 10MM,$500.00 
,INSTRUMENTATION SET 8MM,$500.00 
,INSTRUMENTS CoLS DISPOSABLE,"$4,500.00 "
,INSULATED NEED STIMUPLEX 22GX4IN,$179.01 
,INSULIN 70/30 100U/1ML 3ML VIAL*N.F.*,$132.10 
,INTEGUSEAL MICROBIAL SEALANT,$420.00 
,INTERJECT CLEAR NEEDLE,"$6,187.00 "
,INTRAOSSEOUS 14G INFUSION NDL  DISP,$529.00 
,INTRODUCER .038CM 22FR,$490.50 
,INTRODUCER .038CM 24FR,$490.50 
,INTRODUCER KIT,$615.00 
,INTUBATION ADAPTER 15MM,$8.30 
,INTUBATION ADAPTER 22MM,$4.79 
,I-O MODULE BLUE,$585.00 
,I-O MODULE GREEN,$585.00 
,I-O MODULE ORANGE,$585.00 
,I-O MODULE PURPLE,$585.00 
,I-O MODULE WHITE,$585.00 
,I-O MODULE YELLOW,$585.00 
,IV CATH 14G X 5.25 IN ORANGE,$227.80 
,IV CATH 18G X  2.5  STR FEP,$58.05 
,JAMSHIDI NEEDLE BONE MARROW 11GX6,$184.90 
,K WIRE 0.9X100MM,$270.00 
,K WIRE 1.6X100MM,$270.00 
,K WIRE 1.6X150MM,$270.00 
,K WIRE 1.6X230MM,$450.00 
,KAR NEEDLE MAYO CATGUT TPR SZ 4,$103.65 
,KIT 15CC CORE DECOMPRESSION W/ GRAFT,"$30,000.00 "
,KIT 17GX75MM COOLIEF RF 4MM TIP,"$14,770.00 "
,KIT ACL,"$7,500.00 "
,KIT ACL (ZIMMER),"$6,600.00 "
,KIT ACL DISPOSABLES,"$6,890.00 "
,KIT ACL PROCEDURE,"$7,500.00 "
,KIT ACL PROCEDURE TRANSTIBIAL W/ SAW,"$3,220.00 "
,KIT BALLOON 10G 15MM IVAS ELITE,"$39,321.40 "
,KIT BMA PROCESSING ART 21 BMC SYSTEM,$0.15 
,KIT BMA PROCESSING ART W/O FILTER,"$16,240.00 "
,KIT BONE BIOPSY 10G,$869.80 
,KIT BONE BIOPSY 11G,$869.80 
,KIT CELL SAVER PROCESSING,"$5,000.00 "
,KIT CROSSFIX DISP PROCEDURE,"$6,400.00 "
,KIT CTS RELIEF,"$1,323.40 "
,KIT DRESSING FOAM MEDIUM SIMPLACE,$806.20 
,KIT DRESSING FOAM SMALL SIMPLACE,$806.20 
,KIT DRILL BIT 2.4MM,"$1,790.00 "
,KIT DRILL BIT 35MM,"$1,790.00 "
,KIT ENEMA RADIOLOGY EMPTY BAG BARIUM,$101.40 
,KIT FECAL COLLECTION FLEXI-SEAL,"$1,876.20 "
,KIT GUIDE WIRE FOR 3/3.5/4/4.5MM SCREWS,"$4,280.00 "
,KIT IVAS 10G 15MM,"$9,229.50 "
,KIT IVAS 11G 15MM,"$13,185.00 "
,KIT PEG PULL 20FR PONSKY DELUXE SAFETY,"$3,230.00 "
,KIT PERCUTANEOUS INSERTION FOR 2.9MM PL,"$3,150.00 "
,KIT PRICING STIMULATOR MEDTRONIC,"$87,500.00 "
,KIT PRP,"$4,500.00 "
,KIT PRP BIOMET,"$23,200.00 "
,KIT RADIOAEROSOL AEROTECH,$285.00 
,KIT RAP-PAC 1.2 GUIDEWIRES DRILL TIP ETC,"$2,688.00 "
,KIT RELEASE CARPAL & CUBITAL TUNNEL ENDO,"$7,500.00 "
,KIT RIDGELOOP ADJUSTABLE DISPOSIBLE,"$7,470.00 "
,KIT SKIN CARE BOW FRAME,$800.00 
,KIT SMALL WRIST STAB,$690.00 
,KIT SPIDER SHOULDER STABILIZATION,"$1,213.68 "
,KIT STABILIZATION SHOULDER,$996.15 
,KIT THORACENTESIS,"$1,070.00 "
,KIT WRIST STABILIZATION,$670.00 
,KNIFE RETROGRADE,"$3,950.00 "
,K-WIRE,"$1,072.80 "
,K-WIRE,"$1,800.00 "
,K-WIRE .045 x 5,$260.00 
,K-WIRE 0.8 X 100MM,$348.00 
,K-WIRE 1.1,$135.00 
,K-WIRE 1.1,"$1,100.00 "
,KWIRE 1.1X229MM,$275.00 
,K-WIRE 1.2 X 100MM,$348.00 
,K-WIRE 1.6MM THREADED TIP,$500.00 
,K-WIRE 1.6X102MM,$890.00 
,K-WIRE 1.6X150MM,$890.00 
,KWIRE 1.6X229MM,$275.00 
,K-WIRE 2.0X150MM,$720.00 
,KWIRE 2.0X229MM,$275.00 
,KWIRE 2.4X229MM,$200.00 
,KWIRE 2.8X229MM,$275.00 
,K-WIRE 3 X 285MM,$828.00 
,KWIRE 3.2X229MM,$275.00 
,KWIRE 3.6X229MM,$200.00 
,K-WIRE GUIDE THICK,"$1,800.00 "
,KWIRE GUIDE UNTHREADED 2X200MM,"$1,400.00 "
,K-WIRE KIT DISTAL RADIUS,$10.00 
,K-WIRE KIT MEDIUM,"$1,495.00 "
,K-WIRE OLIVE STOPPER,"$1,495.00 "
,K-WIRE TROCAR POINT 1.2 L150,$178.20 
,K-WIRE W/ TROCAR POINT 1.6X150,"$1,100.00 "
,K-WIRE WITH OLIVE STOPPER,$828.00 
,KYPHOPLASTY 10G KIT W 15MM BALLON CATH,"$25,000.00 "
,LABEL PAPER YELLOW 2 1/4X1,$127.80 
,"LABEL, DATE OPENED, DISCARD 28 DAYS",$33.80 
,LACTULOSE 10GM/15ML 15ML CUP,$10.00 
,LARGE PLUG,"$1,318.40 "
,LASSO QUICKPASS LEFT CURVE 45 DEG,$800.00 
,LASSO SUTURE 25DEG CURVED TIGHT LEFT,"$2,000.00 "
,LASSO SUTURE 25DEG SD 25T CURVED LEFT,"$2,550.00 "
,LASSO SUTURE 45DEG CURVED LEFT,"$2,000.00 "
,LASSO SUTURE 45DEG CURVED RIGHT,"$2,000.00 "
,LASSO SUTURE 90DEG STRAIGHT,"$2,000.00 "
,LEAD KIT 70CM 4X8SURGICAL COVEREDGE,"$40,000.00 "
,LEGGINGS PAIR 29X43 STRL,$2.56 
,LIGACLIP 12MM ROTATING CLIP APPLIER,"$1,157.00 "
,LIGHT HANDLE (DONT USE),$5.79 
,LINE GAS SAMPLING 10  06 ID,$11.50 
,LITHRTRIPSY ESWL RENTAL,"$11,500.00 "
,LMA 6.5MM FASTRACH ET TUBE,$360.00 
,LMA 7MM FASTRACH ET TUBE,$360.00 
,LOCK NUT HIP SYSTEM 30MM,$0.05 
,LOOP 25MM KNOTILUS,"$1,477.35 "
,"LOOP, VESSEL, MINI, WHITE",$422.30 
,LUBRICANT VIPERSLIDE,$800.00 
,LUMBAR LIF EXPANDABLE 9X28X11MM 11 LORDI,"$37,000.00 "
,MACRO GRADUATED PIPETTE TIPS,$86.40 
,MAG AL/ HYDROXIDE 1200MG/30ML 30ML CUP,$10.00 
,MAGNESIUM SULFATE 50% 0.5GM/ 20ML VIAL,$50.00 
,MANIFOLD 11G VERTEPORT,"$4,866.30 "
,MANIFOLD STRYKER 4 PORT NEPTUNE,$367.50 
,MASK BIPAP/ CPAP ADULT LARGE,$653.00 
,MASK BIPAP/CPAP NASAL DISPO,$427.70 
,MASK HARNESS ADULT,$286.20 
,MASK N95 MEDIUM,$139.10 
,MATRIX OI STRIP 50X10X7MM,"$4,000.00 "
,MAYO STAND COVER XL STRL,$20.41 
,MECLIZINE 12.5MG TAB,$10.00 
,MED/SURG ROOM,"$1,100.00 "
,MEDIAL SZ3 RIGHT INSERT,"$4,745.00 "
,MEDI-STRIP 1/2 X 4,$16.00 
,MELOXICAM (MOBIC) 15MG TAB,$10.00 
,MENISCUS MENDER,"$1,470.00 "
,MESH 4.7X3MM LEFT INGVINAL,"$1,744.05 "
,MESH 4X6CM 3D LARGE LEFT,"$1,250.00 "
,MESH 4X6CM 3D LARGE RIGHT,"$1,250.00 "
,MESH LARGE ONFLEX HERNIA,"$1,925.00 "
,MESH MEDIUM ONFLEX HERNIA,"$1,650.00 "
,MESH X-LARGE PLUG,"$1,630.00 "
