System Generated Service Id,Description,Price,,
34336,"Guidewire,.035 180cm Angled Glide mm#661014",49.28,,
25569,GUIDEWIRE AMPLATZ SUPER STIFF 3,59.16,,
25161,"GUIDEWIRE, MAGICTORQUE 035X180",60.00,,
27989,Command ES wire mm#145749 Cat#2078175,608.00,,
25568,"GUIDEWIRE, 180CM ANGLED GLIDE 2",61.50,,
15222,"Guidewire,180cm Angled Glide",61.50,,
10983,WIRE MIRACLE BROS3,621.69,,
15217,"Guidewire, 180cm Angled Glide",73.61,,
15221,"Guidewire, 260 cm Angled Glide",73.65,,
34335,"Guidewire,.018 x 180cm Angled Glide mm#661012",77.00,,
15220,"Guidewire,260cm Angle Glide St",78.90,,
15231,"IVUS PrimeWire, 0.014 x 185mm",936.45,,
6017,GUIDEWIRE LUNDERQUIST STIFF mm#056239,102.57,,
5746,GLIDEWIRE ANG STIFF 630-1,113.30,,
26363,"GUIDEWIRE, ABBOT PILOT",123.20,,
25028,"GUIDEWIRE, VIPERWIRE",239.36,,
11012,"WIRE,BALANCE MIDDLE WEIGHT",242.93,,
5982,GUIDEWIRE 8F V-18 200CM,248.36,,
5983,GUIDEWIRE 8F V-18 300CM,259.38,,
6025,GUIDEWIRE PT GRAPHIX INT,312.12,,
6005,GUIDEWIRE CC STANDARD,32.26,,
6010,GUIDEWIRE EXCHANGE WIRE,35.70,,
10992,WIRE STABILIZER 014/400,362.34,,
5986,GUIDEWIRE AMPLATZ,44.48,,
6014,GUIDEWIRE GLIDEWIRE ANG,72.63,,
6018,GUIDEWIRE MEIER,804.81,,
15043,"Snare, Microvena Microsnare Kit 2mm mm#128911",1001.00,,
14784,"Filter, Recovery Cone Removal",903.81,,
3235,ARTICULAR SURFACE 5962-30-10,1977.46,,
2918,ACETABULAR CUP MM#126834,2388.83,,
2915,ACET CUP 1217-22-058 DEPUY,2453.78,,
2923,"RING ACETABULAR LOCKING105423,MM#081744",277.34,,
26491,VANGUARD DCM TIBIAL BEARING,5135.41,,
25038,"HEAD, UNIV BIPOLAR UH1-44-26 mm#409087",1544.04,,
26548,HIP STEM 6077-0335 mm#134449,2550.75,,
27424,"HIP BEARING ARTICULATION MM#143634, EP200158",5327.71,,
26626,"ICD Lead,Single Coil",6921.75,,
6898,LEAD ICD MEDTRONIC QPRINT QUAT,8926.98,,
6995,LEAD SPINAL CORD STIMULATOR,2137.11,,
29249,SCS SPARE LEAD BLANK SC-4350   mm#153666,116.18,,
6966,LEAD PACER MED 5038 mm#038790,1682.67,,
7414,MESH PROCEED PCDR1 3X6 mm#090634,1084.23,,
15255,"PACER, BIOTRONIK EVIA DR-T mm#155639",10271.80,,
8149,PACER ST JUDE ZEPHER 5820 DUAL,13492.37,,
27594,"PPM ADVANTIO DR Dual Chamber, Adaptive Rate  mm# 144491",4779.92,,
29252,"Device, PPM Ingenio Dual Chamber K173 no leads",4949.81,,
8097,PACER MED ADAPTA DUAL 0301 mm#111709,5400.00,,
33426,"PPM, Azure S SR MRI Device W3SR01mm#660322",5710.00,,
31470,"Device, PPM Essentio Dual Chamber MRI L111 mm#156498",6075.00,,
33298,"PPM, Azure XT SR MRI Device W1SR01 mm#660097",6095.00,,
31805,"Device, Pacemaker, ADVISA DR MRI Conditional mm#144005",6825.00,,
33425,"PPM, Azure S DR MRI Device W3DR01 mm#660321",7084.00,,
33297,"PPM, Azure XT DR MRI Device W1DR01 mm#660096",7469.00,,
31967,"Device, Eluna Dual MR Pacemaker mm#157094",7700.00,,
25217,PACER ST JUDE ACCENT DUAL PM2240 mm#153998,9242.69,,
27489,"Pacemaker, ADVISA DR MRI Conditional",9587.94,,
8103,PACER MED SENSIA DUAL,9925.21,,
8094,PACER MED ADAPTA ADDR01,11811.62,,
8124,PACER S602 ALTRUA DDDR DC serial #787205,13967.35,,
4125,CATHETER ONMI FLUSH SIZING,360.60,,
8126,PACER S603 ALTRUA DDDR DC,9299.81,,
26618,"Pacemaker, PPM, Eluna 8 SR-T mm#157712",11057.20,,
33260,PPM Entrinsa 8 HF-T Pacer mm#660023,11704.00,,
31818,"Stent, Valeo 10mm x 26mm, 80cm mm#156902",1425.00,,
32558,MICRA Transcatheter Pacer w/ Introducer Sheath Hydropilic Coating mm#157862,16555.00,,
27595,"PPM ADVANTIO SR Single Chamber, Adaptive Rate mm#144492",4484.70,,
30587,"Device, Pacemaker, Assurity Single chamber mm#155683",5580.00,,
8151,PACER ST JUDE ZEPHYR SR 5620 mm#155683,5580.00,,
30580,"Device, Pacemaker, ADVISA SR MRI Conditional mm#155668",5700.00,,
31469,"Device, PPM Essentio Single Chamber MRI L110 mm#156497",5852.00,,
8105,PACER MED SENSIA SINGLE,7639.00,,
8098,PACER MED ADAPTA SINGLE SR01,8231.74,,
8152,PACER ST JUDE ZEPHYR VVI 5625,9313.92,,
28518,PACER S602 ALTRUA DDDR DC SINGLE mm#115919,4789.50,,
31807,"Microcatheter, Caravel 1.9Fr., 135cm mm#133358",654.50,,
29788,"IMPLANT, BREAST 10621-435MP mm#154086",1277.00,,
33631,"Septal Occluder, Amplatzer Implant System mm#158096",12145.98,,
32772,"Muscular VSD Occluder, Amplatzer, 6mm mm#158253",14622.30,,
33024,"PFO Occluder, Amplatzer, 18mm mm#158583",16316.30,,
32771,"Duct occluder, Amplatzer, 8/6mm mm#158250",7895.58,,
31401,"KIT, IPGN NEUROSTIMULATOR NIPG1500 mm#156436",9122.71,,
32556,"Stent, Viabahn 5x250, 120cm, 0.018 mm#151626",10606.00,,
33418,"Stent, EluNir 2.5 x 8 mm#660227",1309.00,,
32721,"Stent, 2.25 x 12MM Resolute Onyx RX mm#158131",1733.00,,
28352,"Stent, Zilver PTX 6 or 7 x 40 mm, 125cm mm#149084 149085",1762.50,,
26634,"Stent, Promus Element RX",1800.00,,
32735,"Stent, 4.5 x 18MM Resolute Onyx RX mm#158165",1848.00,,
31648,"Stent, Synergy RX 2.25mm x 08mm mm#156685",1950.00,,
26767,"Stent, Resolute Integrity RX",2100.00,,
28353,"Stent, Zilver PTX 6 or 7x 60 mm, 125cm mm#149086 149087",2242.61,,
28219,"Stent, Zilver PTX 6.0mm or 7mm  x 80 mm, 125cm",2692.50,,
28082,"Stent, Xience V Rx Abbott",3150.00,,
14747,"Stent, GraftMaster Rx 2.8 x 16mm mm#128473",3592.50,,
34684,"Stent, Lifestream, 6mm x 37mm, 80c mm#661494",3696.00,,
26934,WALLFLEX RX COVERED STENT,3797.09,,
14770,"Stent, ICAST 6mmx38mm 80cm mm#117287",3862.50,,
32839,"Stent, Viabahn VBX, 6x19, 135cm, 0.035 mm#158325",4143.00,,
14769,"Stent, ICAST 5mmx22mm 120cm mm#094436",4162.50,,
14773,"Stent, ICAST 6mm X 59mm 120cm",4162.50,,
14772,"Stent, ICAST 6mm x 59mm 80cm mm#119324",4162.50,,
34685,"Stent, Lifestream, 6mm x 58mm, 80cm mm#661495",4312.00,,
14790,"Stent Grafts, Fluency Plus mm#094462",4840.22,,
15056,"Stent, Viabahn 6.0x15, 120cm w/heparin mm#151615",5013.00,,
32470,"Stent, Viabahn 9x50, 120cm mm#157739",5013.00,,
32840,"Stent, Viabahn VBX, 6x29, 135cm, 0.035 mm#158321",5013.00,,
28886,"Stent, Viabahn 7x50, 120 cm, 0.018 mm#151617",5044.00,,
26143,"STENT, VIABAHN 120 CM w/heparin  mm#151618",5498.00,,
15055,"Stent, Viabahn 6.0x10, 120cm mm#125840",5498.00,,
32841,"Stent, Viabahn VBX, 8x79, 135cm, 0.035 mm#158319",5498.00,,
34604,"Stent, Viabahn VBX, 11x79, 135cm, 0.035 mm#661368",5634.86,,
32634,"STENT, VBJR080702A mm#157989",5652.00,,
27546,"Stent, Viabahn 5x100, mm#151621 120 cm, 0.018",5652.00,,
32627,"STENT, VBJR071502A mm#157983",6299.00,,
27545,"Stent, Viabahn 5x150, mm#151623 120 cm, 0.018",6299.00,,
15057,"Stent, Viatorr 10x4x2 mm#104703",7139.44,,
28680,"Stent, Viabahn 6x25 0.018 mm#150847",9833.00,,
10154,"STENT, VIABAHN COVERED mm#151625",10349.00,,
10133,"STENT, COVERED, ATRIUM 22 MM",3798.37,,
10134,"STENT, COVERED, ATRIUM 38 MM",4026.87,,
10135,"STENT, COVERED, ATRIUM 59MM",4367.97,,
14903,"Stent, Express Billiary LD 10.",1387.50,,
14904,"Stent, Expr Billiary LD 6x27mm mm#124369",1050.00,,
27967,"Stent, Smart Flex 6 x 60, 0.035,120cm mm#145611",1087.50,,
14793,"Stent, Flexstar  6.0 x 80mm mm#124389",1117.00,,
14752,"Stent, Vision 2.75mm x 08mm",1275.00,,
14748,"Stent, Mini -Vision 2.00mm",1275.01,,
26842,"Stent, Epic Vascular 8.0 +",1350.00,,
14911,"Stent, Wall Uni+ 10F 18x40 100",1350.00,,
32514,"Stent, Everflex Entrust 6x100x120 mm#157761",1386.00,,
14749,"Stent, Multi-Link RX Ultra",1387.50,,
14998,"Stent, Genesis XD 17X10 mm#107132",1532.00,,
26843,"Stent, Epic Vascular 6.0 +",1704.48,,
15050,"Stent, ProtEgE  10x60X120",2025.00,,
14787,"Stent, Everflex",2077.50,,
14746,"Stent, HERCULINK ELITE mm#119998",2310.00,,
15122,"Stent, Precise",2625.00,,
15121,"Stent, Palmaz XL 50x10",2754.00,,
15047,"Stent, Everflex 6x150x120 mm#117288",2908.00,,
26322,"STENT, SUPERA VERITAS",2937.22,,
14745,"Stent, Acculink RX mm#661257",3465.00,,
14796,"Stent, Flexstar XL, 6.0x170mm mm#123079",3542.00,,
26846,"Stent, LifeStent Solo 135cm mm#139295",4158.00,,
33330,"Stent, Absolute 6.0 mm x 60 mm x 135 cm mm#660128",691.00,,
26358,"STENT, INTEGRITY MEDTRONIC",975.00,,
14750,"Stent, Omnilink 5.0 x 18mm mm#141701",978.00,,
32770,"Stent, Omnilink Elite 6.0mm x 29mm, 80cm mm#158246",978.00,,
28015,"STENT, 7X60MM SMART SF07060MB mm#146445",1035.40,,
3650,BOSTON SCI EXPRESS STENT 75CM,1500.10,,
10035,STENT EV3 PROTEGE EVERFLEX,2182.07,,
10064,STENT IDEV TRANSHEPATIC,2301.38,,
7143,LIFESTENT BARD,3711.11,,
9999,STENT 5X40mm PRECISE 135cm,3994.56,,
34727,"Stent, absolute 6mm x 100mm 1012534 mm#661552",691.46,,
31230,"Filter, VenaCava Gunther Tulip 7F 30x50 65cm IGTCFS-65-1 mm#073528",1313.00,,
34533,"Filter, Retrievable Option IVC mm#661304",1532.30,,
10860,VENACAVA FILTER BNF OPTEASE,1449.73,,
29310,"Device, BIV ICD, Inogen X4 DF4 G148 mm#154092",24316.60,,
32702,"BIV ICD, Vigilant X4 IS4 DF4 G247 mm#158093",26383.00,,
27379,"BIV ICD, Unify Quadra Assura, 40Q mm#143562",26505.00,,
29380,"Device, BIV ICD, Unify Quadra Assura CD3357-40C mm#154340",26505.18,,
27380,"BIV ICD, Unify Quadra Assura, 40 mm#143563",27720.00,,
28430,"ICD, Unify Quadra Assura CD3365-40Q mm#149625",27760.78,,
28915,"BIV, Viva Quad S DF1/IS4 mm#151726",28200.00,,
28914,"BIV, Viva Quad XT DF1/IS4 mm#151724",29550.07,,
32400,"BIV ICD, Claria MRI  IS1/DF1 DTMA1D1 mm#157663",29933.00,,
31654,"Device, BIV ICD, Compia MRI CRT-D DF1 mm#145720",31020.00,,
27808,"BIV ICD, VIVA S CRT-D DF1 mm#145220",31086.14,,
27809,"BIV ICD, VIVA XT CRT-D DF1 mm#145221",31512.59,,
32313,"Device, BIV ICD, Amplia MRI CRT-D DF1 DTMB1D1 mm#157586",32186.00,,
31652,"Device, BIV ICD, Amplia MRI CRT-D DF1 mm#144850",32505.00,,
31653,"Device, BIV ICD, Amplia MRI CRT-D DF4 mm#144957",32805.00,,
26631,"BIV ICD, Energen CRT-D DF",34271.01,,
14874,FilterWire EZ Emb Pro 2.25-3.5,1951.11,,
14875,Filterwire EZ Emb Prot 3.5-5.5,1951.11,,
15143,"Catheter, EXPORT AP",637.50,,
4959,DISTAL PROTECTION SPIDER FX,2134.43,,
14722,"Distal Protection, Embosheild NAV6 mm#661261",2541.00,,
32265,"Catheter, ELCA 0.9mm X-80, Rx mm#157544",3781.00,,
31601,"Catheter, Laser Turbo Power, Directional 2.3 mm#120732",5093.00,,
34700,OSTEOCOOL ABLATION PROBE KIT OCP120 mm#661474,5133.00,,
34699,OSTEOCOOL ABLATION PROBE KIT OCP115 mm#6614755,5646.00,,
34698,OSTEOCOOL ABLATION PROBE KIT OCP220 mm#157018,7216.00,,
32664,Rightsite Catheter Steerable 7fr x 59cm C304S5906 mm#158007,1109.00,,
32264,"Microcatheter, Asahi Corsair Armet x 150 cm mm#157326",1117.00,,
33420,"Microcatheter, Progreat 2.0F x 150cm mm#660043",1117.00,,
25205,"MICROCATHETER, ASAHI CORSAIR",1275.00,,
15088,"Catheter, Prowler MP45 mm#097171",1342.50,,
25590,"MICROCATHETER, ECHELON-14 2 mm#131910",1417.50,,
34142,"Catheter, Worley Vein Selector, Standard mm#660801",184.80,,
14877,"Guide, 6F. Mach-1 LIMA",232.50,,
28266,"Catheter, NaviCross 90 cm Straight or Angled",277.50,,
15084,"Catheter, Outback LTD",2962.50,,
7354,MEDTRONIC ATTAIN SHEATH  6250,370.57,,
32398,Rightsite Catheter HIS 7fr x 43cm C315HIS02 mm#157661,402.00,,
27329,"Catheter, Progreat Microcatheter mm#143475",514.36,,
34141,"Introducer, Worley Advanced Coronary Sinus, 9Fr. Standard mm#660798",539.00,,
25109,"CATHETER, GUIDELINER 6 FR135CM",627.00,,
25105,"CATHETER, FINECROSS MG, 150 CM mm#132355",637.50,,
15146,"Guide, 7F Launcher  90cm mm#128413",67.50,,
15147,"Guiding Catheter, 5F Sherpa",67.50,,
26499,Guiding Catheter 8F ACUITY mm#660928,686.13,,
34241,"Catheter, Worley Advanced LVI, Renal mm#660902",693.00,,
15102,"Guide, 6F  AL-0.75",72.01,,
14861,"Cath, Renegade HiFlo 150x10 mm#100838",720.00,,
14862,"Catheter, Renegade Hydropass",742.50,,
14864,"Catheter, Renegade STC-18 Str8 mm#116671",780.00,,
31808,"Microcatheter, Caravel 1.9Fr., 150cm mm#129163",808.50,,
27330,"Catheter, Progreat Microcatheter w/ Glidewire GT mm#143476",847.00,,
34437,"Microcatheter, Direxion Straight, 0.021 x155cm mm#661205",866.25,,
31809,"Microcatheter, Turnpike, 150cm mm#121786",899.00,,
32942,"Catheter, Trapliner 6 fr. 135cm mm#158389",922.00,,
4062,CATHETER GUIDING 8F RDCRDC1 HS,217.11,,
4013,CATHETER CORDIS HEADHUNTER,31.52,,
4246,CATHETER/JUDKINS,35.34,,
4014,CATHETER CORDIS SIMMONS,42.30,,
4148,CATHETER RENEGADE HI-FLO,615.39,,
25185,"LEAD, ST JUDE ICD TENDRIL 2088",1278.54,,
15012,"Introducer, Di-Lock   7F 14cm",75.00,,
15149,"Introd, Tear-away Shth 7F 13cm",87.75,,
26932,"Introducer, Optiseal Fr. x13cm mm#140178",87.75,,
5946,GUIDANT INTRODUCERS,126.21,,
33324,"TorFlex Transseptal Guiding Sheath, Kit mm#660086",300.00,,
15017,"Introducer, RAMP 8F 60cm",307.50,,
15111,"Introducer, Sheath Avanti 9F",11.93,,
30566,"Sheath, Chariot 5Fr. X 95cm mm#155406",113.00,,
15110,"Introducer, Sheath Avanti 4F",12.52,,
14891,"Introducer, Accustick II .038J",123.26,,
15223,"Sheath, PINNACLE 6F 45CM mm#107424",129.00,,
15224,"Sheath, PINNACLE 6F 65CM mm#107426",138.75,,
29210,"Sheath, Glidesheath Slender Double Wall 6Fr x 10cm mm#152811",140.63,,
14985,"Sheath, Shuttle 6F 90cm Bx/5",168.00,,
14982,"Sheath, Raabe RCFW-12-38-65RB mm#114646",169.50,,
15225,"Sheath, PINNACLE 7FR 90CM mm#127444",180.00,,
25252,"SHEATH, 12FR FLEXCATH STEERABL",1800.00,,
26565,"Sheath,  Ansel 0 High Flex",194.66,,
14974,"Sheath, Check-Flo RCF 14 38 30 mm#060339",34.00,,
15113,"Sheath, BRITE TIP 4F",45.00,,
15014,"Introducer, Duo 8F 12cm",48.00,,
15019,"Introducer, Trio 10F 12cm",55.50,,
14980,"Micropuncture, Pedal Access, 4 Fr. mm#147558",57.00,,
14962,"Introd, Micropunc 5F 23cm Rad",72.96,,
14981,"Sheath,Raabe KCFW-5.0-38-55-RB",75.00,,
28267,"Sheath, Glidesheath Slender 6Fr mm#148314",85.00,,
15020,"Introducer, Trio 10F 23cm",85.50,,
30564,"Sheath, Chariot 5Fr. X 45cm mm#155404",90.00,,
30565,"Sheath, Chariot 5Fr. X 65cm mm#155405",98.00,,
9573,SHEATH CHECK FLO COOK 12-14FR,185.67,,
9574,SHEATH CHECK FLO COOK 16-18FR,312.03,,
9568,SHEATH BRITE TIP CORDIS,63.16,,
9570,SHEATH BRITE TIP LONG CORDIS,67.09,,
9572,SHEATH CHECK FLO 6FR,77.70,,
26627,"ICD Lead, Dual Coil",6904.28,,
25184,"LEAD, ST JUDE ICD DURATA 7120Q",9705.13,,
28164,"ICD Lead, Subcutaneous Q track electrode mm#147662",6000.00,,
26542,IMPL NEUROSTIM LEAD TEST KIT,1648.57,,
29247,LEAD CONTACT TRIAL SC-2316-50E mm#144424,3862.39,,
6941,LEAD PACER CPI 4457,1011.44,,
6939,LEAD PACER CPI 4456,1016.14,,
6940,LEAD PACER CPI 4456/4457/4458,1016.14,,
6986,LEAD PACER/ICD CPI 4470,1016.14,,
6935,LEAD PACER CPI 4135/4136/4137,1161.52,,
6970,LEAD PACER MEDTRONIC 4076,1725.46,,
6991,LEAD PACER/ICD MEDTRONIC 4076 mm#085407,1735.73,,
6963,LEAD PACER MED 4092,1788.47,,
6949,LEAD PACER CPI 4470,1965.22,,
6969,LEAD PACER MED NOVUS 5076,2143.61,,
32397,"Lead, Select Secure lead 3830-59 mm#109773",631.00,,
31471,"Lead, PPM, Ingevity MRI 7740,41,42 mm#156500",675.00,,
7025,"LEAD, CPI PAC FINELINE STEROX",1045.56,,
7020,"LEAD, CPI PAC 4470",1051.05,,
7033,"LEAD, PACER FINELINE EZ4469",966.53,,
7028,"LEAD, GUID FINELINE 11-4457",971.88,,
6990,LEAD PACER/ICD MED NOVUS 5076,2156.58,,
6892,LEAD ICD CPI EASYTRACK mm#148357,2070.00,,
26524,Quartet Quadripolar LV Lead mm#137373,2156.00,,
7353,MEDTRONIC ATTAIN ABILITY LEAD mm#122369,2925.00,,
28916,"LEAD, Attain Permorma mm#151728",2999.77,,
31534,"LEAD, PACING 4671 ACUITY X4 mm#156574",3300.00,,
25586,"LEAD, MEDT CRT 4296 ICD 2 mm#134646",4012.24,,
25587,"LEAD, MEDT CRT 4396 ICD 2 mm#134648",4012.24,,
6890,LEAD ICD CPI 4543 DUAL,4718.22,,
14905,"Stent, Nephroureteral Temp Tip",176.97,,
14908,"Stent, Ureteral 8F 20cm",213.36,,
15239,"Stent, Ureteral Diversion Set",463.46,,
33075,STENT NON-COR W/O DELIVERY SYS mm#151731,76.23,,
10080,STENT PANCREATIC,93.30,,
10102,STENT URETERAL 24-551 DOUBLE J,262.12,,
10108,STENT URIN DIRVERSION PERCUFLX,318.52,,
4649,CRYOABLATION EQUIPMENT PACKAGE,8595.82,,
8096,PACER MED ADAPTA ADVDD NON-RR,8004.13,,
27446,"BIV ICD, Invive V173  mm#143691",10488.52,,
32399,BIV PPM VIVA P C6TR01 mm#157662,10688.00,,
33570,BIV PPM Percepta MRI CRT-P Device mm#660522,11458.00,,
25194,MEDT CONSULTA PACER C4TR01 mm#113115,12777.42,,
28526,"Device, PPM, Intua V272/3 mm#150209",9750.15,,
33290,"Stellarex DCB, 4mm x 40mm, 135cm mm#660072",1925.00,,
32195,"Balloon, IN.PACT Admiral DCB 7.0 x 80mm, 130cm mm#157449",2048.00,,
28944,"Balloon, Lutonix 035, 130cm mm#152092",2100.00,,
33289,"Stellarex DCB, 4mm x 120mm, 135cm mm#660071",2233.00,,
32196,"Balloon, IN.PACT Admiral DCB 4.0 x 120mm, 130cm mm#157435",2279.00,,
29639,"Balloon, Lutonix 035 4.0mm x 120mm, 130cm mm#155186",2325.00,,
32197,"Balloon, IN.PACT Admiral DCB 4.0 x 150mm, 130cm mm#157436",2510.00,,
29640,"Balloon, Lutonix 035 4.0mm x 150mm, 130cm mm#155187",2550.00,,
34682,"Balloon, Lutonix 035 4.0mm x 220mm, 130cm mm#661241",2926.00,,
26320,"STENT, INLAY BARD MM 7788620  043832",156.00,,
9145,RX ERCP STENT,232.59,,
10124,STENT WALLFLEX BOS SCI,3808.50,,
14808,"Catheter, Celcius ThermoCool D",1998.13,,
32445,"Catheter, Flexability Sensor enabled BiDirectional Irrigated DD Curve mm#157686",3388.00,,
29567,"Catheter, Tacticath 65mm Contact Force Irrigated mm#154140",4500.01,,
25601,SEED I-125 PRELOAD STRAND/SING,58.87,,
25600,SEED I-125 - NON-STRANDED,22.68,,
14421,"BRACHYTX, NON-STRANDED,I-125",57.75,,
30808,BRACHYTX STRANDED CESIUM-131 PER SOURCE,117.00,,
30809,BRACHYTX NON-STRANDED CESIUM-131 PER SOURCE,108.00,,
28191,SKIN SUB APPL INITIAL 25 CM OF 100 CM OR LESS,2183.44,,
28192,SKIN SUB APPL EACH ADDL 25 CM OF 100 CM OR LESS,457.31,,
28194,SKIN SUB APPL EACH ADDL 25 CM GT 100 CM,600.04,,
28290,SKIN SUB FACE APPL INITIAL 25 CM OF 100 CM OR LESS,2183.44,,
28528,"TTE W/O DOPPLER, COMPLETE W/ CONTRAST",2314.21,,
28529,"TTE, F-UP OR LMTD W/ CONTRAST",2314.21,,
28530,ECHO TRANSESOPHAGAEL W/ CONTRAST,3084.48,,
28527,"TTE W/DOPPLER, COMPLETE W/ CONTRAST",3084.48,,
28531,STRESS TEST WITH ECHO AND CONTRAST,3084.48,,
29409,SurgiMend 6cm x 16cm x 1.0mm mm#154176,18.75,,
27325,PERC DRUG-EL COR STENT SING,41402.17,,
27326,PERC DRUG-EL COR STENT BRAN,41997.25,,
27331,PERC D-E COR STENT ATHER S,51304.16,,
27364,Perc d-e cor stent ather br,41402.17,,
27333,PERC D-E COR REVASC T CABG S,41402.17,,
27365,Perc d-e cor revasc t cabg br,41402.17,,
27334,PERC D-E COR REVASC W AMI S,51304.16,,
27341,PERC D-E COR REVASC CHRO SIN,51304.16,,
27366,Perc d-e cor revasc chro addn,41402.17,,
2697,ADMIN INFLUENZA VACCINE,146.36,,
2696,ADMIN PNEUMOCOCCAL VACCINE,146.36,,
25001,ADMIN HEPATITIS B VACCINE,146.36,,
2695,CA SCREEN PELVIC/BREAST EXAM,307.62,,
2777,DIABETES TRAINING IND 30 MIN,282.10,,
2778,DIABETES TRAINING GROUP 30 MIN,75.60,,
1877,PH-OT GROUP PER 45 MIN SESSION,137.44,,
2700,PH-ACTIVITY THERAPY 45 MINUTES,513.73,,
1840,PULM REHAB-6 MINUTE WALK TEST,190.15,,
1841,PULM REHAB-EXERCISES PER 15,190.15,,
1842,PULMONARY EXERCISE EACH 15,190.15,,
1843,SIX MINUTE WALK W/OXIMETRY,190.15,,
1157,DEPLOY VASCULAR ACCESS DEVICE,254.62,,
7578,MNT DX/RX CHANGE IND PER 15MIN,163.31,,
2786,MNT DX/RX CHANGE IND 15 MIN,163.31,,
1131,RENAL ANGIOGRAPHY W/CARD CATH,463.03,,
2398,HYPERBARIC OXYGEN per 30 MIN,676.46,,
940,ILIAC ANGIOGRAPHY W/CARD CATH,31.75,,
1307,CT PREVIEW,187.82,,
2249,"PLACE INTRACORONARY DES,SINGLE",9775.71,,
2250,"PLACE INTRACORONARY DES,ADD'L",14590.61,,
25425,SUBSEQUENT OBSERVATION CARE LVL 1,271.92,,
28225,HOME SLEEP TEST/TYPE 3 PORTABLE 4 MINIMIUM,961.80,,
29041,PROSTATE BIOPSY SPECIMEN,987.08,,
14714,PULMONARY REHAB W EXER,461.22,,
26390,MEDICARE ANNUAL WELLNESS SUBSEQUENT,316.57,,
25769,DRUG SCREEN SINGLE DRUG CLASS 40280101,394.28,,
22785,"DRUG SCREEN, QUAL, MULTIPLE",394.28,,
23056,METHADONE SERUM,394.28,,
26061,URINE DRUG SCREEN WITH CONFIRMATION,394.28,,
13367,ALCOHOL ANY SPEC XCPT BRTH,430.23,,
247,AMITRIPTYLINE,430.23,,
32522,Amphetamines (Oral Swab),430.23,,
136,ASSAY OF ACETAMINOPHEN,430.23,,
385,ASSAY OF MEPROBAMATE,430.23,,
24564,ASSAY OF NORTRIPTYLI,430.23,,
32523,Benzodiazepine (Oral Swab),430.23,,
13963,BUPRENORPHINE DRUG SCREEN,430.23,,
22680,CANNABINOID-U,430.23,,
22709,CLONAZEPAM,430.23,,
13252,DESIPRAMINE,430.23,,
13580,DIHYDROTSTOSTERONE,430.23,,
13225,DRUG SCR QUAL 1 DRUG CLASS METH EA DRUG CLASS w/Modifier 91,430.23,,
22780,DRUG SCREEN MECONIUM-AMPHETAM,430.23,,
22781,DRUG SCREEN MECONIUM-OPIATE,430.23,,
128,IMIPRAMINE,430.23,,
388,METHADONE,430.23,,
395,NICOTINE,430.23,,
24790,OPIATE URINE,430.23,,
26678,Opiates (Oral Swab),430.23,,
26055,OPIATES URINE - SEND OUT,430.23,,
32521,Oxycodone (Oral Swab),430.23,,
26071,"OXYCODONE, S",430.23,,
24584,REF LAB ALCOHOL BLOOD,430.23,,
24586,REF LAB AMPHETAMINE,430.23,,
24569,REF LAB ASSAY OF NICOTINE,430.23,,
24626,REF LAB BUPRENORPHINE,430.23,,
23294,SERTRALINE,430.23,,
32791,DRUG TEST DEF 8-14 CLASSES,688.64,,
248,BENZODIAZEPINES,137.79,,
291,"BARBITUATES, NOS",85.29,,
24602,REF LAB COCAINE OR METABOLITE,142.02,,
242,BUPRENORPHINE,144.89,,
15368,ADENOSINE 60 MG/20 ML VIAL,3.51,,
14371,"INJECTION BICILLIN 1,200,000U",44.12,,
15872,INJECTION - ROCEPHIN 250MG IDCS,2.68,,
31249,DOBUTAMINE PER 250 MG,22.35,,
18294,"ROGADENOSON,INJ  PER 0.1MG",326.89,,
14221,SINCALIDE 5 MCG,360.87,,
14246,TRIPTORELIN PAMOATE 11.25 MG,1.03,,
25537,"VITAMIN B12 INJ, 1000 MCG",9.52,,
29035,ZZMAGNESIUM SULF 2GM/50ML IV BAG,6.79,,
29633,O-SODIUM CHL 0.9% 1000ML BAG,7.58,,
28339,"DEXTRAN 40 10% LMD 500,MM#111041,7419-03",104.18,,
32384,KYLEENA IUD,3370.05,,
14282,IUD - MIRENA,3376.08,,
2531,IUD - PARAGARD,3078.23,,
27775,IUD - SKYLA MM#145086,2708.82,,
33391,ETONOGESTREL IMPLANT SYSTEM; NEXPLANON,3120.07,,
28107,AOS14 CERVICAL COLLAR SEMI RIGID 2PIECE THORASIC EXT,559.83,,
14614,"AOS4 TLSO, CUSTOM FABRICATED, BIVALVED, LINED",3120.39,,
14612,AOS27 TLSO RIGID LINED PRE ONE PIE,3113.12,,
14540,"AOS11 LSO, CUSTOM FITTED, THERMOPLASTIC, ANTERIOR OVERLAP",601.84,,
14496,"AOS16 HIP ORTHOSIS, POST OP WITH FLEXION/EXTENSION JOINT, FITTED",1761.51,,
28111,"AOS17 KNEE ORTHOSIS, ROM KNEE JOINTS, FITTED",494.26,,
28505,AOS26 STERNAL PAD ATTACHEMENT TOR TLSO,300.33,,
28506,AOS50 UNLISTED PROCEDURE,3149.94,,
14465,EO W/O JOINTS CF,250.41,,
28108,AOS23 ELBOW ROM ORTHOSIS CUSTOM,308.39,,
14661,"WHFO, RIGID W/O JOINTS",369.46,,
14663,WHO W/O JOINTS CF,421.59,,
