Current Price 1,Default CPT Code,Item Active,Item Description - Item Master,Item Number,Item Termination Date
5490.04,57250,Y,POSTERIOR COLPORRHAPHY,1257250,
2041.34,L8699,Y,SEE 6213432,8015696,12/21/2018
5490.04,57268,Y,REPAIR OF ENTEROCELE VAGINAL APPROA,1257268,
512.48,29085,Y,CASTING; HAND AND LOWER FOREARM,1229085,
2106.51,L8699,Y,SEE 6213433,8015697,12/21/2018
512.48,29105,Y,APPLICATION OF LONG ARM SPLINT,1229105,
6982.66,57283,Y,VAGINAL COLPOPEXY (SUSP VAG APEX),1257283,
2217.98,L8699,Y,SEE 6213433,8015698,12/21/2018
7083.5,57288,Y,SLINGOPERATION FOR STRESS INCONTIENE,1257288,
0,,Y,SUTURE 1 VICRYL CT                 J359H,6215033,
512.48,29125,Y,APPLICATION OF SHORT ARM SPLINT,1229125,
0,,Y,NEEDLE STIMULATION 22X2.0X50MM,6213615,
5514.06,57320,Y,CLOSURE OF VESICOVAGINAL FIXTULA,1257320,
2555.28,C1713,Y,PLATE 4 HOLE 2.7MM/3.5 MM LEFT LONG,8015447,
707.22,L8699,Y,SEE 6213478,8011139,12/21/2018
3025.46,57415,Y,REMOVAL OF IMPACTED VAGINAL FB,1257415,
512.48,29305,Y,APPLICATION HIP SPICA CAST ONE LEG,1229305,
776.16,L8699,Y,SEE 6223347,8015469,12/20/2018
3025.46,57510,Y,CAUTERY OF CERVIX ELECTRO OR THERMA,1257510,
803.4,L8699,Y,SEE 6213479,8019006,12/21/2018
634,,Y,ENTELLOUS BALLOON LIGHT FIBER  LF-100,6212783,2/2/2018
3945.51,57720,Y,TRACHELORRHAPHY CERVIX VAG APPROAC,1257720,
6098.72,58140,Y,MYOMECTOMY SINGLE OR MUL ABD APPRO,1258140,
512.48,29345,Y,APPLICATION OF LONG LEG CAST,1229345,
64.37,C1713,Y,SCREW SYNT 4.5 MM CORTEX SLFTPNG 30 MM,6212523,
48.36,C1713,Y,SEE 6213480,8015081,12/21/2018
16617.18,58152,Y,TOTAL ABD HYSTERECTOMYWITH MARSHALL,1258152,
0,S5010,Y,dextrose 5% 0.45% sodium Chloride 1000ml,6200073,
0,J7120,Y,lactated ringers 1000 ml,6200078,
15609.27,58260,Y,VAGINAL HYSTERECTOMY,1258260,
512.48,29405,Y,APPLICATION OF SHORT LEG CAST,1229405,
65.5,C1713,Y,SEE 6213482,8213514,12/21/2018
750,L8699,Y,ADVANCE FEMORAL AUGMENT,8046278,
74.9,C1713,Y,SEE 6213483,8010496,12/21/2018
512.48,29450,Y,RE-APPLICATION CLUBFOOT CAST,1229450,
78.96,C1713,Y,SEE 6213484,8035920,12/21/2018
418.35,L8699,Y,SEE 6213132,8015529,12/21/2018
3000,L8699,Y,ADVANCE INSERT,8046318,
5490.04,58353,Y,ENDOMETRIAL THERMAL ABLATION,1258353,
7500,L8699,Y,ADVANCE REVISION FEMORAL W/ PLUG,8015688,
184,,Y,SEE 6201758,8015548,12/21/2018
103,C1713,Y,SEE 6213485,8010744,12/21/2018
14948.07,58543,Y,LAP HYSTERECT SUPRACERVIAL +250 GMS,1258543,
7500,L8699,Y,ADVANCE MODULAR TIBIAL BASE,8046319,
512.48,29740,Y,WEDGING OF CAST,1229740,
14948.07,58550,Y,LAPAROSCOPY SURGICALVAG HYTERECTOM,1258550,
2343.51,C1713,Y,PLATE CLAVICLE LCP 3.5 MM 6/HLE LT100MM,6212526,
3498.68,58555,Y,DIAG HYSTEROSCOPY,1258555,
0,,Y,NF-Welchol Oral Tablet 625MG,6208,
0,,Y,RXNF Colesevelam HCl Oral Tablet 625MG,6209,
5515.47,29805,Y,ARTHROSCOPY SHOULDER DIAGNOSTIC,1229805,
385.2,L8699,Y,SEE 6213133,8015537,12/21/2018
74.9,L8699,Y,SEE 6213141,8015550,12/21/2018
39.8,L8699,Y,SEE 6200923,8015539,12/21/2018
9057.48,29806,Y,ARTHROSCOPY SHOULDER BANKART,1229806,
113,C1713,Y,SEE 6213486,8010755,12/21/2018
16409.45,L8699,Y,FEMUR VEGA,8005894,
190,,Y,SEE 6213487,8010738,12/21/2018
8070.86,29807,Y,ARTHROSCOPY SHOULDER SLAP REPAIR,1229807,
7253.27,58670,Y,LAPAROSCOPY-SURGICAL -FULGARTION OR,1258670,
3221.88,L8699,Y,VEGA GLIDING SURFACE,8005897,
8070.86,29819,Y,ARTHROSCOPY SHOULDER W/ REMIVAL LOO,1229819,
0,58679,Y,UNLISTED LAP PROCEDURE OVARY,1258679,
0,,Y,NASAL SPECULUM - URGENT CARE,6203360,
8893.25,58750,Y,TUBOTUBAL ANASTOMOSIS,1258750,
74.9,C1713,Y,SEE 6213488,8010495,12/21/2018
8070.86,29821,Y,ARTHROSCOPY SHOULDER W/SYNOVECTOMY,1229821,
93,L8699,Y,SEE 6201152,8015545,12/21/2018
5490.04,58925,Y,OVARIAN CYSTECTOMY UNI OR BILATERAL,1258925,
4392.17,29822,Y,ARTHROSCOPY SHOULDER WITH DEBRIDEM,1229822,
93,L8699,Y,SEE 6201153,8015546,12/21/2018
15007.57,58951,Y,RESECTION (INITIAL) OVA/TUB/PERIT MALIGN,1258951,
8070.86,29823,Y,ARTHROSCOPY OF SHOULDERDEBRIDEMENT,1229823,
0,,Y,CELL SAVER FAST PACK 125ML BOWL,6209992,
1697.4,59000,Y,AMNIOCENTESIS DIAGNOSTIC,1259000,
8070.86,29825,Y,ARTHROSCOPY SHOULDER LYSIS OF ADHE,1229825,
74.9,C1713,Y,SEE 6213489,8010494,12/21/2018
3193.78,59320,Y,CERCLAGE OF CERVIX DURING PREG;VAG,1259320,
2196.08,29826,Y,ARTHROSCOPY SHOULDER,1229826,
3604.37,59812,Y,TREATMENT OF INCOMPLETE MISCARRIAGE,1259812,
9057.48,29827,Y,SHOULDER ARTH W/ ROTATOR CUFF REPAIR,1229827,
74.9,C1713,Y,SEE 6213490,8010493,12/21/2018
0,59899,Y,UNLISTED PROCEDURE MATERNITY CARE&DE,1259899,
8070.86,29828,Y,ARTHROSCOPY BICEPS TENODESIS,1229828,
7635.99,60200,Y,EXC CYST/ADEN THYRD/TRANS OF IST,1260200,
60.02,C1713,Y,SEE 6213492,8010112,12/21/2018
5515.47,29830,Y,ARTHROSCOPY ELBOW DIAG,1229830,
9589.84,60240,Y,THYROIDECTOMYTOTAL OR COMPLETE,1260240,
60.02,C1713,Y,SEE 6213493,8010465,12/21/2018
5631.56,29834,Y,ARTHROSCOPY ELBOW REMOVAL FOREIGN,1229834,
7635.99,60280,Y,EXCISION OF THYROGLOSSAL DUCT CYST,1260280,
102,C1713,Y,SEE 6213494,8010887,12/21/2018
0,,Y,WALKER WALKABOUT LOW TIDE SMALL W/ LOGO,6200217,
4392.17,29835,Y,ELBOW ARTHROSCOPY W/ SYNOVECT PARTI,1229835,
6820.09,60520,Y,THYMECTOMY PARTIAL/TOTAL TRANSCERVICAL,1260520,
102,C1713,Y,SEE 6213495,8010886,12/21/2018
4392.17,29836,Y,ELBOW ARTHROSCTOPY W SYNOVECT COMPL,1229836,
18461.79,61500,Y,CRANIECTOMY W/ EXCISION OF TUMOR OR,1261500,
60.02,C1713,Y,SEE 6213496,8011112,12/21/2018
5631.56,29837,Y,ARTHROSCOPY ELBOW DEBRIDEMENT,1229837,
75.03,61795,Y,IMAGING,1261795,
387.2,L8699,Y,SEE 6213263,8015567,12/21/2018
4392.17,29838,Y,ARTHROSCOPY ELBOW DEBRIDEMENT EX,1229838,
18461.79,62141,Y,CRANIOPLASTY DEFECT LARGER THAN 5CM,1262141,
60.02,C1713,Y,SEE 6213497,8010242,12/21/2018
5515.47,29840,Y,DIAG ARTHROSCOPY WRIST,1229840,
6762.27,62230,Y,REPL/REV SHUNT OBST/VALVE/DISCONNEC,1262230,
950,C1713,Y,ANCHOR 2.9 BIORAPTOR KNOTLESS 72202403,6209868,
4392.17,29844,Y,ARTHROSCOPY WRIST SYNOVECTOMY PARTI,1229844,
1652.09,62273,Y,BLOOD PATCH,1262273,
0,,Y,SUTURE 2 ETHILON LR 30IN            490T,6215007,
5631.56,29846,Y,ARTHROSCOPY WRIST,1229846,
29351.38,62362,Y,IMPLANTATION PROGRAMMABLE PUMP;BACLOFEN,1262362,
6762.27,62350,Y,IMPLANTATION/REVISION/REPOSITION TUNNELE,1262350,
60.02,C1713,Y,SEE 6213498,8010882,12/21/2018
5631.56,29847,Y,"ARTHROSCOPY WRIST, INTERNAL FIX FOR FRAC",1229847,
15999.55,63001,Y,LAMINECTOMY CERVICAL,1263001,
0,,Y,SEE 6213534,6201704,12/21/2018
6009.83,29848,Y,ENDOSCOPY WRIST W/ RELEASE OF TRA,1229848,
8436.03,63015,Y,LAMINCTMYEXPL/DECOM SPIN 2+;CE,1263015,
874,,Y,S&N SABER 30 AC4330-01,6200147,
8070.86,29851,Y,ARTH TX OF INTERCONDYLA FX KNEE,1229851,
14293.62,63030,Y,LAMINOTOMY WITH DECOMPRESSION OF NER,1263030,
2139.12,11100,Y,BIOPSY OF SKIN,1211100,1/1/2019
8372.36,29855,Y,KNEE ARTHROSCOPYTX TIBIAL FXPROXIM,1229855,
2787.55,63044,Y,LAMINOTOMY RE-EXPLOR ADD'L LEVEL,1263044,
0,,Y,SEE 6213910,6208112,12/21/2018
5792.8,29861,Y,ARTHROSCOPY HIP W/REMOVAL FOREIGN BODY,1229861,
7817.87,63048,Y,EACH ADDITIONAL SEGMENTCERVICAL,1263048,
9275,L8699,Y,INFUSE GRAFT MEDIUM,6213636,
8895.12,29862,Y,ARTHROSCOPY HIP W/DEBRIDEMENT/SHAVING,1229862,
7817.87,63057,Y,DECOMPRESSION OF SPINAL CORDADD LEV,1263057,
102,C1713,Y,SEE 6213949,8010883,12/21/2018
0,,Y,RXNF Perphenazine Tablet 2MG,5934,
8070.86,29866,Y,ARTHROSCOPIC (OAT) KNEE OSTEOCHONDRA,1229866,
11913.18,63081,Y,VERTEBRAL CORPECTOMYPARTIAL OR COMP,1263081,
800,C1781,Y,MESH SURGIMESH T1116-8XD,6213355,
102,C1713,Y,SEE 6213950,8010884,12/21/2018
8070.86,29867,Y,ARTHROSCOPIC;KNEE OSTEOCHONDRAL ALLOGRAF,1229867,
16427.51,63172,Y,LAMINECTOMY FOR DRAINAGE SYRINX,1263172,
2328.8,,Y,SPINE ASSIT SURGEON,1263090,
5515.47,29870,Y,DIAGNOSTIC KNEE ARTHROSCOPY,1229870,
17246.61,63200,Y,LAMINECTOMY W/RELEASE TETHERED SPINA,1263200,
2016,C1713,Y,PLATE SYNT STRAIGHT FUSION 2HOLE LONG,8015663,
128,C1713,Y,SEE 6213951,8010771,12/21/2018
5631.56,29871,Y,ARTHROSCOPYKNEE SURGICAL FOR INFEC,1229871,
17246.61,63268,Y,LAMINECTOMY FOR EXCISIO OR OCCLUSION,1263268,
1970.64,C1713,Y,PLATE SYNT FUSION PL SHORT/RIGHT,8015664,
1981.77,L8699,Y,OXFORD UNI KNEE ARCOM MENISCAL MED 4MMRT,8025268,
4707.18,29873,Y,KNEE ARTHROSCOPY W/LATERAL RELEASE,1229873,
16427.51,63275,Y,LAMINECTOMY W/EXC OF EXTRADURAL LESI,1263275,
1916.88,C1713,Y,PLATE SYNT FUSION PL SHORT/LEFT,8015665,
128,C1713,Y,SEE 6213952,8010968,12/21/2018
4392.17,29874,Y,ARTHROSCOPY KNEES WITH REMOVAL OF,1229874,
17246.61,63280,Y,LAMINECTOMY FOR BIOPSY/EXCISION,1263280,
2022.72,C1713,Y,PLATE SYNT RIGHT/ STANDARD FUSION,8015666,
5075.6,L8699,Y,OXFOR UNI KNEE PHASE 3 LEFT MEDIAL SZ E,8025205,
5250.77,29875,Y,ARTHROSCOPY KNEE SYNOVECTOMY LIMITED,1229875,
17246.61,63287,Y,LAMINECTOMY FOR BIOPSY/EXCISION OF I,1263287,
2073.12,C1713,Y,PLATE SYNT STRAIGHT FUSION 4HOLE,8015667,
5252.2,29876,Y,SYNOVECTOMY MAJOR TWO OR MORE COMP,1229876,
14640,63650,Y,PERCUT IMPLANT NEUROSTIM ELETROD ARR,1263650,
4537.26,29877,Y,KNEE ARTHROSCOPY WITH DEBRIDEMENT,1229877,
51908.48,63685,Y,INSERTION SPINAL NEUROSTIM GENERATOR,1263685,
107.52,C1713,Y,SEE 6213953,8036914,12/21/2018
4800.55,29879,Y,ARTHROSCOPY ABRASION ARTHROPLASY,1229879,
15999.55,63709,Y,REPAIR OF DURAL/CSF LEAK OR PSEUDOME,1263709,
15647.49,,Y,LAMINECTOMY FOR EXCISION OF INTRASPI,1263721,
7883.26,29880,Y,ARTHROSCOPIC MENISECTOMY MED AND LAT,1229880,
107.52,C1713,Y,SEE 6213954,8015514,1/14/2019
7585.92,29881,Y,ARTHROSCOPY KNEE MED OR LAT MENISEC,1229881,
6119.57,29882,Y,ARTHROSCOPYKNEE WITH REPAIR OF MENI,1229882,
438.27,77059,Y,EH MRI BREAST,1777059,1/1/2019
5631.56,29883,Y,KNEE ARTHROSCOPY WITH MENISCUS REPAI,1229883,
93.5,,Y,SEE 6213955,8010796,12/21/2018
5631.56,29884,Y,ARTHROSCOPY KNEE W/LYSIS OF ADHESI,1229884,
24580.26,64573,Y,IMPLANTATION NEUROSTIMULATORCRANIA,1264573,
29.7,L8699,Y,TUBE PAPARELLA,6201453,
5631.56,29886,Y,ARTHROSCOPY KNEE DRILLING FOR INTAC,1229886,
955.61,64402,Y,CHEMODENERVATION OF MUSCLE BY FACIAL NER,1264612,
330,77059,Y,PC MRI BREAST BILATERAL,4000052,1/1/2019
5294.8,L8699,Y,OXFORD UNI KNEE PHS 3 SM LFT 3,8035237,
5631.56,29887,Y,DRILLING FOR INTACT OSTEOCHONDRITIS,1229887,
2968.71,64708,Y,NEUROPLASTY MAJOR PERIPHERAL NERVE,1264708,
5537.39,L8699,Y,OXFORD PARTIAL FEMORAL CEMENTED TWIN PEG,8025313,
12193.96,29888,Y,ARTHROSCOPIC ASSISTED ACL RECONSTRUC,1229888,
2797.02,64718,Y,NEUROPLASTY AND/OR DECOMPRESSION,1264718,
77,,Y,SEE 6213956,8010717,12/21/2018
12193.96,29889,Y,ARTHROSCOPICALLY AIDED PCL,1229889,
2838.44,64726,Y,DECOMPRESSION PLANTAR DIGITAL,1264726,
8070.86,29891,Y,ARTHROSCOPY ANKLE EXC OSTEOCHONDRA,1229891,
3012.61,64772,Y,TRANSECTION/AVULSION OFOTHER SPINAL,1264772,
12193.96,29892,Y,ARTH REPAIR OCD LESION FX W/ W/O,1229892,
3769.92,64776,Y,EXCISION OF NEUROMA DIGITAL NERVE,1264776,
92.5,C1713,Y,SEE 6213958,8005717,12/21/2018
6073.27,29893,Y,ENDOSCOPIC PLANTAR FASCIOTOMY,1229893,
2838.44,64784,Y,EXCISION NEUROM MAJOR PERIPH NERVE,1264784,
615.51,,Y,SUTURE LASSO 25D RT  AR-4068-25TR,6212661,
4701.5,29894,Y,ARTHROSCOPY ANKLE W/ REM'L LOOSE BO,1229894,
5161.69,64792,Y,EXCISION OF NEUROFIBROMA OR NEUROLEM,1264792,
103,L8699,Y,SEE 8035921,8035928,12/28/2017
92.5,C1713,Y,SEE 6213959,8011114,12/21/2018
4701.5,29895,Y,ARTHROSCOPY ANKLE W/ PARTIAL SYNOVEC,1229895,
4297.53,64821,Y,SYMPATHECTOMY RADIAL ARTERY,1264821,
5378.1,29897,Y,ARTHROSCOPIC DEBRIDEMENT OF ANKLE,1229897,
5161.69,64834,Y,SUTURE OF ONE NERVE,1264834,
1212,L8699,Y,POST TAPER 12 MM,8035938,
92.5,C1713,Y,SEE 6213960,8010864,12/21/2018
5631.56,29898,Y,ARTHROSCOPY ANKLE DEBRIDEMENT EXTENS,1229898,
5161.69,64856,Y,REPAIR MAJ PERIPH NERVE ARM W/ TRAN,1264856,
3844.29,C1713,Y,PLATE SYNT 2.4 LCP VOL COL DIS RAD 6 HO,8035942,
5631.56,29906,Y,ARTHROSCOPY SUBTALAR JOINT W/ DEBRIDEMEN,1229906,
5161.69,64890,Y,NERVE GRAFTSING HAND/FOOT UP TO 4C,1264890,
6000,L8699,Y,PLATE RT LAT TTC FUSION,8036870,12/22/2018
7182.29,29914,Y,ARTHROSCOPY HIP SURG W/FEMOR PLASTY,1229914,
11086.78,64898,Y,NERVE GRAFT MLT STRAND MORE THAN 4 CM,1264898,
0,64999,Y,UNLISTED NERVOUS SYSTEM PROCEDURE,1264998,
14452.98,29915,Y,ARTHROSCOPY HIP W/ ACETABULOPLASTY,1229915,
5892.06,65105,Y,ENUCLEATION EYE W/IMPLANT MUSCLES AT,1265105,
510.3,,Y,NEEDLE MULTIFIRE SCORPION,6213601,
8717.01,29916,Y,ARTHROSCOPY HIP WITH LABRAL REPAIR,1229916,
3304.17,65270,Y,REPAIR LAC CONJUNCTIVA,1265270,
2558,C1713,Y,PLATE OSTEOTOMY FEMORAL,8036876,
92.5,C1713,Y,SEE 6213961,8010707,12/21/2018
0,29999,Y,UNLISTED ARTHROSCOPY PROC,1229999,
2349.28,65400,Y,EXCISION LESION CORNEA,1265400,
3386,L8699,Y,ARTHREX PERC PASTA REPAIR KIT,6204656,
1024.95,30020,Y,DRAINAGE ABSCESS/HEMATOMA NASAL SEP,1230020,
6172.15,65782,Y,OC RECNST LIMBAL CONJUCTIVAL AUTOGRAFT,1265782,
4637.18,L8699,Y,ACHILLES NON-IRRADIATED W/ BONE BLOCK,6200423,
1037.03,30100,Y,BIOPSY INTRANASAL,1230100,
4702.92,65920,Y,RMVAL IMPLANT MATERIAL ANTERIOR EYE,1265920,
3270,L8699,Y,BIOCLEANSE GRACILIS TENDON,6200424,
3352.34,30110,Y,EXC NASAL POLYP SIMPLE,1230110,
3864.81,66172,Y,TRABECULECTOMY AB EXTERNO WITH SCAR,1266172,
1416,L8699,Y,OSERION OSTEO WEDGE 7 MM X 30,8036889,
3270,L8699,Y,BIOCLEANSE SEMITENDINOSUS,6200425,
3743.54,30115,Y,EXCISION NASAL POLYP (S)EXTENSIVE,1230115,
3487.37,66825,Y,REPOSITIONING OF IOL LENS,1266825,
1401.22,L8699,Y,FASCIA LATA LARGE,6200430,
2386.57,30117,Y,EXCISION OR DESTRUCTIONANY METHOD,1230117,
4358.54,66920,Y,REMOVAL OF LENS MATERIAL INTRACAPSUL,1266920,
6400,L8699,Y,ACHILLES TENDON W PRE-SHAPED 11MM,6200444,
3743.54,30120,Y,EXCISION OF RHINOPHYMA,1230120,
4875.56,66983,Y,INTRACAPSULAR CATAR EXTR W/LENS,1266983,
92.5,C1713,Y,SEE 6213962,8010865,12/21/2018
3743.54,30130,Y,EXC INFERIOR TURBINATE PARTIAL OR C,1230130,
0,66990,Y,USE OF OPHTHALMIC ENDOSCOPE,1266990,
2210,L8699,Y,"FLEX HD STRUCTURAL, ULTRA THICK",6200495,
3743.54,30140,Y,SUBMUCOUS RESECT INFERIOR TURBINATE,1230140,
288.75,L8699,Y,"VIRAGE TI RODS 3.5MM X 30MM, STRAIGHT",8036906,
2210,L8699,Y,"FLEX HD STRUCTURAL, ULTRA THICK 6X16CM",6200496,
522.41,67028,Y,INTRAVITREAL INJEC PHARMACO AGE,1267028,
6820.09,30150,Y,RHINECTOMY PARTIAL,1230150,
4176.68,67038,Y,VIRECTOMY WITH WPIRETINAL MEMBRANE,1267038,
1656.35,30200,Y,INJECTION TURBINATES THERAPEUTIC,1230200,
831.01,11101,Y,BX OF SKIN SUBCU EACH ADD LESION,1211101,1/1/2019
6060.62,67042,Y,VIT FOR MACULAR HOLE,1267042,
2386.57,30220,Y,INSERTION NASAL SEPTAL PROSTHESIS BUTTON,1230220,
6060.62,67108,Y,REPAIR OF RETINAL DETACHMENT SCLERL,1267108,
0,L8699,Y,6.0MM DRILL BIT LARGE,6202162,
1697.4,30300,Y,REMOVAL OF FOREIGN BODYINTRANASAL:,1230300,
4702.92,67120,Y,REMOVAL OF IMPLANT FROM POSTERIOR EY,1267120,
125,C1713,Y,SEE 6213963,8015929,12/21/2018
2386.57,30310,Y,REMOVAL OF FOREIGN BODY INTRANASAL,1230310,
2999.61,67227,Y,CRYOABLATION/DESTRUCTION OF EXTENSIV,1267227,
581.28,L8699,Y,SEE 6212510 SCREW SYNT 6.5MM 16MM THREAD,8036916,12/22/2018
4990.22,30400,Y,RHINOPLASTY PRIMARY LAT & ALAR TIP,1230400,
3739.15,67314,Y,STRABISMUS SURGERY RESECTION ONE VE,1267314,
364.89,A4300,Y,GROSHONG CATHETER 9.6FR SINGLE LUMEN,6202650,
6820.09,30410,Y,RHINOPLASTY,1230410,
4702.92,67560,Y,ORBITAL IMPLANT REMOVAL/REVISION,1267560,
1161.09,L8699,Y,CABLE SONGER DOUB LOOP CRIMPS STANLS STL,6202772,
7695.66,30420,Y,RHINOPLASTY PRIMARY NASAL TIP SEP,1230420,
3348.07,67808,Y,EXCISION CHALAZION UNDER GEN ANESTHE,1267808,
1375.51,L8699,Y,CABLE 1.0 MM TIT DBL CABLE CRIMP,6202773,
4990.22,30430,Y,RHINOPLASTY,1230430,
2260.88,67875,Y,TEMORARY CLOSURE OF EYELID BY SUTURE,1267875,
175.06,86900,Y,XBB BLOOD TYPING ABO-,6086900,
6820.09,30450,Y,RHINOPLAASTY SECONDARY MAJOR REVISI,1230450,
3304.17,67908,Y,REPAIR CONJUNCTIVO-TARSI-MULLER'S,1267908,
2919.74,L8699,Y,IMPLANT ORTHOSPHERE 9MM ZR,6202863,
7300,L8699,Y,SUBCHONDROPLASTY KNEE KIT,8038333,
6820.09,30460,Y,RHINOPLAASTY SECOND NASAL DEFORMITY,1230460,
2845.27,67921,Y,ENTROPION SUTURE REPAIR,1267921,
1153.81,95974,Y,ELECT ANALYSIS NEUROSTIMULATOR,1295974,1/1/2019
175.06,86901,Y,XBB BLOOD TYPING RH-,6086902,
6820.09,30462,Y,RHINOPLASTY FOR NASAL DEFORMITY/CLEF,1230462,
3268.79,67966,Y,EXC/REP EYELID OVER 1/4 LID,1267966,
2919.74,L8699,Y,IMPLANT ORTHOSPHERE 10MM ZR,6202864,
6147.14,30465,Y,REPAIR NASAL VESTIBULAR STENOSIS,1230465,
185.42,68200,Y,SUBCONJUNCTIVAL INJECTION,1268200,
4368,L8699,Y,PSN ASF PS 13MM PLY L 6-9CD,8035238,
125,C1713,Y,SEE 6213965,8018318,12/21/2018
4597.46,30520,Y,SEPTOPLASTY,1230520,
4026.2,68811,Y,PROBE NASOLACRIMAL DUCT W/ GEN ANES,1268811,
2671.2,L8699,Y,PSN ALL POLY PAT PLY 35MM,8035239,
80.98,86850,Y,XBB ANTIBODY SCREEN-,6086850,
2154.73,30560,Y,LYSIS INTRANASAL SYNECHIA,1230560,
2604.86,69005,Y,INCISION AND DRAINAGE OF EXTERNAL EA,1269005,
2919.74,L8699,Y,IMPLANT ORTHOSPHERE 11MM ZR,6202865,
6820.09,30580,Y,REPAIR FISTULA OROMAXILLARY,1230580,
2333.24,69145,Y,BIOPSY EXTERNAL AUD CANAL,1269145,
3821.58,L8699,Y,IMPLANT ORTHOSPHERE 12MM ZR,6202866,
4986.07,30630,Y,REPAIR NASAL SEPTAL PERFORATIONS,1230630,
2576.58,69421,Y,MYRINGOTOMY (ONE OR BOTH EARS),1269421,
11330,L8699,Y,CONSERVE TOTAL A- CLASS HEAD,6202869,
77,,Y,SEE 6213967,8010709,12/21/2018
2386.57,30801,Y,CAUTERY AND/OR ABLATION MUCOSA INFE,1230801,
3743.54,69620,Y,MYRINGOPLASTY,1269620,
2508.75,L8699,Y,BONE FIBULA SHAFT 18CM FROZEN,6203112,
0,,Y,"NEEDLE TOUCHY 18G X 6""",6213420,
2386.57,30802,Y,CAUT AND/OR ABLATION MUCOSA INF TURB,1230802,
11525.28,69710,Y,IMPLANT/REPLACE OF ELECTROMAG BONE COND,1269710,
0,L8699,Y,CLIP ETHICON SMALL LT100,6203522,
1697.4,30901,Y,CONTROL NASAL HEMORHAGE ANTERIOR S,1230901,
0,43774,Y,REVISION LAP BAND RESTRICTIVE DEVICE ON,1273771,1/1/2011
4309.36,,Y,ACF 3 INSERTION GRAFT 3RD LVL,1275001,
1697.4,30903,Y,CONTROL OF EPISTAXIS COMPLEX,1230903,
77,C1713,Y,SEE 6213969,8010663,12/21/2018
4309.36,,Y,ACF 3 ADDTL LVL INTERBODY FUSION,1275003,
5631.56,27899,Y,OAT PROCEDURE ANKLE UNLISTED PROC,1275005,
3743.54,30930,Y,FRACTURE NASAL INFERIOR TURBINATE(S),1230930,
995.25,G0104,Y,COLORECTAL CANCER SCREENING,1275007,
2260.88,G0121,Y,COLONSCOPY NOT HIGH RISK IND,1275009,
0,30999,Y,UNLISTED PROCEDURE,1230999,
1697.4,62311,Y,INJ LUMBAR CAUDAL EPIDURAL W/ CONTRA,1275013,1/9/2019
4537.26,G0289,Y,KNEE ARTHROS DEBRIDEMENT SEP COMPART,1275011,
1024.95,31000,Y,LAVAGE BY CANNULATIONMAXILLARY SINU,1231000,
558,L8699,Y,ARTHREX POST LABERAL KIT,6204655,
574.83,,Y,EXTENDED OR TIME,1275019,
0,Q4083,Y,INJECTION HYALGAN OR SUPARTZ,1275021,
1037.03,31002,Y,LAVAGE BY CANNULATION SPHENOID SINU,1231002,
77,C1713,Y,SEE 6213970,8010664,12/21/2018
128.97,86906,Y,RH PHENOPTYPING COMPLETE,1286906,
3743.54,31020,Y,SINUSOTOMY MAXILLARY INTRANASAL,1231020,
143.05,86978,Y,ANTIBODY ID SERUM BY ABSORPTION,1286978,
8244.93,0020T,Y,ORTHOTRIPSYPLANTAR FASCIA,1290020,
6820.09,31050,Y,SINUSOTOMY SPHENOID WITH OR,1231050,
77,,Y,SEE 6213971,8010710,12/21/2018
383.62,90384,Y,RHOGAM IM INJECTION,1290384,
319.96,96373,Y,THERAPEUTIC PROPHYLACTIC OR DIAGNOS,1290773,
6820.09,31051,Y,SPHENOIDOTOMY W/ POLYPECTOMY,1231051,
304.72,90773,Y,THERAPEUTIC PROPHYLACTIC OR DIAGNOS,1290778,1/9/2019
3755.82,20005,Y,INCIS/DRAIN SOFT TISSUE ABS DEEP,1220005,1/1/2019
6820.09,31070,Y,SINUSOTOMY FRONTAL EXTSIMPLETREPH,1231070,
2328.8,22849,Y,ASSISTANT SURGEON REINSERTION SPINAL,1292849,
1056.08,92950,Y,CARDIOPULMONARY RESUSITATION,1292950,
3743.54,31200,Y,ETHMOIDECTOMY INTRANASAL ANTERIOR,1231200,
135.36,,Y,RIM SPEED PIN 30MM STERILE,8025681,
5028.44,93642,Y,ELECTROPHYSIOLOGIC EVALUATION OF CAR,1293642,
3743.54,31201,Y,ETHMOIDECTOMYINTRANASAL  TOTAL,1231201,
907.4,95857,Y,TENSILON TEST FOR MYSTHENIA GRAVIS,1295857,1/9/2019
201.04,95864,Y,NEEDLE ELECTROMYOGRAPHY; 4 EXTREMITIS,1295864,
1959.27,31231,Y,NASAL ENDOSCOPY DIAGNOSTIC UNLATER,1231231,
77,C1713,Y,SEE 6213972,8035930,12/21/2018
201.04,95870,Y,ELECTROMYOGRAPHY 1 EXTREMI,1295870,
559.52,95886,Y,ELECTROMYOGRAPHY EACH EXT,1295886,
1959.27,31233,Y,ENDOSCOPY MAXILLARY SINUS DIAGNOST,1231233,
330,L8699,Y,"LOW PRO LOCKING, SS 3.5X12  AR-8835L-12",6204808,
201.04,95907,Y,NERVE CONDUCTION STUDIES; 1-2 STUDIES,1295907,
559.52,95909,Y,NERVE CONDUCTION STUDIES; 5-6 STUDIES,1295909,
2812.26,31235,Y,ENDOSCOPY SPHENOID SINUS DIAGNOSTI,1231235,
482.78,95925,Y,SHORT-LATENCY SOMATOSENSORY UP LIMBS,1295925,
482.78,95927,Y,SHORT-LATENCY SOMATOSEN TRUNK/HEAD,1295927,
