Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location,url1,url2,url3,Missing
490110,LEWISGALE HOSPITAL MONTGOMERY,3700 SOUTH MAIN STREET,BLACKSBURG,VA,24060,MONTGOMERY,5409511111,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3700 SOUTH MAIN STREET BLACKSBURG, VA (37.185621, -80.408612)",https://lewisgale.com/location/lewisgale-hospital-montgomery,https://lewisgale.com/locations/lewisgale-hospital-montgomery/careers.dot,https://lewisgale.com/locations/lewisgale-hospital-montgomery/our-history.dot,TRUE
490052,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,NEWPORT NEWS CITY,7575942000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"500 J CLYDE MORRIS BLVD NEWPORT NEWS, VA (37.06389, -76.4854)",https://www.riversideonline.com/rrmc/,https://www.riversideonline.com/contact_us/,https://www.riversideonline.com/about_riverside/directory.cfm,TRUE
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,6720 BERTNER,HOUSTON,TX,77030,HARRIS,8323551000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,"6720 BERTNER HOUSTON, TX (29.707116, -95.39918)",https://www.chistlukeshealth.org/locations/chi-st-lukes-health%E2%80%93baylor-st-lukes-medical-center,https://www.chistlukeshealth.org/,https://www.chistlukeshealth.org/locations/infusion-center-houston,TRUE
450235,MEMORIAL HOSPITAL GONZALES TX,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,GONZALES,8306727581,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Same as the national average,,"1110 NORTH SARAH DEWITT DRIVE GONZALES, TX (29.515895, -97.428868)",http://www.gonzaleshealthcare.com/,http://www.gonzaleshealthcare.com/contact/,http://www.gonzaleshealthcare.com/services/memorial-hospital-home-health/,TRUE
510047,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,MARION,3043677100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Same as the national average,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Below the national average,,"1325 LOCUST AVENUE FAIRMONT, WV (39.480876, -80.164069)",http://www.frmcwv.com/,http://www.frmcwv.com/careers/,http://www.frmcwv.com/fairmont-rehabilitation-center/,TRUE
500041,PEACHEALTH ST JOHN MEDICAL CENTER,1615 DELAWARE STREET,LONGVIEW,WA,98632,COWLITZ,3604142000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,"1615 DELAWARE STREET LONGVIEW, WA (46.130992, -122.941192)",https://www.peacehealth.org/st-john-medical-center,https://www.peacehealth.org/phmg/longview/family-medicine,https://www.peacehealth.org/st-john/patients-and-visitors/visiting/Pages/phone-directory,TRUE
450573,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,JASPER,TX,75951,JASPER,4093845461,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"1275 MARVIN HANCOCK DRIVE JASPER, TX (30.907639, -94.008533)",http://www.christushealth.org/southeast-texas/jasper,http://www.christushealth.org/southeast-texas/jasper/services-treatments/imaging-and-radiology,http://www.christushealth.org/southeast-texas/jasper/services-treatments/emergency,TRUE
450670,TOMBALL REGIONAL MEDICAL CENTER,605 HOLDERRIETH,TOMBALL,TX,77375,HARRIS,2813511623,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Below the national average,,"605 HOLDERRIETH TOMBALL, TX (30.088703, -95.623985)",https://tomballregionalmedicalcenter.com/,https://tomballregionalmedicalcenter.com/about/phone-directory/,https://tomballregionalmedicalcenter.com/careers/search.dot,TRUE
480002,GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,VI,820,,3407786311,Acute Care Hospitals,Government - State,TRUE,,2,This hospital's star rating only includes data reported on inpatient services.,Same as the national average,,Not Available,Results are not available for this reporting period.,Same as the national average,,Below the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"#4007 EST DIAMOND RUBY, CHRISTIANSTED ST CROIX, VI (17.733184, -64.752261)",http://jflusvi.org/,http://jflusvi.org/job-announcements/,http://jflusvi.org/pay-bill/,TRUE
500015,MULTICARE AUBURN MEDICAL CENTER,202 NORTH DIVISION STREET PLAZA ONE,AUBURN,WA,98001,KING,2538337711,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"202 NORTH DIVISION STREET PLAZA ONE AUBURN, WA (47.309153, -122.229833)",https://www.multicare.org/auburn-medical-center/,https://www.multicare.org/auburn-phone-directory/,https://www.multicare.org/auburn-services/,TRUE
670113,"HUMBLE SURGICAL HOSPITAL, LLC",1475 FM 1960 BYPASS ROAD EAST,HUMBLE,TX,77338,HARRIS,2819642100,Acute Care Hospitals,Physician,TRUE,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"1475 FM 1960 BYPASS ROAD EAST HUMBLE, TX (30.004183, -95.252924)",http://humblesurgical.com/,https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=117212813,https://www.healthcarefinancenews.com/news/humble-surgical-hospital-goes-bankrupt-after-scamming-aetna-51-million,TRUE
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,1215 LEE STREET,CHARLOTTESVILLE,VA,22908,CHARLOTTESVILLE CITY,8002513627,Acute Care Hospitals,Government - State,TRUE,TRUE,2,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"1215 LEE STREET CHARLOTTESVILLE, VA (38.031829, -78.498455)",https://uvahealth.com/locations/profile/university-hospital,https://uvahealth.com/,https://uvahealth.com/about/contact,TRUE
670087,BAYLOR SCOTT & WHITE EMERGENCY MEDICAL CENTER AT C,900 EAST WHITESTONE BLVD,CEDAR PARK,TX,78613,WILLIAMSON,5126844911,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"900 EAST WHITESTONE BLVD CEDAR PARK, TX (30.523951, -97.820177)",https://www.bswemc.org/,https://www.bswemc.org/cedar-park/,https://www.bswemc.org/locations/,TRUE
500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,WA,98372,PIERCE,2536972102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,"401 15TH AVENUE SE PUYALLUP, WA (47.177411, -122.289468)",https://www.multicare.org/good-samaritan-hospital/,https://www.multicare.org/good-samaritan-phone-directory/,https://www.multicare.org/puyallup-urgent-care/,TRUE
670094,LITTLE RIVER HEALTHCARE CAMERON HOSPITAL,806 N CROCKETT AVE,CAMERON,TX,76520,MILAM,2546050025,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Below the national average,,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"806 N CROCKETT AVE CAMERON, TX (30.857111, -96.976717)",http://lrhealthcare.com/locations/cameron-clinic,http://lrhealthcare.com/locations/cameron-hospital,http://lrhealthcare.com/locations/cameron-clinic/appointments,TRUE
490048,LEWISGALE MEDICAL CENTER,1900 ELECTRIC ROAD,SALEM,VA,24153,SALEM CITY,5407764000,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,"1900 ELECTRIC ROAD SALEM, VA (37.265106, -80.033158)",https://lewisgale.com/location/lewisgale-medical-center,https://lewisgale.com/,https://lewisgale.com/about/phone-directory/,TRUE
450643,DOCTORS HOSPITAL OF LAREDO,10700 MCPHERSON ROAD,LAREDO,TX,78041,WEBB,9565232000,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"10700 MCPHERSON ROAD LAREDO, TX (27.60709, -99.476281)",https://www.doctorshosplaredo.com/,https://www.doctorshosplaredo.com/patients-visitors/phone-directory,https://www.doctorshosplaredo.com/about/contact-us,TRUE
520136,WHEATON FRANCISCAN - ST JOSEPH,5000 W CHAMBERS ST,MILWAUKEE,WI,53210,MILWAUKEE,4144472130,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,"5000 W CHAMBERS ST MILWAUKEE, WI (43.073465, -87.9761)",https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus/,https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus-primary-specialty-care-5000-w-chambers-street-milwaukee-wi/,https://www.mywheaton.org/locations/profile/wheaton-franciscan-st-joseph-campus-primary-specialty-care-3070-n-51st-street-milwaukee-wi/,TRUE
670031,ST LUKE'S PATIENTS MEDICAL CENTER,4600 EAST SAM HOUSTON PARKWAY SOUTH,PASADENA,TX,77505,HARRIS,2814870700,Acute Care Hospitals,Physician,TRUE,TRUE,5,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,"4600 EAST SAM HOUSTON PARKWAY SOUTH PASADENA, TX (29.640261, -95.160714)",https://www.chistlukeshealth.org/locations/chi-st-lukes-health-patients-medical-center,https://www.chistlukeshealth.org/locations/chi-st-lukes-health-emergency-center-pasadena,https://www.chistlukeshealth.org/locations/emergency-department-chi-st-lukes-health%E2%80%93patients-medical-center,TRUE
520195,COLUMBIA CENTER,13125 N PORT WASHINGTON RD,MEQUON,WI,53097,OZAUKEE,2622437408,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Above the national average,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"13125 N PORT WASHINGTON RD MEQUON, WI (43.256306, -87.924152)","http://www.hospital-data.com/hospitals/COLUMBIA-CENTER,-LLC-MILWAUKEE.html",http://www.columbia-stmarys.org/oth/Page.asp?PageID=OTH000845,https://www.healthcare4ppl.com/hospital/wisconsin/mequon/columbia-center-520195.html,TRUE
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,16655 SOUTHWEST FREEWAY,SUGAR LAND,TX,77479,FORT BEND,2812748000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Below the national average,,"16655 SOUTHWEST FREEWAY SUGAR LAND, TX (29.590539, -95.631886)",https://www.houstonmethodist.org/locations/sugar-land/,https://www.houstonmethodist.org/womens-services/locations/sugar-land/,https://www.houstonmethodistcareers.org/jobs/houston-methodist-sugarland-hospital/,TRUE
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,SHEBOYGAN,9204598300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"3100 SUPERIOR AVE SHEBOYGAN, WI (43.761118, -87.747143)",https://www.stnicholashospital.org/Home/,https://www.stnicholashospital.org/Contact/,https://www.stnicholashospital.org/Hospital-Information/About/,TRUE
520075,ST VINCENT HOSPITAL GREEN BAY WI,835 S VAN BUREN ST,GREEN BAY,WI,54301,BROWN,9204330111,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,2,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,"835 S VAN BUREN ST GREEN BAY, WI (44.501039, -88.013175)",https://www.stvincenthospital.org/Home/,https://www.stvincenthospital.org/Contact/,https://www.stvincenthospital.org/Hospital-Information/Directions/,TRUE
670102,"AD HOSPITAL EAST, LLC","12950 EAST FREEWAY, SUITE 100",HOUSTON,TX,77015,HARRIS,7133303897,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"12950 EAST FREEWAY, SUITE 100 HOUSTON, TX (29.771136, -95.200782)",http://www.adhealthcare.com/,https://www.healthcare4ppl.com/hospital/texas/houston/ad-hospital-east-llc-670102.html,https://npino.com/hospital/1669732178-ad-hospital-east%2C-llc/,TRUE
500030,ST JOSEPH MEDICAL CENTER BELLINGHAM WA,2901 SQUALICUM PARKWAY,BELLINGHAM,WA,98225,WHATCOM,3607345400,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,"2901 SQUALICUM PARKWAY BELLINGHAM, WA (48.772278, -122.474878)",https://www.peacehealth.org/st-joseph-medical-center,https://www.peacehealth.org/st-joseph/patients-and-visitors/visiting/Pages/phone-directory,https://www.peacehealth.org/st-joseph/cardiology,TRUE
450788,"CORPUS CHRISTI MEDICAL CENTER,THE",6629 WOODRIDGE ROAD,CORPUS CHRISTI,TX,78414,NUECES,3617611501,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,,Same as the national average,,Below the national average,,Above the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"6629 WOODRIDGE ROAD CORPUS CHRISTI, TX (27.681644, -97.359284)",https://ccmedicalcenter.com/location/bay-area,https://ccmedicalcenter.com/,https://ccmedicalcenter.com/location/doctors-regional,TRUE
450488,ALLEGIANCE SPECIALTY HOSPITAL OF KILGORE,1612 SOUTH HENDERSON BLVD,KILGORE,TX,75662,GREGG,9039843505,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"1612 SOUTH HENDERSON BLVD KILGORE, TX (32.373415, -94.869207)",http://www.welcometokilgore.com/category/health/allegiance-specialty-hospital,https://www.healthcare4ppl.com/hospital/texas/kilgore/allegiance-specialty-hospital-of-kilgore-450488.html,https://www.ahd.com/free_profile/450488/Allegiance_Specialty_Hospital_of_Kilgore/Kilgore/Texas/,TRUE
460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,UTAH,8017146800,Acute Care Hospitals,Proprietary,TRUE,TRUE,4,,Same as the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"750 WEST 800 NORTH OREM, UT (40.311875, -111.713353)",https://timphospital.com/,https://timphospital.com/about/phone-directory/,https://timphospital.com/careers/,TRUE
450237,CHRISTUS SANTA ROSA MEDICAL CENTER,2827 BABCOCK ROAD,SAN ANTONIO,TX,78229,BEXAR,2107043342,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,"2827 BABCOCK ROAD SAN ANTONIO, TX (29.512909, -98.591557)",http://www.christushealth.org/santa-rosa/medical-center,http://www.christushealth.org/santa-rosa/medical-center/about/contact-us,http://www.christushealth.org/santa-rosa/about/contact-us,TRUE
670110,FIRST TEXAS HOSPITAL CARRROLLTON LLC,1401 E TRINITY MILLS ROAD,CARROLLTON,TX,75006,DALLAS,9728100700,Acute Care Hospitals,Proprietary,TRUE,,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Same as the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1401 E TRINITY MILLS ROAD CARROLLTON, TX (32.985001, -96.898221)",https://www.healthcare4ppl.com/hospital/texas/carrollton/first-texas-hospital-carrrollton-llc-670110.html,https://healthcarecomps.com/hospitals/tx/670110/,https://locations.hrt.org/listing/first-texas-hospital-carrrollton-llc-1401-e-trinity-mills-road-carrollton-tx-75006.html,TRUE
530035,ASPEN MOUNTAIN MEDICAL CENTER,4401 COLLEGE DRIVE,ROCK SPRINGS,WY,82901,SWEETWATER,3074482758,Acute Care Hospitals,Proprietary,FALSE,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"4401 COLLEGE DRIVE ROCK SPRINGS, WY (41.603187, -109.247917)",http://aspenmountainmc.com/,http://aspenmountainmc.com/contact/,http://aspenmountainmc.com/physicians/,TRUE
450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,LEVELLAND,TX,79336,HOCKLEY,8068944963,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Not Available,Results are not available for this reporting period.,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,Results are not available for this reporting period.,"1900 COLLEGE AVE LEVELLAND, TX (33.573273, -102.367755)",https://www.covenanthealth.org/our-services/family-medicine/family-medicine-clinic-of-levelland/,https://www.covenanthealth.org/contact-us/locations/covenant-health-levelland2/,https://www.stjhs.org/our-locations/texas/covenant-health-levelland/,TRUE
453308,OUR CHILDRENS HOUSE,8 PRESTIGE CIRCLE 101,ALLEN,TX,75002,COLLIN,2148284747,Childrens,Voluntary non-profit - Church,FALSE,TRUE,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"8 PRESTIGE CIRCLE 101 ALLEN, TX (33.092018, -96.672738)",https://www.childrens.com/location-landing/locations-and-directions/specialty-centers/specialty-center-allen,https://www.manta.com/c/mm7xmb5/our-children-s-house-allen,http://disabilityresources.tamu.edu/our-childrens-house-at-baylor-allen,TRUE
670099,EMIL J FREIREICH CANCER CENTER,9201 PINECROFT,SHENANDOAH,TX,77380,MONTGOMERY,8553532201,Acute Care Hospitals,Proprietary,TRUE,,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,"9201 PINECROFT SHENANDOAH, TX (30.174833, -95.456299)",https://www.healthcare4ppl.com/hospital/texas/shenandoah/emil-j-freireich-cancer-center-670099.html,https://www.yelp.com/biz/emil-j-freireich-cancer-center-shenandoah-2,https://dexur.com/hospital/3029573/,TRUE
670088,BAYLOR SCOTT & WHITE MEDICAL CENTER- COLLEGE STATI,700 SCOTT & WHITE DRIVE,COLLEGE STATION,TX,77845,BRAZOS,9796913701,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,"700 SCOTT &amp; WHITE DRIVE COLLEGE STATION, TX (30.585988, -96.280407)",https://www.bswhealth.com/locations/college-station,https://www.bswhealth.com/locations/college-station/patient-tools/Pages/phone-directory.aspx,https://www.bswhealth.com/locations/rock-prairie-clinic,TRUE
450780,METHODIST AMBULATORY SURGERY HOSPITAL NW,9150 HUEBNER RD SUITE 100,SAN ANTONIO,TX,78240,BEXAR,2105755000,Acute Care Hospitals,Proprietary,TRUE,TRUE,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,Not Available,Results are not available for this reporting period.,Not Available,Results are not available for this reporting period.,Above the national average,,Same as the national average,,Not Available,Results are not available for this reporting period.,Not Available,There are too few measures or measure groups reported to calculate a star rating or measure group score.,"9150 HUEBNER RD SUITE 100 SAN ANTONIO, TX (29.527605, -98.595995)",https://sahealth.com/locations/methodistambulatory,http://web.sachamber.org/Hospitals/Methodist-Ambulatory-Surgery-Hospital-NW-2754,https://www.mapquest.com/us/texas/methodist-ambulatory-surgery-hospital-273411243,TRUE
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,WASHINGTON,9798366173,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,"700 MEDICAL PARKWAY BRENHAM, TX (30.145082, -96.398937)",https://www.bswhealth.com/locations/brenham?locale=es,https://www.bswhealth.com/locations/brenham/specialties,https://www.ahd.com/free_profile/450187/Baylor_Scott_%26_White_Medical_Center_-_Brenham/Brenham/Texas/,TRUE
