Tufts Medical Center -- Standard Charges eff. 1/1/2019,,
,,
Item Number,Description,Price
36803,OFFICE/OUTPATIENT  NEW 60 MINS,774
36804,X-RAY EXAM OF ANKLE COMPLETE,333
36805,"ARTHRITIC STUDY,PEDIATRICS",493
36806,X-RAY EXAM OF HUMERUS,333
36807,BARIUM ENEMA COLON,688
36808,BARIUM ENEMA - DOUBLE CONTRAST,1104
36809,BONE AGE OVER AGE 1,493
36810,BREAST SURG SPECIMEN,1445
36811,X-RAY EXAM SERIES ABDOMEN,613
36812,X-RAY EXAM OF SHOULDERS,333
36813,X-RAY EXAM OF COLLAR BONE,333
36814,X-RAY EXAM SACRUM TAILBONE,333
36815,CYSTOURETHROGRAM VOIDING,1171
36816,DRAIN/INJ JT/BURSA W/US INTERM,380
36817,X-RAY EXAM OF ELBOW COMPLETE,333
36818,X-RAY EXAM OF ELBOW,333
36819,E.R.C.P.,541
36820,XRAY OF EYE FOR FOREIGN BODY,333
36821,X-RAY EXAM OF FACIAL BONES,333
36822,X-RAY EXAM OF FACIAL BONES,613
36823,X-RAY EXAM OF LOWER LEG,333
36824,X-RAY EXAM OF FINGER(S),333
36825,X-RAY EXAM OF FOOT  COMPLETE,333
36826,X-RAY EXAM OF FOREARM,333
36827,INJECT SACROILIAC JOINT,973
36828,X-RAY NOSE TO RECTUM  CHILD,334
36829,XRAY UPPER GI DELAY W/KUB,688
36830,XRAY EXAM OF SMALL BOWEL,613
36831,G.I. SERIES W/SMALL BOWEL,1104
36832,X-RAY EXAM OF HAND MIN 3VWS,333
36833,X-RAY EXAM OF HAND,493
36834,X-RAY EXAM OF FOOT,333
36835,X-RAY EXAM OF HEEL,333
36836,INTERNAL AUDITORY MEATI,626
36837,INTRAVENOUS PYELOGRAM (IVP),1171
36838,X-RAY EXAM OF JAW 4/> VIEWS,423
36839,X-RAY EXAM OF JAW &LT;4VIEWS,333
36840,X-RAY EXAM OF KNEE 1 OR 2,333
36841,KNEE ON 14X36 FILM,333
36842,X-RAY EXAM OF KNEE 3,333
36843,LAMINOGRAM,613
36844,XRAY EXAM OF KNEE 4 OR MORE,334
36845,ARTERIOGRAM IN O R,12298
36846,CONTRST X-RAY UPPR GI TRACT,688
36847,MASTOIDS,334
36848,MASTOIDS LTD STUDY < 3 VWS,333
36849,X-RAY EXAM OF NASAL BONES,333
36850,X-RAY EXAM OF NECK,333
36851,NEPHROTOMOGRAM,1171
36852,X-RAY EXAM OF EYE SOCKETS,334
36853,PANORAMIC X-RAY OF JAWS,320
36854,X-RAY EXAM OF PELVIS,493
36855,X-RAY EXAM OF PELVIS COMPLETE,334
36856,PYELOGRAM RETROGRADE,2015
36857,X-RAY EXAM UNILAT RIBS/CHEST,423
36858,X-RAY EXAM RIBS/CHEST4/> VWS,613
36859,X-RAY EXAM SI JOINTS 3/> VWS,493
36860,X-RAY EXAM SI JOINTS,433
36861,SCANOGRAM GROWTH STUDY,333
36862,X-RAY EXAM OF SHOULDER BLADE,333
36863,SELLA TURCICA PITUITARY FOSSA,333
36864,X-RAY EXAM OF SHOULDER,333
36865,X-RAY EXAM OF SINUSES COMPLETE,333
36866,X-RAY EXAM OF SINUSES,333
36867,X-RAYS BONE SURVEY COMPLETE,613
36868,X-RAY EXAM NECK SPINE 6/>VWS,613
36869,X-RAY EXAM OF SKULL,334
36870,X-RAY EXAM OF SKULL COMPLETE,613
36871,X-RAY EXAM NECK SPINE 4/5VWS,613
36872,X-RAY EXAM THORAC SPINE 2VWS,613
36873,SPINE LUMBAR ROUTINE MIN 4 VWS,613
36874,X-RAY STRENOCLAVIC JT 3/>VWS,333
36875,X-RAY EXAM L-S SPINE BENDING,613
36876,X-RAY EXAM BREASTBONE 2/>VWS,333
36877,SUBMANDIBULAR FOR STONE,433
36878,X-RAY EXAM OF JAW JOINTS,333
36879,INJECTION FOR WRIST X-RAY,973
36880,X-RAY EXAM OF TOE(S),333
36881,VITAMIN DEFICIENCY STUDY,613
36882,X-RAY EXAM OF WRIST,333
36883,X-RAY EXAM OF WRIST COMPLETE,333
36884,SPINE LUMBER SINGLE VIEW ONLY,333
36885,CONTRST X-RAY EXAM OF THROAT,613
36886,X-RAY EXAM OF ANKLE,333
36887,X-RAY EXAM THORAC SPINE 2VWS,493
36888,X-RAY EXAM NECK SPINE 2-3 VW,334
36889,XRAY EXAM THORACOLMB 2/>VW,333
36890,CONTRAST XRAY UPPER GI TRACT,688
36891,CHOLANGIOGRAM IN OR,147
36892,IVP - DRIP INFUSION,1171
36893,EGD PLACE GASTROSTOMY TUBE,3039
36894,INJ CHANGE OF GAST TUBE,1451
36895,INJ.REPOS.GI FEE. TUBE/DUODEN.,1429
36896,B.E. REDUCTION/INTUSSUSCEPTION,758
36897,PERINEOGRAM,1171
36898,"SPEECH STUDY, W/FLUOROSCOPY",815
36899,MODIFIED BARIUM SWALLOW,613
36900,X-RAY EXAM ENTIRE SPI 1 VW,108
36901,X-RAY EXAM ENTIRE SPI 4/5 VW,174
36902,X-RAY EXAM HIP UNI 2-3 VIEWS,108
36903,X-RAY EXAM HIPS BI 2 VIEWS,180
36904,X-RAY EXAM HIPS BI 3-4 VIEWS,180
36905,X-RAY EXAM OF FEMUR 2/>,108
36906,INJECTION FOR CHOLANGIOGRAM,4649
36907,DRAINAGE OF KIDNEY LESION,1375
36908,DRAIN/INJ JOINT/BURSA W/O US,1373
36909,DRAIN/INJ JOINT/BURSA W/O US,452
36910,XRAY GUIDE FOR GI TUBE,306
36911,RETRO URETHROCYSTROGRAP,156
36912,INJ. FOR HYSTEROSALPINGOGRAM,753
36913,SPINAL PUNCTURE  LUMBAR  DX,1238
36914,INJ FOR MYELOGRAM &/CT LUMBAR,1935
36915,CHEST X-RAY SINGLE VIEW,184
36916,CHEST X-RAY TWO VIEWS,184
36917,CHEST X-RAY THREE VIEWS,184
36918,CHEST X-RAY 4 OR MORE VIEWS,352
36919,RAD EXAM ABDOMEN; 1 VIEW,184
36920,RAD EXAM ABDOMEN; 2 VIEWS,352
36921,RAD EXAM ABDOMEN; 3+ VIEWS,352
36922,X-RAY EXAM L-S SPINE 2/3 VWS,334
36923,RADIOGRAPHIC PROCEDURE UNLISTE,333
36924,X-RAY EXAM OF ARM INFANT,494
36925,X-RAY EXAM OF LEG INFANT,333
36926,ARTHOGRAM ANKLE,2225
36927,ARTHOGRAM ELBOW,2225
36928,ARTHOGRAM HIP,2225
36929,ARTHOGRAM KNEE,2225
36930,ARTHOGRAM SHOULDER,2225
36931,ARTHOGRAM  TMJ,1543
36932,ARTHOGRAM  WRIST,1783
36933,MYELOGRAM CERVICAL,1903
36934,MYELOGRAPHY THORACIC SPINE,1903
36935,MYELOGRAM LUMBAR,956
36936,MYELOGRAM TOTAL OR COMBO,1150
36937,NEPHROSTOGRAM,479
36938,CONTRAST X-RAY BLADDER,568
36939,URETHROGRAM RETROGRADE (UDS),381
36940,HYSTEROSALPINGOGRAM,938
36941,DRAIN/INJ JT/BURSA W/US SMALL,380
36942,FLUOROSCOPY EXAMINATION,321
36943,FISTULA OR SINUS TRACT STUDY,899
36944,FLUOROGUIDE FOR VEIN DEVICE,479
36945,NEEDLE LOCALIZATION BY XRAY,215
36946,FLUOROGUIDE FOR SPINE INJECT,492
36947,DRAIN/INJ JOINT/BURSA W/O US,645
36948,"REPLC GASTRO/CECOST TUBE, PERC",811
36949,"REPLC DUOD/JEJUNOST TUBE, PERC",703
36950,"REPLC JEJUNOSTOMY TUBE, PERC",811
36951,FIX GASTRO COLON TUBE W/DEVICE,1556
36952,CATHETER URETERAL,105
36953,STENT COATED COVERED W OUT DEL,5025
36954,STENT NON CORON TEMP W OUT DEL,496
36955,STENT NON CORON TEMP W DEL SYS,552
36956,TRAY NEEDLE LOC,53
36957,TRAY STEREOTATIC,59
36958,INJ. FOR SIALOGRAM,973
36959,INJ. FOR TMJ ARTHROGRAM,973
36960,INJ. FOR LOOPOGRAM,1375
36961,INJ. FISTULA/SINUS TRACT STUDY,973
36962,INJ SINUS TRACT - THERAPEUTIC,2394
36963,INJ. SHOULDER ARTHROGRAM,123
36964,INJ. FOR ELBOW ARTHROGRAM,973
36965,INJ. FOR HIP ARTHROGRAM,169
36966,INJ CONTRAST FOR KNEE XRAY,973
36967,INJ. FOR ANKLE ARTHROGRAM,125
36968,ULTRAVIST 370 100ML PER ML,1.37
36969,ULTRAVIST 370 50ML PER ML,1.37
36970,ULTRAVIST 300 50ML PER ML,1.37
36971,ULTRAVIST 300 100ML PER ML,1.37
36972,CYSTOGRAFIN 30% 300ML PER ML,1
36973,CYSTOGRAFIN DILUTE 300ML PR ML,1
36974,MAGNEVIST 20ML PER ML,6.64
36975,MAGNEVIST 10ML PER ML,6.64
36976,MAGNEVIST 5ML PER ML,6.64
36977,"ROPIVACAINE 0.2% 20ML,PER MG",VARIABLE
36978,CELESTONE 6MG/ML VIAL PER 3MG,VARIABLE
36979,CATH UVUE HSG/SHG 6.2FX26,42
36980,NJX PX NFROSGRM &/URTRGRM,935
36981,NJX PX NFROSGRM &/URTRGRM,935
36982,EXCHANGE NEPHROSTOMY CATH,935
36983,PLMT URETERAL STENT PRQ,4000
36984,PLMT URETERAL STENT PRQ,4000
36985,PLMT URETERAL STENT PRQ,4000
36986,HANDPIECE EVIVA STX 9GX13 20MM,550
36987,HANDPIECE EVIVA STX 9GX13 12MM,550
36988,HANDPIECE EVIVA STX 9GX10 20MM,550
36989,HANDPIECE EVIVA STX 9GX10 12MM,550
36990,GUIDE EVIVA NEEDLE 9GA RND,20
36991,MARKER EVIVA TRIMARK 13CM 1ST,160
36992,MARKER EVIVA TRIMARK 13CM 2ND,160
36993,MARKER EVIVA TRIMARK 10CM 1ST,160
36994,MARKER EVIVA TRIMARK 10CM 2ND,160
36995,CATH FOLEY 12F 5CC 2WAY LTX ST,11
36996,CUP ULTRA R GI BARIUM POWDER,97
36997,DRESSING GAUZE 4X4 12PLY 10/PK,11
36998,FIXER RP LO 10GA,63
36999,GRANULES E Z GAS2,11
37000,INTRODUCER AVANTI+ 6F,20
37001,NEEDLE MAMMOGRAPHY 3.0CM,65
37002,NEEDLE MAMMOGRAPHY 5.0CM,65
37003,NEEDLE MAMMOGRAPHY 7.5CM,65
37004,NEEDLE SPINAL 18GX3.5 PNK,11
37005,NEEDLE SPINAL 22GX3.5 BLK QUIN,11
37006,POWDER EZ PAQUE 120G JUG,35
37007,PROBE EMMETT UTERINE 11.5IN,98
37008,SET CUP PREP 3,11
37009,SET H S CATHETER,61
37010,SUSPENSION BARIUM EZ PAQUE,11
37011,SUSPENSION POLIBAR+ 1900ML,76
37012,TABLET EZ DISK BARIUM 10GRAIN,11
37013,VARIBAR HONEY EZEM,140
37014,WRAP SPUNGUARD 1STEP 18X18 2PL,11
37015,HYSTEROSALPINGOGRAM CATHETER,129
37016,TRAY ARTHOGRAM ST,29.38
37017,INJ 1 TENDON SHEATH/LIGAMENT,568
37018,INS GAST TUBE PERC W FLUORO,1196
37019,CHANGE G-TUBE TO G-J PERC,2608
37020,FLUORO EXAM OF G/COLON TUBE,343
37021,PLMT NEPHROSTOMY CATHETER,2686
37022,INJECTION FOR BLADDER X-RAY,1380
37023,GUIDE CATHET FLUID DRAINAGE,577
37024,DRAINAGE OF BREAST LESION,486
37025,DRAIN BREAST LESION ADD-ON,479
37026,"X-RAY EXAM, BREAST SPECIMEN",1445
37027,PERQ DEV BREAST 1ST STRTCTC,915
37028,PERQ DEV BREAST ADD STRTCTC,119
37029,"TOMOSYNTHESIS, MAMMO",110
37030,BX BREAST ADD LESION STRTCTC,623
37031,BX BREAST ADD LESION US IMAG,193
37032,DX MAMMO INCL CAD UNI,571
37033,DX MAMMO INCL CAD BI,726
37034,SCR MAMMO BI INCL CAD,587
37035,BX BREAST ADD LESION MR IMAG,623
37036,TISSUE MARKER IMPLANTABLE,269
37037,TRAY STEREOTATIC,59
37038,HANDPIECE EVIVA STX 9CX13 20MM,550
37039,HANDPIECE EVIVA STX 9GX13 12MM,550
37040,HANDPIECE EVIVA STX 9GX10 20MM,550
37041,HANDPIECE EVIVA STX 9GX10 12MM,550
37042,GUIDE EVIVA NEEDLE 9GA RND,20
37043,MARKER EVIVA TRIMARK 13CM 1ST,160
37044,MARKER EVIVA TRIMARK 13CM 2ND,160
37045,MARKER EVIVA TRIMARK 10CM 1ST,160
37046,MARKER EVIVA TRIMARK 10CM 2ND,160
37047,FILTER TISSUE ATEC,10
37048,CANISTER ATEC SUCTION W/LID,95
37049,MARKER TOMOSPOT SCAR,100
37050,BX BREAST 1ST LESION STRTCTC,1246
37051,NEEDLE HOMER MAMMALOK 20GX10,62
37052,PERQ DEVICE BREAST 1ST IMAG,915
37053,PERQ DEVICE BREAST EA IMAG,118
37054,BREAST TOMOSYNTHESIS UNI,339
37055,BREAST TOMOSYNTHESIS BIL,432
37056,BX BREAST 1ST LESION MR IMAG,2394
37057,PERQ DEV BREAST 1ST US IMAG,174
37058,BX BREAST 1ST LESION US IMAG,1246
37059,PERQ DEV BREAST 1ST MR GUIDE,174
37060,INJ-EVAL PREV PERI-VEN SHUNT,65
37061,"I-123 LIQUID, DIAG, PER MCI",VARIABLE
37062,3D RENDERING W/INTERP &POSTPRO,130
37063,"TUMOR SURVEY WHOLE BODY,MULDAY",6005
37064,"RADIOPHARM RX,MONOCLONAL",1622
37065,THYROID CANCER DOSIMETRY,1756
37066,QUANT (THYROID) MET SURVEY,242
37067,SELECTIVE SPLEEN SCAN,1756
37068,LIVER/SPLEEN SCAN,1756
37069,LIVER BLOOD POOL SCAN,3027
37070,LUNG PERFUSION IMAGING,1756
37071,CISTERNOGRAPHY,2424
37072,THYROID UPTAKE MEASUREMENTS,1285
37073,THYROID IMAGING W/BLOOD FLOW,1554
37074,THYROID IMAGING W/BLOOD FLOW,1756
37075,PARATHYRD PLANAR W/WO SUBTRJ,3358
37076,BONE MARROW SCAN (WB),1756
37077,BONE SCAN (WB),1756
37078,MECKEL'S DIVERTICULUM,1756
37079,LYMPHOSCINTIGRAPHY,2093
37080,RENAL SCAN (SINGLE W/O PHARM),2265
37081,RENAL SCAN (SINGLE W/PHARM),2265
37082,RADIOPHARM (INJECTION ONLY),466
37083,TECHNETIUM TC99M TLMN TO .5MCI,466
37084,I123IOFLUPANE(DTSCN)STDY-30MCI,4614
37085,XOFIGO PER UCI,551
37086,TUMOR SURVEY (WB),3853
37087,"MORPHINE SULFATE, UP TO 10 MG",8
37088,"ATROPINE SULFATE, 0.01 MG",3
37089,"ACETAZOLAMIDE SODIUM,UP 50MG",174
37090,"DOPAMINE HCL, 40 MG",2
37091,METSURVEY (THYROID CA) (WB),1756
37092,VERTEBRAL FX ASSESS VIA DEXA,333
37093,GI BLEEDING SCAN,1756
37094,DENVER/LEVEEN SHUNT PATENCY,1756
37095,VENT/PERITONEAL SHUNT PATENCY,2424
37096,VCUG (RADIONUCLIDE),1896
37097,VASCULAR/CATHETER PATENCY,1651
37098,KIDNEY IMAGING MORPHOLOGY,1896
37099,VENOUS THROMBUS IMAGING-BILAT,1756
37100,INFECT/INFLAM (SPECT),2987
37101,LIVER (SPECT),3027
37102,BONE (SPECT),1756
37103,CEREBRAL PERFUSION (SPECT),5262
37104,RENAL (SPECT),2265
37105,TUMOR SURVEY (SPECT),2987
37106,INFECT/INFLAM (WB),3853
37107,MUGA RVG,2119
37108,GASTROESOPHAGEAL REFLUX STUDY,1756
37109,GASTRIC EMPTYING IMAG STUDY,1756
37110,VENOUS THROMBUS IMAGING-UNILAT,3147
37111,ESOPHAGEAL MOTILITY SALIVAGRAM,1756
37112,RX/DX INFUSION (IV),925
37113,RADIOPHARM RX - (NON THYR),1163
37114,DEXA (MULTIPLE SITES),423
37115,RADIOPHARMACUETICAL CLASS 6,466
37116,HT MUSCLE IMAGE SPECT SINGLE,6382
37117,HT MUSCLE IMAGE SPECT MULT,6382
37118,HT MUSCLE IMAGE PLANAR SINGLE,6382
37119,HT MUSC IMAGE PLANAR MULT,6382
37120,CSF LEAK STUDY,3682
37121,RPHARM RX-HYPERTHYROIDISM,1163
37122,RPHARM RX-THYROID CA REMNANT,1163
37123,RPHARM RX-THYROID CA METS,1163
37124,"Y-90ZEVALN,PR TMNT DS,TO 40MCI",72200
37125,RADIOLABELED PROD DRNG INPTSTY,36
37126,GALLIUM 67 UP TO 60 MCI,88
37127,I-123 CAP PER 100UCI TO 999UCI,416
37128,XE 133 GAS PR SD TO 10 MCI,140
37129,"IN-111PENTRTDE,DG PR SD,TO6MCI",6400
37130,P-32 CHROMIC PHOSPHATE PER MCI,461
37131,IN-DTPA DIAGNOSTIC PER 0.5 MCI,2878
37132,I-125 GLOFIL PER SD TO 10 UCI,5670
37133,P-32 NA PHOSPHATE PER MCI,297
37134,MIBI PER SD UP TO 40 MCI,180
37135,THALLIUM 201 PER MCI,60
37136,I131 MIBG(IOBENGUANE)PR 0.5MCI,3115
37137,SR-89 PER MCI,1082
37138,SM-153 QUADRAMET PER 50MCI,14600
37139,TC99 MAA PER SD TO 10 MCI,98
37140,CERETEC PER SD UP TO 25 MCI,921
37141,SULFUR COLLOID PR SD TO 20 MCI,180
37142,FDG PER SD UP TO 45 MCI,658
37143,NEUROLITE PER SD UP TO 25 MCI,1260
37144,MAG-3 PER SD TO 15 MCI,686
37145,TC99M GLUCEPTATE PR SD 25 MCI,96
37146,HDP PER STUDY DOSE UP TO 30MCI,46
37147,ULTRATAG PER SD UP TO 30 MCI,112
37148,TETROFOSMIN PER STUDY DOSE,437
37149,MDP PER STUDY DOSE UP TO 30MCI,110
37150,HEPATOLITE PER SD UP TO 15 MCI,280
37151,PERETECHNETATE PER MCI,10
37152,I-131 DX CAP PER MCI,640
37153,I-131 IODIDE SOL DIAG PER MCI,31
37154,MEBROFENIN PER SD UP TO 15 MCI,700
37155,TC-PYP PER SD UP TO 25 MCI,82
37156,DTPA AEROSOL PER SD TO 75 MCI,28
37157,"I-123 MIBG,DG,PR SD DS,TO15MCI",6098
37158,DMSA PER SD UP TO 10 MCI,558
37159,I-131 IODIDE CAP THERAP PR MCI,18
37160,ADENOSINE INJ 1MG,2.85
37161,AMINOPHYLLINE 250MG,37.84
37162,ATROPINE SULFATE 1MG/1ML VIAL,27.11
37163,DIPYRIDAMOLE INJ 10MG,2.55
37164,DOBUTAMINE HCL 250MG,16.88
37165,SINCALIDE INJECT 5 MICROGRAMS,358.91
37166,"I-123 CAPSULE, DIAG, PER MCI",880
37167,TC99M PENTETATE UP TO 25 MCI,91
37168,LUNG VENTILATION IMAGING,1756
37169,LUNG VENTILAT & PERFUS IMAGING,2265
37170,HEPATOBILLARY SYS IMAGING,1756
37171,HEPATOBILLARY SYS IMAGING W/DR,2093
37172,THER/PROPH/DIAG INJ IV PUSH,521
37173,LYMPHANGIOGRAPHY INJECTION,202
37174,ADAPTER CATH FOLEY ST DISPO,11
37175,ADAPTER VENTED UNIV IV PIN,11
37176,CANNULA BLUNT INTERLINK,11
37177,CANNULA LEVER LOCK INTERLINK,60
37178,IN-111 WBC PER STUDY DOSE,3050
37179,CATH IV NEXIVA 24GX.75 DUAL,11
37180,CATH IV PROTECT 20GX1IN,11
37181,CATH IV PROTECT 22GX1IN,11
37182,CATH IV PROTECT 24G X .75IN,11
37183,ELECTRODE EKG MONITOR ADULT,11
37184,TRAY CATH INSERTION 10CC LF,11
37185,TUBE ENDO 3.5 MURPHY UNCUFF,11
37186,TUBE KANGAROO FEEDING 5FX16,11
37187,TUBE FEED 8FX16,11
37188,TUBE FEED 8FX42,11
37189,TUBING CONNECTING SUCTION 7X12,11
37190,TX/PROPH/DG ADDL SEQ IV INF,270
37191,IV INF CONCURRENT INFUSION,47
37192,TX/PRO/DX INJ NEW DRUG ADDON,179
37193,THER PROPH DIAG INJ INTRA ART,521
37194,FUROSEMIDE INJ UP TO 20MG,4.65
37195,YTTRIUM-90,41250
37196,NUCLEAR RX INTRA ARTERIAL,1163
37197,NJX INTERLAMINAR LMBR/SAC,1795
37198,FNA WITH IMAGING GUIDANCE,638
37199,DRAINAGE OF BREAST LESION,486
37200,DRAIN BREAST LESION ADD-ON,479
37201,X-RAY EXAM SURGICAL SPECIMEN,543
37202,DRAIN/INJ JT/BURSA W/US INTERM,380
37203,DRAIN/INJ JT/BURSA W/US MAJOR,380
37204,NEEDLE BIOPSY CHEST LINING,1197
37205,PERQ DEV BREAST ADD US IMAG,62
37206,US COMPLETE CAROTID BILATERAL,992
37207,US EXAM ABDO BACK WALL LMTD,384
37208,US EXAM INFANT HIPS STATIC,450
37209,NEEDLE BIOPSY LYMPH NODES,2394
37210,"INJ.LIVER,PERC SEPARATE PROCED",1879
37211,NEEDLE BIOPSY PANCREAS,1375
37212,"INJ.ABD/RETROPERITONEAL,PERC.",1566
37213,"INJ. FOR RENAL, PERCUTANEOUS",1810
37214,DRAINAGE OF KIDNEY LESION,1375
37215,CATHER FOR HYSTEROGRAPHY,753
37216,ULTRASOUND PREGUTERUS TRANSVAG,612
37217,ECHO COMPL OB<14WKS 1ST GESTA,679
37218,PROBE FINESSE ULTRA BIOPSY 14G,590
37219,MARKER ULTRACLIP 17GX10 WING,158
37220,MARKER ULTRACLIP 17GX10 RIBBON,178
37221,MSK BIOPSY TRAY,38
37222,US BREAST UNILATERAL LIMITED,439
37223,BX BREAST ADD LESION STRTCTC,205
37224,BX BREAST ADD LESION US IMAG,193
37225,PERQ DEV BREAST ADD STRTCTC,119
37226,DRAIN/INJ JT/BURSA W/US SMALL,380
37227,U.S. LIMITED FETAL HEART,611
37228,PRECISECORE BIOPSY 14GX10,16
37229,CORE BIOPSY TRAY,44
37230,MARKER TURMARK CLIP 18GX10 XSH,160
37231,MARKER TURMARK CLIP 18GX10 USH,160
37232,NEEDLE MAMMOGRAPHY 7.5CM,64
37233,NEEDLE ACHIEVE BIOP 14GX15 COA,84
37234,NEEDLE MAXCORE BIOPSY 14GX16,103
37235,NEEDLE MAXCORE BIOPSY 16GX16,136
37236,NEEDLE BIOPSY SUPERCORE 18GX9,72
37237,NEEDLE BIOPSY CORE 14GX10 DISP,110
37238,"VASCULAR STUDY,LIMITED",992
37239,US LOCAL WITH ASPIRATION,578
37240,BX BREAST ADD LESION MR IMAG,623
37241,NEEDLE TRUGUIDE BIOSPY 13X7.8,52
37242,NEEDLE MAMMOGRAPHY 3.0CM,64
37243,BIOPSY OF THYROID,1363
37244,ABD PARACENTESIS,697
37245,ABD PARACENTESIS W/IMAGING,697
37246,PERITONEAL LAVAGE,697
37247,ASPIRATE PLEURA W/O IMAGING,945
37248,ASPIRATE PLEURA W/IMAGING,3137
37249,BX BREAST 1ST LESION STRTCTC,1246
37250,NEEDLE MAMMOGRAPHY 5.0CM,65
37251,GUIDE NEEDLE 14X91.5CM ST,33
37252,NEEDLE MAXCORE BIOP 18GX20,136
37253,US ABDL AORTA SCREEN AAA,472
37254,IMAGE CATH FLUID COLXN VISC,2170
37255,IMAGE CATH FLUID PERI/RETRO,2170
37256,US EXAM INFANT HIPS DYNAMIC,409
37257,OPEN DRAINAGE LIVER LESION,4120
37258,INJ. FOR MUSCLE PERCUTANEOUS,2394
37259,"INJ. FOR BONESUPERFICIAL,PERC.",2394
37260,"INJ. FOR BONE DEEP, PERC.",5291
37261,INSERTION OF CHEST TUBE,5291
37262,"INJ. LUNG, PERCUTANEOUS",2526
37263,"INJ.LIVER,PERC W/OTHERMAJ.PROC",240
37264,INJECTION FOR PROSTATE,1847
37265,SALINE INFUSION SONOHYSTERO US,1015
37266,MAMMOTONE 10G,628
37267,Q CLIP,160
37268,US EXAM CHEST,612
37269,PED. U.S. INTRA. OP. ABD.,525
37270,"PED. U.S. DOPPLER, ARTER UP EX",992
37271,PED. U.S. DOPPLER AORTA/IVC/IL,992
37272,BX BREAST 1ST LESION MR IMAG,1246
37273,IMAGE CATH FLUID TRNS/VGNL,2170
37274,INJ 1 TENDON SHEATH/LIGAMENT,568
37275,U.S. PELVIC LMTD/FOLLOW UP,367
37276,US XTR NON-VASC COMPLETE,868
37277,US XTR NO-VASC LMTD,612
37278,PERQ DEV BREAST 1ST US IMAG,174
37279,"U.S. DOPPLER, ART LOW EXTR",992
37280,"U.S. DOPPLER, VENOUS EXTR",992
37281,"U.S. DOPPLER, VISCERAL ORGAN",992
37282,LOWER EXTREMITY STUDY LMTD,631
37283,BX BREAST 1ST LESION US IMAG,1246
37284,PERQ DEV BREAST 1ST MR GUIDE,174
37285,PROBE 13G MAMMOTOME,620
37286,IDENTIFIER 14G MAMMOSTAR BIOPS,203
37287,U.S. HEAD,612
37288,U.S. PELVIC,646
37289,ABSCESS DRAINAGE UNDER X-RAY,645
37290,"U.S. RENAL, BILATERAL",646
37291,U.S. TESTICULAR/PENILE,617
37292,U.S. SPINE/SKELETAL,432
37293,US ABDOMINAL LIMITED,646
37294,U.S. THYROID/PARATHYROID,617
37295,U.S. MID-ABDOMEN,953
37296,U.S. TRANSVAGINAL SCAN,646
37297,US PROSTATE &/OR TRANSRECTAL,646
37298,U.S. KIDNEY TRANSPLANT SCAN,646
37299,GUIDE CATHET FLUID DRAINAGE,509
37300,FNA WITH IMAGING GUIDANCE,638
37301,PUNCTURE ASPIR ABS/HEMA/CYST,571
37302,3D RENDERING W/INTERP &POSTPRO,664
37303,BX BREAST ADD LESION STRTCTC,205
37304,BX BREAST ADD LESION US IMAG,193
37305,INJECT SACROILIAC JOINT,973
37306,NEEDLE BIOPSY CHEST LINING,1197
37307,ANLYS FLD DYNM SIMLD MXML FFR,5170
37308,NEEDLE BIOPSY LYMPH NODES,2050
37309,EGD PLACE GASTROSTOMY TUBE,3039
37310,NEEDLE BIOPSY OF LIVER,1879
37311,INCISION OF GALLBLADDER,5327
37312,NEEDLE BIOPSY PANCREAS,1375
37313,INJECTION FOR CHOLANGIOGRAM,627
37314,"BIOPSY, ABDOMINAL MASS",1566
37315,RENAL BIOPSY PERQ,1810
37316,DRAINAGE OF KIDNEY LESION,1375
37317,DRAIN/INJ JOINT/BURSA W/O US,452
37318,MOD SED SAME PHYS/QHP EA,178
37319,INJECTION INTO BRAIN CANAL,1651
37320,MARKER CT GUIDELINE 4X5,12
37321,ADAPTER BENOPTY 1:3 REVOLUTION,4480
37322,SET BENOPTY BIOPSY 15GX13,206
37323,NEEDLE CO AXIAL INTRO 19GX4.2,26
37324,NEEDLE COAXIAL INTRO 19X10.2,26
37325,WIRE LAUREATE .035X180 ANG STD,80
37326,CATH SLIPCATH 5X40 KMP ANG,100
37327,CATH MINI PIG 6X20 HYRDO LOCK,198
37328,HEMOSTAT KELLY 5.5IN CVD DISP,7
37329,CATH DAWSON MUELLER 10.2FX18,172
37330,CATH DAWSON MUELLER 8.5FX25,172
37331,CATH IV NEXIVA 18GX1.66 DUAL,11
37332,CATH IV NEXIVA 20GX1 DUAL PORT,11
37333,CATH IV NEXIVA 22GX1 DUAL PORT,11
37334,CATH IV NEXIVA 24GX.56 DUAL,11
37335,CATH IV NEXIVA 24GX.75 DUAL,11
37336,CATH IV PROTECT 18GX1.25IN,11
37337,CATH IV PROTECT 20GX1IN,11
37338,CATH IV PROTECT 22GX1IN,11
37339,CATH IV PROTECT 24G X .75IN,11
37340,CATH LOCKING HYDRO NEPHRO 10F,188
37341,CATH LOCKING HYDRO NEPHRO 12F,188
37342,CATH LOCKING HYDRO NEPHRO 8F,188
37343,CATH NON LOCKING HYDRO 10F,166
37344,CATH NON LOCKING HYDRO 12F,166
37345,CATH NON LOCKING HYDRO 14F,166
37346,CATH NON LOCKING HYDRO 8F,166
37347,CATH SKATER CENTESIS 5FX10,50
37348,CATH SKATER CENTESIS 5FX15,50
37349,CATH SKATER CENTESIS 5FX7,52
37350,DILATOR 12FX20 AQ HYDRO COAT,27
37351,DILATOR 16FX20 HYDRO COAT,24
