SERVICE CATEGORY,CHARGE DESCRIPTION,2019 PRICING
Supplies,STENT NON COATED EVERFLEX 100,"$6,368.00 "
Supplies,STENT NON COATED EVERFLEX 120,"$6,726.75 "
Supplies,STENT NON COATED EVERFLEX 150-200,"$7,085.50 "
Supplies,STENT NON COATED EVERFLEX 20-80,"$3,856.75 "
Supplies,STENT NON COATED EXPRESS BSCI,"$4,412.75 "
Supplies,STENT NON COATED LIFESTENT 130 CM 15 CM,"$7,533.75 "
Supplies,STENT NON COATED LIFESTENT 130 CM 17 CM,"$8,968.75 "
Supplies,STENT NON COATED LIFESTENT 130 CM 6 CM,"$5,022.50 "
Supplies,STENT NON COATED LIFESTENT 135 CM 20CM,"$9,958.00 "
Supplies,STENT NON COATED LIFESTENT 80 CM 10 CM,"$6,816.25 "
Supplies,STENT NON COATED LIFESTENT 80 CM 2-8 CM,"$5,022.50 "
Supplies,STENT NON COATED LIFESTENT 80 CM 8-10CM,"$4,305.00 "
Supplies,STENT NON COATED MEDTRONIC DRIVER,"$2,601.00 "
Supplies,STENT NON COATED MEDTRONIC MICRODRIVER,"$2,601.00 "
Supplies,STENT NONCOVERED INTEGRITY,"$2,538.00 "
Supplies,STENT PERIPHERAL SUPERA SYSTEM 20-100MM,"$5,250.00 "
Supplies,STENT PERIPHERAL SUPERA SYSTM 120-150MM,"$5,600.00 "
Supplies,STENT RX HERCULINK ELITE 14,"$5,583.00 "
Supplies,STENT VIATORR TIPS ENDOPROSTHESIS,"$13,993.00 "
Supplies,STENT ZILVER PTZ DRUG ELUDING,"$6,282.00 "
Supplies,SUCTION CANNISTER 1500 CC,$26.75 
Supplies,SUPPORT CATHETER CXI,$567.00 
Supplies,SUPPORT CATHETER MINNIE,$463.00 
Supplies,SUPPORT CATHETER QUICK CROSS,$599.25 
Supplies,SURGICEL 2X3,$123.75 
Supplies,SURGICEL 4X8,$272.00 
Supplies,TEMP PACING CATH BARD BALLOON 5F 110CM,$546.00 
Supplies,TEMP PACING LEAD BARD GOETZ 5F 125CM,$529.00 
Supplies,TEMP PACING LEAD BARD ZUCKER 6FR 125CM,$850.00 
Supplies,THERASKIN PER CM2,$71.50 
Supplies,THORA-DRAIN EXT TUBING LTX,$48.25 
Supplies,THORA-DRAIN III,$91.25 
Supplies,THORACIC BIOPSY KIT,$484.50 
Supplies,THORACIC TRAY,"$13,453.25 "
Supplies,TIP STOP,$43.25 
Supplies,TISSUE FILTERS EACH ATEC,$18.00 
Supplies,TISSUE MARKER BARD COILED,$389.00 
Supplies,TISSUE MARKER BREAST ULTRACLIP WINGED,$263.00 
Supplies,TISSUE MARKER BRST ULTRACLIP ENHNC COIL,$263.00 
Supplies,TISSUE MARKER SENOMARK EACH,$264.00 
Supplies,TISSUE MARKER SENOMARK HEART EACH,$245.00 
Supplies,TISSUE MARKER SENOMARK VENUS EACH,$245.00 
Supplies,TISSUE MARKERS BREAST ULTRA CLIP,$245.00 
Supplies,TISSUE MARKERS BRST ULTRACLIP II RIBBON,$245.00 
Supplies,TOUHY BORST Y-ADAPTER,$98.00 
Supplies,TRACTION BUC/BOOT,$130.25 
Supplies,TRANSJUGULAR LIVER ACCESS KIT RUPS-100,"$1,300.00 "
Supplies,TRANSJUGULAR LIVER BX TLAB PATEL SET,"$1,523.00 "
Supplies,TRAPEZE RENTAL OBESE BED,$48.25 
Supplies,TRAY EPIDURAL ARROW,$269.75 
Supplies,TRAY FOL CATH SIL W/ BAG 16FR,$85.25 
Supplies,TRAY FOLEY CATH SIL W/BAG,$55.75 
Supplies,TRAY IRRIGATION -BULB,$12.50 
Supplies,TRAY PARACENTESIS,$213.50 
Supplies,TRAY SAFE-T-CENTESIS DRAIN,$179.50 
Supplies,TRAY SAFE-T-CENTESIS DRAIN 6F,$542.00 
Supplies,TRAY SAFE-T-CENTESIS DRAIN 8F,"$1,143.00 "
Supplies,TRAY SPINAL,$216.50 
Supplies,TRAY THORACENTESIS,$213.50 
Supplies,TRAY THORACENTESTS W/CATH DISP,$148.75 
Supplies,TRIPLE LUMEN CATHETER KIT,$200.00 
Supplies,TRIPLE LUMEN CATHETER KIT LARGE BORE,$284.00 
Supplies,TUNNELED CENTRAL LINE BARD DL,"$1,237.75 "
Supplies,TUNNELED CENTRAL LINE BARD SL,"$1,123.00 "
Supplies,URESIL DRAIN BAGS,$86.25 
Supplies,URINEMETER 16FR CATH TRAY,$139.00 
Supplies,URINEMETER 18FR CATH TRAY,$99.50 
Supplies,USHER SUPPORT CATHETER,"$1,400.00 "
Supplies,VACUUM DRAINAGE SUPPLIES,$258.00 
Supplies,VASCULAR PLUG AMPLATZER,"$2,870.00 "
Supplies,VENA CAVA FILTER MERIDIAN,"$3,850.00 "
Supplies,VERTICOR BONE DRILL 3.0,$560.00 
Supplies,WIRE PAPILLOTOMY/SPHINC,"$1,009.75 "
Supplies,WOUND VAC CANNISTERS,$178.50 
Supplies,WOUND VAC DRESSINGS,$212.25 
Supplies,WRIST SUPPORT M-BRACE 4200,$21.00 
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/ IMG GUIDANCE,"$2,147.25 "
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/ IMG GUIDANCE,"$2,147.25 "
"Surgery, Interventional, and Diagnostic Services",ABDOMINAL PARACENTESIS W/O IMG GUIDANCE,"$1,359.50 "
"Surgery, Interventional, and Diagnostic Services",ABLATE 1+ LIVER TUMOR PERC RADIOFRQ,"$6,504.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATE 1+ RENAL TUMOR PERC RADIOFR UNI,"$4,646.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATION BONE TUMOR INCLUDES GUIDANCE,"$6,255.00 "
"Surgery, Interventional, and Diagnostic Services",ABLATION THERAPY REDUCT PULM TUMORS,"$6,878.25 "
"Surgery, Interventional, and Diagnostic Services",AMB SURG RECOVERY 1ST HOUR,$519.75 
"Surgery, Interventional, and Diagnostic Services",AMB SURG RECOVERY EA ADD 30 MIN,$252.50 
"Surgery, Interventional, and Diagnostic Services",ANESTHESIA 1ST HOUR,"$2,663.25 "
"Surgery, Interventional, and Diagnostic Services",ANESTHESIA EACH ADDL MINUTE,$14.50 
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HAND/FEET <=25 SQ CM,"$2,783.75 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HAND/FEET 100 SQ CM,"$2,783.75 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HND/FT EA AD 100 SQCM,"$1,392.00 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB FACE/HND/FT EA AD 25 SQCM,"$1,392.00 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRNK/ARM/LEG 100 SQ CM,"$4,589.00 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRNK/ARM/LEG EA AD 25 SQCM,"$1,392.00 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRNK/ARM/LG EA AD 100SQCM,"$2,294.50 "
"Surgery, Interventional, and Diagnostic Services",APP SKIN SUB TRUNK/ARM/LEG <= 25 SQ CM,"$2,088.00 "
"Surgery, Interventional, and Diagnostic Services",APPLY CAST RIGID TOTAL CONTACT LEG,$561.75 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT INTMED JOINT/BRSA W/ US,$426.75 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT INTMED JOINT/BURSA W/O US,$322.75 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT LARGE JOINT/BURSA W/ US,$469.50 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT LARGE JOINT/BURSA W/O US,$611.75 
"Surgery, Interventional, and Diagnostic Services",ARTHROCENT SMALL JOINT/BURSA W/ US,$387.75 
"Surgery, Interventional, and Diagnostic Services",ASP/INJ RENAL CYST/PELVIS PERC,"$1,769.00 "
"Surgery, Interventional, and Diagnostic Services",ASPIRATE BLADDER W/INS SUPRAPUBIC CATH,"$2,346.00 "
"Surgery, Interventional, and Diagnostic Services",ASPIRATION &/OR INJECTION THYROID CYST,$596.00 
"Surgery, Interventional, and Diagnostic Services",AUDLGC FNCT TST W REML OF IMPTD CERUMEN,$124.00 
"Surgery, Interventional, and Diagnostic Services",AVULSION NAIL PLATE EA ADDL NAIL,$95.00 
"Surgery, Interventional, and Diagnostic Services",AVULSION NAIL PLATE SIMPLE/COMPLEX,$155.50 
"Surgery, Interventional, and Diagnostic Services",BALLN DILATE URETERAL STRICTURE  S&I,"$7,828.20 "
"Surgery, Interventional, and Diagnostic Services",BALO ANGIOP CTR DIALYSIS SEG,"$11,921.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ DILATE W/ STENT,"$4,215.00 "
"Surgery, Interventional, and Diagnostic Services",BILIARY ENDO PERCU W/ DILATE W/O STENT,"$2,627.75 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY BONE TROCAR/NEEDLE DEEP,"$1,870.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY BONE TROCAR/NEEDLE SUPERFICIAL,"$1,770.25 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY LUNG/MEDIASTINUM PERCUTAN NEEDLE,"$1,777.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY LYMPH NODE BY NEEDLE SUPERFICIAL,"$1,073.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY OF BREAST OPEN INCISIONAL,"$3,175.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY PANCREAS PERCUTANEOUS NEEDLE,"$1,489.25 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY PLEURA PERCUTANEOUS NEEDLE,"$1,203.50 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY SKIN SUBQ/MUC MEMB 1 LESION,$691.00 
"Surgery, Interventional, and Diagnostic Services",BIOPSY SKIN SUBQ/MUC MEMB 1 LESION,$253.00 
"Surgery, Interventional, and Diagnostic Services",BIOPSY SKIN SUBQ/MUC MEMB EA ADD LESION,$126.75 
"Surgery, Interventional, and Diagnostic Services",BIOPSY SOFT TISSUE NECK/THORAX,"$2,070.00 "
"Surgery, Interventional, and Diagnostic Services",BIOPSY THYROID PERCUTANEOUS NEEDLE CORE,$941.25 
"Surgery, Interventional, and Diagnostic Services",BIOPSY TRANSCATHETER,"$4,852.50 "
"Surgery, Interventional, and Diagnostic Services",BONE BIOPSY OPEN SUPERFICIAL,"$4,489.50 "
"Surgery, Interventional, and Diagnostic Services",BRONCH EBUS FOR PERIPHERAL LESIONS,"$3,655.50 "
"Surgery, Interventional, and Diagnostic Services",BRONCH EBUS SAMPLNG =>3 MED/HILAR NODES,"$3,837.75 "
"Surgery, Interventional, and Diagnostic Services",BRONCH EBUS SAMPLNG 1-2 MED/HILAR NODES,"$3,655.50 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY DX W/WO CELL WASH,"$2,336.75 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY REMOVAL OF FOREIGN BODY,"$2,695.00 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/ALVEOLAR LAVAGE,"$2,572.75 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/ASPIRATION INIT,"$2,870.00 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/ASPIRATION SUBSQ,$971.00 
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/BIOPSY,"$2,653.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/BRUSHING,"$3,305.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/NEEDLE ASPIRATION,"$2,301.00 "
"Surgery, Interventional, and Diagnostic Services",BRONCHOSCOPY W/TRNSBRONCH LUNG BX,"$2,329.00 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY INSRT BRNCHIAL VLV INIT LOBE,"$4,351.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY INSRT BRNCHIL VLV EA AD LOBE,"$2,114.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY REMOV BRNCHIAL VLV INIT LOBE,"$4,351.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY REMOV BRNCHIL VLV EA AD LOBE,"$2,114.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY W/BRNCHIAL THRMPLSTY 2+ LOBE,"$4,351.25 "
"Surgery, Interventional, and Diagnostic Services",BRONCHSCPY W/BRONCHIAL THRMPLSTY 1 LOBE,"$4,351.25 "
"Surgery, Interventional, and Diagnostic Services",BX ABDOMINAL/RETROPERITONEAL MASS PERC,"$1,824.00 "
"Surgery, Interventional, and Diagnostic Services",BX BREAST PERCU/NEEDL CORE W/O IMAGE,$869.00 
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT MR IMAG 1ST LES,"$1,924.25 "
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT MR IMAG EA AD LES,$945.00 
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT STRTCTC 1ST LES,"$2,405.25 "
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT STRTCTC EA AD LES,"$1,604.00 "
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT US IMAG 1ST LES,"$2,180.75 "
"Surgery, Interventional, and Diagnostic Services",BX BREAST W DVC PLCMT US IMAG EA AD LES,$945.00 
"Surgery, Interventional, and Diagnostic Services",BX LIVER NEEDLE PERCUTANEOUS,"$1,686.00 "
"Surgery, Interventional, and Diagnostic Services",BX RENAL PERCUTANEOUS NEEDLE/TROCAR,"$1,896.25 "
"Surgery, Interventional, and Diagnostic Services",BX/EXCISE LYMPH NODE OPEN SUPERFICIAL,"$2,768.75 "
"Surgery, Interventional, and Diagnostic Services",CATH INTRO CONTRAST/SALINE SIS/HSG,$435.50 
"Surgery, Interventional, and Diagnostic Services",CATH PLACE ABD/PELV 3RD ORD,"$2,203.25 "
"Surgery, Interventional, and Diagnostic Services",CATH PLACE ABD/PELV EA ADL BRANCH,$440.00 
"Surgery, Interventional, and Diagnostic Services",CATH PLACE ABD/PELV/LE 1ST ORD,"$1,673.25 "
"Surgery, Interventional, and Diagnostic Services",CATH PLACE ABD/PELV/LE INIT 2ND ORD,"$2,084.75 "
"Surgery, Interventional, and Diagnostic Services",CATH PLACE THORACIC/BRACH 1ST ORD,"$1,544.00 "
"Surgery, Interventional, and Diagnostic Services",CATH PLACE THORACIC/BRACH EA ADL BRANCH,$439.75 
"Surgery, Interventional, and Diagnostic Services",CATH PLACE THORACIC/BRACH INIT 2ND ORD,"$1,706.75 "
"Surgery, Interventional, and Diagnostic Services",CATH PLACE THORACIC/BRACH INIT 3RD ORD,"$1,864.25 "
"Surgery, Interventional, and Diagnostic Services",CATH PORTAL VEIN ANY METHOD,"$2,341.25 "
"Surgery, Interventional, and Diagnostic Services",CAUTERIZE CHEMICAL GRANULATION TISSUE,$155.50 
"Surgery, Interventional, and Diagnostic Services",CAUTERIZE CHEMICAL GRANULATION TISSUE,$155.50 
"Surgery, Interventional, and Diagnostic Services",CESSATION THROMBOLY THRPY W/CATH REMOV,"$4,854.50 "
"Surgery, Interventional, and Diagnostic Services",CHANGE CYSTOSTOMY TUBE SIMPLE,$420.00 
"Surgery, Interventional, and Diagnostic Services",CHEMODENERVATION 1 EXT =>5 MUSCLES,$697.25 
"Surgery, Interventional, and Diagnostic Services",CHEMODENERVATION 1 EXTREMITY 1-4 MSCLES,$697.25 
"Surgery, Interventional, and Diagnostic Services",CHEMODENERVATION MUSCLE NECK UNI,$410.75 
"Surgery, Interventional, and Diagnostic Services",CHGE INT BILIARY DRAIN TO INT-EXT DRAIN,"$3,995.25 "
"Surgery, Interventional, and Diagnostic Services",CHOLANGOIOGRAPHY PRQ EXISTING ACCESS,"$3,995.25 "
"Surgery, Interventional, and Diagnostic Services",CHOLANGOIOGRAPHY PRQ NEW ACCESS,"$3,995.25 "
"Surgery, Interventional, and Diagnostic Services",CHOLECYSTOSTOMY PERCUTANEOUS,"$3,238.00 "
"Surgery, Interventional, and Diagnostic Services",CLSD TX DISLOC SHOULDER W/MANIP RE ANES,"$2,528.00 "
"Surgery, Interventional, and Diagnostic Services",CONVERT GASTRO TO GASTRO-JEJUN TUBE,"$1,463.00 "
"Surgery, Interventional, and Diagnostic Services",DEBRIDE BONE <= 20 SQ CM,"$1,902.75 "
"Surgery, Interventional, and Diagnostic Services",DEBRIDE BONE EA ADDL 20 SQ CM,"$1,808.00 "
"Surgery, Interventional, and Diagnostic Services",DEBRIDE MUSCLE/FASCIA <= 20 SQ CM,"$1,225.00 "
"Surgery, Interventional, and Diagnostic Services",DEBRIDE MUSCLE/FASCIA EA ADDL 20 SQ CM,$800.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDE SUBQ TISSUE <= 20 SQ CM,$579.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDE SUBQ TISSUE <= 20 SQ CM,$579.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDE SUBQ TISSUE EA ADDL 20 SQ CM,$579.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDE SUBQ TISSUE EA ADDL 20 SQ CM,$579.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDEMENT OF NAIL ANY METHOD 1 TO 5,$290.00 
"Surgery, Interventional, and Diagnostic Services",DEBRIDEMENT OF NAIL ANY METHOD 6 OR >,$331.50 
"Surgery, Interventional, and Diagnostic Services",DECLOT IMPLANTED VAD/CATHETER,$356.25 
"Surgery, Interventional, and Diagnostic Services",DIALYSIS CIRCUIT EMBOLJ,"$19,618.00 "
"Surgery, Interventional, and Diagnostic Services","DIL OF EXISTING TRACT, INCL ALL RADIO S & I","$3,140.25 "
"Surgery, Interventional, and Diagnostic Services","DIL OF EXISTING TRACT, INCL NEW ACCESS","$3,140.25 "
"Surgery, Interventional, and Diagnostic Services",DRAIN ABSC PERIVESICAL/PREVESICAL SPACE,"$2,838.25 "
"Surgery, Interventional, and Diagnostic Services",DRESS/DEBRID BURNS 5-10% BODY AREA,$319.00 
"Surgery, Interventional, and Diagnostic Services",DRESSING/DEBRID BURNS < 5% BODY AREA,$285.00 
"Surgery, Interventional, and Diagnostic Services",DRESSING/DEBRID BURNS >10% BODY AREA,$433.00 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN ABD/PELV/SCROTAL COMPLETE,"$1,512.75 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN ABD/PELV/SCROTAL LIMITED,$671.25 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN AORTA/IVC/GRAFT COMPLETE,$736.00 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN AORTA/IVC/GRAFT LIMITED,$378.25 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN EXTRACRANIAL ART BILATERAL,"$1,278.25 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN EXTREMITY VEINS BILATERAL,"$1,541.25 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN EXTREMITY VEINS UNILATERAL,"$1,120.00 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN HEMODIALYSIS ACCESS,$617.50 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN L EXT ARTERIES BILAT,"$1,089.25 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN L EXT ARTERIES UNILAT,$804.50 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN PENILE VESSELS COMPLETE,$857.25 
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN U EXT ARTERIES BILAT,"$1,045.25 "
"Surgery, Interventional, and Diagnostic Services",DUPLEX SCAN U EXT ARTERIES UNILAT,$605.00 
"Surgery, Interventional, and Diagnostic Services",ED THROMBOLYSIS CEREBRAL IV INFUSION,"$1,390.50 "
"Surgery, Interventional, and Diagnostic Services",ELECTRONIC ANALYSIS NEURO SIMPLE,"$1,160.25 "
"Surgery, Interventional, and Diagnostic Services",EMBOLECT/THROMBECTOMY RADIAL/ ULNAR,"$7,086.25 "
"Surgery, Interventional, and Diagnostic Services",ENDOVENOUS MCHNCHEM 1ST VEIN,"$6,542.00 "
"Surgery, Interventional, and Diagnostic Services",ENDOVENOUS MCHNCHEM ADD-ON,"$5,886.00 "
"Surgery, Interventional, and Diagnostic Services",EVASC PRLNG ADMN RX VAS TERRTORY EA ADD,"$1,243.00 "
"Surgery, Interventional, and Diagnostic Services",EVASC PROLNG ADMIN RX VAS TERRTORY INIT,"$3,082.25 "
"Surgery, Interventional, and Diagnostic Services",EVASC RPR A-UNILAC NDGFT,"$4,209.75 "
"Surgery, Interventional, and Diagnostic Services",EXCHANGE DRAINAGE CATH W/ GUIDANCE,"$2,838.25 "
"Surgery, Interventional, and Diagnostic Services",EXCHANGE NEPHROSTMY CATH PERCUTANEOUS,$962.50 
"Surgery, Interventional, and Diagnostic Services",EXCISE LES FACE/EAR/EYE/NOS/LIP 0.6-1CM,$700.00 
"Surgery, Interventional, and Diagnostic Services",EXCISE LES HEAD/HAND/FOOT/GENIT 0.6-1CM,"$1,013.25 "
"Surgery, Interventional, and Diagnostic Services",EXCISE LES HEAD/HAND/FOOT/GENIT 1.1-2CM,"$1,064.00 "
"Surgery, Interventional, and Diagnostic Services",EXCISE LES HEAD/HAND/FOOT/GENIT 2.1-3CM,"$4,104.00 "
"Surgery, Interventional, and Diagnostic Services",EXCISE LESION BACK SUBQ >=3CM,"$5,238.50 "
"Surgery, Interventional, and Diagnostic Services",EXCISE NAIL&MATRIX PART/COMPL PERMNT,$497.75 
"Surgery, Interventional, and Diagnostic Services",EXCISION BREAST LESIONS OPEN,"$3,015.00 "
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION LEG/ANKLE >3 CM,"$3,731.50 "
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG >4 CM,"$1,670.50 "
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG 0-0.5 CM,$495.00 
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG 0.6-1 CM,$530.00 
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG 1.1-2 CM,$580.00 
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG 2.1-3 CM,$965.00 
"Surgery, Interventional, and Diagnostic Services",EXCISION LESION TRUNK/ARM/LEG 3.1-4 CM,"$1,368.00 "
"Surgery, Interventional, and Diagnostic Services",EXTENDED RECOVERY EA 15 MIN,$13.00 
"Surgery, Interventional, and Diagnostic Services",EXTENDED RECOVERY HOURLY CHARGE,$88.00 
"Surgery, Interventional, and Diagnostic Services","FINE NEEDLE ASPIRATION BIOPSY, W/O IMAG GDNC; EACH ADDL LESION",$261.00 
"Surgery, Interventional, and Diagnostic Services",FINE NEEDLE ASPIRATION W/ IMAGING,$556.50 
"Surgery, Interventional, and Diagnostic Services",FINE NEEDLE ASPIRATION W/ IMAGING,$556.50 
"Surgery, Interventional, and Diagnostic Services",FINE NEEDLE ASPIRATION W/O IMAGING,$261.00 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  CT GDNC; 1ST LES",$618.25 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  CT GDNC; EA ADDL LES",$556.50 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  FLURO GDNC; 1ST LES",$618.25 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  FLURO GDNC; EA ADDL LES",$556.50 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  MRI GDNC; 1ST LES",$618.25 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD  MRI GDNC; EA ADDL LES",$556.50 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD US GDNC; EA ADDL LESION",$556.50 
"Surgery, Interventional, and Diagnostic Services","FNA BIOPSY, INCLD US GDNC; FIRST LESION",$618.25 
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS COMPLEX/MULTIPLE,$437.00 
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS COMPLEX/MULTIPLE,$437.00 
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS SIMPLE/SINGLE,$362.25 
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS SIMPLE/SINGLE,$362.25 
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS/HEMA PELVIS/HIP JOINT AREA,"$5,328.00 "
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS/HEMA SOFT TISSUES NECK/THRX,"$3,616.25 "
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS/HEMA THIGH/KNEE REGION,"$3,616.25 "
"Surgery, Interventional, and Diagnostic Services",I&D ABSCESS/HEMATOMA LEG/ANKLE,"$3,616.25 "
"Surgery, Interventional, and Diagnostic Services",I&D HEMATOMA/SEROMA/FLUID,"$1,504.50 "
"Surgery, Interventional, and Diagnostic Services",I&D ISCHIO/PERIRECTAL ABSCESS,"$4,181.75 "
"Surgery, Interventional, and Diagnostic Services",I&D PERIANAL ABSCESS SUPERFICIAL,"$1,143.50 "
"Surgery, Interventional, and Diagnostic Services",I&D PILONIDAL CYST COMPLEX,"$1,827.75 "
"Surgery, Interventional, and Diagnostic Services",I&D PILONIDAL CYST SIMPLE,$377.25 
"Surgery, Interventional, and Diagnostic Services",I&D THYROGLOSSAL DUCT CYST INFECTED,"$1,009.00 "
"Surgery, Interventional, and Diagnostic Services",IMAGE CATH FLUID PERI/RETRO PERC,"$3,352.75 "
"Surgery, Interventional, and Diagnostic Services",IMAGE CATH FLUID VISCERAL PERCUTANEOUS,"$3,352.75 "
"Surgery, Interventional, and Diagnostic Services",IMAGE GUIDE CATH FLUID DRAINAGE PERC,$963.00 
"Surgery, Interventional, and Diagnostic Services",IMPLANT PT ACTIVATED EVENT RECORDER,"$6,840.00 "
"Surgery, Interventional, and Diagnostic Services",INC SKIN INCL SIMP CLSR EA SEPARATE/ADDL LES,$215.25 
"Surgery, Interventional, and Diagnostic Services",INCIS THROMBOSED HEMORRHOID EXTERNAL,$468.50 
"Surgery, Interventional, and Diagnostic Services",INCISION SOFT TISSUE ABSCESS DEEP/COMPL,"$3,765.00 "
"Surgery, Interventional, and Diagnostic Services",INJ AGENT FACET W/GUIDE LUMBR/SAC 1 LVL,"$1,380.50 "
"Surgery, Interventional, and Diagnostic Services",INJ AGENT FACET W/GUIDE LUMBR/SAC 2 LVL,$544.75 
"Surgery, Interventional, and Diagnostic Services",INJ AGENT FACET W/GUIDE LUMBR/SAC 3+LVL,$544.75 
"Surgery, Interventional, and Diagnostic Services",INJ ANES EPIDUR LUMB/SAC W/GUIDE 1 LVL,"$1,441.00 "
"Surgery, Interventional, and Diagnostic Services",INJ ANES EPIDUR LUMBAR/SAC EA ADDL LVL,$845.75 
"Surgery, Interventional, and Diagnostic Services",INJ ANESTH AGNT TRIGEMINAL NRVE/BRNCH,$779.00 
"Surgery, Interventional, and Diagnostic Services",INJ ANTEGRD NEPHRO/URETEROGRM EXT ACS,$962.50 
"Surgery, Interventional, and Diagnostic Services",INJ ANTEGRD NEPHRO/URETEROGRM NEW ACS,$962.50 
"Surgery, Interventional, and Diagnostic Services",INJ ARTHROGRAM HIP W/O ANES,$296.25 
"Surgery, Interventional, and Diagnostic Services",INJ ARTHROGRAM SHOULDER,$243.50 
