Supply Name,Charge
LEAD DEFIBRILLATOR PERMANENT VENTRICULAR BIPOLAR PASSIVE FIXATION IS-1 CONNECTOR 45 CM LENGTH 6 FR STEROID ELUTING SILICONE INSULATION STRAIGHT TIP TITANIUM NITRIDE TIP COATING ADULT CAPSURE SP NOVUS,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSURE SP NOVUS 52CM BIPOLAR PASSIVE FIXATION XXXXXXX 509252,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSURE SP NOVUS 58CM BIPOLAR PASSIVE FIXATION XXXXXXX 509258,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSURE Z NOVUS 45CM BIPOLAR PASSIVE FIXATION XXXXXXX 555445,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSURE Z NOVUS 53CM BIPOLAR PASSIVE FIXATION XXXXXXX 555453,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSUREFIX 45CM BIPOLAR ACTIVE FIXATION XXXXXXX 556845,"$2,632.50"
IMPLANT LEAD PACEMAKER CAPSUREFIX 53CM BIPOLAR ACTIVE FIXATION XXXXXXX 556853,"$2,632.50"
IMPLANT LEAD PACEMAKER CAPSURE SP NOVUS 45CM BIPOLAR PASSIVE FIXATION XXXXXXX 559245,"$2,340.00"
IMPLANT LEAD PACEMAKER CAPSURE SP NOVUS 53CM BIPOLAR PASSIVE FIXATION XXXXXXX 559253,"$2,340.00"
LEAD CARDIAC RESYNCHRONIZATION THERAPY PERMANENT LEFT VENTRICULAR BIPOLAR ACTIVE/PASSIVE FIXATION IS-1 CONNECTOR 78 CM LENGTH 4 FR STEROID ELUTING POLYURETHANE/SI-POLYIMIDE INSULATION J TIP PLATINIZED PLATINUM TIP COATING ADULT ATTAIN OTW,"$7,410.00"
LEAD CARDIAC RESYNCHRONIZATION THERAPY PERMANENT LEFT VENTRICULAR BIPOLAR ACTIVE/PASSIVE FIXATION IS-1 CONNECTOR 88 CM LENGTH 4 FR STEROID ELUTING POLYURETHANE/SI-POLYIMIDE INSULATION J TIP PLATINIZED PLATINUM TIP COATING ADULT ATTAIN OTW,"$7,410.00"
IMPLANT LEAD PACEMAKER ATTAIN 78CM BIPOLAR ACTIVE FIXATION XXXXXXX 419478,"$9,360.00"
LEAD CARDIAC RESYNCHRONIZATION THERAPY PERMANENT LEFT VENTRICULAR BIPOLAR ACTIVE FIXATION IS-1 CONNECTOR 88 CM LENGTH STEROID ELUTING POLYURETHANE/SILICONE INSULATION J TIP ADULT ATTAIN OTW,"$9,360.00"
IMPLANT LEAD PACEMAKER ATTAIN STARFIX 78CM UNIPOLAR ACTIVE FIXATION XXXXXXX 419578,"$11,100.00"
IMPLANT LEAD PACEMAKER ATTAIN STARFIX 88CM UNIPOLAR ACTIVE FIXATION XXXXXXX 419588,"$11,100.00"
IMPLANT LEAD PACEMAKER ATTAIN ABILITY 78CM BIPOLAR ACTIVE FIXATION XXXXXXX 419678,"$11,100.00"
IMPLANT LEAD PACEMAKER ATTAIN ABILITY 88CM BIPOLAR ACTIVE FIXATION XXXXXXX 419688,"$11,100.00"
LEAD PACING L88CM OD5.3FR SILICONE STEROID LEFT BIPOLAR OVER THE WIRE DUAL CANTED ELECTRODE CONNECTOR IMPLANTABLE ATTAIN ABILITY PLUS,"$11,100.00"
IMPLANT LEAD PACEMAKER ATTAIN ABILITY 78CM BIPOLAR XXXXXXX 439678,"$11,100.00"
IMPLANT LEAD PACEMAKER ATTAIN ABILITY 88CM BIPOLAR ACTIVE FIXATION XXXXXXX 439688,"$11,100.00"
LEAD CARDIAC RESYNCHRONIZATION THERAPY PERMANENT LEFT VENTRICULAR UNIPOLAR ACTIVE/PASSIVE FIXATION IS-1 CONNECTOR 103 CM LENGTH 4 FR STEROID ELUTING POLYURETHANE/SI-POLYIMIDE INSULATION STRAIGHT TIP PLATINIZED PLATINUM TIP COATING ADULT ATTAIN OTW,"$7,410.00"
IMPLANT LEAD PACEMAKER ATTAIN 103CM BIPOLAR ACTIVE FIXATION XXXXXX 4194103,"$9,360.00"
LEAD CARDIAC RESYNCHRONIZATION THERAPY PERMANENT LEFT VENTRICULAR UNIPOLAR ACTIVE FIXATION IS-1 CONNECTOR 103 CM LENGTH 5.3 FR STEROID ELUTING POLYURETHANE INSULATION ANGLED TIP ADULT ATTAIN STARFIX,"$11,100.00"
LEAD PACING L88CM IMPLANTABLE ATTAIN STARFIX 4195,"$11,100.00"
IMPLANT PACEMAKER SYNCRA XXXXXXXXX C2TR01,"$35,150.00"
STENT PERIPHERAL 5.5X120MMX120CM OVER THE WIRE NITINOL SUPERA S55120120P6,"$6,240.00"
LENS INTRAOCULAR L13MM OD6MM +26.5 DIOPTER 10 DEG BICONVEX 118.4 A CONSTANT MULTIPIECE MONOFOCAL ASYMMETRIC FOLDABLE POSTERIOR CHAMBER ACRYLIC ACRYSOF,$514.60
GRAFT BONE FILLER DEMINERALIZED BONE MATRIX 5CC PASTE STIMULAN 620005,"$3,802.50"
GRAFT SOFT TISSUE BICOMPARTMENTAL RIGHT LATERAL FEMORAL CONDYLE,"$39,200.00"
LENS INTRAOCULAR +17.5D MONOFOCAL ACRYSOF XXX MA50BM175,$514.60
DOME TALAR 2 RIGHT LEFT INBONE SULCUS,"$12,979.60"
SHELL ACETABULAR OD54MM F 4 HOLE CEMENTLESS IMPLANTABLE G7 OSSEOTI,"$11,196.20"
GRAFT BONE L14XW16XH7MM ANTERIOR CERVICAL LORDOTIC ALLOGRAFT IMPLANTABLE OPTIO-C,"$14,781.50"
GRAFT BONE L14XW16XH8MM ANTERIOR CERVICAL LORDOTIC ALLOGRAFT IMPLANTABLE OPTIO-C,"$10,415.50"
SHELL ACETABULAR OD54MM UNIVERSAL PRESS FIT MULTIHOLE POROUS HIP POROCOAT PINNACLE 300 SERIES,"$3,510.00"
COIL EMBOLIZATION L25MM OD4.5MM 55DEG L 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.50X30MM NITINOL PIPELINE PED45030,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.50X35MM NITINOL PIPELINE PED45035,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.75X25MM NITINOL PIPELINE PED47525,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.75X30MM NITINOL PIPELINE PED47530,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.75X35MM NITINOL PIPELINE PED47535,"$44,555.00"
COIL EMBOLIZATION NON COATED 5.00X25MM NITINOL PIPELINE PED50025,"$44,555.00"
COIL EMBOLIZATION L30MM OD5MM L 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$44,555.00"
COIL EMBOLIZATION L35MM OD5MM 55DEG L 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$44,555.00"
COIL EMBOLIZATION NON COATED 2.50X10MM NITINOL PIPELINE PED25010,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.50X12MM NITINOL PIPELINE PED25012,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.50X14MM NITINOL PIPELINE PED25014,"$41,562.50"
COIL EMBOLIZATION L16MM OD2.50MM SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.50X18MM NITINOL PIPELINE PED25018,"$41,562.50"
COIL EMBOLIZATION L20MM OD2.50MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L10MM OD2.75MM SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L12MM OD2.75MM SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.75X14MM NITINOL PIPELINE PED27514,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.75X16MM NITINOL PIPELINE PED27516,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.75X18MM NITINOL PIPELINE PED27518,"$41,562.50"
COIL EMBOLIZATION NON COATED 2.75X20MM NITINOL PIPELINE PED27520,"$41,562.50"
COIL EMBOLIZATION NON COATED 3X10MM NITINOL PIPELINE PED30010,"$41,562.50"
COIL EMBOLIZATION NON COATED 3X12MM NITINOL PIPELINE PED30012,"$41,562.50"
COIL EMBOLIZATION NON COATED 3X14MM NITINOL PIPELINE PED30014,"$41,562.50"
COIL EMBOLIZATION NON COATED 3X16MM NITINOL PIPELINE PED30016,"$41,562.50"
COIL EMBOLIZATION NON COATED 3X18MM NITINOL PIPELINE PED30018,"$41,562.50"
COIL EMBOLIZATION L20MM OD3MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L10MM OD3.25MM SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.25X12MM NITINOL PIPELINE PED32512,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.25X14MM NITINOL PIPELINE PED32514,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.25X16MM NITINOL PIPELINE PED32516,"$41,562.50"
COIL EMBOLIZATION L18MM OD3.25MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.25X20MM NITINOL PIPELINE PED32520,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.50MMX10MM NITINOL PIPELINE PED35010,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.50MMX12MM NITINOL PIPELINE PED35012,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.50MMX14MM NITINOL PIPELINE PED35014,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.50MMX16MM NITINOL PIPELINE PED35016,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.50MMX18MM NITINOL PIPELINE PED35018,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.5MMX20MM NITINOL PIPELINE PED35020,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.75MMX10MM NITINOL PIPELINE PED37510,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.75MMX12MM NITINOL PIPELINE PED37512,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.75MMX14MM NITINOL PIPELINE PED37514,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.75MMX16MM NITINOL PIPELINE PED37516,"$41,562.50"
COIL EMBOLIZATION L18MM OD3.75MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 3.75MMX20MM NITINOL PIPELINE PED37520,"$41,562.50"
COIL EMBOLIZATION L10MM OD4MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.00X12MM NITINOL PIPELINE PED40012,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.00X14MM NITINOL PIPELINE PED40014,"$41,562.50"
COIL EMBOLIZATION L16MM OD4MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L18MM OD4MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L20MM OD4MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L10MM OD4.25MM SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.25X12MM NITINOL PIPELINE PED42512,"$41,562.50"
COIL EMBOLIZATION L14MM OD4.25MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.25X16MM NITINOL PIPELINE PED42516,"$41,562.50"
COIL EMBOLIZATION L18MM OD4.25MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION L20MM OD4.25MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.50X10MM NITINOL PIPELINE PED45010,"$41,562.50"
COIL EMBOLIZATION L20MM OD4.5MM 55DEG SM 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$41,562.50"
COIL EMBOLIZATION NON COATED 4.75X18MM NITINOL PIPELINE PED47518,"$41,562.50"
DEVICE EMBOLIZATION 4.75X20MM PIPELINE PED47520,"$41,562.50"
COIL EMBOLIZATION NON COATED 5.0X18MM NITINOL PIPELINE PED50018,"$41,562.50"
COIL EMBOLIZATION NON COATED 5.00X20MM NITINOL PIPELINE PED50020,"$41,562.50"
COIL VASCULAR DETACHABLE HELICAL SOFT 3 MM DIA 8 CM LENGTH .0115 IN GUIDEWIRE STRETCH RESISTANT AXIUM,"$2,320.50"
COIL EMBOLIZATION L4CM OD2.5MM ODSEC.0115IN PLATINUM DETACHABLE HELICAL LATEX FREE IMPLANTABLE AXIUM,"$2,054.25"
COIL EMBOLIZATION L6CM OD2.5MM ODSEC.0115IN PLATINUM DETACHABLE HELICAL LATEX FREE IMPLANTABLE AXIUM,"$2,054.25"
COIL EMBOLIZATION L4CM OD2.5MM ODSEC.0115IN PLATINUM DETACHABLE 3D LATEX FREE IMPLANTABLE AXIUM,"$2,320.50"
COIL EMBOLIZATION L6CM OD2.5MM ODSEC.0115IN PLATINUM DETACHABLE 3D LATEX FREE IMPLANTABLE AXIUM,"$2,320.50"
COIL EMBOLIZATION L30CM OD12MM ODSEC.0145IN 31.96MM PGLA INTRACRANIAL DETACHABLE STRETCH RESISTANT SOFT 3D LATEX FREE IMPLANTABLE FOR HEMORRHAGIC STROKE AXIUM,"$2,710.50"
COIL EMBOLIZATION NON COATED 4.00X25MM NITINOL PIPELINE PED40025,"$44,555.00"
COIL EMBOLIZATION L30MM OD4MM L 75% COBALT CHROMIUM 25% PLATINUM TUNGSTEN FLEX ZONE HYPOTUBE BRAIDED MESH LATEX FREE IMPLANTABLE PIPELINE,"$44,555.00"
COIL EMBOLIZATION NON COATED 4.25X25MM NITINOL PIPELINE PED42525,"$44,555.00"
COIL VASCULAR 3D SOFT 8 MM DIA 30 CM LENGTH .0135 IN GUIDEWIRE STRETCH RESISTANT AXIUM,"$2,125.50"
PLUG VASCULAR L180CM IDSEC.021IN 1.5-3MM MICRO NITINOL PTFE PERIPHERAL CATHETER LATEX FREE IMPLANTABLE,"$5,850.00"
PLUG VASCULAR L12MM L180CM IDSEC.027IN 3-5MM MICRO NITINOL PTFE PERIPHERAL CATHETER MECHANICALLY DETACHABLE LATEX FREE IMPLANTABLE,"$5,850.00"
DEVICE THROMBECTOMY L26MM L15MM OD4MM IDSEC.021IN 180CM REVASCULARIZATION 3 DISTAL 1 PROXIMAL MARKER LATEX FREE IMPLANTABLE SOLITAIRE 2,"$22,644.00"
DEVICE THROMBECTOMY L31MM L20MM OD4MM IDSEC.021IN 180CM REVASCULARIZATION 3 DISTAL 1 PROXIMAL MARKER LATEX FREE IMPLANTABLE SOLITAIRE 2,"$22,644.00"
DEVICE THROMBECTOMY L31MM L20MM OD6MM IDSEC.027IN 180CM REVASCULARIZATION 4 DISTAL 1 PROXIMAL MARKER LATEX FREE IMPLANTABLE SOLITAIRE 2,"$22,644.00"
DEVICE THROMBECTOMY L42MM L30MM OD6MM IDSEC.027IN 180CM REVASCULARIZATION 4 DISTAL 1 PROXIMAL MARKER LATEX FREE IMPLANTABLE SOLITAIRE 2,"$22,644.00"
CATH DIAG PERIPH 6FRX115CM .038IN GW NITINOL PROXIMAL SUPPORT NAVIEN RFX07211508MP,"$2,320.50"
CATH DIAG PERIPH 6FRX.072INX115CM .038IN GW NITINOL PROXIMAL SUPPORT NAVIEN RFX07211508,"$2,320.50"
CATH INF PERIPH RADIOPQ STR 1.5X165CM .014IN GW STAINLESS STEEL NITINOL MICROCATH HI KNK RESTNT APOLLO 1055095000,"$7,000.50"
CATH INF PERIPH RADIOPQ STR 3X165CM .014IN GW STAINLESS STEEL NITINOL SIDE HOLE MICROCATH HI KNK RESTNT APOLLO 1055096000,"$7,000.50"
CATH INF PERIPH 1.3FRX165CMX25CM .018 GW STAINLESS STEEL MICRO CATH MARATHON 1055056,"$2,075.00"
SCREW BONE CANCELLOUS 12.7X105MM LAG STAINLESS STEEL 12.7MM THREAD STRL CONDYLAR HIP DHS DCS 280050S,"$1,730.05"
VALVE AORTIC OD26MM 20-23MM PORCINE PERICARDIUM TRANSCATHETER BIOPROSTHESIS STERILE IMPLANTABLE COREVALVE,"$105,000.00"
IMPLANT VALVE CORONARY AORTIC PORCINE TRANSCATHETER BIOPROSTHESIS 29MM LATEX FREE STERILE MCSP329AOAUS,"$105,000.00"
SCREW BONE 2.4X18MM CANNULATED TITANIUM FULL THREAD NSTRL FOR WRIST ANKLE HAND FOOT AR8724V18,$830.00
SCREW BONE 2.4X20MM CANNULATED TITANIUM FULL THREAD NSTRL FOR WRIST ANKLE HAND FOOT AR8724V20,$830.00
BIT DRILL SURGICAL 2.5MM STAINLESS STEEL 3.5MM LOCK CORTICAL SCREW AR891606,$282.20
PLATE BONE DISTAL VOLAR RADIUS TITANIUM 3 HOLE NON STERILE LEFT AR8916VNL03,"$4,430.40"
SCREW BONE CORTICAL 3.5X12MM SOLID TITANIUM FULL THREAD NSTRL FOR MIDFOOT AR893512,$356.90
SCREW BONE CORTICAL 3.5X12MM SOLID TITANIUM FULL THREAD NSTRL FOR MIDFOOT AR8935L12,$506.30
SCREW BONE CORTICAL 3.5X14MM SOLID TITANIUM FULL THREAD NSTRL FOR MIDFOOT AR8935L14,$506.30
SPACER IMPLANT SPINAL 10X26MM LUMBAR PEEK TLIF NON STERILE RISE 193122,"$23,680.00"
CAGE IMPLANT SPINAL 10X31X10-14MM LUMBAR TITANIUM TLIF NON STERILE ALTERA 11241133,"$23,680.00"
COMPONENT FEMORAL KNEE RIGHT MEDIAL 65MM ENDO MODEL 15281211,"$18,509.25"
PLATE BONE COMPRESSION CLAVICLE 3.5X94MM STAINLESS STEEL 6 HOLE LOCKING STERILE ANTERIOR LCP 02112026S,"$4,224.09"
LEAD NEUROSTIMULATOR L75CM OD1.3MM 1.5MM CYLINDRICAL SPINAL CORD 8 ELECTRODE SPACING OCTAPOLAR INLINE SUBCOMPACT MRI TECHNOLOGY KIT STERILE DISPOSABLE VECTRIS SURESCAN,"$8,041.80"
MESH BIOLOGICAL PORCINE MATRIX 250 MM LENGTH 200 MM WIDTH ABDOMINAL STRATTICE,"$45,892.00"
GRAFT ENDOVASCULAR ABDOMINAL AORTIC ANEURYSM 26X12MMX18CM EPTFE NITINOL MAIN BODY EXCLUDER C3 RLT261218,"$37,292.50"
GRAFT ENDOVASCULAR ABDOMINAL AORTIC ANEURYSM 12FRX23MMX12CM EPTFE NITINOL EXTENSION EXCLUDER PLC231200,"$16,161.60"
DRESSING GERMICIDAL L10XW3.5IN ANTIMICROBIAL POST-OP STRIPS FLEXIBLE BREATHABLE WATERPROOF SILVER OPTIFOAM,$105.62
DRESSING GERMICIDAL L6XW3.5IN ANTIMICROBIAL POST-OP STRIPS FLEXIBLE BREATHABLE WATERPROOF SILVER OPTIFOAM,$85.59
SUTURE NONABSORBABLE L30IN 4-0 CV-5 TTC-13 MONOFILAMENT DOUBLE ARM 3/8 CIRCLE TAPER POINT NEEDLE EPTFE GORE-TEX STERILE DISPOSABLE,$100.13
GUIDEPIN ORTHOPEDIC L200MM OD2.5MM SMOOTH STERILE DISPOSABLE AEQUALIS,$327.85
BASEPLATE GLENOID L35MM OD25MM THREADED POST AEQUALIS REVERSED II,"$7,585.50"
LINER ACETABULAR HIP 28X54MM POLY SZ JJ CONTINUUM 00875801128,"$12,328.40"
IMPLANT SPINAL CAGE 7MM LUMBAR TITANIUM ALIF NON STERILE SYNCAGE 495101,"$12,328.40"
SPACER SPINAL L18XW40XH11MM 20DEG PEEK TRANSCONTINENTAL IMPLANTABLE,"$16,520.50"
SPACER IMPLANT SPINAL 18X9MM LUMBAR TITANIUM LLIF NON STERILE TRANSCONTINENTAL 375069,"$16,520.50"
IMPLANT SPINAL CAGE 18X7MM LUMBAR STERILE TRANSCONTINENTAL 375067,"$16,520.50"
IMPLANT SPINAL CAGE 9MM LUMBAR TITANIUM ALIF NON STERILE SYNCAGE 495102,"$12,328.40"
GRAFT SOFT TISSUE L4XW4CM AMNIOTIC MEMBRANE FLOWERPATCH,"$6,240.00"
SCREW BONE CORTICAL 4X52MM CANNUATED TIVANIUM PARTIAL THREAD STRL FOOT ORTHOLOC D1N40052S,"$1,037.50"
SCREW BONE CORTICAL 4X60MM CANNULATED TIVANIUM PARTIAL THREAD STRL FOOT ORTHOLOC D1N40060S,"$1,037.50"
CONSOLE ULTRASOUND,"$1,199.35"
ANCHOR SUTURE 0 ORTHOCORD OS-2 BIT MINILOK QUICKANCHOR PLUS,"$2,075.00"
SCREW INTERFERENCE L25MM OD7MM CANNULATED SHEATH ACL,$477.25
NAIL BONE INTRAMEDULLARY FEMORAL 11X420MM TITANIUM LEFT G3 35251420S,"$13,660.40"
SHELL ACETABULAR OD60MM G 4 HOLE CEMENTLESS IMPLANTABLE G7 OSSEOTI,"$11,196.20"
IMPLANT HIP MODULAR FEMORAL STEM 13X150MM TITANIUM PRESS FIT ARCOS 11300813,"$12,173.00"
PLATE BONE HIP 23X232MM TIVANIUM 4 HOLE NON STERILE REATTACHMENT CABLE READY 00223200206,"$18,829.30"
SPINDLE INTERNAL FIXATION OD44MM C800LB L SHORT ANTIROTATION PIN POROUS IMPLANTABLE COMPRESS,"$12,483.80"
GRAFT BONE FILLER DEMINERALIZED BONE MATRIX 19617002,"$12,210.00"
CATHETER URETERAL L70CM OD6FR OPEN END FLEXIMA,$47.79
CATHETER URETERAL L70CM OD7FR OPEN END FLEXIMA,$47.79
BIT DRILL SURGICAL 6MM TITANIUM ALLOY NON STERILE COUNTERSINK DARCO IW130516,$415.00
IMPLANT SPINAL CAGE 6-9X11X34MM LUMBAR PEEK TLIF NON STERILE ACCULIF 305006,"$22,200.00"
SPACER PROBE SINGLE ELECTRODE NANOKNIFE,$91.80
FORCEPS ELECTROSURGICAL L8IN OD1MM NONSTICK BAYONET LIGHTWEIGHT CORD REMOTE CONNECTION PLUG COAGULATING STERILE DISPOSABLE SPETZLER MALIS,"$1,848.41"
AWL SURGICAL SELF CENTERING STRAIGHT INDEPENDENCE,"$2,098.20"
BIT DRILL SURGICAL 2.5MM STAINLESS STEEL FEMORAL PEDIATRIC SHORT SMALL FRAGMENT PEDILOC 0110500002,$688.90
RING EXTERNAL FIXATION L155MM RED FULL TAYLOR SPACIAL,"$7,702.50"
KIT IMPLANT SPINAL STERILE ACCULIF TUBING SET 900301,"$1,399.80"
KIT CATHETER TRPL LUMN ANTIMIC 7FR,$319.43
TROCAR LAPAROSCOPIC 11MM BLADELESS NON THREAD BLUNT TIP SNGL USE STERILE CANNULA DILATOR SHORT VERSASTEP VS100711P,$225.00
SLEEVE LAPAROSCOPIC 12X70MM GASTROESOPHAGEAL RADIALLY EXPANDABLE NON THREAD BLUNT TIP SNGL USE STERILE WITHOUT HANDLE SHORT VERSASTEP VS100700,$202.50
TROCAR LAPAROSCOPIC 75X12MM BLADELESS SNGL USE STERILE RADIALLY EXPANDABLE VERSASTEP VS100712P,$225.00
WEDGE FEMORAL KNEE 14X10X5.5X20MM BIOFORM LATEX FREE STERILE LARGE KEYSTONE BIOFOAM 46S02055,"$8,755.50"
PLATE BONE COMPRESSION HUMERAL PROXIMAL 3.5X109MM STAINLESS STEEL 3 HOLE LOCKING STERILE LEFT LCP 02123041S,"$7,072.14"
SCREW BONE COMPRESSION 3.5X60MM STAINLESS STEEL FULL THREAD NSTRL FOR VARIABLE ANGLE LCP ANKLE TRAUMA SYSTEM STARDRIVE 02127160,$715.88
BIT DRILL SURGICAL 1.6MM STAINLESS STEEL J LATCH ORTHOLOC 52021160,$601.75
PLATE BONE COMPRESSION METATARSAL FOOT 44X5MM STAINLESS STEEL 6 HOLE LOCKING STERILE STRAIGHT ORTHOLOC 5201000306,"$2,265.90"
SCREW BONE CORTICAL 2X12MM TITANIUM NITRIDE FULL THREAD FOREFOOT ORTHOLOC 5201120012,$373.50
SCREW BONE CORTICAL 2X14MM TITANIUM NITRIDE FULL THREAD FOREFOOT ORTHOLOC 5201120014,$373.50
SCREW BONE CORTICAL 2X14MM TITANIUM NITRADE FULL THREAD FOREFOOT ORTHOLOC 5201020014,$913.00
BASEPLATE TIBIAL KNEE 52X41MM RIGHT TITANIUM FIXED PROXIMAL MODULAR SYSTEM GMRS 64953101,"$22,492.86"
GRAFT BONE STRIP DEMINERALIZED BONE MATRIX 2.5CC CRUSHED CANCELLOUS TENSIX PHG02C,"$6,220.50"
PLATE BONE CLAVICLE STAINLESS STEEL 8 HOLE STERILE RIGHT AR2654CR,"$3,065.40"
SPACER SPINAL L42XW30XH20MM 12DEG L LATEX FREE IMPLANTABLE SOVEREIGN,"$14,430.00"
SHELL ACETABULAR OD56MM F 4 HOLE CEMENTLESS IMPLANTABLE G7 OSSEOTI,"$11,196.20"
KIT SPLITTER L30 CM STERILE,"$4,290.00"
GRAFT VASCULAR L53 CM ID6 MM TITANIUM CONNECTOR BEADED COMPONENT ARTERIAL HERO PTFE,"$3,588.00"
MOLD BONE CEMENT L52 MM REINFORCED SPACER STEM HIP STAGEONE SELECT SILICONE STAINLESS STEEL STERILE DISPOSABLE F/COBALT G-HV,"$4,056.00"
PLEDGET VASCULAR 10X3MMX3MMX36 TEFLON PTFE POLYMER NONABSORBABLE PREPUNCHED FIRM LATEX FREE,$61.92
