,, We are provider based - so you may be charged column C or column D & E ,,
7773110,RA WRIST COMPLETE W NAVICULAR RT,$46.00 , $-   , $-   
7773115,RA ARTHRO WRIST LT,$118.00 , $-   , $-   
7773115,RA ARTHRO WRIST LT,$118.00 , $-   , $-   
7773120,AD HAND-AP & LAT (FOL UP) LEFT,$42.00 , $-   , $-   
7773120,AD HAND-AP & LAT (FOL UP) LEFT,$42.00 , $-   , $-   
7773120,RA HAND LT 2 VIEWS,$42.00 , $-   , $-   
7773120,RA HAND LT 2 VIEWS,$42.00 , $-   , $-   
7773120,RA HANDS BILATERAL,$63.00 , $-   , $-   
7773120,RA HANDS BILATERAL,$63.00 , $-   , $-   
7773130,AD HAND-LEFT,$46.00 , $-   , $-   
7773130,AD HAND-LEFT,$46.00 , $-   , $-   
7773130,RA HAND LT,$46.00 , $-   , $-   
7773130,RA HAND LT,$46.00 , $-   , $-   
7773140,AD FINGER(S)-LEFT,$35.00 , $-   , $-   
7773140,AD FINGER(S)-LEFT,$35.00 , $-   , $-   
7773140,RA FINGER(S) LT,$35.00 , $-   , $-   
7773140,RA FINGER(S) LT,$35.00 , $-   , $-   
7773178,MR FEMUR LT,$374.00 , $-   , $-   
7773178,MR FEMUR LT,$374.00 , $-   , $-   
7773178,MR LOWER EXT LT,$374.00 , $-   , $-   
7773178,MR LOWER EXT LT,$374.00 , $-   , $-   
7773178,MR THIGH LT,$374.00 , $-   , $-   
7773178,MR THIGH LT,$374.00 , $-   , $-   
7773178,MR TIBIA/FIBULA LT,$374.00 , $-   , $-   
7773178,MR TIBIA/FIBULA LT,$374.00 , $-   , $-   
7773200,CT UPPER EXT LT,$225.00 , $-   , $-   
7773200,CT UPPER EXT LT,$225.00 , $-   , $-   
7773201,CT UPPER EXT W CONTRAST LT,$230.00 , $-   , $-   
7773201,CT UPPER EXT W CONTRAST LT,$230.00 , $-   , $-   
7773202,CT UPPER EXT W/WO CONTRAST LT,$268.00 , $-   , $-   
7773202,CT UPPER EXT W/WO CONTRAST LT,$268.00 , $-   , $-   
7773206,CTA UPPER EXTREMITY LT,$322.00 , $-   , $-   
7773206,CTA UPPER EXTREMITY LT,$322.00 , $-   , $-   
7773206,CTA UPPER EXTREMITY RT,$322.00 , $-   , $-   
7773206,CTA UPPER EXTREMITY RT,$322.00 , $-   , $-   
7773218,MR FOREARM LT,$345.00 , $-   , $-   
7773218,MR FOREARM LT,$345.00 , $-   , $-   
7773218,MR HUMERUS LT,$345.00 , $-   , $-   
7773218,MR HUMERUS LT,$345.00 , $-   , $-   
7773218,MR UPPER EXT LT,$345.00 , $-   , $-   
7773218,MR UPPER EXT LT,$345.00 , $-   , $-   
7773219,MR FOREARM W CONTRAST LT,$338.00 , $-   , $-   
7773219,MR FOREARM W CONTRAST LT,$338.00 , $-   , $-   
7773219,MR HUMERUS W CONTRAST LT,$338.00 , $-   , $-   
7773219,MR HUMERUS W CONTRAST LT,$338.00 , $-   , $-   
7773219,MR UPPER EXT W CONTRAST LT,$406.00 , $-   , $-   
7773219,MR UPPER EXT W CONTRAST LT,$406.00 , $-   , $-   
7773220,MR FOREARM W/WO CONTRAST LT,$447.00 , $-   , $-   
7773220,MR FOREARM W/WO CONTRAST LT,$447.00 , $-   , $-   
7773220,MR HUMERUS W/WO CONTRAST LT,$447.00 , $-   , $-   
7773220,MR HUMERUS W/WO CONTRAST LT,$447.00 , $-   , $-   
7773220,MR UPPER EXT W/WO CONTRAST LT,$488.00 , $-   , $-   
7773220,MR UPPER EXT W/WO CONTRAST LT,$488.00 , $-   , $-   
7773221,MR ELBOW ARTHRO LT, $-   , $-   ,$396.00 
7773221,MR ELBOW ARTHRO LT, $-   , $-   ,$396.00 
7773221,MR ELBOW ARTHRO RT,$396.00 , $-   , $-   
7773221,MR ELBOW ARTHRO RT,$396.00 , $-   , $-   
7773221,MR ELBOW LT,$396.00 , $-   , $-   
7773221,MR ELBOW LT,$396.00 , $-   , $-   
7773221,MR HAND LT,$396.00 , $-   , $-   
7773221,MR HAND LT,$396.00 , $-   , $-   
7773221,MR SHOULDER LT,$396.00 , $-   , $-   
7773221,MR SHOULDER LT,$396.00 , $-   , $-   
7773221,MR UPPER EXT JOINTS LT,$396.00 , $-   , $-   
7773221,MR UPPER EXT JOINTS LT,$396.00 , $-   , $-   
7773221,MR UPPER EXTREMITY JOINTS ONLY,$396.00 , $-   , $-   
7773221,MR UPPER EXTREMITY JOINTS ONLY,$396.00 , $-   , $-   
7773221,MR WRIST LT,$396.00 , $-   , $-   
7773221,MR WRIST LT,$396.00 , $-   , $-   
7773222,MR ELBOW W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR ELBOW W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR ELBOW W CONTRAST RT,$247.50 , $-   , $-   
7773222,MR ELBOW W CONTRAST RT,$247.50 , $-   , $-   
7773222,MR HAND W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR HAND W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR SHOULDER W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR SHOULDER W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR UPPER EXT JOINTS W CONTRAST LT,$456.00 , $-   , $-   
7773222,MR UPPER EXT JOINTS W CONTRAST LT,$456.00 , $-   , $-   
7773222,MR WRIST W CONTRAST LT,$247.50 , $-   , $-   
7773222,MR WRIST W CONTRAST LT,$247.50 , $-   , $-   
7773223,MR ELBOW W W/O CONTRAST LT,$328.50 , $-   , $-   
7773223,MR ELBOW W W/O CONTRAST LT,$328.50 , $-   , $-   
7773223,MR ELBOW W W/O CONTRAST RT,$328.50 , $-   , $-   
7773223,MR ELBOW W W/O CONTRAST RT,$328.50 , $-   , $-   
7773223,MR HAND W/WO CONTRAST LT,$328.50 , $-   , $-   
7773223,MR HAND W/WO CONTRAST LT,$328.50 , $-   , $-   
7773223,MR SHOULDER W/WO CONTRAST LT,$328.50 , $-   , $-   
7773223,MR SHOULDER W/WO CONTRAST LT,$328.50 , $-   , $-   
7773223,MR UPPER EXT JOINTS W/WO CONTRAST LT,$547.00 , $-   , $-   
7773223,MR UPPER EXT JOINTS W/WO CONTRAST LT,$547.00 , $-   , $-   
7773223,MR WRIST W/WO CONTRAST LT,$328.50 , $-   , $-   
7773223,MR WRIST W/WO CONTRAST LT,$328.50 , $-   , $-   
7773225,MRA UPPER EXT W/WO CONTRAST LT,$382.00 , $-   , $-   
7773225,MRA UPPER EXT W/WO CONTRAST LT,$382.00 , $-   , $-   
7773500,AD HIP ONLY-LEFT,$42.00 , $-   , $-   
7773500,AD HIP ONLY-LEFT,$42.00 , $-   , $-   
7773500,RA HIP LT 1 VIEW,$42.00 , $-   , $-   
7773500,RA HIP LT 1 VIEW,$42.00 , $-   , $-   
7773510,AD HIP-AP & LAT-LEFT,$53.00 , $-   , $-   
7773510,AD HIP-AP & LAT-LEFT,$53.00 , $-   , $-   
7773510,RA HIP LT 2 VIEWS,$53.00 , $-   , $-   
7773510,RA HIP LT 2 VIEWS,$53.00 , $-   , $-   
7773520,RA PELVIS BILAT HIPS,$57.00 , $-   , $-   
7773520,RA PELVIS BILAT HIPS,$57.00 , $-   , $-   
7773522,RA HIP W PELVIS 3-4 VIEWS LT,$79.00 , $-   , $-   
7773522,RA HIP W PELVIS 3-4 VIEWS LT,$79.00 , $-   , $-   
7773525,RA ARTHRO HIP LT,$139.00 , $-   , $-   
7773525,RA ARTHRO HIP LT,$139.00 , $-   , $-   
7773530,RA OR HIP PINNING ABOVE 1 HOUR LT,$70.00 , $-   , $-   
7773530,RA OR HIP PINNING ABOVE 1 HOUR LT,$70.00 , $-   , $-   
7773530,RA OR HIP PINNING UP TO 1 HR LT,$70.00 , $-   , $-   
7773530,RA OR HIP PINNING UP TO 1 HR LT,$70.00 , $-   , $-   
7773540,AD PELVIS / HIP CHILD,$58.00 , $-   , $-   
7773540,AD PELVIS / HIP CHILD,$58.00 , $-   , $-   
7773540,RA PELVIS / HIP CHILD,$58.00 , $-   , $-   
7773540,RA PELVIS / HIP CHILD,$58.00 , $-   , $-   
7773550,AD FEMUR-LEFT,$51.00 , $-   , $-   
7773550,AD FEMUR-LEFT,$51.00 , $-   , $-   
7773550,RA FEMUR 2 > LT,$51.00 , $-   , $-   
7773550,RA FEMUR 2 > LT,$51.00 , $-   , $-   
7773550,RA OR ARTERIOGRAM UNILATERAL LT,$51.00 , $-   , $-   
7773550,RA OR ARTERIOGRAM UNILATERAL LT,$51.00 , $-   , $-   
7773551,RA FEMUR 1 VIEW RT,$51.00 , $-   , $-   
7773551,RA FEMUR 1 VIEW RT,$51.00 , $-   , $-   
7773560,AD KNEE 2 VIEWS-LEFT,$47.00 , $-   , $-   
7773560,AD KNEE 2 VIEWS-LEFT,$47.00 , $-   , $-   
7773560,RA KNEE 2 VIEWS LT,$47.00 , $-   , $-   
7773560,RA KNEE 2 VIEWS LT,$47.00 , $-   , $-   
7773560,RA KNEE BILAT 2 VIEWS,$71.00 , $-   , $-   
7773560,RA KNEE BILAT 2 VIEWS,$71.00 , $-   , $-   
7773562,AD KNEE 3 VIEWS-LEFT,$55.00 , $-   , $-   
7773562,AD KNEE 3 VIEWS-LEFT,$55.00 , $-   , $-   
7773562,RA KNEE 3 VIEWS LT,$55.00 , $-   , $-   
7773562,RA KNEE 3 VIEWS LT,$55.00 , $-   , $-   
7773564,AD KNEE 4 OR > W OBL TUNNEL & OR STAND L,$62.00 , $-   , $-   
7773564,AD KNEE 4 OR > W OBL TUNNEL & OR STAND L,$62.00 , $-   , $-   
7773564,RA KNEE 4 OR MORE LT,$62.00 , $-   , $-   
7773564,RA KNEE 4 OR MORE LT,$62.00 , $-   , $-   
7773564,RA KNEE BILAT 4 > VIEWS,$93.00 , $-   , $-   
7773564,RA KNEE BILAT 4 > VIEWS,$93.00 , $-   , $-   
7773564,RA KNEE COMP W SUNRISE LT,$93.00 , $-   , $-   
7773564,RA KNEE COMP W SUNRISE LT,$93.00 , $-   , $-   
7773565,AD KNEE - STANDING-LT,$47.00 , $-   , $-   
7773565,AD KNEE - STANDING-LT,$47.00 , $-   , $-   
7773565,RA KNEE BILAT AP STAND,$47.00 , $-   , $-   
7773565,RA KNEE BILAT AP STAND,$47.00 , $-   , $-   
7773565,RA KNEE STANDING LT,$47.00 , $-   , $-   
7773565,RA KNEE STANDING LT,$47.00 , $-   , $-   
7773580,RA ARTHRO KNEE LT,$165.00 , $-   , $-   
7773580,RA ARTHRO KNEE LT,$165.00 , $-   , $-   
7773582,RA KNEE BILAT 3 VIEWS,$83.00 , $-   , $-   
7773582,RA KNEE BILAT 3 VIEWS,$83.00 , $-   , $-   
7773590,AD TIBIA AND FIBULA - LEFT,$51.00 , $-   , $-   
7773590,AD TIBIA AND FIBULA - LEFT,$51.00 , $-   , $-   
7773590,RA TIB/FIB LT,$51.00 , $-   , $-   
7773590,RA TIB/FIB LT,$51.00 , $-   , $-   
7773592,RA LOWER EXT INFANT LT,$51.00 , $-   , $-   
7773592,RA LOWER EXT INFANT LT,$51.00 , $-   , $-   
7773600,AD ANKLE-AP & LAT(FOL UP)-LEFT,$46.00 , $-   , $-   
7773600,AD ANKLE-AP & LAT(FOL UP)-LEFT,$46.00 , $-   , $-   
7773600,AD ANKLE-AP & LAT(FOL UP)-RIGHT,$46.00 , $-   , $-   
7773600,AD ANKLE-AP & LAT(FOL UP)-RIGHT,$46.00 , $-   , $-   
7773600,RA ANKLE 2 VIEWS LT,$46.00 , $-   , $-   
7773600,RA ANKLE 2 VIEWS LT,$46.00 , $-   , $-   
7773610,AD ANKLE COMPL-LEFT,$49.00 , $-   , $-   
7773610,AD ANKLE COMPL-LEFT,$49.00 , $-   , $-   
7773610,RA ANKLE COMPLETE LT,$49.00 , $-   , $-   
7773610,RA ANKLE COMPLETE LT,$49.00 , $-   , $-   
7773615,RA ARTHRO ANKLE ..,$120.00 , $-   , $-   
7773615,RA ARTHRO ANKLE ..,$120.00 , $-   , $-   
7773620,AD FOOT AP & LAT (FOL UP)-LEFT,$47.00 , $-   , $-   
7773620,AD FOOT AP & LAT (FOL UP)-LEFT,$47.00 , $-   , $-   
7773620,RA FOOT LT 2 VIEW,$47.00 , $-   , $-   
7773620,RA FOOT LT 2 VIEW,$47.00 , $-   , $-   
7773620,RA FOOT STANDING 2 VIEW LT,$47.00 , $-   , $-   
7773620,RA FOOT STANDING 2 VIEW LT,$47.00 , $-   , $-   
7773620,RA FOOT STANDING AP BILAT,$70.00 , $-   , $-   
7773620,RA FOOT STANDING AP BILAT,$70.00 , $-   , $-   
7773630,AD FOOT COMPL-LEFT,$49.00 , $-   , $-   
7773630,AD FOOT COMPL-LEFT,$49.00 , $-   , $-   
7773630,RA FOOT COMPL LT,$49.00 , $-   , $-   
7773630,RA FOOT COMPL LT,$49.00 , $-   , $-   
7773650,AD OS-CALCIS-HEEL-LEFT,$42.00 , $-   , $-   
7773650,AD OS-CALCIS-HEEL-LEFT,$42.00 , $-   , $-   
7773650,RA OS CALCIS/HEEL LT,$42.00 , $-   , $-   
7773650,RA OS CALCIS/HEEL LT,$42.00 , $-   , $-   
7773660,AD TOE(S)- LEFT,$37.00 , $-   , $-   
7773660,AD TOE(S)- LEFT,$37.00 , $-   , $-   
7773660,RA TOE(S) LT,$37.00 , $-   , $-   
7773660,RA TOE(S) LT,$37.00 , $-   , $-   
7773700,CT LOW EXT LT,$211.00 , $-   , $-   
7773700,CT LOW EXT LT,$211.00 , $-   , $-   
7773700,CT MEDACTA KNEE LT,$211.00 , $-   , $-   
7773700,CT MEDACTA KNEE LT,$211.00 , $-   , $-   
7773701,CT LOW EXT W CONTRAST LT,$211.00 , $-   , $-   
7773701,CT LOW EXT W CONTRAST LT,$211.00 , $-   , $-   
7773702,CT LOW EXT W/WO CONTRAST LT,$247.00 , $-   , $-   
7773702,CT LOW EXT W/WO CONTRAST LT,$247.00 , $-   , $-   
7773706,CTA LOWER EXTREMITY LT,$322.00 , $-   , $-   
7773706,CTA LOWER EXTREMITY LT,$322.00 , $-   , $-   
7773718,MR LOWER EXT LT WO CONTRAST,$374.00 , $-   , $-   
7773718,MR LOWER EXT LT WO CONTRAST,$374.00 , $-   , $-   
7773719,MR FEMUR W CONTRAST LT,$431.00 , $-   , $-   
7773719,MR FEMUR W CONTRAST LT,$431.00 , $-   , $-   
7773719,MR LOWER EXT LT W CONTRAST,$431.00 , $-   , $-   
7773719,MR LOWER EXT LT W CONTRAST,$431.00 , $-   , $-   
7773719,MR LOWER EXT W CONTRAST LT,$431.00 , $-   , $-   
7773719,MR LOWER EXT W CONTRAST LT,$431.00 , $-   , $-   
7773719,MR TIBIA/FIBULA W CONTRAST LT,$431.00 , $-   , $-   
7773719,MR TIBIA/FIBULA W CONTRAST LT,$431.00 , $-   , $-   
7773720,MR FEMUR W/WO CONTRAST LT,$517.00 , $-   , $-   
7773720,MR FEMUR W/WO CONTRAST LT,$517.00 , $-   , $-   
7773720,MR LOWER EXT LT W AND WO CONTRAST,$517.00 , $-   , $-   
7773720,MR LOWER EXT LT W AND WO CONTRAST,$517.00 , $-   , $-   
7773720,MR LOWER EXT W/WO CONTRAST LT,$517.00 , $-   , $-   
7773720,MR LOWER EXT W/WO CONTRAST LT,$517.00 , $-   , $-   
7773720,MR TIBIA/FIBULA W/WO CONTRAST LT,$517.00 , $-   , $-   
7773720,MR TIBIA/FIBULA W/WO CONTRAST LT,$517.00 , $-   , $-   
7773721,MR ANKLE ARTHRO LT,$365.00 , $-   , $-   
7773721,MR ANKLE ARTHRO LT,$365.00 , $-   , $-   
7773721,MR ANKLE LT,$365.00 , $-   , $-   
7773721,MR ANKLE LT,$365.00 , $-   , $-   
7773721,MR FOOT LT,$365.00 , $-   , $-   
7773721,MR FOOT LT,$365.00 , $-   , $-   
7773721,MR HIP ARTHRO LT,$365.00 , $-   , $-   
7773721,MR HIP ARTHRO LT,$365.00 , $-   , $-   
7773721,MR HIP LT,$365.00 , $-   , $-   
7773721,MR HIP LT,$365.00 , $-   , $-   
7773721,MR KNEE ARTHRO LT,$365.00 , $-   , $-   
7773721,MR KNEE ARTHRO LT,$365.00 , $-   , $-   
7773721,MR KNEE ARTHRO RT,$365.00 , $-   , $-   
7773721,MR KNEE ARTHRO RT,$365.00 , $-   , $-   
7773721,MR KNEE LT,$365.00 , $-   , $-   
7773721,MR KNEE LT,$365.00 , $-   , $-   
7773721,MR LOWER EXT JOINTS LT,$365.00 , $-   , $-   
7773721,MR LOWER EXT JOINTS LT,$365.00 , $-   , $-   
7773721,MR SHOULDER ARTHRO LT,$396.00 , $-   , $-   
7773721,MR SHOULDER ARTHRO LT,$396.00 , $-   , $-   
7773721,MR WRIST ARTHRO LT,$396.00 , $-   , $-   
7773721,MR WRIST ARTHRO LT,$396.00 , $-   , $-   
7773722,MR ANKLE W CONTRAST LT,$420.00 , $-   , $-   
7773722,MR ANKLE W CONTRAST LT,$420.00 , $-   , $-   
7773722,MR FOOT W CONTRAST LT,$247.50 , $-   , $-   
7773722,MR FOOT W CONTRAST LT,$247.50 , $-   , $-   
7773722,MR HIP W CONTRAST LT,$247.50 , $-   , $-   
7773722,MR HIP W CONTRAST LT,$247.50 , $-   , $-   
7773722,MR KNEE W CONTRAST LT,$420.00 , $-   , $-   
7773722,MR KNEE W CONTRAST LT,$420.00 , $-   , $-   
7773722,MR LOWER EXT JOINTS W CONTRAST LT,$420.00 , $-   , $-   
7773722,MR LOWER EXT JOINTS W CONTRAST LT,$420.00 , $-   , $-   
7773723,MR ANKLE W/WO CONTRAST LT,$504.00 , $-   , $-   
7773723,MR ANKLE W/WO CONTRAST LT,$504.00 , $-   , $-   
7773723,MR FOOT W/WO CONTRAST LT,$328.50 , $-   , $-   
7773723,MR FOOT W/WO CONTRAST LT,$328.50 , $-   , $-   
7773723,MR HIP W/WO CONTRAST LT,$328.50 , $-   , $-   
7773723,MR HIP W/WO CONTRAST LT,$328.50 , $-   , $-   
7773723,MR KNEE W/WO CONTRAST LT,$504.00 , $-   , $-   
7773723,MR KNEE W/WO CONTRAST LT,$504.00 , $-   , $-   
7773723,MR LOWER EXT JOINTS W/WO CONTRAST LT,$504.00 , $-   , $-   
7773723,MR LOWER EXT JOINTS W/WO CONTRAST LT,$504.00 , $-   , $-   
7773725,MRA LOWER EXTREMITY,$382.00 , $-   , $-   
7773725,MRA LOWER EXTREMITY,$382.00 , $-   , $-   
7774000,AD ABD FOR FETAL POS,$39.00 , $-   , $-   
7774000,AD ABD FOR FETAL POS,$39.00 , $-   , $-   
7774000,AD ABDOMEN,$39.00 , $-   , $-   
7774000,AD ABDOMEN,$39.00 , $-   , $-   
7774000,AD ABDOMEN - AP INFANT,$39.00 , $-   , $-   
7774000,AD ABDOMEN - AP INFANT,$39.00 , $-   , $-   
7774000,AD ABDOMEN LAT ONLY,$39.00 , $-   , $-   
7774000,AD ABDOMEN LAT ONLY,$39.00 , $-   , $-   
7774000,RA ABD INFANT,$39.00 , $-   , $-   
7774000,RA ABD INFANT,$39.00 , $-   , $-   
7774000,RA ABDOMEN,$39.00 , $-   , $-   
7774000,RA ABDOMEN,$39.00 , $-   , $-   
7774000,RA ABDOMEN FOR FETAL POS,$39.00 , $-   , $-   
7774000,RA ABDOMEN FOR FETAL POS,$39.00 , $-   , $-   
7774000,RA ABDOMEN LAT ONLY,$39.00 , $-   , $-   
7774000,RA ABDOMEN LAT ONLY,$39.00 , $-   , $-   
7774000,RA GI SITZMARK,$39.00 , $-   , $-   
7774000,RA GI SITZMARK,$39.00 , $-   , $-   
7774000,RA OR RETROGRADE,$39.00 , $-   , $-   
7774000,RA OR RETROGRADE,$39.00 , $-   , $-   
7774020,AD ABD FLAT UPR/DECUB,$54.00 , $-   , $-   
7774020,AD ABD FLAT UPR/DECUB,$54.00 , $-   , $-   
7774020,AD ABDOMEN - AP & LAT,$54.00 , $-   , $-   
7774020,AD ABDOMEN - AP & LAT,$54.00 , $-   , $-   
7774020,RA ABDOMEN AP/LAT,$54.00 , $-   , $-   
7774020,RA ABDOMEN AP/LAT,$54.00 , $-   , $-   
7774020,RA ABDOMEN FLAT UPR/DECUB,$54.00 , $-   , $-   
7774020,RA ABDOMEN FLAT UPR/DECUB,$54.00 , $-   , $-   
7774021,RA ABDOMEN 3 OR > VIEWS,$95.00 , $-   , $-   
7774021,RA ABDOMEN 3 OR > VIEWS,$95.00 , $-   , $-   
7774022,AD ABD 3 VIEWS - FLAT/UPCHEST/PA,$72.00 , $-   , $-   
7774022,AD ABD 3 VIEWS - FLAT/UPCHEST/PA,$72.00 , $-   , $-   
7774022,RA ABDOMEN 3 VIEWS; FLAT/UPR CHEST PA,$72.00 , $-   , $-   
7774022,RA ABDOMEN 3 VIEWS; FLAT/UPR CHEST PA,$72.00 , $-   , $-   
7774150,CT ABDOMEN,$260.00 , $-   , $-   
7774150,CT ABDOMEN,$260.00 , $-   , $-   
7774150,CT RENAL STONE,$260.00 , $-   , $-   
7774150,CT RENAL STONE,$260.00 , $-   , $-   
7774160,CT ABDOMEN DUAL PHASE W CONTRAST,$292.00 , $-   , $-   
7774160,CT ABDOMEN DUAL PHASE W CONTRAST,$292.00 , $-   , $-   
7774160,CT ABDOMEN W CONTRAST,$292.00 , $-   , $-   
7774160,CT ABDOMEN W CONTRAST,$292.00 , $-   , $-   
7774160,CT ABN LIVER TESTS,$292.00 , $-   , $-   
7774160,CT ABN LIVER TESTS,$292.00 , $-   , $-   
7774160,CT RENAL MASS,$300.00 , $-   , $-   
7774160,CT RENAL MASS,$300.00 , $-   , $-   
7774170,CT ABDOMEN / PANCREAS,$336.00 , $-   , $-   
7774170,CT ABDOMEN / PANCREAS,$336.00 , $-   , $-   
7774170,CT ABDOMEN W/WO CONTRAST,$336.00 , $-   , $-   
7774170,CT ABDOMEN W/WO CONTRAST,$336.00 , $-   , $-   
7774170,"CT HEMATURIA, NO PAIN",$336.00 , $-   , $-   
7774170,"CT HEMATURIA, NO PAIN",$336.00 , $-   , $-   
7774170,CT PANCREATITIS,$336.00 , $-   , $-   
7774170,CT PANCREATITIS,$336.00 , $-   , $-   
7774174,CTA ABD/PEL WO/W CON - PROF,$330.00 , $-   , $-   
7774174,CTA ABD/PELVIS W/WO CONTRAST,$330.00 , $-   , $-   
7774174,CTA ABD/PELVIS W/WO CONTRAST,$330.00 , $-   , $-   
7774175,CTA ABDOMEN,$417.00 , $-   , $-   
7774175,CTA ABDOMEN,$417.00 , $-   , $-   
7774176,CT ABD/PEL WO CON,$260.00 , $-   , $-   
7774176,CT ABD/PEL WO CON,$260.00 , $-   , $-   
7774176,CT ABD/PELVIS,$260.00 , $-   , $-   
7774176,CT ABD/PELVIS,$260.00 , $-   , $-   
7774177,CT ABD/PEL DUAL PHASE W CON,$300.00 , $-   , $-   
7774177,CT ABD/PEL DUAL PHASE W CON,$300.00 , $-   , $-   
7774177,CT ABD/PEL POST OP ABSCESS,$300.00 , $-   , $-   
7774177,CT ABD/PEL POST OP ABSCESS,$300.00 , $-   , $-   
7774177,CT ABD/PELVIS W CONTRAST,$300.00 , $-   , $-   
7774177,CT ABD/PELVIS W CONTRAST,$300.00 , $-   , $-   
7774177,CT APPENDICITIS,$300.00 , $-   , $-   
7774177,CT APPENDICITIS,$300.00 , $-   , $-   
7774177,CT DIVERTICULITIS,$300.00 , $-   , $-   
7774177,CT DIVERTICULITIS,$300.00 , $-   , $-   
7774177,CT ENTEROGRAPHY,$300.00 , $-   , $-   
7774177,CT ENTEROGRAPHY,$300.00 , $-   , $-   
7774177,CT GEN ABD PAIN,$300.00 , $-   , $-   
7774177,CT GEN ABD PAIN,$300.00 , $-   , $-   
7774177,CT GI BLEED,$300.00 , $-   , $-   
7774177,CT GI BLEED,$300.00 , $-   , $-   
7774177,CT SM BOWEL OBSTRUCT,$300.00 , $-   , $-   
7774177,CT SM BOWEL OBSTRUCT,$300.00 , $-   , $-   
7774177,CT TRAUMA - ABD/PEL W CON - Prof,$300.00 , $-   , $-   
7774178,CT ABD/PEL DUAL PHASE WO/W CON,$336.00 , $-   , $-   
7774178,CT ABD/PEL DUAL PHASE WO/W CON,$336.00 , $-   , $-   
7774178,CT ABD/PELVIS W/WO CONTRAST,$336.00 , $-   , $-   
7774178,CT ABD/PELVIS W/WO CONTRAST,$336.00 , $-   , $-   
7774178,CT RETROPERITONEAL BLEED,$336.00 , $-   , $-   
7774178,CT RETROPERITONEAL BLEED,$336.00 , $-   , $-   
7774178,CT UROGRAM,$336.00 , $-   , $-   
7774178,CT UROGRAM,$336.00 , $-   , $-   
7774181,MR ABDOMEN,$457.00 , $-   , $-   
7774181,MR ABDOMEN,$457.00 , $-   , $-   
7774181,MRCP,$457.00 , $-   , $-   
7774181,MRCP,$457.00 , $-   , $-   
7774182,MR ABDOMEN W CONTRAST,$525.00 , $-   , $-   
7774182,MR ABDOMEN W CONTRAST,$525.00 , $-   , $-   
7774183,MR ABDOMEN W/WO CONTRAST,$630.00 , $-   , $-   
7774183,MR ABDOMEN W/WO CONTRAST,$630.00 , $-   , $-   
7774185,MRA ABDOMEN,$466.00 , $-   , $-   
7774185,MRA ABDOMEN,$466.00 , $-   , $-   
7774185,MRA RENAL W/WO CONTRAST,$300.00 , $-   , $-   
7774185,MRA RENAL W/WO CONTRAST,$300.00 , $-   , $-   
7774220,RA BA SWALLOW ESOPHAGUS STUDY,$108.00 , $-   , $-   
7774220,RA BA SWALLOW ESOPHAGUS STUDY,$108.00 , $-   , $-   
7774220,RA BARIUM ESOPHAGRAM,$108.00 , $-   , $-   
7774220,RA BARIUM ESOPHAGRAM,$108.00 , $-   , $-   
7774230,RA VIDEO FLUOROSCOPY BA SWALLOW,$131.00 , $-   , $-   
7774230,RA VIDEO FLUOROSCOPY BA SWALLOW,$131.00 , $-   , $-   
7774240,RA GI SERIES,$152.00 , $-   , $-   
7774240,RA GI SERIES,$152.00 , $-   , $-   
7774240,RA GI W GASTROGRAPH,$152.00 , $-   , $-   
7774240,RA GI W GASTROGRAPH,$152.00 , $-   , $-   
7774245,RA GI & SMALL BOWEL,$235.00 , $-   , $-   
7774245,RA GI & SMALL BOWEL,$235.00 , $-   , $-   
7774246,RA GI AIR CONTRAST,$155.00 , $-   , $-   
7774246,RA GI AIR CONTRAST,$155.00 , $-   , $-   
7774250,RA SMALL BOWEL STUDY,$120.00 , $-   , $-   
7774250,RA SMALL BOWEL STUDY,$120.00 , $-   , $-   
7774262,CT COLONOGRAPHY DIAG W CONTRAST,$180.00 , $-   , $-   
7774262,CT COLONOGRAPHY DIAG W CONTRAST,$180.00 , $-   , $-   
7774270,RA BARIUM ENEMA,$169.00 , $-   , $-   
7774270,RA BARIUM ENEMA,$169.00 , $-   , $-   
7774270,RA BE W GASTROGRAFFIN,$169.00 , $-   , $-   
7774270,RA BE W GASTROGRAFFIN,$169.00 , $-   , $-   
7774273,CT COLONOGRAPHY SCREENING,$150.00 , $-   , $-   
7774273,CT COLONOGRAPHY SCREENING,$150.00 , $-   , $-   
7774280,RA BE AIR CONTRAST,$225.00 , $-   , $-   
7774280,RA BE AIR CONTRAST,$225.00 , $-   , $-   
7774290,RA GALL BLADDER,$87.00 , $-   , $-   
7774290,RA GALL BLADDER,$87.00 , $-   , $-   
7774300,RA OR CHOLANGIOGRAM,$92.00 , $-   , $-   
7774300,RA OR CHOLANGIOGRAM,$92.00 , $-   , $-   
7774301,RA OR CHOLANGIOGRAM ADDITIONAL SET,$54.00 , $-   , $-   
7774301,RA OR CHOLANGIOGRAM ADDITIONAL SET,$54.00 , $-   , $-   
7774328,RA ERCP BILIARY,$253.00 , $-   , $-   
7774328,RA ERCP BILIARY,$253.00 , $-   , $-   
7774329,IN ERCP PANCREATIC -PC,$253.00 ,, $-   
