Charge Code,Description,Primary Price
6801018,COMPREHENSIVE AUDIOMETRY EVAL,$212.79
6801019,TYMPANOMETRY,$89.04
6801022,AUDITORY EVOKE POTENTL COMPRE,$500.32
6801026,STENGER TEST PURE TONE,$112.36
6801036,EVAL CENT AUDITORY FUNC 60 MIN,$527.09
6801048,EVOKED AUDITORY TEST LTD,$361.37
6801049,EVOKED AUDITORY TEST COMP,$435.03
6801056,VISUAL REINFORCE AUIDOMETRY,$345.03
6801059,AUDITORY EVOKE POTENTIAL LTD,$504.56
6801064,FLEX ENDO EVAL SWALLOW (FEES),$350.60
6801066,EVAL SWALLOWING FUNCTION,$295.48
6801067,MOTION FLUORO SWALLOW C/V REC,$350.60
6801068,EVAL SPEECH GENERAT DEV 1ST HR,$252.00
6801071,EVAL/FIT OF VOICE PROSTHETIC,$375.24
6801072,PROGRAM/MODIFY SPEECH DEVICE,$265.54
6801077,EVAL CENT AUDIT FUNC EA ADL 15,$92.22
6801078,TINNITUS ASSESSMENT,$212.79
6801083,PURE TONE AUDIOMETRY AIR ONLY,$172.54
6801625,DRUG DENIAL,
6801900,MISC SPEECH THERAPY,$479.50
6802007,ST SWALLOW CURRENT STATUS,$0.01
6802008,ST SWALLOW GOAL STATUS,$0.01
6802009,ST SWALLOW D/C STATUS,$0.01
6802010,ST MOTOR SPEECH CURRENT STATUS,$0.01
6802011,ST MOTOR SPEECH GOAL STATUS,$0.01
6802012,ST MOTOR SPEECH D/C STATUS,$0.01
6802013,ST LANG COMPREHEN CURRENT STAT,$0.01
6802014,ST LANG COMPREHEN GOAL STATUS,$0.01
6802015,ST LANG COMPREHEN D/C STATUS,$0.01
6802016,ST LANG EXPRESS CURRENT STATUS,$0.01
6802017,ST LANG EXPRESS GOAL STATUS,$0.01
6802018,ST LANG EXPRESS D/C STATUS,$0.01
6802019,ST ATTENTION CURRENT STATUS,$0.01
6802020,ST ATTENTION GOAL STATUS,$0.01
6802021,ST ATTENTION D/C STATUS,$0.01
6802022,ST MEMORY CURRENT STATUS,$0.01
6802023,ST MEMORY GOAL STATUS,$0.01
6802024,ST MEMORY D/C STATUS,$0.01
6802025,ST VOICE CURRENT STATUS,$0.01
6802026,ST VOICE GOAL STATUS,$0.01
6802027,ST VOICE D/C STATUS,$0.01
6802028,ST SPEECH LANG CURRENT STATUS,$0.01
6802029,ST SPEECH LANG GOAL STATUS,$0.01
6802030,ST SPEECH LANG D/C STATUS,$0.01
6802032,EVAL SPEECH PRODUCTION,$233.49
6802033,SPEECH SOUND LANG COMPREHEN,$542.72
6802034,BEHAVORIAL QUAL ANALYSIS VOICE,$233.49
6802035,THER IVNT W/FOCUS COG FUNC,$150.75
6802037,ORTHO/PROS MGMT SBSQ EA 15 MIN,$80.00
6908001,INSERT NEW/REPLACE ATRIAL PM,"$25,536.50"
6908002,INSERT PERM PACEMAKER VENT,"$22,747.00"
6908003,INSERT PERM P-MAKER ATRL&VENT,"$25,536.50"
6908006,UPGRADE PACEMAKER SYSTEM,"$22,747.00"
6908007,REPOSITION PACING-DEFIB LEAD,"$6,980.25"
6908010,RMVL PERM PM PULSE GEN,"$13,760.25"
6908012,RMV IMPLNT DEFIB PLS GEN,"$8,031.00"
6908015,INTRA-ATRIAL RECORDING,"$9,054.00"
6908016,MAP TACH CARD W MAN/REC AD ON,"$4,075.17"
6908018,INTRAVENTRICULAR PACING,"$12,080.58"
6908019,ELECTROPHYS MAP 3D ADD-ON,"$3,511.34"
6908021,ESOPH RCRD ATRL W/WO VENT W/PC,"$3,389.00"
6908024,EP EVAL W/ R ATRL/VENT PCE RCD,"$16,950.73"
6908025,EP EVAL W/ LT ATRL PACE RCD,"$9,628.25"
6908026,EP EVAL W/LEFT VENT PACE RCD,"$8,569.00"
6908027,PRGM STIM PACE  IV DRUG INFUS,"$6,423.60"
6908029,INTR OP EPI/ENDO CARD PACE/MAP,"$6,481.00"
6908031,EP EVAL AICD W TEST SING/DUAL,"$3,135.76"
6908032,EP EVAL AICD W/PROGRAMMING,"$2,546.25"
6908033,ABLATE W/WO TEMP PACEMAKER,"$14,881.25"
6908036,TILT TABLE EVALUATION,"$1,804.39"
6908037,INTRACARDIAC ECG (ICE),"$3,540.99"
6908040,INSERT/RPLCMT DEFIB W/LEAD(S),"$57,800.25"
6908044,TEMP EXTERNAL PACING,"$1,435.75"
6908045,C-VERSION  ELECT/EXT CONSENT,"$1,642.47"
6908057,INSERT PACING LEAD & CONNECT,"$30,528.27"
6908058,L VENTRIC PACING LEAD ADD-ON,"$31,070.75"
6908059,REPOSITION VENTRIC LEAD,"$6,980.25"
6908060,FLURO UP TO 1HR-NO 2/4 VW XR,"$1,321.29"
6908062,INSERT TEMP ELECTRODE/CATH,"$12,617.00"
6908065,INSERT LEAD PACE DEFIB SNGL,"$12,617.00"
6908069,PM DEVICE PROGR EVAL SNGL,$184.18
6908070,PM DEVICE PROGR EVAL DUAL,$184.18
6908071,ILR DEVICE EVAL PROGR,$164.00
6908072,PM DEVICE EVAL IN PERSON,$194.04
6908073,ILR DEVICE INTERROGATE,$164.00
6908074,PM PHONE R-STRIP DEVICE EVAL,$226.63
6908080,PM DEVICE PROG EVAL MULTI,$218.10
6908081,ICD DEVICE PROG EVAL SNGL,$181.00
6908082,ICD DEVICE PROG EVAL DUAL,$246.19
6908083,ICD DEVICE PROG EVAL MULT,$285.41
6908084,PRE-OP PM DEVICE EVAL,$70.00
6908085,PRE-OP ICD DEVICE EVAL,$90.00
6908086,ICD DEVICE INTERROGATE,$186.00
6908087,PM/ICD REMOTE TECH SERV,$318.25
6908091,US GUIDE VASC ACCSS W RECD/RPT,$499.00
6908095,VENOGRAPHY EXTREMITY UNI,"$1,918.07"
6908098,RMVL & RPLC PERM GEN SINGLE,"$20,640.25"
6908099,RMVL & RPLC PERM GEN DUAL,"$22,747.00"
6908100,RMVL & RPLC IMP DFIB GEN MULTI,"$62,625.00"
6908101,RMVL&RPLC IMP DFIB GEN SINGLE,"$63,903.00"
6908102,EP EVAL R ATRL VENT P/R ABLAT,"$37,944.75"
6908103,EP & ABLATE VENTRIC TACHY,"$43,207.50"
6908105,TX ATRIAL FIB PULM VEIN ISOL,"$43,207.50"
6908109,ICM/ILR REMOTE TECH SERV,$181.55
6908112,CATH ABLAT SAFIRE DUO MED 7FR,"$2,438.00"
6908113,PACER DUAL +RATE ADVISA,"$14,997.00"
6908114,AICD DUAL-FORTIFY,"$45,293.00"
6908115,LEAD DUAL COIL-OPTISUR ENDO,"$10,950.00"
6908116,CATH CURVE COOL TIP,"$4,410.00"
6908118,INTRO FIXED 4 FR MIC PNCT NEDL,$222.75
6908120,LOOP RECORDER LINQ,"$14,400.00"
6908121,AICD DUAL-UNIFY,"$51,975.00"
6908122,AICD MULTI-QUADRA/MULTI,"$69,498.00"
6908123,LEAD L VENT QUARTET,"$7,277.00"
6908124,PACER DUAL -RATE ADAPTA DR,"$11,844.00"
6908125,AICD DUAL-EVERA XT DR,"$46,800.00"
6908126,RMVL & RPLC IMP DFIB GEN DUAL,"$61,795.00"
6908127,RMVL & RPLC PERM GEN MULTI,"$32,828.75"
6908128,MEDTRONIC ATTAIN BIPOLAR LEAD,"$6,911.25"
6908129,PACER DUAL -RATE ST.JUDE BI-V,"$22,878.00"
6908131,AICD DUAL- EVERA XT VR,"$41,895.00"
6908132,CATH ARTC FRNT ADV CYRO DX/AB,"$10,125.00"
6908133,CATH COAXIAL UMBIL 20+ ELCTR,$362.50
6908134,CATH ELECTRIC UMBIL 20+ ELCTR,$537.50
6908135,INTRO STEER NON PEEL ADV 12 FR,"$2,970.00"
6908136,CATH ACHIEVE MAPPING,"$2,250.00"
6908137,CATH MAN RETRACT KIT 20+ ELCTR,$375.00
6908138,CATH FREEZOR XTRA DX/AB,"$4,642.50"
6908139,DILATOR 14FR X 20CM,$0.00
6908140,CATH PREFACE GUIDE SHEATH 20+,$281.25
6908141,INTRAVENOUS FILTER,$195.00
6908142,LEAD MEDTRONIC 6935 PASSIVE,"$10,830.00"
6908143,AICD VIVA QUAD XT CRT-D,"$62,130.00"
6908144,PACEMAKER ASSURITY PM2240 NRR,"$12,285.00"
6908145,SEALER AQUAMANTYS,"$1,090.00"
6908146,POUCH ABSORABLE LG,"$1,990.00"
6908147,PACER SNGL +RATE ADPTA A3SR01,"$10,500.00"
6908148,AICD ELLIPSE VR CD1411-36C,"$32,850.00"
6908149,SJM SAFIRE BLU DUO (SZ),"$2,400.00"
6908150,PLASMABLADE,$862.50
6908151,AICD SGL EVERA MRI SR(DVMC3D4),"$41,895.00"
6908152,CATH ATTAIN SELECT 6248V,$757.50
6908153,CATH INNER 6250V 50S,$867.50
6908154,AICD INOGEN QUAD CRT-D,"$72,000.00"
6908155,LEAD LEFT ACUITY STRAIGHT QUAD,"$9,000.00"
6908156,ICD SNGL FORTIFY ASSURA CD1257,"$32,850.00"
6908157,ICD EVERA MRI XT DUAL,"$46,800.00"
6908158,PACER DUAL -RATE ELUNA DR T,"$16,920.00"
6908159,PACING CABLES,$164.50
6908160,TORQUE WRENCH,$164.50
6908161,AICD MULTI-UNIFY CD3357 40Q,"$53,400.00"
6908162,AICD MULTI COMPIA QUAD DTMC1QQ,"$46,597.50"
6908163,AICD SINGL EVERA XT VR DVMB1D4,"$44,595.00"
6908164,LEAD INGEVITY,"$2,500.00"
6908165,PACER DUAL-RATE ESSENTIO L111,"$10,500.00"
6908166,LEAD PACER SETROX 4137,"$2,400.00"
6908167,LEAD END CAPS,$330.00
6908168,GUIDEWRE SAFEFEPT.0315 TRANSEP,$945.00
6908169,XENOGRAFT CORMATRIX POUCH,"$3,860.00"
6908170,CATH ABLAT FLEX BI-DI 4H CURVE,"$2,550.00"
6908171,PACER MULTI ALLURE QUADRA 3242,"$21,600.00"
6908172,AICD MULTI AMPLIA MRI CRT-D,"$65,130.00"
6908173,CATH FLEXABILITY ABLATION 8FR,"$4,980.00"
6908174,AICD SINGL VISIA AF VR DVAB1D1,"$41,895.00"
6908175,INTERROGATE SUBQ DEFIB,$105.75
6908176,AICD SINGL VISIA AF VR DVFB1D4,"$44,595.00"
6908177,PACER MULTI-VIVA QUAD XT CRT-P,"$23,028.00"
6908178,PACER DUAL -RATE MRI PM2272,"$12,285.00"
6908179,PACER SNGL +RATE SR MRI PM1272,"$9,585.00"
6908180,LEAD TENDRIL MRI (SZ),"$2,000.00"
6908181,REMOVE ELCTRD BY TRANSVENOUS,"$8,031.00"
6908182,CATH FL MAPPING SENSOR 15MM,"$2,400.00"
6908183,CATH FL MAPPING SENSOR 20MM,"$2,400.00"
6908184,CATH ABLAT FLEX BI-D SE D-D,"$3,000.00"
6908185,CATH ABLAT FLEX BI-D SE F-J,"$3,000.00"
6908186,CATH ABLAT FLEX BI-D SE D-F,"$3,000.00"
6908187,CATH ABLAT CURVE QRTZ 7F 115CM,"$4,350.00"
6908188,ENSITE NAVX PREC PATCH KIT,"$1,950.00"
6908189,PACER SOLARA QUAD CRTP MRI,"$20,550.00"
6908190,LOOP RECORDER CONFIRM,"$14,400.00"
6908194,NEEDLE TRANSSEPTAL NRG,"$1,237.50"
6908195,AICD MULTI CLARIA MRI SYS,"$72,600.00"
6908196,PACER DUAL -RATE AZURE DR,"$11,100.00"
6908197,PACER SNGL -RATE AZURE SR,"$9,150.00"
6908198,PACER SNGL MICRA TRANSCATH SYS,"$32,250.00"
6908199,AICD SINGL EMBLEM SUBQ A219,"$61,500.00"
6908200,LEAD MULTI SUBQ ELECTRODE 3501,"$12,000.00"
6908201,LEAD ELECTRODE EMBLEM SICD SYS,"$73,500.00"
6908202,LEAD CLARIA MRI QUAD,"$56,100.00"
6908203,REPAIR SNGL LEAD PACE DEFIB,"$9,369.25"
6908204,REVISE POCKET PACING DEFIB,"$5,124.00"
6908205,INSERT LEAD PACE DEFIB DUAL,"$20,640.00"
6908206,REVISE POCKET PACEMAKER,"$5,124.00"
6908207,PACER MULTI PERCEPT CRTP SYS,"$28,800.00"
6908208,LEAD PERCEPTA QUAD POLE,"$21,000.00"
6908209,INTRO AGILIS MD/SM REPROCESSED,"$1,052.00"
6908210,CATH DX DUODE LG REPROCESSED,$762.25
6908211,CATH FL MAPPING ADV HD 16GR,"$3,300.00"
6908212,REMOVAL OF PACEMAKER SYSTEM,"$5,353.75"
6908998,REMOTE LEADLESS PM UNLISTED,$318.25
6909006,LEAD PACER CAPSURE FIX,"$4,057.75"
6909011,LEAD PACER CAPSURE SP NOVUS,"$2,037.00"
6909014,LEAD DUAL COIL-DEFIB SPRINT 69,"$13,949.00"
6909029,PACER DUAL +RATE ADAPTA DR,"$22,607.00"
6909030,PACER SNGL +RATE ADAPTA SR,"$8,575.00"
6909037,GUIDEWIRE SAFESEPT,$478.00
6909038,CATH TRICUSPID/HALO 20+ ELCTR,"$2,001.00"
6909041,CATH US ACUNAV INTRA-CARDIO,"$4,469.00"
6909044,INTRO FIXED NON PEEL (SZ),$522.50
6909045,INTRO NON LAZER FAST CATH (SZ),$54.25
6909046,INTRO STEER NON PEEL AGLS(SZ),"$1,923.75"
6909047,NEEDLE TRANSSEPTAL (SZ),$531.25
6909048,CATH DX HEX JSN 5X120 1-19,$520.50
6909049,CATH DX DECA CRD 6X65 1-19,$415.75
6909050,CATH DX DECA CSL 6X120 1-19,"$1,037.75"
6909051,CATH DX HEXAPOLAR MED 1-19,"$1,325.00"
6909052,CATH DIAG DUODECAPOLAR LG,"$1,937.00"
6909053,CATH ENSITE ARRAY DX/AB 3D/VCT,"$5,700.00"
6909054,CATH ENSITE NAVX DX/AB 3D/VCT,"$2,107.50"
6909056,CATH ABLAT SJMD DX/AB,"$1,468.00"
6909058,CATH VENT PACING (SZ),$261.00
6909059,CATH RSP DECA CSL CRV 6FR 1-19,"$1,142.75"
6909060,CATH ABLAT BOSC DX/AB,"$1,759.25"
6909061,CATH ABLAT BLZR 8FR DX/AB,"$2,615.00"
6909062,CATH DX QUAD (SZ) 1-19,$434.75
6909063,CATH DX LIVEWIRE 20+ ELCTR,"$2,146.50"
6909065,CATH SPIRAL  20 + ELCT,"$2,635.25"
6909066,GUIDE WIRE AMPLATZ(SZ),$82.75
6909068,CATH CPS AIM,$810.00
6909071,INTRO FIXED DIRCT DEL SYST(SZ),"$1,654.75"
6909078,LEAD TENDRIL SDX/ST (SZ),"$2,931.25"
6909079,INTRO NON LAZER PINNACLE (SZ),$54.25
6909081,CATH DECA F ORNG 1-19,"$1,982.00"
6909085,CATH ABLAT CURL 4F/10 CM (SZ),"$2,523.00"
6909086,CATH ABLATION COOL PATH LG 4MM,"$2,523.00"
6909087,SET TUBING COOL PT PUMP 260CM,$331.00
6909102,LEAD L VENT ATTAIN ABLTY 4196,"$10,245.00"
6909109,PACER DUAL +RATE ALTURA 40,"$16,866.00"
6909113,INTRO FIXED NON LAZER,$247.00
6909114,CATH ATTAIN SELECT,$584.00
6909115,INTRO FIXED SAFESHEATH,$267.25
6909119,AICD MULTI-UNIFY CD323140Q,"$85,934.00"
6909121,PACER MULTI- SYNCRA CRT-P,"$26,392.00"
6909123,AICD DUAL-FORT DR C0223140Q,"$62,010.00"
6909125,PACER DUAL +RATE REVO MRI,"$11,460.00"
6909126,LEAD ISOFLEX 1948-58,"$2,808.75"
6909128,STYLET KIT (SZ),$139.00
6909129,CABLE 5833SL,$219.75
6909130,WRENCH KIT 5873W,$154.00
6909131,PIN PLUG 6725,$551.00
6909146,REMOVAL PACEMAKER ELECTRODE,"$8,031.00"
6909148,CATH INQ DECA 2-5-2 LG 5F 1-19,"$1,060.00"
6909149,CATH INQRY DECA 5F/100CM 1-19,$789.00
6909150,CATH SUP QUAD CRD-2 6F/5M 1-19,"$1,123.75"
6909151,AICD DUAL-SJM ELLIPSE DR,"$38,085.00"
6909153,PACER DUAL +RATE PM2160 ENDUR,"$10,446.00"
6909999,MISC EP LAB SUPPLIES,"$1,290.25"
7000003,OBS CARE EDUCATION 30 MIN STAT,$0.00
7000004,OBS CARE 1HR OUT OF ROOM STAT,$0.00
7001502,HIGH PRESSURE TUBING 24IN,$53.90
7001517,ADAPTER & INSERTION TOOL,$101.92
7001545,DILATOR (SZ),$27.44
7001547,G-WIRE DIAG WHOLEY,$475.00
7001552,CATH BOS SCI 6FR (SZ),$50.96
7001553,CATH BOS SCI 5FR (SZ),$55.12
7001556,CATH-VENOUS ELECTRODE PACING,$734.85
7001559,G-WIRE DIAG J WIRE 0.035X260CM,$58.50
7001562,MAGNET EXCHANGE DEVICE,$192.00
7001573,SHEATH PRELUDE MERIT 23CM (SZ),$109.00
7001574,CATH GUIDING 6FR CORDIS (SZ),$236.50
7001577,G-WIRE DIAGNOSTIC 150CM (SZ),$37.25
7001591,CATH BALLOON ABBOTT (SZ),"$1,380.00"
7001596,CLOSURE DEVICE VASC ANGIO SEAL,"$1,298.50"
7001606,G-PCI ABBOTT,$376.50
7001610,G-WIRE PCI BS,$512.00
7001625,STENT NO-COAT/NO-COV ABBOT(SZ),"$4,603.75"
7001662,CATH BALLOON QUANTUM BS (SZ),"$1,052.75"
7001664,CATH BALLOON CUTTING BS (SZ),"$2,711.50"
7001665,STENT COVERED ABBOTT(SZ),"$8,594.00"
7001670,CATH DIAG IMPULSE MULTIPACK,$100.75
7001672,G-WIRE GUIDANT 300 BMW/ALS(SZ),$284.25
7001675,FEMORAL COMPRESSION DEVICE,$209.00
7001680,G-WIRE ANGLED TIP .035X150,$404.75
7001687,CATH DIAG IMC 6FR 100CM/.038,$165.50
7001689,CATH RUNWAY GUIDE (SZ),$444.25
7001695,CATH DIAG 6FR/100CM MPA (SZ),$165.50
7001697,G-WIRE PT2/ADDWIRE (SZ),"$1,813.75"
7001701,SHEATH PRELUDE MERIT 11CM (SZ),$41.50
7001702,G-WIRE STRT LUMAN/MAILMAN (SZ),$406.00
7001704,WIRE DIAG STRT .035X260CM,$315.00
7001705,G-WIRE EXT DOC,$269.25
7001723,CATH VENTURE CONTROL 6FR,"$3,110.00"
7001729,FILTERWIRE EMBOLIZ PROTECT,"$5,072.25"
7001738,SHEATH GLIDE TERUMO (SZ),$109.25
7001739,RADIAL COMPRESSION DEVICE,$94.50
7001740,KIT PERIVAC PERICARDIOCENTISIS,$351.00
7001741,SHEATH GLIDE SLENDER (SZ),$175.00
7001742,STENT RESOLUTE (SZ),"$3,400.00"
7001743,GUIDEWIRE SION BLUE (SZ),$540.00
7001744,CATH MICRO CARAVEL (SZ),"$1,975.00"
7001745,INJECT R VENT/ATRIAL ANGIO,"$1,360.00"
7001746,INJECT PULM ART HEART CATH,"$1,022.00"
7001747,BALLOON CATH ZMEDIIX 20X5,"$2,751.00"
7001748,BALLOON CATH ZMED 16-25X4,"$2,286.50"
7001749,BALLOON CATH ZMED 18-30X4/5,"$2,636.50"
7001750,G WIRE BRECKER CRV 35X260,$487.50
7001751,G WIRE NITREX 18X60X5,$173.25
7001752,G WIRE SAFARI 35X275CM,"$1,260.00"
7001753,SHEATH DRYSEAL FLEX 16FR,"$2,235.00"
7001754,SHEATH DRYSEAL FLEX 33CM,"$2,416.00"
7001755,SHEATH DRYSEAL FLEX 65CM,"$3,152.00"
7001756,BALLOON CATH TRUE (SZ),"$3,000.00"
7001757,TRANSCATH HEARTVALV SAPIEN(SZ),"$97,500.00"
7001758,G WIRE FIXED/FLEX (SZ),$58.31
7001759,CARDIOVERSION ELECTIVE EXT,"$1,435.50"
7001801,G-WIRE PCI ASAHI ABBOTT,$274.75
7001802,G-WIRE CNFIANZA .014/180CM,$432.50
7001804,CATH ASPIRATION,"$1,361.25"
7001806,G-WIRE PILOT50/HTWHIS/WIGGL,$227.00
7001807,SHEATH MICROPUNCTURE SET,$105.00
7001810,STENT COAT/COV PROMUS RX (SZ),"$7,455.00"
7001811,CATH THRMBO/EMBO ANGIOJET(SZ),"$2,971.25"
7001816,CATH TERUMO RADIAL (SZ),$266.25
7001817,HEMOSTASIS PATCH,$92.25
7001820,CATH IVUS EAGLE EYE PLATINUM,"$3,389.00"
7001822,"LOCM 300-399MG/ML IODINE,1ML",$2.25
7001823,"LOCM 300-399MG/ML IODINE,1ML",$3.25
7001999,NO CROSS STENT,$134.00
7002017,INSERT INTRA-AORTIC BALLOON,"$10,689.00"
7002018,INTRAVENTRICULAR PACING,"$12,080.58"
7002043,PRQ CORONARY MECH THROMBECTOMY,"$4,104.73"
7002050,HEART/LUNG RESUSCITATION CPR,"$1,037.21"
7002051,TEMP EXTERNAL PACING,"$1,435.75"
7002070,IVUS CORONARY VES/GRAFT INIT,"$7,473.00"
7002071,IVUS CORONARY VES/GRAFT ADDL,"$4,531.50"
7002072,CORONARY ATHERECTOMY,"$25,961.75"
7002075,IV DOPP VEL/PRESS MSR INIT VES,"$3,918.03"
7002076,IV DOPP VEL/PRESS ADDL VESSEL,"$1,411.13"
7002093,G-WIRE RUNTHROUGH TERUMO,$284.25
7002095,CATH LANGSTON DUAL LUMEN 6FR,$385.00
7003011,CONTRAST EXAM ABD AORTOGRAPHY,"$7,245.65"
7003020,ANGIO EXTREMITY UNI SERIAL,"$6,980.25"
7003021,ANGIO EXTREMITY BILAT RS&I,"$6,980.25"
7003032,PLACE CATH ART EA1ST THOR/BRAC,"$1,752.73"
7003034,PLACE CATH IN AORTA,"$1,773.00"
7003035,INSERT CATH ABD/L-EXT ART 1ST,"$1,147.58"
7003052,VENOGRAPHY EXTREMITY UNI,"$1,918.07"
7003053,FLUOROSCOPY UP TO 1 HR,"$1,321.29"
7003055,RIGHT HEART CATH,"$7,878.75"
7003057,R&L HRT CATH W/VENTRICLGRPHY,"$11,723.00"
7003058,CORONARY ARTERY ANGIO S&I,"$12,241.68"
7003059,CORONARY ART/GRFT ANGIO S&I,"$13,030.32"
7003060,RT HRT&CORONARY ART ANGIO S&I,"$14,754.00"
7003062,LEFT HEART ART/VENT ANGIO,"$16,874.14"
7003063,LEFT HEART ART/GRAFT ANGIO,"$17,684.25"
7003064,R&L HEART ART/VENT ANGIO,"$19,391.11"
7003065,RT&LT HEART ART/VENT&BYP GRFT,"$17,979.00"
7003070,INJECT SUPRVLV AORTOGRAPHY,"$1,646.18"
7003072,SEL CATH PLACE RENAL ART UNI,"$7,183.20"
7003074,SEL CATH PLACE RENAL ART BILAT,"$6,980.25"
7003076,PRQ CARDIAC ANGIOPLAST 1 ART,"$13,942.25"
7003077,PRQ CARDIAC ANGIO ADDL ART,"$9,777.95"
7003078,PRQ CARD STENT W/ANGIO 1 VSL,"$24,526.25"
7003079,PRQ CARD STENT W/ANGIO ADDL,"$15,464.00"
7003080,PRQ REVASC BYP GRAFT 1 VSL,"$24,526.25"
7003081,PRQ REVASC BYP GRAFT ADDL,"$15,464.00"
7003082,PRQ REVASC MI SINGLE VESSEL,"$24,356.71"
7003083,PRQ REVASC CHRONIC OCC SNG VES,"$24,526.25"
7003084,PRQ CARD REVASC CHRONIC ADDL,"$15,464.00"
7003085,STENT P/DE SNG ART/BRANCH,"$24,526.25"
7003086,STENT P/DE EA ADDL BRANCH,"$19,647.00"
7003087,REVASC GRAFT W/DES SNG VESSEL,"$24,526.25"
7003088,REVASC GRAFT W/DES EA ADDL BR,"$19,647.00"
7003089,REVASC AMI W/DES SNG VESSEL,"$36,203.48"
7003090,REVASC CTO W/DES SNG VESSEL,"$30,945.03"
7003091,PRQ DES COR REVASC CHRO ADD,"$19,647.00"
7003092,REMOVE INTRVAS FOREIGN BODY,"$6,980.25"
7003096,CLOSURE DEVICE VASC PROGLIDE,$983.75
7003097,CLOSURE DEVICE VASC EXOSEAL,$786.75
7003098,ILIAC REVASC W/STENT,"$28,246.00"
7003100,CATH BALLOON EMERGE MONO (SZ),$422.00
7003104,TRNSLMN BALLOON ANGIO INIT ART,"$13,083.75"
7003105,ILIAC REVASC,"$15,237.25"
7003106,G-WIRE PRESSURE COMET,"$1,200.00"
7003119,CATH GUIDELINER (SZ),"$1,270.00"
7003123,STENT NO-COA/NO-COV BS REBEL,"$2,501.75"
7003125,CATH GUIDING IKARI (SZ),$225.00
7003128,G-WIRE PRESSURE VERRATTA,"$1,378.00"
7003129,G-WIRE VIPERWIRE CORONARY,"$1,219.00"
7003130,DIAMONDBK ROTAT ATHEREC DEVICE,"$11,987.50"
7003131,ATHERECTOMY W/ STENT,"$29,907.00"
7003132,ATHERECTOMY W/ BM STENT EA ADL,"$13,345.00"
7003133,ATHRECTMY W/DES MAJOR SNG VES,"$29,907.00"
7003134,ATHRECTMY W/DES MAJOR ADDL BR,"$13,345.00"
7003135,INSERT VAD ARTERIAL INPT ONLY,"$21,991.25"
7003136,CLOSURE DEVICE VASC VASCADE,$865.00
7003203,PUMP SET IMPELLA CP,"$40,500.00"
7003206,CATH FINECROSS 2.6FR (SZ),"$2,250.00"
7003207,SHEATH RENAL CRV 6FR 45CM,$258.25
7003208,REMOVAL PERC IMPELLA DEVICE,"$2,379.00"
7003209,BALLOON PUMP IABP 34CC 7.5FR,"$1,738.00"
7004999,HOKE RADIOLOGY STAT,$0.00
701001,OB RECOVERY ROOM EA ADDL 15MIN,$107.00
701003,OB RECOVERY ROOM 0-60 MIN,$361.00
701008,OB RECOVERY ROOM MAX DAILY,"$1,718.00"
701011,CARDIOVERSION,"$1,642.47"
701012,ARTERIAL PUNCTURE (BLOOD GAS),$234.79
701013,BAER HUGGER THERMAL DEVICE,$36.00
701016,RECOVERY ROOM HOLD 15 MIN,$0.00
701017,RAD RECOVERY ROOM HOLD 15 MIN,$0.00
701018,GI RECOVERY ROOM HOLD 15 MIN,$0.00
701022,TUBE THORACOSTOMY W/H20 SEAL,"$1,354.95"
701024,BLOOD PATCH (EPIDURAL),"$1,614.65"
701026,INSERT PICC CATH W/O IMG >5 YR,"$1,450.35"
701027,GLUCOSE SERUM,$90.00
701028,I-STAT POTASSIUM,$88.50
701029,I-STAT SODIUM,$88.50
701030,HEMOGLOBIN PLASMA,$26.24
701031,HEMATOCRIT,$57.00
701032,ACCU-CHECK GLUCOSE TEST,$35.00
701033,BLOOD GASES (ANY),$300.00
701034,ELECTROCONVULSIVE TX SINGLE,$693.00
701035,ECHO TRANSESOPHAGEAL INTRAC,"$1,315.50"
702001,PACU FIRST 30 MIN,$716.83
702002,PACU EA ADD MIN,$20.14
702003,PACU EXTENSIVE FIRST 30 MIN,$860.72
702004,PACU EXTENSIVE EA ADD MIN,$23.59
702005,PACU PHASE II FIRST 30 MIN,$57.00
702006,PACU PHASE II EA ADD MIN,$1.00
702007,BLOCK NURSE 15 MIN,
703001,SEMI PRIVATE ROOM & CARE OBSU,$691.00
705001,SEMI-PRIVATE ROOM & CARE OBSU,$691.00
706002,NON-OBS CARE 1 HR STAT,$0.00
706004,DISCHARGE CARE STAT 1HR,$0.00
706005,DIRECT ADMISSION OBS CARE,$114.00
706006,CARDIOVERSION;ELECTIVE,"$1,642.47"
706007,OBS RESUSCITATION,"$1,037.21"
706008,PULSE OXIMETER SINGLE STUDY,$124.75
706009,OBS OXYGEN PER HOUR,$8.00
706010,HYDRATION IV INFUSION INITIAL,$535.08
706011,THER/PROPH/DIAG INJ SC/IM,$162.96
706012,THER/PROPH/DIAG INJ IV PUSH,$445.90
706013,URINE DIPSTICK,$59.63
706014,URINE PREGNANCY TEST,$100.44
706015,ACCU-CHEK GLUCOSE TEST,$35.00
706016,HEMOCULT 1-3 SIMULT DETERMIN,$42.00
706017,STREPTOCCUS GRP A SCREEN,$108.50
706018,IMMUNIZE ADMIN 1 VACCINE,$150.92
706019,IMMUNIZE ADMIN EA ADD VACCINE,$99.96
706020,OBS PROCEDURE,$404.00
706021,INFLUENZA ADMIN VACCINE,$131.71
706022,PNEUMONIA ADMIN VACCINE,$45.00
706023,HYDRATION IV INFUSION ADD-ON,$326.00
706024,PULSE-OX MULTIPLE MEASURE,$174.00
