SVC CODE,SERVICES DESCRIPTION,CHGAMT,
183072265,"MYELOGRAM, LUNBOSACRAL",$438.00 ,
183072270,"MYELOGRAM, SPINAL CANAL, SANDI","$1,403.00 ",
183072285,DISKOGRAPHY C-SPINE,$294.00 ,
183072295,DISKOGRAPHY L-SPINE,$304.00 ,
182073000,CLAVICLE (2+ VIEWS),$510.00 ,
182073010,SCAPULA (2+ VIEWS),$526.00 ,
182073020,SHOULDER 1 VIEW,$432.00 ,
182073030,SHOULDER (2+ VIEWS),$537.00 ,
183073040,"SHOULDER ARTHROGRAM, SANDI",$770.00 ,
182073050,"A-C JOINTS, BILATERAL",$458.00 ,
182073060,HUMERUS 2+VIEWS,$471.00 ,
182073070,ELBOW (2),$456.00 ,
182073080,ELBOW (3+),$520.00 ,
183073085,ELBOW ARTHROGRA,$613.00 ,
182073090,FOREARM (2 VIEWS),$452.00 ,
182073092,"UPPER EXTRM, 2+ VIEWS INFANT",$571.00 ,
182073100,WRIST (2 VIEWS),$476.00 ,
182073110,WRIST (3+ VIEWS),$520.00 ,
183073115,"WRIST ARTHROGRAM, SANDI",$713.00 ,
182073120,HAND (2 VIEWS),$518.00 ,
182073130,HAND (3+ VIEWS),$496.00 ,
182073140,FINGER (2+ VIEWS),$427.00 ,
192073200,CT UP EXTRM W/O,"$1,873.00 ",
192073201,CT UP EXTRM W,"$2,021.00 ",
192073202,"CT UP EXTRM,W+W/O","$2,814.00 ",
192073206,CT ANGIO UPPER EXT W/0 AND W,$447.00 ,
146073218,"MRI,UPPER EXT, W/O CONTRAST","$3,575.00 ",
146073219,MRI U EXT JOINT W CONTRAST,"$3,089.00 ",
146073220,"MRI, UP EXTREM, OTHR TH JOINT","$4,350.00 ",
146073221,MRI JOINT OF ARM,"$3,751.00 ",
146073222,MRI JOINT UPPER W CONTRAST,"$3,690.00 ",
146073223,MRI UPPER EXTRE W JOINT W/O CONT,"$4,089.00 ",
146073225,MRA UPPER EXTREMITY,"$3,583.00 ",
182073500,HIP UNILAT 1 VIEW,$404.00 ,
182073501,XR HIP UNI W/PELVIS 1 VIEW,$526.00 ,
182073502,XR HIP UNI W/PELVIS 2-3 VIEWS,$630.00 ,
182073503,XR HIP UNI W/PELVIS MIN 4 VIEWS,"$1,530.00 ",
182073510,"HIP, UNILATERAL, 2+ VIEWS",$483.00 ,
182073521,XR HIPS BILAT W/PELVIS 2 VIEWS,$773.00 ,
182073522,XR HIPS BILAT W/PELVIS 3-4 VIEWS,"$1,155.00 ",
182073523,XR HIPS BIL W/PELVIS MIN 5 VIEWS,$986.00 ,
183073525,"HIP, ARTHROGRAM, SANDI",$764.00 ,
182073530,"HIP, OPERATING ROOM",$368.00 ,
182073540,"HIPS AND PELVIS, INFANT 2 VIEWS",$393.00 ,
182073551,XR FEMUR 1 VIEW,$612.00 ,
182073552,XR FEMUR MIN 2 VIEWS,$680.00 ,
182073560,KNEE (2 VIEWS),$481.00 ,
182073562,KNEE (3 VIEWS),$618.00 ,
182073564,KNEE (4 + VIEWS),$658.00 ,
182073565,"BOTH KNEES, STANDING A/P",$435.00 ,
183073580,"KNEE ARTHROGRAM, SANDI",$613.00 ,
182073590,TIBIA/FIBULA (2 VIEWS),$471.00 ,
182073592,LOW EXTRM INF(2),$571.00 ,
182073600,ANKLE (2 VIEWS),$481.00 ,
182073610,ANKLE (3+ VIEWS),$548.00 ,
183073615,"ANKLE ARTHROGRAM, SANDI",$575.00 ,
182073620,FOOT (2 VIEWS),$438.00 ,
182073630,FOOT (3+ VIEWS),$512.00 ,
182073650,CALCANEUS (2+VIEWS),$525.00 ,
182073660,TOE(S) (2+ VIEWS),$437.00 ,
192073700,CT LOWER EXT. NO CONTRAST,"$2,223.00 ",
192073701,CT LOWER EXT. WITH CONTRAST,"$2,998.00 ",
192073702,CT LOWER EXT. WANDWO CONTRAST,"$3,352.00 ",
192073706,CT ANGIO LOWER EXT W/0 AND W,$506.00 ,
146073718,MRI LOWER EXTREMITY W/O CONTRAST,"$3,452.00 ",
146073719,MRI LOWER EXTREMITY W/ CONTRAST,"$5,641.00 ",
146073720,"MRI,LOWER EXTREM (OTH THAN JOINT)","$3,648.00 ",
146073721,"MRI, LOWER EXTREM, JOINT","$3,220.00 ",
146073722,MRI LOW JT W/ CONTRAST,"$4,330.00 ",
146073723,MRI LOW EXT JT W AND W/O CON,"$5,161.00 ",
146073725,MRA LOWER EXTRM,"$3,808.00 ",
182074018,XR ABDOMEN 1 VIEW,$432.00 ,
182074019,XR ABDOMEN 2 VIEWS,$641.00 ,
182074021,XR ABDOMEN 3+ VIEWS,$850.00 ,
182074022,ABD SERIES+CHEST,$579.00 ,
192074150,CT ABD W/O CONTRS,"$3,332.00 ",
192074160,CT ABD W CONTRS,"$3,924.00 ",
192074170,CT ABD W+W/O CONT,"$3,633.00 ",
192074175,CT ANGIO ABDOM WO AND WDYE,"$4,038.00 ",
192074176,CT ABD AND PELVIS 1+ SECTION/REGN,"$2,808.00 ",
192074177,CT ABDOMEN AND PELVIS W/CONTRAST,"$3,688.00 ",
192074178,CT ABD + PELVIS 1+ SECTION/REGNS,"$4,746.00 ",
146074181,MRI ABDOMEN,"$3,220.00 ",
146074182,MRI ABDOMEN W CONTRAST,"$3,507.00 ",
146074183,MRI ABD WITH AND WITHOUT CONT,"$4,396.00 ",
146074185,MRA ABDOMEN,"$4,569.00 ",
183074190,PERITONEUM X-RAY,$272.00 ,
182074210,CONTRAST THROAT X-RAY,$312.00 ,
182074220,ESOPHAGUS X-RAY,$660.00 ,
182074230,BA SWALLOW MODIFIED,"$1,242.00 ",
182074240,UPPER GI,"$1,163.00 ",
182074241,UPPER GI W/KUB,"$1,186.00 ",
182074245,UGI + SMALL BOWEL SERIES,"$1,571.00 ",
182074246,"UGI, WITH AIR CONTRAST",$750.00 ,
182074247,"UGI, W AIR W KUB",$696.00 ,
182074249,"UGI, WITH AIR CONT. + SBFT","$1,904.00 ",
182074250,"SMALL BOWEL, SERIAL FILMS",$567.00 ,
182074251,"SMALL BOWEL, VIA E TUBE",$678.00 ,
182074260,HYPOTONIC DUODENOGRAM,$861.00 ,
182074270,BARIUM ENEMA,"$1,117.00 ",
182074280,"BARIUM ENEMA, WITH AIR CONTRAST","$2,275.00 ",
182074283,"ENEMA,THERAP,INTUSSUSPECT/OBSTRUC",$671.00 ,
182074290,CONTRAST GALLBLADDER X-RAY EXAM,$280.00 ,
182074305,"CHOLANGIOGRAPHY, POST-OP",$263.00 ,
182074320,"CHOLANGIOGRAM, TRANSHEPAT, SANDI",$373.00 ,
182074328,BILE DUCT ENDOSCOPY,$263.00 ,
182074340,LONG GI TUBE FLUORO WITH FILMS,"$1,374.00 ",
182074400,IV PYELOGRAM,$611.00 ,
182074410,URINARY TRACT CONT X-RAY,$450.00 ,
182074420,RETROGRADE PYELOGRAM,$373.00 ,
182074425,"UROGRAPHY, ANTEGRAD, SANDI","$1,387.00 ",
182074430,"CYSTOGRAPHY, (3+VIEWS) SANDI",$742.00 ,
182074440,MALE GENITAL TRACT X-RAY EXAM,$334.00 ,
182074445,PENIS X-RAY EXAM,$432.00 ,
182074450,"RETRO,URETHROCYSTOGRAM",$423.00 ,
182074455,"VOID,URETHROCYSTOGRAM","$1,175.00 ",
183074470,"RENAL CYST STUDY, SANDI",$334.00 ,
183074475,"CATH, RENAL PELVIS, SANDI",$960.00 ,
183074480,CATHETER INSERT X-RAY CONTROL,$21.00 ,
183074485,GU DILATION X-RAY GUIDE,"$1,622.00 ",
146074712,MR FETAL W/MAT PELVIS 1ST GEST,"$4,647.00 ",
146074713,MR FETAL W/MAT PELVIS ADDL GEST,"$1,104.00 ",
192075574,CT ANGIO HRT3D IMAGE,"$3,906.00 ",
183075600,AORTA CONTRAST X-RAY EXAM,$956.00 ,
183075605,"AORTOGRAM, THORAX, SERIAL, SANDI","$1,523.00 ",
183075625,"AORTOGRAM, ABD., SERIAL, SANDI","$1,711.00 ",
183075630,"AORTOGRAM, BILAT. ILEOFEM, SANDI","$1,357.00 ",
183075705,"ANGIO,SPINAL,SELE","$1,261.00 ",
183075710,"ANGIO,EXTREM,UNIL","$2,993.00 ",
183075716,"ANGIO,EXTREM,BILA","$3,453.00 ",
183075726,"ANGIOGRAM, VISC,SEL/SUPRA,S AND I","$1,853.00 ",
183075731,"ARTERY,ADRENAL UNILAT",$569.00 ,
183075733,"ARTERY,ADRENAL BILAT",$733.00 ,
183075736,"ANGIOGRAM,PELV SEL/SUPR,SANDI","$2,269.00 ",
183075741,"ANGIO,PULM,UNILAT,SELECT,SANDI","$1,357.00 ",
183075743,"ANGIO,PULM,BILAT,SELECT,SANDI","$1,687.00 ",
183075746,"ANGIO,PULM,NONSELECT,SANDI","$1,288.00 ",
183075756,"ANGIOG, INTERN MAMMARY",$665.00 ,
183075774,"ANGIO,SELECT,EACH ADDL,SANDI",$373.00 ,
183075801,"LYMPH VESSEL, ARM/LEG UNILATERAL","$1,327.00 ",
183075803,"LYMPH VESSEL, ARM/LEG, BILATERAL","$1,327.00 ",
183075805,"LYMPH VESSEL, PELVIC/ABDOM UNILAT","$1,327.00 ",
183075807,"LYMPH VESSEL,PELVIC/ABDOM BILAT","$1,327.00 ",
183075810,"VEIN,SPLEEN/LIVER X-RAY","$2,286.00 ",
183075820,"VENOGRAM,EXTREM,UNILAT,SANDI",$967.00 ,
183075822,"VENOGRAMEXTREM,BILAT,SANDI","$1,031.00 ",
183075825,"VENOGRAM,CAVL.INF,SERI,SANDI","$1,009.00 ",
183075827,"VENOGRAM,CAVL,SUP,SERI,SANDI","$1,085.00 ",
183075831,"VEIN,KIDNEY UNILATERAL",$540.00 ,
183075833,"VENOGRAM,RENAL,BILAT,SELEC,SANDI","$1,093.00 ",
183075840,VEIN ADRENAL GLAND UNILATERAL,$509.00 ,
183075842,VEIN ADRENAL BILAT SELECT,$606.00 ,
183075860,"VEIN, SINUS OR JUGULAR, CATH",$507.00 ,
183075870,"VEIN,SKULL X-RAY",$503.00 ,
183075880,"VENOGRAPHY, ORBITAL","$1,010.00 ",
183075885,TRNSHEPAT PORTOGRAPHY HEMODYNAMIC,"$1,344.00 ",
183075887,TRNSHEPAT PORTOGRAP W/O HEMODYNAM,$537.00 ,
183075889,"HEPATIC VENOGRAM,W/HEMODY,SANDI","$1,031.00 ",
183075891,"VEIN,LIV X-RAY",$511.00 ,
183075893,"VENOUS SAMPLING W/CAT,SANDI",$246.00 ,
183075894,"TRANSCATHETER,EMBOLIZATION,SANDI","$8,016.00 ",
183075898,ANGIOGRAM-EXISTING CATHETER,$998.00 ,
183075901,IR REM OBSTRUCTN FROM CVD,$878.00 ,
183075940,PERC PLCMNT IVC FILTER,"$1,403.00 ",
183075960,"INTRAVASCULAR STENT,S AND I","$1,849.00 ",
183075970,TRANSCATHETER BIOPSY,$963.00 ,
183075980,"TRANSHEPATIC BILIARY DRAIN,SANDI",$538.00 ,
183075982,BILE DUCT CONTRAST X-RAY EXAM,$361.00 ,
183075984,"CHANGE PERCU DRAIN CAT, SANDI",$242.00 ,
183075989,RAD GUIDED ABSCESS SANDI,$760.00 ,
183076000,FLUOROSCOPE EXM UP TO 1HR PHYS,"$1,102.00 ",
182076001,FLUORO PHYS > 1 HOUR,"$1,049.00 ",
182076010,NOSE TO RECTUM FOR FOREIGN BDY 1V,$438.00 ,
183076080,"FISTULA/SINUS STUDY,SANDI",$562.00 ,
192076376,3D RENDER W/O POSTPROCESS,$428.00 ,
192076377,3D RENDERING W/POSTPROCESS,"$1,181.00 ",
192076380,CT LIMITED OR LOCALIZED FLU,"$1,905.00 ",
146076390,MR SPECTROSCOPY,"$3,637.00 ",
183076391,MR ELASTOGRAPHY,$346.00 ,
146076498,UNLISTED MAGNETIC RESONANCE PROCE,$561.00 ,
183076499,UNLISTED DX RADIOLOGY,$190.00 ,
184076506,BRAIN ULTRASOUND,"$1,248.00 ",
184076536,THYROID-NECK ULTRA,"$1,072.00 ",
184076604,CHEST ULTRA,$890.00 ,
184076641,US BREAST COMPLETE,$282.00 ,
184076642,US BREAST LIMITED,$200.00 ,
184076645,BREAST ULTRASOUND,$267.00 ,
184076700,ULTRA ABD(COMP),"$1,364.00 ",
184076705,ULTRA ABD(LIM),$965.00 ,
184076706,US ABDL AORTA SCREEN AAA,$946.00 ,
184076770,ULTRA RETROPERIT,"$1,150.00 ",
184076775,US EXAM KIDNEY LTD,$901.00 ,
184076776,US KID TRANSP W/DOP,$649.00 ,
184076800,SPINAL CANAL ECHO,"$1,218.00 ",
184076805,ULTRA PLVS OB COMP,"$1,118.00 ",
184076810,"ULT,OB,MULTGEST","$1,382.00 ",
184076811,US OB DETAILED SNGL FETUS,"$1,078.00 ",
184076812,US OB DETAILED ADDL FETUS,"$1,041.00 ",
184076815,ULTR PELVS OB LIM,$852.00 ,
184076816,"ULTRSND PLV OB,REPT",$416.00 ,
184076818,FETAL BIOPYSICAL PROFILE,$367.00 ,
184076820,DOPPLER VELOCIMETRY FETAL UMB ART,$557.00 ,
184076821,DOPPLER VELOCIMETRY FETAL MID CER,$626.00 ,
184076830,"TRANSVAG,ECHO",$922.00 ,
184076856,ULTRA PELVS NON-OB,"$1,022.00 ",
184076857,"ULTRASOUND,PELV NON-OB,LIMITED",$896.00 ,
184076870,ULTRA SCROTUM,$796.00 ,
184076881,US XTR NON-VASC COMPLETE,"$1,065.00 ",
184076882,US XTR NON-VASC LMTD,$902.00 ,
184076885,ECHOGRAPHY INFANT HIPS DYNAMIC,"$1,668.00 ",
183076937,US GUIDANCE FOR VASCULAR ACCESS,"$1,069.00 ",
183076938,"ULTRASND, CYST/RENAL ASPIR SANDI",$703.00 ,
183076942,IR ULTRASOUND GUIDED BIOPSY S/I,"$1,511.00 ",
183076945,VILLUS SAMPLING ECHO GUIDE,$269.00 ,
184076970,"ULTRSND,FOLLOW-UP",$412.00 ,
183076978,US TRGT DYN MBUBB 1ST LES,$303.00 ,
184076979,US TRGT DYN MBUBB EA ADDL,$151.00 ,
184076981,USE PARENCHYMA,$315.00 ,
184076982,USE 1ST TARGET LESION,$315.00 ,
184076983,USE EA ADDL TARGET LESION,$158.00 ,
184076998,"US GUIDE, INTRAOP","$1,076.00 ",
184076999,ECHO EXAMINATION PROCEDURE,$268.00 ,
183077001,FLUOROGUIDE FOR VEIN DEVICE,$855.00 ,
183077002,NEEDLE LOCALIZATION BY XRAY,$677.00 ,
183077003,FLUOROGUIDE FOR SPINE INJECT,$306.00 ,
183077011,CT SCAN FOR LOCALIZATION,"$1,769.00 ",
183077012,CT SCAN FOR NEEDLE BIOPSY,"$4,308.00 ",
183077013,CT GUIDE FOR TISSUE ABLATION,"$3,613.00 ",
182077072,"XRAYS, BONE AGE STUDIES",$412.00 ,
182077073,"X-RAYS, BONE LENGTH STUDIES",$726.00 ,
182077074,"X-RAYS, BONE SURVEY, LIMITED",$389.00 ,
182077075,"X-RAYS, BONE SURVEY COMPLETE","$2,330.00 ",
182077076,"X-RAYS, BONE SURVEY, INFANT","$1,046.00 ",
182077077,"JOINT SURVEY, SINGLE VIEW",$237.00 ,
182077080,"DXA BONE DENSITY, AXIAL","$1,244.00 ",
146077084,"MAGNETIC IMAGE, BONE MARROW","$3,829.00 ",
183077528,CTH HEMDIALS LONG10FR X15 SPLIT,$608.00 ,
183077529,CTH HEMDIALS LONG 10FRX 18 SPLIT,$608.00 ,
183077531,CTH HEMDIALS LONG 10FR X24 SPLIT,$608.00 ,
183077534,CTH HEMDIALS LONG8FR X 18 HEMO,$58.00 ,
183077537,CTH HEMDILS SHRT11.5FRX12DBL LUMN,$132.00 ,
186078012,THYROID UPTAKE SINGLE,"$1,147.00 ",
186078014,THYROID IMAG WITH SINGLE ORMULTUP,$414.00 ,
186078070,"NM PARTHYOID, SCAN","$1,112.00 ",
186078072,PARATHYRD PLANARIMAGWSPECT CT,"$1,442.00 ",
186078075,NM ADRENAL NUCLEAR IMAGING,"$2,012.00 ",
186078099,ENDOCRINE NUCLEAR PROCEDURE,"$2,014.00 ",
186078102,"NM MARROW IMAGING, (LIMITED)","$1,279.00 ",
186078140,"NUCLEAR EXAM,RED BLOOD CELLS",$439.00 ,
186078185,"NM SPLEEN, SCAN","$1,340.00 ",
186078195,"NM LYMPHATICS, LYMPH GLANDS","$1,141.00 ",
186078201,NM LIVER IMAGING,$845.00 ,
186078205,"NM LIVER, IMAGING (SPECT",$830.00 ,
186078215,"NM LIVER AND SPLEEN, SCAN","$1,633.00 ",
186078226,HEPATOBILIARY SYSTEM IMAGING,"$2,608.00 ",
186078230,SALIVARY GLAND IMAGING,$773.00 ,
186078258,NM ESOPHAGEAL MOTILITY STUDY,$798.00 ,
186078261,NM GASTRIC MUCOSA IMAGING,"$1,121.00 ",
186078262,NM GE REFLUX AND ASPIRATION,"$1,107.00 ",
186078264,NM GASTRIC EMPTYING,"$2,109.00 ",
186078265,NM GASTRIC EMPTYING W/SM BOWEL,"$2,109.00 ",
186078266,NM GASTRIC EMPTY W/SMBWL/COLON,"$2,341.00 ",
186078278,"NM GI BLOOD LOSS, IMAGING","$1,480.00 ",
186078282,GI PROTEIN LOSS EXAM,"$1,396.00 ",
186078290,"NM MECKEL'S SCAN, ABDOMEN","$2,868.00 ",
186078291,LEVEEN/SHUNT PATENCY EXAM,"$1,446.00 ",
183078292,GIDE WIRE HIWIRE,$85.00 ,
186078305,"NM BONE IMAGING,MULTIPLE AREAS",$442.00 ,
186078306,NM BONE/JOINT IMAGING WHOLE BODY,"$2,717.00 ",
186078320,SPECT BONE/JOINT,$999.00 ,
183078386,CTH GIDE 4FR 65 NOTAPR,$170.00 ,
186078428,NM CARDIAC SHUNT IMAGING,$755.00 ,
186078451,"MYOCARD SPECT,1 STDY",$809.00 ,
186078452,"MYOCARD,SPECT,MULTI","$2,197.00 ",
186078453,"HT MUSCLE IMAGE,PLANAR,SING","$2,121.00 ",
186078454,"MYOCARD PERFUS,MULTI STUD","$2,413.00 ",
186078472,"NM CARDIAC BLOOD POOL, GATED","$1,540.00 ",
186078579,LUNG VENTILATION IMAGING,"$1,730.00 ",
186078580,"NM PULMONARY, PERFUSSION","$1,803.00 ",
186078582,LUNG VENTILAT AND PERFUS IMAGING,"$1,499.00 ",
186078598,LUNG PERF AND VENTILAT DIFERENTL,"$2,055.00 ",
186078606,"NM BRAIN SCAN, WITH VASC FLOW","$2,030.00 ",
186078607,"NM BRAIN IMAGE, TOMOGRAM, (SPECT)","$1,200.00 ",
186078608,PET BRAIN,"$2,105.00 ",
186078610,"NM BRAIN, VASCULAR FLOW (ONLY)","$1,527.00 ",
186078630,NM CISTERNOGRAM,"$2,639.00 ",
186078635,"NM CERBAL, VENTRICULOGRAPHY","$1,119.00 ",
186078645,NM VENTRICULAR SHUNT STUDY,$911.00 ,
186078647,NM CISTERNOGRAM SPECT,"$1,652.00 ",
186078650,NM CSF LEAK,"$1,763.00 ",
186078700,"NM KIDNEY, STATIC ONLY","$2,149.00 ",
186078701,"KIDNEY, STATIC W VASCULAR FLOW","$2,871.00 ",
186078707,K FLOW/FUNCT IMAGE W/O DRUG,"$1,691.00 ",
186078708,K FLOW/FUNCT IMAGE W/DRUG,"$1,518.00 ",
186078709,"K FLOW/FUNCT IMAGE, MULTIPLE","$1,351.00 ",
186078710,"NM KIDNEY, IMAGING (SPECT)",$870.00 ,
186078725,"NM KIDNEY, FUNCTION STUDY",$927.00 ,
186078740,NM NUCLEAR CYSTOGRAM,"$1,649.00 ",
186078761,"NM TESTICULAR VACS FLOW, IMAGING","$1,945.00 ",
186078799,GENITOURINARY NUCLEAR EXAM,"$1,372.00 ",
186078801,"TUMOR IMAGING,MULT AREAS","$1,053.00 ",
186078802,"NM TUMOR LOCALIZATION, WHOLE BODY","$5,563.00 ",
186078803,"NM TUMOR LOCALIZATION, (SPECT)",$845.00 ,
186078804,NM TUMOR IMG WHLE BODY 2+DAYS,"$4,941.00 ",
186078805,"NM ABSCESS IMAGING,LTD AREA",$348.00 ,
186078841,PET IMAGE WCT LMT,"$5,742.00 ",
186078851,PET IMAGE WCT SKULLTHIGH,"$7,817.00 ",
186078861,PET IMAGE WCT FULL BOD,"$9,603.00 ",
186079005,RADIO THERAPY BY ORAL ADMIN,"$2,351.00 ",
183079216,INTRO SHTH NOLASR 8.0 PEEL,$185.00 ,
183079356,INTRO SHTH NOLASR 4 FR,$74.00 ,
183079445,INTRA-ARTERIAL RPHARM RX,$528.00 ,
183079636,CTH SUPRPBC CYSTSCOPC SALLE STNT,$234.00 ,
183079662,CTH GIDE 5FR MIK,$58.00 ,
183079686,INTRO SHTH NOLASR 6FRX30FLXR,$151.00 ,
183079730,INTRO SHTH NOLASR 16 PEEL,$117.00 ,
183080464,CTH TRNSLUM NOLASRGUIDWIR FATHM16,$440.00 ,
183080548,CTH GIDE 4FR X 100 PIGTAIL,$62.00 ,
183080843,CTH GIDE 4FR 100 NOTAPR,$150.00 ,
183080845,CTH GIDE 5FR 100 NOTAPR,$150.00 ,
183080849,CTH GIDE 4FR 65 C1,$150.00 ,
183082261,INTRO SHTH NOLASR 14 PEEL,$135.00 ,
183082272,INTRO SHTH NOLASR 6 PEEL,$216.00 ,
183082273,INTRO SHTH NOLASR 7 PEEL,$216.00 ,
183082274,INTRO SHTH NOLASR 9 PEEL,$239.00 ,
183082275,INTRO SHTH NOLASR 11 PEEL,$179.00 ,
183082276,INTRO SHTH NOLASR 20 PEEL,$112.00 ,
183082277,INTRO SHTH NOLASR 6 FRXR,$198.00 ,
183082278,INTRO SHTH NOLASR 6FR FLXR 45 LVR,$182.00 ,
183082279,INTRO SHTH NOLASR 16FR CHKFLO 45,$212.00 ,
183082280,INTRO SHTH NOLASR 7FR FLXR,$198.00 ,
183082281,INTRO SHTH NOLASR 8FR RAABE FLTR,$185.00 ,
183082302,VENACAVA FILTER JUGULAR,"$1,813.00 ",
183082303,VENACAVA FILTER FEMORAL,"$1,813.00 ",
183082304,VENACAVA FILTER UNIVERSAL,"$1,813.00 ",
183082315,CTH OCCLSN HYPRFRM BALLN4X7,"$2,386.00 ",
183082316,CTH OCCLSN HYPRFRM BALLN7X7,"$2,386.00 ",
183082323,CTH HEMDILS SHRT11.5FRX20DBL LUMN,$49.00 ,
183082324,CTH HEMDIALS LONG12.5FRX 15 HEMO,$323.00 ,
183082325,CTH HEMDIALS LONG12.5FR X18 HEMO,$323.00 ,
183082326,CTH HEMDIALS LONG12.5FRX 24 HEMO,$323.00 ,
183082327,CTH HEMDIALS LONG12.5FRX28 HEMO,$334.00 ,
183082328,CTH HEMDIALS LONG14.5FRX 24 FLOW,$301.00 ,
183082329,CTH HEMDIALS LONG14.5FRX 32 FLOW,$301.00 ,
183082343,AICD SNGL CHMBR ONYX18,"$3,913.00 ",
183082344,AICD SNGL CHMBR ONYX34,"$3,913.00 ",
183082346,EP NTRCRD FXCRV GIDE SHTH ULTRFLO,$967.00 ,
183082347,CTH GIDE INFUSN 40 X 10,$216.00 ,
183082348,CTH GIDE INFUSN 40 X 20,$216.00 ,
183082351,CTH GIDE ECHLON10,$988.00 ,
183082352,CTH GIDE ECHLON10 45DGREES,"$1,147.00 ",
183082360,CTH GIDE ULTRATRQ SHFT4FR100 035,$98.00 ,
183082361,CTH GIDE ULTRATRQ SHFT4FR 100 035,$206.00 ,
183082362,CTH GIDE HITRQ SHFT4FR 65 035,$68.00 ,
183082363,CTH GIDE ULTRATRQ SHFT4FR65 035,$98.00 ,
183082364,CTH GIDE ULTRATRQ SHFT4FR 65 035,$112.00 ,
183082365,CTH GIDE HITRQ SHFT4FR65 035,$112.00 ,
183082367,CTH GIDE POWR INJECTABL 3FR,$232.00 ,
183082368,CTH GIDE HITORQ SHFT4FR 40 035,$56.00 ,
183082369,CTH GIDE HITORQ SHFT4FR 65 038,$56.00 ,
183082370,CTH GIDE ULTRATRQ SHFT4FR 80 035,$107.00 ,
183082371,CTH GIDE ULTRATRQ SHFT5FR 40 035,$94.00 ,
183082372,CTH GIDE ULTRATRQ SHFT5FR 65 035,$56.00 ,
183082375,CTH GIDE 4FRX7 CNTESIS,$96.00 ,
183082376,CTH GIDE 4FRX10 CNTESIS,$81.00 ,
183082382,STNT NOCOA NOCOV W DEL 12X 40,"$1,535.00 ",
183082383,STNT NOCOA NOCOV W DEL 12X60,"$2,979.00 ",
183082384,STNT NOCOA NOCOV W DEL 14X 40,"$1,535.00 ",
183082385,STNT NOCOA NOCOV W DEL 14X 60,"$1,535.00 ",
183082386,STNT NOCOA NOCOV W DEL 16X 60,"$1,535.00 ",
183082387,STNT NOCOA NOCOV W DEL16 X 90,"$2,959.00 ",
183082388,CTH TRNSLUM NOLSR BLLN6X80MUSTNG,$391.00 ,
183082389,CTH TRNSLUM NOLSR BLLN8X40MUSTNG,$391.00 ,
183082390,CTH TRNSLUM NOLSR BLLN8X80MUSTNG,$391.00 ,
183082391,CTH TRNSLUM NOLSR BLLN12X80MUSTNG,$391.00 ,
183082392,CTH GIDE KIT W TRANSND 20 X135,$770.00 ,
183082394,STNT NOCOA NOCOV W DEL14 X 90,"$2,797.00 ",
183082395,CTH TRNSLUM NOLASR BALLN5 X20,$391.00 ,
183082396,CTH TRNSLUM NOLASR BALLN5 X40,$391.00 ,
183082397,CTH TRNSLUM NOLASR BALLN6 X20,$391.00 ,
183082398,CTH TRNSLUM NOLASR BALLN6 X40,$391.00 ,
183082399,CTH TRNSLUM NOLASR BALLN7 X40,$391.00 ,
183082400,CTH TRNSLUM NOLASR BALLN7 X80,$391.00 ,
183082401,CTH TRNSLUM NOLASR BALLN8 X20,$391.00 ,
183082402,CTH TRNSLUM NOLASR BALLN10 X20,$391.00 ,
183082403,CTH TRNSLUM NOLASR BALLN10 X 40,$391.00 ,
183082404,CTH TRNSLUM NOLASR BALLN10 X80,$391.00 ,
183082407,CTH GIDE PROWLR 10 X45 DGREES,"$1,408.00 ",
183082408,CTH GIDE LP ES INFUSN 5X150,"$1,366.00 ",
183082409,CTH GIDE LP ES INFSN5X150 45DGRS,"$1,315.00 ",
183082410,CTH GIDE C SHAPE 6FR 070 X90,$774.00 ,
183082411,CTH GIDE 5FR 035 X17 H1H,$87.00 ,
183082412,CTH GIDE 4FR 035 X16 H1H,$216.00 ,
183082413,STNT NOCOA NOVOCWDEL4.5X22X12X1.9,"$8,419.00 ",
183082414,STNT NOCOA NOCOV W DEL4.5 X 28,"$8,491.00 ",
183082419,CTH GIDE 1.3FR 010 X165,"$1,126.00 ",
183082420,CTH GIDE WIRE 018 X 80,$165.00 ,
183082421,CTH GIDE WIRE 18X 150,$165.00 ,
183082422,CTH GIDE WIRE 018 GT,$318.00 ,
183082423,CTH GIDE WIRE 018 M,$292.00 ,
183082424,CTH GIDE WIRE 025 X 150,$136.00 ,
183082425,CTH GIDE WIRE 035 X 80,$99.00 ,
183082426,CTH GIDE WIRE STIFF 035 X80,$158.00 ,
183082427,CTH GIDE WIRE 038 X 150,$99.00 ,
183082428,EP NTRACRD FXCRV GIDE SHTH 4FRX10,$64.00 ,
183082429,EP NTRACRD FXCRV GIDE SHTH 5FRX10,$66.00 ,
183082430,EP NTRACRD FXCRV GIDE SHTH 6FRX10,$47.00 ,
183082431,EP NTRACRD FXCRV GIDE SHTH 7FRX10,$74.00 ,
183082432,EP NTRACRD FXCRV GIDE SHTH 7FRX25,$106.00 ,
183082433,EP NTRACRD FXCRV FIDE SHTH 8FRX10,$322.00 ,
183082434,EP NTRACRD FXCRV GIDE SHTH 9FRX25,$106.00 ,
183082435,EP NTRACRD FXCRV GIDE SHTH10FRX10,$74.00 ,
184093880,D-SCAN EXTRACRAN ARTBILATERAL,"$1,639.00 ",
184093882,D-SCAN EXTRA-CRAN ARTERUNI LIMIT,"$1,258.00 ",
