ProcedureID,Description,Charge
E10080,I&D PILONIDAL CYST,$437.79
E10120,FB REMOVAL SIMPLE,$437.79
E10140,DRAINAGE OF HEMATOMA/FLUID,"$3,597.89"
E10160,PUNCTURE ASPIRATION ABSCESS,$434.35
E11012,"DEBRIDE SKIN/MUSCLE/BONE, FX","$1,339.57"
E11012F7,"DEBRIDE SKIN/MUSCLE/BONE, FX","$1,339.57"
E11042,DEBRIDE SKIN/TISSUE,$828.01
E11043,DEBRIDE TISSUE/MUSCLE,$828.01
E11055,TRIM SKIN LESION,$204.00
E11719,TRIM NAIL(S) ANY NUMBER,$165.00
E11730F4,NAIL AVULSION,$246.80
E11730F5,NAIL AVULSION,$246.80
E11730F9,NAIL AVULSION,$246.80
E11730FA,NAIL AVULSION,$246.80
E11730T4,NAIL AVULSION,$246.80
E11730T5,NAIL AVULSION,$246.80
E11730TA,NAIL AVULSION,$246.80
E11740F2,SUBUNGUAL HEMATOMA,$92.20
E11740F5,SUBUNGUAL HEMATOMA,$92.20
E11740F6,SUBUNGUAL HEMATOMA,$92.20
E11740F7,SUBUNGUAL HEMATOMA,$92.20
E11740F9,SUBUNGUAL HEMATOMA,$92.20
E11740FA,SUBUNGUAL HEMATOMA,$92.20
E11740T1,SUBUNGUAL HEMATOMA,$92.20
E11740T3,SUBUNGUAL HEMATOMA,$92.20
E11740T4,SUBUNGUAL HEMATOMA,$92.20
E11740T5,SUBUNGUAL HEMATOMA,$92.20
E11740T7,SUBUNGUAL HEMATOMA,$92.20
E11740TA,SUBUNGUAL HEMATOMA,$92.20
E11750,REMOVAL OF NAIL BED,$921.75
E11750 T5,EXCISION OF NAIL,"$1,339.56"
E11750TA,EXCISION OF NAIL,"$1,339.56"
E11760F1,REPAIR OF NAIL BED,$655.19
E11760F2,REPAIR OF NAIL BED,$655.19
E11760F5,REPAIR OF NAIL BED,$655.19
E11760F6,REPAIR OF NAIL BED,$655.19
E11760F9,REPAIR OF NAIL BED,$655.19
E11760FA,REPAIR OF NAIL BED,$655.19
E11760T5,REPAIR OF NAIL BED,$655.19
E11765T5,INGROWN NAIL,$454.26
E12001,SIMPLE <2.5 cm,$398.17
E12002,SIMPLE 2.6 to 7.5cm,$398.17
E12004,SIMPLE 7.6 to 12.5cm,$398.17
E12005,SIMPLE 12.6 to 20 cm,$398.17
E12006,SIMPLE 20.1 to 30.0cm,$398.17
E12007,SIMPLE >30.0cm,$398.17
E12011,SIMPLE 0-2.5cm,$398.17
E12013,SIMPLE 2.6-5cm,$398.17
E12014,SIMPLE 5.1-7.5cm,$398.17
E12015,SIMPLE 7.6 to 12.5cm,$398.17
E12018,SIMPLE 30cm or greater,$398.17
E12031,INTERMEDIATE<2.5cm,$655.19
E12032,INTERMEDIATE 2.6 to 7.5cm,$655.19
E12034,INTERMEDIATE 7.6 to 12.5cm.,$655.19
E12035,INTERMEDIATE 12.6 to 20.0cm.,$655.19
E12036,INTERMEDIATE 20.1 to 30.0cm.,$655.19
E12041,INTERMEDIATE 0-2.5cm,$655.19
E12042,INTERMEDIATE 2.6-7.5cm,$655.19
E12051,FACIAL INTERMEDIATE 0-2.5cm,$655.19
E12052,FACIAL INTERMEDIATE 2.6-5cm,$655.19
E12053,FACIAL INTERMEDIATE 5.1-7.5cm,$655.19
E12054,FACIAL INTERMEDIATE7.6-12.5cm,$655.19
E13120,COM. SCALP/EXTREM. LAC 1.1-2.5,$655.19
E13121,COM. SCALP/EXTREM. LAC 2.6cm,"$1,408.81"
E13122,COM. SCALP/EXTREM. LAC 0-5 cm,$655.19
E13131,COMPLEX 1.1-2.5CM,"$1,408.81"
E13132,COMPLEX 2.6 to 7.5cm,"$1,408.81"
E13133,COMPLEX EACH ADD.5CM OR <,"$1,408.81"
E13151,FACIAL COMPLEX 1.1-2.5 cm,"$1,408.81"
E13152,REPAIR COMPLEX 2.6CM TO 7.5CM,"$1,362.11"
E16000,INITIAL TREATMENT OF BURN(S),$246.80
E16020,"DRESS/DEBRID P-THICK BURN, S",$454.26
E17110,DESTRUCT B9 LESION 1-14,$506.85
E20552,INJ.TRIGGER POINT SINGLE/MULTI,$699.65
E20600,DRAIN/INJ JOINT/BURSA W/O US,$722.48
E20605,ARTHOCENTESIS INTERMED.,$722.48
E20610,ARTHOCENTESIS MAJOR,$722.48
E21480,TMJ DISLOCATION,$778.20
E23650,TX SHOULDER DISLOC. W/O ANEST.,$550.33
E23655,TX SHOULDER DISLOC.  W/ANEST.,"$4,595.86"
E23665,CLTX SHOULDER DISLC W/FX HUMER,"$1,363.80"
E23931,DRAINAGE OF ARM BURSA,"$4,044.00"
E24200,REMOVAL OF ARM FOREIGN BODY,"$2,337.09"
E24600LT,Elbow Dislocation w/o anesthes,$550.33
E24600RT,Elbow Dislocation w/o anesthes,$550.33
E24605,TREAT ELBOW DISLOCATION,"$4,209.73"
E24620LT,TREAT ELBOW FRACTURE,$765.45
E24640,Reduction Nursemaid's Elbow,$550.33
E24640LT,Reduction Nursemaid's Elbow,$550.33
E24640RT,Reduction Nursemaid's Elbow,$550.33
E24675,TREAT ULNAR FRACTURE,$765.45
E25248,REMOVE FOREARM FOREIGN BODY,$809.00
E25505,TREAT FRACTURE OF RADIUS,"$1,637.00"
E25560LT,CLOSED TX RADIAL&ULNAR SHAFT F,$422.49
E25560RT,CLOSED TX RADIAL&ULNAR SHAFT F,$422.49
E25565,CLD TX RADIAL/UNLNAR TX W MANI,"$1,890.07"
E25600LT,CLTX DSTL RADIAL FX/EPIPHYSL S,$422.49
E25605LT,TREAT FRACTURE RADIUS/ULNA,$550.33
E25605RT,TREAT FRACTURE RADIUS/ULNA,$550.33
E25675LT,CLD TX DISTAL RADIOULNAR DIS.,$422.49
E25675RT,CLD TX DISTAL RADIOULNAR DIS.,$422.49
E26010,DRAINAGE OF FINGER ABSCESS,$506.85
E26605F7,TX METACARPAL FX WITH MANIP,$550.33
E26605F8,TX METACARPAL FX WITH MANIP,$550.33
E26605F9,TX METACARPAL FX WITH MANIP,$550.33
E26641RT,CLTX CARPO/METACARPAL DISLOCAT,$422.49
E26670,CLD TX CARPOMETACARPAL DIS/W/O,$471.65
E26670F7,CLD TX CARPOMETACARPAL DIS/W/O,$471.65
E26670F8,CLD TX CARPOMETACARPAL DIS/W/O,$471.65
E26700LT,CL.TX DISLOCATION W/MAN.W/O AN,$495.23
E26700RT,CL.TX DISLOCATION W/MAN.W/O AN,$495.23
E26725F3,"TREAT FINGER FRACTURE, EACH",$550.34
E26725F4,"TREAT FINGER FRACTURE, EACH",$550.34
E26725F9,"TREAT FINGER FRACTURE, EACH",$550.34
E26755,"TREAT FINGER OR THUMB FX, EACH",$550.34
E26765,"TREAT FINGER OR THUMB FX, EACH","$8,142.10"
E26770F2,REDUCTION OF DIGIT,$550.33
E26770F4,REDUCTION OF DIGIT,$550.33
E26770F5,REDUCTION OF DIGIT,$550.33
E26770F6,REDUCTION OF DIGIT,$550.33
E26770F8,REDUCTION OF DIGIT,$550.33
E26770F9,REDUCTION OF DIGIT,$550.33
E26770FA,REDUCTION OF DIGIT,$550.33
E26775F3,CLTX IPHAL JT DISLC W/MANJ REQ,"$4,351.53"
E26775F8,CLTX IPHAL JT DISLC W/MANJ REQ,"$4,351.53"
E26775F9,CLTX IPHAL JT DISLC W/MANJ REQ,"$4,351.53"
E26951F1,AMPUTATION OF FINGER/THUMB,"$4,265.84"
E26951F5,AMPUTATION OF FINGER/THUMB,"$4,265.84"
E27250RT,REDUCTION HIP(right),$550.33
E27252,TREAT HIP DISLOCATION W/ANEST,$766.99
E27265LT,CLTX POST HIP ARTHRP DISLC W/O,$491.17
E27265RT,TX POST HIP ARTHRP DISLC W/O,$491.17
E27550LT,REDUCTION KNEE(left),$550.33
E27550RT,REDUCTION KNEE(right),$550.33
E27560LT,TX PATELLAR DISLOCATION W/O,$491.17
E27560RT,TX PATELLAR DISLOCATION W/O,$491.17
E27768,CLTX POST ANKLE FX W/MNPJ,$766.99
E27788LT,CLTX FIB FX LAT MALLS W/MNPJ,$467.82
E27810LT,CLOSED TX BIMALLEOLAR ANKLE,"$1,432.45"
E27810RT,CLOSED TX BIMALLEOLAR ANKLE,"$1,432.45"
E27818LT,CL.TX.ANKLE FX W/MANIP.,"$1,432.45"
E27818RT,CL.TX.ANKLE FX W/MANIP.,"$1,432.45"
E27825RT,CLTX FX W8 BRG ARTCLR PRTN DST,"$5,132.07"
E27840LT,REDUCTION ANKLE W/O ANESTH.,$550.33
E27840RT,REDUCTION ANKLE W/O ANESTH.,$550.33
E28190LT,REMOVAL OF FOOT FOREIGN BODY,"$2,337.09"
E28190RT,REMOVAL OF FOOT FOREIGN BODY,"$2,337.09"
E28435LT,CLOSED TX TALUS FRACTURE W/MAN,$511.73
E28515T9,CLTX FX PHLX/PHLG OTH W/MANIP,$491.17
E28570,TREAT FOOT DISLOCATION,$542.85
E28630,CLTX METATARSOPHLNGL JT DISLC,$511.73
E28660,CLTX IPHAL JT DISLC W/O ANES,$491.17
E29065RT,LONG ARM CAST(right),$713.04
E29085RT,HAND/WRIST CAST(right),$340.19
E29105LT,LONG ARM SPLINT(left),$340.19
E29105RT,LONG ARM SPLINT(right),$340.19
E29125LT,SHORT ARM SPLINT (Left),$340.19
E29125RT,SHORT ARM SPLINT (Right),$340.19
E29130F2,FINGER SPLINT STATIC,$340.19
E29130F3,FINGER SPLINT STATIC,$340.19
E29130F4,FINGER SPLINT STATIC,$340.19
E29130F5,FINGER SPLINT STATIC,$340.19
E29130F6,FINGER SPLINT STATIC,$340.19
E29130F7,FINGER SPLINT STATIC,$340.19
E29130F8,FINGER SPLINT STATIC,$340.19
E29130F9,FINGER SPLINT STATIC,$340.19
E29130FA,FINGER SPLINT STATIC,$340.19
E29131FA,FINGER SPLINT DYNAMIC,$340.19
E29240LT,Clavicle/Shoulder Immobilizer,$340.19
E29240RT,Clavicle/Shoulder Immobilizer,$340.19
E29405RT,SHORT LEG CAST(right),$713.04
E29505LT,LONG LEG SPLINT (left),$340.19
E29505RT,LONG LEG SPLINT(right),$340.19
E29515LT,SHORT LEG SPLINT (left),$340.19
E29515RT,SHORT LEG SPLINT (right),$340.19
E29540RT,STRAPPING ANKLE/FOOT(right),$340.19
E30300LT,FB REMOVAL NARE(Left),$196.38
E30300RT,FB REMOVAL NARE (Right),$196.38
E3090150,CONTROL NOSEBLEED SIMPLE,$350.14
E30901LT,CONTROL NOSEBLEED SIMPLE,$350.14
E30901RT,CONTROL NOSEBLEED SIMPLE,$350.14
E3090350,CONTROL NOSEBLEED COMPLEX,$350.14
E30905,CONTROL NOSEBLEED INITIAL,$350.14
E30906,CONTROL OF NOSEBLEED SUBSEQ.,$341.54
E31500,INTUBATION,$765.35
E31575,DIAGNOSTIC LARYNGOSCOPY,$501.54
E31635,  BRONCHOSCOPY W/FB REMOVAL,"$3,664.30"
E32160,OPEN CHEST HEART MASSAGE,"$1,834.35"
E32551,INSERTION OF CHEST TUBE,"$1,619.27"
E32554,ASPIRATE PLEURA W/O IMAGING,"$1,352.16"
E32555,ASPIRATE PLEURA W/ IMAGING,"$1,352.16"
E32556,INSERT CATH PLEURA W/O IMAGE,"$4,205.15"
E33010,PERICARDIOCENTESIS INITIAL,"$1,658.77"
E36415,VENIPUCTURE,$31.50
E36430,TRANSFUSION BLOOD OR COMP.,"$1,057.23"
E36556,INSERT NON-TUNNEL CV CATH >5yr,"$3,395.49"
E36600,ARTERIAL PUNCTURE (BLODD GAS),$66.68
E36680,PLACEMENT NEEDLE INTRAOSSEOUS,$469.52
E41800,DRAINAGE OF GUM LESION,$315.00
E42700,I&D PERITONSILLAR,$778.20
E42809,FB REMOVAL PHARYNX,$196.38
E42960,CNTRL OROPHARYNGEAL HEM. SIMP,$333.49
E43215,ESOPHAGOSCOPY FLEX REMOVE FB,"$3,699.29"
E43753,GASTRIC TUBE PLMT W/ASPIR & LA,$379.25
E43760,CHANGE GASTROSTOMY TUBE,"$1,007.92"
E46040,I & D PERIRECTAL AREA,"$2,762.55"
E46083,I & D EXTERNAL HEMORRHOID,$624.92
E46320,REMOVAL OF HEMORRHOID CLOT,"$5,053.59"
E49083,ADB.PARACENTESIS W/IMAGING,"$1,619.26"
E51102,DRAIN BL W/CATH INSERTION,"$5,086.14"
E51700,BLADDER IRRIGATION,$624.92
E51701,STRAIGHT CATH INSERTED,$196.38
E51702,FOLEY CATHETER INSERTION,$196.38
E51703,BLADDER CATHETER COMPLICATED,$322.32
E51705,CHANGE OF BLADDER TUBE,$680.40
E51710,CHANGE OF BLADDER TUBE,"$1,729.35"
E52000,CYSTOSCOPY,"$1,729.35"
E54220,IRRIGATION CORPORA CAVERNOSA P,$548.29
E56405,I & D PERINEAL ABSCESS,$858.53
E56420,I & D BARTHOLINS GLAND,$420.77
E58301,REMOVAL INTRAUTERINE DEVICE,$414.02
E59300,EPISIOTOMY OR VAGINAL REPAIR,"$1,313.55"
E5981252,TREATMENT OF MISCARRIAGE,$973.35
E62270,LUMBAR PUNCTURE,"$1,275.02"
E64400,N BLOCK OTHER PERIPHERAL,$739.78
E64405,N BLOCK INJ OCCIPITAL,$727.65
E64420,N BLOCK INJ INTERCOST SNG,"$1,630.00"
E64450,N BLOCK OTHER PERIPHERAL,"$1,275.02"
E65205LT,FB REMOVAL EYE (Left),$270.65
E65205RT,FB REMOVAL EYE  (Right),$270.65
E65220LT,REMOVAL FB CORNEA (left),$270.65
E65220RT,REMOVAL FB CORNEA(right),$270.65
E65222LT,FB removal cornea w/slit lamp,$270.65
E65222RT,FB removal cornea w/slit lamp,$270.65
E65270,REPAIR OF EYE WOUND,"$5,434.05"
E67715,CANTHOTOMY,"$1,086.00"
E67935,SUTR RECENT WND EYELID FULL,"$1,440.48"
E6920050,FB removal ear (Bilateral),$196.38
E69200LT,FB removal ear (Left),$196.38
E69200RT,FB removal ear (Right),$196.38
E69209,REMOVE IMPACTED EAR WAX UNI,$196.38
E6921050,Cerumen removal (Bilateral),$196.38
E69210LT,Cerumen removal (Left),$196.38
E69210RT,Cerumen removal (Right),$196.38
E81025,URINE PREGNANCY,$48.55
E87880,STREPTOCOCCUS GROUP A (SCREEN),$56.22
E90471,IMMUNIZATION ADMIN,$122.78
E90472,"IMMUNIZATION ADMIN, EACH ADD",$79.20
E90760,IV Hydration Initial,$560.21
E90761,IV Hydration- additional hours,$122.78
E90765,IV Therapeutic- Initial,$560.21
E90766,IV Theraputil- additional hour,$122.78
E90767,IV Sequential therapy,$122.78
E90768,IV Concurrent therapy,$100.99
E90772,IM/ SQ Injection,$122.78
E9077259,IM/ SQ Injection,$122.78
E90774,IVP Initial,$573.27
E90775,IVP Subsequent,$250.29
E9077559,IVP Subsequent,$250.29
E90776,IVP Tx/pro/dx inj. same drug,$114.01
E92950,CPR,$765.35
E92953,TEMPORARY TRANSCUTANEOUS PACIN,$615.79
E92960,Cardioversion/Defibrillation,"$1,696.39"
E93041,Rhythm strip/Continuous Cardia,$121.12
E94760,Non invasive ear or pulse oxim,$101.66
E94761,Non invasive ear or pulse oxim,$115.63
E99151,"MOD CS BY SAME PHYS, < 5 YRS",$192.15
E99152,"MOD CS BY SAME PHYS, 5 YRS +",$159.60
E99153,MOD CS EACH ADD 15MIN,$71.66
E99155,MOD SED OTH PHYS/QHP <5 YRS,$241.50
E99156,MOD SED OTH PHYS/QHP 5/>YRS,$197.40
E99157,MOD SED OTHER PHYS/QHP EA,$150.15
E99281,SERVICE LEVEL I,$248.02
E9928125,SERVICE LEVEL I W/MOD. 25,$248.02
E99282,SERVICE LEVEL II,$408.87
E9928225,SERVICE LEVEL II W/MOD. 25,$408.87
E99283,SERVICE LEVEL III,$645.87
E9928325,SERVICE LEVEL III W/MOD. 25,$645.87
E99284,SERVICE LEVEL IV,"$1,038.84"
E9928425,SERVICE LEVEL IV W/MOD.25,"$1,038.84"
E99285,SERVICE LEVEL V,"$1,541.79"
E9928525,SERVICE LEVEL V W/MOD.25,"$1,541.79"
E99291,CRITICAL CARE,"$2,277.29"
E9929125,CRITICAL CARE W/MOD.25,"$2,277.29"
E99292,CRITICAL CARE EA.ADD 30MIN,$335.55
EG0378,ED OBSERVATION SERVICE PER HR,$100.00
EP9612,CATH FOR SPECIMEN COLLECTION,$196.38
G8978CH,MOBILITY CURRENT STATUS,$0.01
G8978CI,MOBILITY CURRENT STATUS,$0.01
G8978CJ,MOBILITY CURRENT STATUS,$0.01
G8978CK,MOBILITY CURRENT STATUS,$0.01
G8978CL,MOBILITY CURRENT STATUS,$0.01
G8978CM,MOBILITY CURRENT STATUS,$0.01
G8978CN,MOBILITY CURRENT STATUS,$0.01
G8978GOCH,MOBILITY CURRENT STATUS,$0.01
G8979CH,MOBILITY  GOAL STATUS,$0.01
G8979CI,MOBILITY  GOAL STATUS,$0.01
G8979CJ,MOBILITY  GOAL STATUS,$0.01
G8979CK,MOBILITY  GOAL STATUS,$0.01
G8979CL,MOBILITY  GOAL STATUS,$0.01
G8979CM,MOBILITY  GOAL STATUS,$0.01
G8979CN,MOBILITY  GOAL STATUS,$0.01
G8980CH,MOBILITY D/C STATUS,$0.01
G8980CI,MOBILITY D/C STATUS,$0.01
G8980CJ,MOBILITY D/C STATUS,$0.01
G8980CK,MOBILITY D/C STATUS,$0.01
G8980CL,MOBILITY D/C STATUS,$0.01
G8980CM,MOBILITY D/C STATUS,$0.01
G8980CN,MOBILITY D/C STATUS,$0.01
G8980GOCI,MOBILITY D/C STATUS,$0.01
G8981CH,BODY POS CURRENT STATUS,$0.01
G8981CI,BODY POS CURRENT STATUS,$0.01
G8981CJ,BODY POS CURRENT STATUS,$0.01
G8981CK,BODY POS CURRENT STATUS,$0.01
G8981CL,BODY POS CURRENT STATUS,$0.01
G8981CM,BODY POS CURRENT STATUS,$0.01
G8981CN,BODY POS CURRENT STATUS,$0.01
G8981GOCJ,BODY POS CURRENT STATUS,$0.01
G8981GOCK,BODY POS CURRENT STATUS,$0.01
G8981GOCL,BODY POS CURRENT STATUS,$0.01
G8982CH,BODY POS GOAL STATUS,$0.01
G8982CI,BODY POS GOAL STATUS,$0.01
G8982CJ,BODY POS GOAL STATUS,$0.01
G8982CK,BODY POS GOAL STATUS,$0.01
G8982CL,BODY POS GOAL STATUS,$0.01
G8982CN,BODY POS GOAL STATUS,$0.01
G8982GOCH,BODY POS GOAL STATUS,$0.01
G8982GOCI,BODY POS GOAL STATUS,$0.01
G8982GOCK,BODY POS GOAL STATUS,$0.01
G8982GOCL,BODY POS GOAL STATUS,$0.01
G8983CH,BODY POS D/C STATUS,$0.01
G8983CI,BODY POS D/C STATUS,$0.01
G8983CJ,BODY POS D/C STATUS,$0.01
G8983CK,BODY POS D/C STATUS,$0.01
G8983CL,BODY POS D/C STATUS,$0.01
G8983CM,BODY POS D/C STATUS,$0.01
G8983CN,BODY POS D/C STATUS,$0.01
G8983GOCH,BODY POS D/C STATUS,$0.01
G8983GOCI,BODY POS D/C STATUS,$0.01
G8983GOCJ,BODY POS D/C STATUS,$0.01
G8983GOCK,BODY POS D/C STATUS,$0.01
G8984CH,CARRY CURRENT STATUS,$0.01
G8984CI,CARRY CURRENT STATUS,$0.01
G8984CJ,CARRY CURRENT STATUS,$0.01
G8984CK,CARRY CURRENT STATUS,$0.01
G8984CL,CARRY CURRENT STATUS,$0.01
G8984CM,CARRY CURRENT STATUS,$0.01
G8984GOCH,CARRY CURRENT STATUS,$0.01
G8984GOCI,CARRY CURRENT STATUS,$0.01
G8984GOCJ,CARRY CURRENT STATUS,$0.01
G8984GOCK,CARRY CURRENT STATUS,$0.01
G8984GOCL,CARRY CURRENT STATUS,$0.01
G8984GOCM,CARRY CURRENT STATUS,$0.01
G8985CH,CARRY GOAL STATUS,$0.01
G8985CI,CARRY GOAL STATUS,$0.01
G8985CJ,CARRY GOAL STATUS,$0.01
G8985CK,CARRY GOAL STATUS,$0.01
G8985CL,CARRY GOAL STATUS,$0.01
G8985CM,CARRY GOAL STATUS,$0.01
G8985GOCH,CARRY GOAL STATUS,$0.01
G8985GOCI,CARRY GOAL STATUS,$0.01
G8985GOCJ,CARRY GOAL STATUS,$0.01
G8985GOCK,CARRY GOAL STATUS,$0.01
G8985GOCL,CARRY GOAL STATUS,$0.01
G8985GOCM,CARRY GOAL STATUS,$0.01
G8986CH,CARRY D/C STATUS,$0.01
G8986CI,CARRY D/C STATUS,$0.01
G8986CJ,CARRY D/C STATUS,$0.01
G8986CK,CARRY D/C STATUS,$0.01
G8986CL,CARRY D/C STATUS,$0.01
G8986CM,CARRY D/C STATUS,$0.01
G8986GOCH,CARRY D/C STATUS,$0.01
G8986GOCI,CARRY D/C STATUS,$0.01
G8986GOCJ,CARRY D/C STATUS,$0.01
G8986GOCK,CARRY D/C STATUS,$0.01
G8986GOCL,CARRY D/C STATUS,$0.01
G8986GOCM,CARRY D/C STATUS,$0.01
G8987CH,SELF CARE CURRENT STATUS,$0.01
G8987CI,SELF CARE CURRENT STATUS,$0.01
G8987CK,SELF CARE CURRENT STATUS,$0.01
G8987CL,SELF CARE CURRENT STATUS,$0.01
G8987CM,SELF CARE CURRENT STATUS,$0.01
G8987GOCH,SELF CARE CURRENT STATUS,$0.01
G8987GOCI,SELF CARE CURRENT STATUS,$0.01
G8987GOCJ,SELF CARE CURRENT STATUS,$0.01
G8987GOCK,SELF CARE CURRENT STATUS,$0.01
G8987GOCL,SELF CARE CURRENT STATUS,$0.01
G8987GOCM,SELF CARE CURRENT STATUS,$0.01
G8987GOCN,SELF CARE CURRENT STATUS,$0.01
G8988CH,SELF CARE CURRENT STATUS,$0.01
G8988CI,SELF CARE CURRENT STATUS,$0.01
G8988CJ,SELF CARE CURRENT STATUS,$0.01
G8988CK,SELF CARE CURRENT STATUS,$0.01
G8988CL,SELF CARE CURRENT STATUS,$0.01
G8988GOCH,SELF CARE CURRENT STATUS,$0.01
G8988GOCJ,SELF CARE CURRENT STATUS,$0.01
G8988GOCN,SELF CARE CURRENT STATUS,$0.01
G8989CH,SELF CARE D/C STATUS,$0.01
G8989CI,SELF CARE D/C STATUS,$0.01
G8989CK,SELF CARE D/C STATUS,$0.01
G8989CL,SELF CARE D/C STATUS,$0.01
G8989GOCH,SELF CARE D/C STATUS,$0.01
G8989GOCJ,SELF CARE D/C STATUS,$0.01
G8989GOCK,SELF CARE D/C STATUS,$0.01
G8989GOCN,SELF CARE D/C STATUS,$0.01
G8990CH,OTHER PT/OT CURRENT STATUS,$0.01
G8990CI,OTHER PT/OT CURRENT STATUS,$0.01
G8990CJ,OTHER PT/OT CURRENT STATUS,$0.01
G8990CM,OTHER PT/OT CURRENT STATUS,$0.01
G8990CN,OTHER PT/OT CURRENT STATUS,$0.01
G8990GOCI,OTHER PT/OT CURRENT STATUS,$0.01
G8990GOCJ,OTHER PT/OT CURRENT STATUS,$0.01
G8990GOCK,OTHER PT/OT CURRENT STATUS,$0.01
G8991CH,OTHHER PT/OT CURRENT STATUS,$0.01
G8991CI,OTHHER PT/OT CURRENT STATUS,$0.01
G8991CL,OTHHER PT/OT CURRENT STATUS,$0.01
G8991GOCI,OTHHER PT/OT CURRENT STATUS,$0.01
G8991GOCJ,OTHHER PT/OT CURRENT STATUS,$0.01
G8992CH,OTHER PT/OT D/C STATUS,$0.01
G8992CI,OTHER PT/OT D/C STATUS,$0.01
G8992GOCI,OTHER PT/OT D/C STATUS,$0.01
G8993CH,SUB PT/OT CURRENT STATUS,$0.01
G8996GNCH,SWALLOW CURRENT STATUS,$0.01
G8996GNCI,SWALLOW CURRENT STATUS,$0.01
G8996GNCJ,SWALLOW CURRENT STATUS,$0.01
G8996GNCK,SWALLOW CURRENT STATUS,$0.01
G8996GNCL,SWALLOW CURRENT STATUS,$0.01
G8996GNCM,SWALLOW CURRENT STATUS,$0.01
G8997GNCH,SWALLOW GOAL STATUS,$0.01
G8997GNCI,SWALLOW GOAL STATUS,$0.01
G8997GNCJ,SWALLOW GOAL STATUS,$0.01
G8997GNCK,SWALLOW GOAL STATUS,$0.01
G8997GNCL,SWALLOW GOAL STATUS,$0.01
G8997GNCM,SWALLOW GOAL STATUS,$0.01
G8998GNCH,SWALLOW D/C STATUS,$0.01
G8998GNCI,SWALLOW D/C STATUS,$0.01
G8998GNCJ,SWALLOW D/C STATUS,$0.01
G8998GNCK,SWALLOW D/C STATUS,$0.01
G8998GNCL,SWALLOW D/C STATUS,$0.01
G8998GNCM,SWALLOW D/C STATUS,$0.01
G8999GNCH,MOTOR SPEECH CUR STATUS,$0.01
G8999GNCI,MOTOR SPEECH CUR STATUS,$0.01
G8999GNCJ,MOTOR SPEECH CUR STATUS,$0.01
G8999GNCK,MOTOR SPEECH CUR STATUS,$0.01
G8999GNCL,MOTOR SPEECH CUR STATUS,$0.01
G8999GNCM,MOTOR SPEECH CUR STATUS,$0.01
G9158GNCH,MOTOR SPEECH D/C STATUS,$0.01
G9158GNCI,MOTOR SPEECH D/C STATUS,$0.01
G9158GNCJ,MOTOR SPEECH D/C STATUS,$0.01
G9158GNCK,MOTOR SPEECH D/C STATUS,$0.01
G9159GNCI,LANG COMP CURRENT STATUS,$0.01
G9159GNCJ,LANG COMP CURRENT STATUS,$0.01
G9159GNCK,LANG COMP CURRENT STATUS,$0.01
G9159GNCL,LANG COMP CURRENT STATUS,$0.01
G9159GNCM,LANG COMP CURRENT STATUS,$0.01
G9160GNCH,LANG COMP GOAL STATUS,$0.01
G9160GNCI,LANG COMP GOAL STATUS,$0.01
G9160GNCJ,LANG COMP GOAL STATUS,$0.01
G9160GNCK,LANG COMP GOAL STATUS,$0.01
G9161GNCI,LANG COMP D/C STATUS,$0.01
G9161GNCJ,LANG COMP D/C STATUS,$0.01
G9162GNCH,LANG EXPRESS CURRENT STATUS,$0.01
G9162GNCI,LANG EXPRESS CURRENT STATUS,$0.01
G9162GNCJ,LANG EXPRESS CURRENT STATUS,$0.01
G9162GNCK,LANG EXPRESS CURRENT STATUS,$0.01
G9162GNCL,LANG EXPRESS CURRENT STATUS,$0.01
G9162GNCM,LANG EXPRESS CURRENT STATUS,$0.01
G9163GNCH,LANG EXPRESS GOAL STATUS,$0.01
G9163GNCI,LANG EXPRESS GOAL STATUS,$0.01
G9163GNCJ,LANG EXPRESS GOAL STATUS,$0.01
G9163GNCK,LANG EXPRESS GOAL STATUS,$0.01
G9163GNCL,LANG EXPRESS GOAL STATUS,$0.01
G9164GNCH,LANG EXPRESS D/C STATUS,$0.01
G9164GNCI,LANG EXPRESS D/C STATUS,$0.01
G9164GNCJ,LANG EXPRESS D/C STATUS,$0.01
G9164GNCM,LANG EXPRESS D/C STATUS,$0.01
G9165GNCI,ATTN CURRENT STATUS,$0.01
G9165GNCJ,ATTN CURRENT STATUS,$0.01
G9165GNCK,ATTN CURRENT STATUS,$0.01
G9166GNCH,ATTN GOAL STATUS,$0.01
G9166GNCI,ATTN GOAL STATUS,$0.01
G9167GNCI,ATTN D/C STATUS,$0.01
G9168GNCH,MEMORY CURRENT STATUS,$0.01
G9168GNCI,MEMORY CURRENT STATUS,$0.01
G9168GNCJ,MEMORY CURRENT STATUS,$0.01
G9168GNCK,MEMORY CURRENT STATUS,$0.01
G9168GNCL,MEMORY CURRENT STATUS,$0.01
G9168GNCM,MEMORY CURRENT STATUS,$0.01
G9169GNCH,MEMORY GOAL STATUS,$0.01
G9169GNCI,MEMORY GOAL STATUS,$0.01
G9169GNCJ,MEMORY GOAL STATUS,$0.01
G9169GNCK,MEMORY GOAL STATUS,$0.01
G9170GNCH,MEMORY D/C STATUS,$0.01
G9170GNCI,MEMORY D/C STATUS,$0.01
G9170GNCJ,MEMORY D/C STATUS,$0.01
G9170GNCL,MEMORY D/C STATUS,$0.01
G9171GNCH,VOICE CURRENT STATUS,$0.01
G9171GNCI,VOICE CURRENT STATUS,$0.01
